uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
-5454632828456779978,-6788471551444052522,292057779709,2,2694,Shamela0009783BK1-ara1.mARkdown,9,1486,Shamela0009783BK1,0310Tabari.Tarikh,1412,f,f
880136403935323719,5274941812924222394,292057779709,2,1412,JK000911-ara1.mARkdown,354,1322,JK000911,0630IbnAthirCizzDin.Kamil,1412,f,f
-3020592492982235168,-166781166239542393,25769864167,10,4644,Shamela0010283-ara1.mARkdown,945,1244,Shamela0010283,0733Nuwayri.NihayatArab,1413,f,f
3933633583271141665,-750648574121750056,25769864167,10,1834,Shamela0010906-ara1.mARkdown,502,1084,Shamela0010906,0748Dhahabi.SiyarAclamNubala,1413,f,f
-2396572846036033077,5283840752347635461,25769864167,10,1302,Shamela0035100-ara1.mARkdown,1,452,Shamela0035100,0748Dhahabi.TarikhIslam,1413,f,f
6887107256305964241,-6874650876450955628,25769864167,10,1406,Shamela0012320-ara1.completed,370,599,Shamela0012320,0808IbnKhaldun.Tarikh,1413,f,f
4513959948378897186,4203434267353763643,25769864167,10,1806,Shamela0009773-ara1.mARkdown,1272,1548,Shamela0009773,0279Baladhuri.AnsabAshraf,1413,f,f
-7372068611974862117,-6788471551444052522,25769864167,10,2689,Shamela0009783BK1-ara1.mARkdown,1045,1469,Shamela0009783BK1,0310Tabari.Tarikh,1413,f,f
292169971473516400,5274941812924222394,25769864167,10,1413,JK000911-ara1.mARkdown,562,848,JK000911,0630IbnAthirCizzDin.Kamil,1413,f,f
-7840286061384541856,-227920819258606688,25769864167,10,465,Shamela0012396-ara1.completed,903,1470,Shamela0012396,0421Miskawayh.Tajarib,1413,f,f
6887107256305964241,-6874650876450955628,25769864163,3,1406,Shamela0012320-ara1.completed,1,661,Shamela0012320,0808IbnKhaldun.Tarikh,1413,f,f
292169971473516400,5274941812924222394,25769864163,3,1413,JK000911-ara1.mARkdown,6,878,JK000911,0630IbnAthirCizzDin.Kamil,1413,f,f
-3202261364856477164,6466097600277704307,42949740766,22,4151,Shamela0003118-ara1.completed,1194,1428,Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,1413,f,f
-5542525468019894699,-5846110217919951192,42949740766,22,1460,Shamela0012406-ara1.mARkdown,1175,1472,Shamela0012406,0597IbnJawzi.Muntazam,1413,f,f
