uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
-2612397139369599908,-166781166239542393,412316955130,2,6128,Shamela0010283-ara1.mARkdown,1256,1715,Shamela0010283,0733Nuwayri.NihayatArab,3846,f,f
-5060393532579726853,5274941812924222394,412316955130,2,3846,JK000911-ara1.mARkdown,185,607,JK000911,0630IbnAthirCizzDin.Kamil,3846,f,f
-2023807886330953403,-166781166239542393,137439152884,2,6129,Shamela0010283-ara1.mARkdown,1,580,Shamela0010283,0733Nuwayri.NihayatArab,3846,f,f
-5060393532579726853,5274941812924222394,137439152884,2,3846,JK000911-ara1.mARkdown,613,1245,JK000911,0630IbnAthirCizzDin.Kamil,3846,f,f
6455163126467654526,-6874650876450955628,377957225767,2,2027,Shamela0012320-ara1.completed,127,704,Shamela0012320,0808IbnKhaldun.Tarikh,3846,f,f
-5060393532579726853,5274941812924222394,377957225767,2,3846,JK000911-ara1.mARkdown,719,1632,JK000911,0630IbnAthirCizzDin.Kamil,3846,f,f
479426112132291533,-7611113502449798915,8590069294,47,456,JK000401-ara1,296,1042,JK000401,0821Qalqashandi.Maathir,3847,f,f
1831609892438378654,-5846110217919951192,8590069294,47,4169,Shamela0012406-ara1.mARkdown,829,1616,Shamela0012406,0597IbnJawzi.Muntazam,3847,f,f
8495241470152727300,7776056370713504820,8590069294,47,5741,Sham19Y0131521-ara1,1,420,Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud,3847,f,f
1160027724548109061,-8080073072760013545,8590069294,47,414,Shamela0012860-ara1.mARkdown,264,1024,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin,3847,f,f
-2611436983709333678,5283840752347635461,8590069294,47,7680,Shamela0035100-ara1.mARkdown,10,831,Shamela0035100,0748Dhahabi.TarikhIslam,3847,f,f
-4964959922004762743,5411657526454856293,8590069294,47,2446,SHAM19Y23644-ara1,46,1040,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,3847,f,f
8772393565151959029,857139917389603461,8590069294,47,1090,Shamela0009091-ara1.mARkdown,501,863,Shamela0009091,0768Yafici.MiratJinan,3847,f,f
1481591057313159381,6130368230293588214,8590069294,47,3430,Sham19Y0020891-ara1,350,667,Sham19Y0020891,0743SharafDinTibi.FutuhGhayb,3847,f,f
-3688513947390397503,-7266244383407263105,8590069294,47,6158,Shamela0004445-ara1.completed,432,1365,Shamela0004445,0774IbnKathir.Bidaya,3847,f,f
-6766753800818811531,-7266244383407263105,8590069294,47,2986,Shamela0004445-ara1.completed,1,197,Shamela0004445,0774IbnKathir.Bidaya,3847,f,f
4859849962920032083,-7266244383407263105,8590069294,47,2985,Shamela0004445-ara1.completed,1383,1492,Shamela0004445,0774IbnKathir.Bidaya,3847,f,f
2529977760842304004,-7266244383407263105,8590069294,47,5718,Shamela0004445-ara1.completed,763,1577,Shamela0004445,0774IbnKathir.Bidaya,3847,f,f
2044800948759411172,1240324022070275016,8590069294,47,500,ShamAY0035960-ara1,341,493,ShamAY0035960,0751IbnQayyimJawziyya.TahdhibSunanAbiDawud,3847,f,f
-7761718539608763040,1993344327086455552,8590069294,47,984,Sham19Y0020944-ara1,19,552,Sham19Y0020944,0656IbnCabdQawiMundhiri.MukhtasarSunanAbiDawud,3847,f,f
-3505406055808480632,784474866936621015,8590069294,47,1136,JK001330-ara1.mARkdown,458,959,JK001330,0874IbnTaghribirdi.NujumZahira,3847,f,f
-7490163843626700873,-45922334339426522,8590069294,47,1386,Sham19Y0132524-ara1,873,1496,Sham19Y0132524,0656AbuCabbasAnsariQurtubi.Mufhim,3847,f,f
1732189055321153699,-8104484443373739640,8590069294,47,2099,Sham19Y0020989-ara1,49,266,Sham19Y0020989,0832AbuTayyibFasi.CiqdThamin,3847,f,f
-4833865171574303557,3847240590037059948,8590069294,47,103,ShamAY0033840-ara1,1,683,ShamAY0033840,0855BadrDinCayni.CiqdJuman,3847,f,f
5069199353765729495,-5841420850683405479,8590069294,47,494,Sham19Y0013667-ara1,290,700,Sham19Y0013667,0855BadrDinCayni.NukhabAfkar,3847,f,f
1010736091445158179,5274941812924222394,8590069294,47,3848,JK000911-ara1.mARkdown,1,341,JK000911,0630IbnAthirCizzDin.Kamil,3847,f,f
4090588929831780665,5274941812924222394,8590069294,47,3847,JK000911-ara1.mARkdown,959,1596,JK000911,0630IbnAthirCizzDin.Kamil,3847,f,f
