uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
1067720362536061805,5274941812924222394,25769866090,2,568,JK000911-ara1.mARkdown,1027,1185,JK000911,0630IbnAthirCizzDin.Kamil,568,f,f
1067720362536061805,5274941812924222394,25769866089,4,568,JK000911-ara1.mARkdown,875,1068,JK000911,0630IbnAthirCizzDin.Kamil,568,f,f
8909923745159319424,-1273371420973404405,25769866089,4,104,Shia003695Vols-ara1,94,366,Shia003695Vols,0548IbnHasanTabarsi.IclamWara,568,f,f
-6456261413295430168,5049242056093930090,25769866083,15,605,Shamela0023833-ara1.completed,1076,1398,Shamela0023833,0213IbnHisham.SiraNabawiyya,568,f,f
-6869275680872244899,2271800227472581094,25769866083,15,7490,Kraken210630005153-ara1,267,505,Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,568,f,f
2053897974673987236,-7230665666601262348,25769866083,15,1918,Shia003616Vols-ara1,450,919,Shia003616Vols,0845Maqrizi.ImtacAsmac,568,f,f
-8178474940454822148,-6788471551444052522,25769866083,15,933,Shamela0009783BK1-ara1.mARkdown,1,678,Shamela0009783BK1,0310Tabari.Tarikh,568,f,f
1067720362536061805,5274941812924222394,25769866083,15,568,JK000911-ara1.mARkdown,773,1202,JK000911,0630IbnAthirCizzDin.Kamil,568,f,f
8006766983846048429,75026921281089760,25769866083,15,402,Shia003714Vols-ara1,488,987,Shia003714Vols,0734IbnSayyidNas.CuyunAthar,568,f,f
3626807963469667959,5946361561332908235,25769866083,15,741,JK006838-ara1.mARkdown,556,935,JK006838,0458Bayhaqi.DalailNubuwwa,568,f,f
3128577092210499035,4863238357916726789,25769866083,15,98,Shamela0009728-ara1.completed,361,873,Shamela0009728,0456IbnHazm.JawamicSira,568,f,f
4313729412492285728,1614569197682299704,25769866083,15,1279,Shamela0006864-ara1,8,583,Shamela0006864,0581AbuQasimSuhayli.RawdUnuf,568,f,f
