uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
1549054596495898283,-6788471551444052522,446676700280,2,2072,Shamela0009783BK1-ara1.mARkdown,159,1039,Shamela0009783BK1,0310Tabari.Tarikh,1058,f,f
6947501477795152420,5274941812924222394,446676700280,2,1058,JK000911-ara1.mARkdown,133,806,JK000911,0630IbnAthirCizzDin.Kamil,1058,f,f
-6571419191787995344,-166781166239542393,17179920126,5,4349,Shamela0010283-ara1.mARkdown,29,803,Shamela0010283,0733Nuwayri.NihayatArab,1058,f,f
-5627010397507992729,-5846110217919951192,17179920126,5,1199,Shamela0012406-ara1.mARkdown,552,1028,Shamela0012406,0597IbnJawzi.Muntazam,1058,f,f
-3724935080010369889,-6788471551444052522,17179920126,5,2061,Shamela0009783BK1-ara1.mARkdown,216,748,Shamela0009783BK1,0310Tabari.Tarikh,1058,f,f
6947501477795152420,5274941812924222394,17179920126,5,1058,JK000911-ara1.mARkdown,461,1229,JK000911,0630IbnAthirCizzDin.Kamil,1058,f,f
7216326195265673760,-7919375606803071729,68719683937,2,124,Shia003727Vols-ara1,57,1010,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,1058,f,f
6947501477795152420,5274941812924222394,68719683937,2,1058,JK000911-ara1.mARkdown,64,1185,JK000911,0630IbnAthirCizzDin.Kamil,1058,f,f
7216326195265673760,-7919375606803071729,68719683938,3,124,Shia003727Vols-ara1,129,821,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,1058,f,f
-5627010397507992729,-5846110217919951192,68719683938,3,1199,Shamela0012406-ara1.mARkdown,309,1028,Shamela0012406,0597IbnJawzi.Muntazam,1058,f,f
6947501477795152420,5274941812924222394,68719683938,3,1058,JK000911-ara1.mARkdown,133,1038,JK000911,0630IbnAthirCizzDin.Kamil,1058,f,f
-7853896088858687309,-166781166239542393,34359932526,10,4352,Shamela0010283-ara1.mARkdown,653,1146,Shamela0010283,0733Nuwayri.NihayatArab,1059,f,f
3162600402924331147,4203434267353763643,34359932526,10,675,Shamela0009773-ara1.mARkdown,569,1004,Shamela0009773,0279Baladhuri.AnsabAshraf,1059,f,f
-2927225094896031630,-6788471551444052522,34359932526,10,2073,Shamela0009783BK1-ara1.mARkdown,417,1427,Shamela0009783BK1,0310Tabari.Tarikh,1059,f,f
6902243725665563430,5274941812924222394,34359932526,10,1059,JK000911-ara1.mARkdown,420,749,JK000911,0630IbnAthirCizzDin.Kamil,1059,f,f
768415867583728545,-227920819258606688,34359932526,10,325,Shamela0012396-ara1.completed,845,1220,Shamela0012396,0421Miskawayh.Tajarib,1059,f,f
-5015115467542912910,-5846110217919951192,34359932528,6,1200,Shamela0012406-ara1.mARkdown,1063,1508,Shamela0012406,0597IbnJawzi.Muntazam,1059,f,f
6902243725665563430,5274941812924222394,34359932528,6,1059,JK000911-ara1.mARkdown,1,311,JK000911,0630IbnAthirCizzDin.Kamil,1059,f,f
-7285872909465285063,5224690149853700746,34359932528,6,800,Shia001349Vols-ara1,1301,1509,Shia001349Vols,0588IbnShahrAshub.ManaqibAlAbiTalib,1059,f,f
-3727585238138206884,-166781166239542393,34359932523,11,4353,Shamela0010283-ara1.mARkdown,120,555,Shamela0010283,0733Nuwayri.NihayatArab,1059,f,f
-1995243584321632218,-5846110217919951192,34359932523,11,1201,Shamela0012406-ara1.mARkdown,323,883,Shamela0012406,0597IbnJawzi.Muntazam,1059,f,f
5291483273555753777,-901301059663553888,34359932523,11,134,JK001030-ara1.completed,880,1504,JK001030,0276IbnQutaybaDinawari.ImamaWaSiyasa,1059,f,f
5537810862371582878,5411657526454856293,34359932523,11,2282,SHAM19Y23644-ara1,630,1125,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,1059,f,f
6384556949375900762,-7266244383407263105,34359932523,11,3544,Shamela0004445-ara1.completed,336,1009,Shamela0004445,0774IbnKathir.Bidaya,1059,f,f
1435566283256886950,-6788471551444052522,34359932523,11,2075,Shamela0009783BK1-ara1.mARkdown,26,683,Shamela0009783BK1,0310Tabari.Tarikh,1059,f,f
6902243725665563430,5274941812924222394,34359932523,11,1059,JK000911-ara1.mARkdown,1052,1507,JK000911,0630IbnAthirCizzDin.Kamil,1059,f,f
-7853896088858687309,-166781166239542393,34359932518,5,4352,Shamela0010283-ara1.mARkdown,1,1486,Shamela0010283,0733Nuwayri.NihayatArab,1059,f,f
