uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
1084695754527548983,-166781166239542393,111669276733,17,3985,Shamela0010283-ara1.mARkdown,1,395,Shamela0010283,0733Nuwayri.NihayatArab,634,f,f
-7281050866393310907,-901301059663553888,111669276733,17,10,JK001030-ara1.completed,282,1207,JK001030,0276IbnQutaybaDinawari.ImamaWaSiyasa,634,f,f
8955714047339230294,5411657526454856293,111669276733,17,1472,SHAM19Y23644-ara1,1193,1489,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,634,f,f
-4650934921811891625,-6788471551444052522,111669276733,17,1181,Shamela0009783BK1-ara1.mARkdown,664,985,Shamela0009783BK1,0310Tabari.Tarikh,634,f,f
185270737890704238,5274941812924222394,111669276733,17,634,JK000911-ara1.mARkdown,1,216,JK000911,0630IbnAthirCizzDin.Kamil,634,f,f
9181066921816202645,9041592616591389812,111669276733,17,601,Shia003996Vols-ara1,1,657,Shia003996Vols,0436SharifMurtada.ShafiFiImama,634,f,f
-6176158413187993755,-4397293071380986945,111669276733,17,65,Zaydiyya0000457-ara1,1274,1572,Zaydiyya0000457,0411MuayyadAhmad.Tabsira,634,f,f
185270737890704238,5274941812924222394,231928277778,2,634,JK000911-ara1.mARkdown,165,689,JK000911,0630IbnAthirCizzDin.Kamil,634,f,f
1084695754527548983,-166781166239542393,42949789109,29,3985,Shamela0010283-ara1.mARkdown,1,802,Shamela0010283,0733Nuwayri.NihayatArab,634,f,f
-2075928395998482812,1077499035035654776,42949789109,29,88,Shia001337Vols-ara1,164,1316,Shia001337Vols,0548IbnHasanTabarsi.Ihtijaj,634,f,f
7607738775395158212,1077499035035654776,42949789109,29,680,Shia001337Vols-ara1,1,796,Shia001337Vols,0548IbnHasanTabarsi.Ihtijaj,634,f,f
1426538780341540059,-7919375606803071729,42949789109,29,710,Shia003727Vols-ara1,517,989,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,634,f,f
-7736983119308367311,-5846110217919951192,42949789109,29,859,Shamela0012406-ara1.mARkdown,522,1081,Shamela0012406,0597IbnJawzi.Muntazam,634,f,f
-7281050866393310907,-901301059663553888,42949789109,29,10,JK001030-ara1.completed,101,1283,JK001030,0276IbnQutaybaDinawari.ImamaWaSiyasa,634,f,f
-5335244451376629947,7286496044364560739,42949789109,29,270,Shia002185Vols-ara1.completed,846,1289,Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,634,f,f
4354840146027024602,-8077418318192376006,42949789109,29,210,Shamela0008657-ara1.completed,23,672,Shamela0008657,0694MuhibbDinTabari.RiyadNadira,634,f,f
8955714047339230294,5411657526454856293,42949789109,29,1472,SHAM19Y23644-ara1,653,1489,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,634,f,f
-4650934921811891625,-6788471551444052522,42949789109,29,1181,Shamela0009783BK1-ara1.mARkdown,113,1454,Shamela0009783BK1,0310Tabari.Tarikh,634,f,f
185270737890704238,5274941812924222394,42949789109,29,634,JK000911-ara1.mARkdown,1,438,JK000911,0630IbnAthirCizzDin.Kamil,634,f,f
9181066921816202645,9041592616591389812,42949789109,29,601,Shia003996Vols-ara1,1,831,Shia003996Vols,0436SharifMurtada.ShafiFiImama,634,f,f
-8132050072347851764,-4397293071380986945,42949789109,29,66,Zaydiyya0000457-ara1,84,461,Zaydiyya0000457,0411MuayyadAhmad.Tabsira,634,f,f
6452040086771353546,-5366973420150535230,42949789109,29,136,JK011044-ara1,465,1140,JK011044,0758NajmDinTarsusi.TuhfatTurk,634,f,f
185270737890704238,5274941812924222394,231928277785,2,634,JK000911-ara1.mARkdown,561,727,JK000911,0630IbnAthirCizzDin.Kamil,634,f,f
-3083967763221653908,-6614833695216851644,352187387828,2,204,Shamela0012715-ara1.mARkdown,1220,1463,Shamela0012715,0732AbuFida.MukhtasarFiAkhbar,635,f,f
8806523259279893821,5274941812924222394,352187387828,2,635,JK000911-ara1.mARkdown,1,535,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
-8883237900762081450,-6788471551444052522,103079356217,3,1173,Shamela0009783BK1-ara1.mARkdown,96,697,Shamela0009783BK1,0310Tabari.Tarikh,635,f,f
8806523259279893821,5274941812924222394,103079356217,3,635,JK000911-ara1.mARkdown,35,258,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
8806523259279893821,5274941812924222394,352187387824,2,635,JK000911-ara1.mARkdown,280,584,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
2614617583145763590,3627780313575792251,352187387824,2,816,Shamela0011428-ara1,902,1452,Shamela0011428,0762IbnYusufZaylaci.NasbRaya,635,f,f
-137203460576126086,-3367271299713926267,137439084125,2,1580,ShamAY0034447-ara1,37,211,ShamAY0034447,0842IbnNasirDinDimashqi.JamicAthar,635,f,f
8806523259279893821,5274941812924222394,137439084125,2,635,JK000911-ara1.mARkdown,495,603,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
8806523259279893821,5274941812924222394,352187387823,2,635,JK000911-ara1.mARkdown,1054,1521,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
7021846436567130326,2271800227472581094,352187387829,2,8331,Kraken210630005153-ara1,585,764,Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,635,f,f
8806523259279893821,5274941812924222394,352187387829,2,635,JK000911-ara1.mARkdown,187,535,JK000911,0630IbnAthirCizzDin.Kamil,635,f,f
