uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
6020173474557909907,-166781166239542393,541165945677,3,4999,Shamela0010283-ara1.mARkdown,340,532,Shamela0010283,0733Nuwayri.NihayatArab,2133,f,f
-2034777501686834173,8837120293157966538,541165945677,3,1817,Shamela19Y0145334-ara1,1398,1631,Shamela19Y0145334,0845Maqrizi.Muqaffa,2133,f,f
-8940531317557802961,5274941812924222394,541165945677,3,2133,JK000911-ara1.mARkdown,499,737,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
5303556968863804659,8837120293157966538,8590001767,3,1818,Shamela19Y0145334-ara1,1,651,Shamela19Y0145334,0845Maqrizi.Muqaffa,2133,f,f
-8940531317557802961,5274941812924222394,8590001767,3,2133,JK000911-ara1.mARkdown,737,1484,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
-2322170101011966262,5411657526454856293,292057783834,4,4683,SHAM19Y23644-ara1,867,1004,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,2133,f,f
-1540184045879870144,-6788471551444052522,292057783834,4,3967,Shamela0009783BK1-ara1.mARkdown,458,595,Shamela0009783BK1,0310Tabari.Tarikh,2133,f,f
-8940531317557802961,5274941812924222394,292057783834,4,2133,JK000911-ara1.mARkdown,84,221,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
-8940531317557802961,5274941812924222394,128412,2,2133,JK000911-ara1.mARkdown,84,642,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
-660180702053926454,6775594777709934334,128412,2,1426,Shia003675Vols-ara1.completed,1111,1503,Shia003675Vols,0314IbnActhamKufi.Futuh,2133,f,f
6020173474557909907,-166781166239542393,541165945675,2,4999,Shamela0010283-ara1.mARkdown,77,895,Shamela0010283,0733Nuwayri.NihayatArab,2133,f,f
-8940531317557802961,5274941812924222394,541165945675,2,2133,JK000911-ara1.mARkdown,239,1592,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
-443093670841603993,-6788471551444052522,137439066350,2,3984,Shamela0009783BK1-ara1.mARkdown,461,1602,Shamela0009783BK1,0310Tabari.Tarikh,2133,f,f
-8940531317557802961,5274941812924222394,137439066350,2,2133,JK000911-ara1.mARkdown,665,1259,JK000911,0630IbnAthirCizzDin.Kamil,2133,f,f
-8076273280703293191,-166781166239542393,17179939828,7,4992,Shamela0010283-ara1.mARkdown,99,563,Shamela0010283,0733Nuwayri.NihayatArab,2134,f,f
1297888035802454439,-1565415704678795426,17179939828,7,5374,JK003609-ara1.mARkdown,131,616,JK003609,0764Safadi.WafiBiWafayat,2134,f,f
2304709013520405279,-6874650876450955628,17179939828,7,1675,Shamela0012320-ara1.completed,905,1365,Shamela0012320,0808IbnKhaldun.Tarikh,2134,f,f
-2854125520615945386,5411657526454856293,17179939828,7,4726,SHAM19Y23644-ara1,941,1455,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,2134,f,f
8842334587956484128,784474866936621015,17179939828,7,389,JK001330-ara1.mARkdown,1050,1427,JK001330,0874IbnTaghribirdi.NujumZahira,2134,f,f
-991026845494468647,5274941812924222394,17179939828,7,2134,JK000911-ara1.mARkdown,1122,1536,JK000911,0630IbnAthirCizzDin.Kamil,2134,f,f
-991026845494468647,5274941812924222394,51539758076,2,2134,JK000911-ara1.mARkdown,350,676,JK000911,0630IbnAthirCizzDin.Kamil,2134,f,f
3482262183814427680,-227920819258606688,51539758076,2,971,Shamela0012396-ara1.completed,921,1612,Shamela0012396,0421Miskawayh.Tajarib,2134,f,f
5303556968863804659,8837120293157966538,412317008894,2,1818,Shamela19Y0145334-ara1,567,1314,Shamela19Y0145334,0845Maqrizi.Muqaffa,2134,f,f
-991026845494468647,5274941812924222394,412317008894,2,2134,JK000911-ara1.mARkdown,21,1110,JK000911,0630IbnAthirCizzDin.Kamil,2134,f,f
6020173474557909907,-166781166239542393,412317008890,3,4999,Shamela0010283-ara1.mARkdown,841,1546,Shamela0010283,0733Nuwayri.NihayatArab,2134,f,f
-991026845494468647,5274941812924222394,412317008890,3,2134,JK000911-ara1.mARkdown,286,1126,JK000911,0630IbnAthirCizzDin.Kamil,2134,f,f
8801052110345004987,-6788471551444052522,395137007704,2,3986,Shamela0009783BK1-ara1.mARkdown,212,1537,Shamela0009783BK1,0310Tabari.Tarikh,2134,f,f
-991026845494468647,5274941812924222394,395137007704,2,2134,JK000911-ara1.mARkdown,95,864,JK000911,0630IbnAthirCizzDin.Kamil,2134,f,f
-5650240420447896504,-7012536273894343423,180388665350,3,22828,JK000916-ara1.mARkdown,534,1045,JK000916,0571IbnCasakir.TarikhDimashq,2135,f,f
