uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
8106555196440246179,-6788471551444052522,77309450316,5,1797,Shamela0009783BK1-ara1.mARkdown,95,483,Shamela0009783BK1,0310Tabari.Tarikh,916,f,f
-3441119026491799623,8837120293157966538,77309450316,5,2116,Shamela19Y0145334-ara1,720,976,Shamela19Y0145334,0845Maqrizi.Muqaffa,916,f,f
-2645388061398714980,5274941812924222394,77309450316,5,916,JK000911-ara1.mARkdown,1050,1465,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-8088152427208630144,8174301171246192423,77309450316,5,28,Shia001884-ara1,67,344,Shia001884,0200SayfIbnCumar.Fitna,916,f,f
-3441119026491799623,8837120293157966538,369367193014,2,2116,Shamela19Y0145334-ara1,72,615,Shamela19Y0145334,0845Maqrizi.Muqaffa,916,f,f
-2645388061398714980,5274941812924222394,369367193014,2,916,JK000911-ara1.mARkdown,189,615,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-2645388061398714980,5274941812924222394,575525778640,2,916,JK000911-ara1.mARkdown,166,1034,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-4920586186816388644,-166781166239542393,128849206649,8,4237,Shamela0010283-ara1.mARkdown,879,1066,Shamela0010283,0733Nuwayri.NihayatArab,916,f,f
8106555196440246179,-6788471551444052522,128849206649,8,1797,Shamela0009783BK1-ara1.mARkdown,233,701,Shamela0009783BK1,0310Tabari.Tarikh,916,f,f
-2645388061398714980,5274941812924222394,128849206649,8,916,JK000911-ara1.mARkdown,1105,1457,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-2900131738589247067,365300873351630507,128849206649,8,44,Shamela0006649-ara1,120,555,Shamela0006649,0741IbnYahyaAndalusiMalaqi.TamhidWaBayan,916,f,f
-6565612159824006957,-227920819258606688,128849206649,8,254,Shamela0012396-ara1.completed,282,666,Shamela0012396,0421Miskawayh.Tajarib,916,f,f
-8088152427208630144,8174301171246192423,128849206649,8,28,Shia001884-ara1,22,558,Shia001884,0200SayfIbnCumar.Fitna,916,f,f
-2645388061398714980,5274941812924222394,103079291412,2,916,JK000911-ara1.mARkdown,477,615,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-2165880831146141213,7052906295452948572,103079291412,2,102,ShamAY0037807-ara1,741,936,ShamAY0037807,0728IbnTaymiyya.ShubuhatHawlCaisha,916,f,f
4316297719868043491,-6874650876450955628,240518337141,2,1296,Shamela0012320-ara1.completed,517,1590,Shamela0012320,0808IbnKhaldun.Tarikh,916,f,f
-2645388061398714980,5274941812924222394,240518337141,2,916,JK000911-ara1.mARkdown,1,1490,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-2645388061398714980,5274941812924222394,77309450312,2,916,JK000911-ara1.mARkdown,386,1343,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
5755688717265881169,-6788471551444052522,197568701350,4,1796,Shamela0009783BK1-ara1.mARkdown,512,1562,Shamela0009783BK1,0310Tabari.Tarikh,916,f,f
-2645388061398714980,5274941812924222394,197568701350,4,916,JK000911-ara1.mARkdown,363,1112,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
4970375504293743798,365300873351630507,197568701350,4,43,Shamela0006649-ara1,476,1567,Shamela0006649,0741IbnYahyaAndalusiMalaqi.TamhidWaBayan,916,f,f
-6923754041879080652,8174301171246192423,197568701350,4,27,Shia001884-ara1,364,1556,Shia001884,0200SayfIbnCumar.Fitna,916,f,f
7609692940695150837,-166781166239542393,32903,5,4236,Shamela0010283-ara1.mARkdown,1282,1598,Shamela0010283,0733Nuwayri.NihayatArab,916,f,f
-8399296444622106720,-6788471551444052522,32903,5,1795,Shamela0009783BK1-ara1.mARkdown,1159,1537,Shamela0009783BK1,0310Tabari.Tarikh,916,f,f
-2645388061398714980,5274941812924222394,32903,5,916,JK000911-ara1.mARkdown,14,339,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
7105546294787432856,8174301171246192423,32903,5,26,Shia001884-ara1,1016,1395,Shia001884,0200SayfIbnCumar.Fitna,916,f,f
8174573837301554551,7286496044364560739,575525778646,2,341,Shia002185Vols-ara1.completed,743,950,Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,916,f,f
-2645388061398714980,5274941812924222394,575525778646,2,916,JK000911-ara1.mARkdown,1374,1597,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-4920586186816388644,-166781166239542393,489626293411,2,4237,Shamela0010283-ara1.mARkdown,33,1201,Shamela0010283,0733Nuwayri.NihayatArab,916,f,f
-2645388061398714980,5274941812924222394,489626293411,2,916,JK000911-ara1.mARkdown,348,1597,JK000911,0630IbnAthirCizzDin.Kamil,916,f,f
-4920586186816388644,-166781166239542393,128849206640,3,4237,Shamela0010283-ara1.mARkdown,1201,1589,Shamela0010283,0733Nuwayri.NihayatArab,917,f,f
