uid,gid,cluster,size,seq,series,begin,end,id,book,tagged-text-ms,citation,cited_text
2720494785912966439,-166781166239542393,111669238503,14,4291,Shamela0010283-ara1.mARkdown,1,615,Shamela0010283,0733Nuwayri.NihayatArab,979,f,f
-6230579769546291467,-7919375606803071729,111669238503,14,91,Shia003727Vols-ara1,1220,1526,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,979,f,f
-4799492339094080707,-7919375606803071729,111669238503,14,822,Shia003727Vols-ara1,1230,1414,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,979,f,f
-4499972977372845428,7286496044364560739,111669238503,14,2856,Shia002185Vols-ara1.completed,745,1535,Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,979,f,f
-7072712792471510932,5411657526454856293,111669238503,14,2153,SHAM19Y23644-ara1,443,737,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,979,f,f
428431957314332534,-6788471551444052522,111669238503,14,1937,Shamela0009783BK1-ara1.mARkdown,939,1533,Shamela0009783BK1,0310Tabari.Tarikh,979,f,f
-8056535562993003317,5274941812924222394,111669238503,14,979,JK000911-ara1.mARkdown,1,715,JK000911,0630IbnAthirCizzDin.Kamil,979,f,f
-6269061558769966730,-227920819258606688,111669238503,14,284,Shamela0012396-ara1.completed,147,436,Shamela0012396,0421Miskawayh.Tajarib,979,f,f
-3705804793088616168,8174301171246192423,111669238503,14,91,Shia001884-ara1,1,619,Shia001884,0200SayfIbnCumar.Fitna,979,f,f
-6595289228657098425,-7230665666601262348,25769995306,7,3027,Shia003616Vols-ara1,1,407,Shia003616Vols,0845Maqrizi.ImtacAsmac,979,f,f
477808262399716072,-6788471551444052522,25769995306,7,1939,Shamela0009783BK1-ara1.mARkdown,309,1473,Shamela0009783BK1,0310Tabari.Tarikh,979,f,f
-8056535562993003317,5274941812924222394,25769995306,7,979,JK000911-ara1.mARkdown,1303,1585,JK000911,0630IbnAthirCizzDin.Kamil,979,f,f
2223879633460974361,-2570588600794623181,25769995306,7,518,Shia001270Vols-ara1,236,1478,Shia001270Vols,0283AbuIshaqThaqafi.Gharat,979,f,f
-7473036066861344718,-4842491923536954815,25769995306,7,98,Shia003687-ara1,594,1217,Shia003687,0413ShaykhMufid.Jamal,979,f,f
2720494785912966439,-166781166239542393,274878065292,4,4291,Shamela0010283-ara1.mARkdown,633,1544,Shamela0010283,0733Nuwayri.NihayatArab,979,f,f
-8056535562993003317,5274941812924222394,274878065292,4,979,JK000911-ara1.mARkdown,715,1585,JK000911,0630IbnAthirCizzDin.Kamil,979,f,f
2720494785912966439,-166781166239542393,68719595079,14,4291,Shamela0010283-ara1.mARkdown,315,597,Shamela0010283,0733Nuwayri.NihayatArab,979,f,f
7086342225052248459,-7919375606803071729,68719595079,14,92,Shia003727Vols-ara1,4,169,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,979,f,f
-4799492339094080707,-7919375606803071729,68719595079,14,822,Shia003727Vols-ara1,904,1096,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,979,f,f
4280256866508679066,-8141863313842934021,68719595079,14,11036,Shamela0001673-ara1,113,528,Shamela0001673,0852IbnHajarCasqalani.FathBari,979,f,f
6659080478565711029,-6788471551444052522,68719595079,14,1952,Shamela0009783BK1-ara1.mARkdown,537,841,Shamela0009783BK1,0310Tabari.Tarikh,979,f,f
-8056535562993003317,5274941812924222394,68719595079,14,979,JK000911-ara1.mARkdown,280,561,JK000911,0630IbnAthirCizzDin.Kamil,979,f,f
-4678642364479291720,6660882509777530516,68719595079,14,202,Shamela0009789-ara1.mARkdown,127,280,Shamela0009789,0415QadiCabdJabbar.TathbitDalailNubuwwa,979,f,f
3757021161258784781,-166781166239542393,21160,5,4292,Shamela0010283-ara1.mARkdown,430,881,Shamela0010283,0733Nuwayri.NihayatArab,980,f,f
3163840481733135662,5411657526454856293,21160,5,2154,SHAM19Y23644-ara1,1284,1536,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,980,f,f
3359629793927650287,-7266244383407263105,21160,5,3472,Shamela0004445-ara1.completed,1042,1485,Shamela0004445,0774IbnKathir.Bidaya,980,f,f
-6595289228657098425,-7230665666601262348,21160,5,3027,Shia003616Vols-ara1,918,1377,Shia003616Vols,0845Maqrizi.ImtacAsmac,980,f,f
-5227133819437381922,5274941812924222394,21160,5,980,JK000911-ara1.mARkdown,584,1131,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
3757021161258784781,-166781166239542393,21147,14,4292,Shamela0010283-ara1.mARkdown,402,932,Shamela0010283,0733Nuwayri.NihayatArab,980,f,f
7086342225052248459,-7919375606803071729,21147,14,92,Shia003727Vols-ara1,1077,1585,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,980,f,f
-1145761130059527745,-6874650876450955628,21147,14,1321,Shamela0012320-ara1.completed,1005,1443,Shamela0012320,0808IbnKhaldun.Tarikh,980,f,f
3359629793927650287,-7266244383407263105,21147,14,3472,Shamela0004445-ara1.completed,962,1535,Shamela0004445,0774IbnKathir.Bidaya,980,f,f
-6595289228657098425,-7230665666601262348,21147,14,3027,Shia003616Vols-ara1,893,1546,Shia003616Vols,0845Maqrizi.ImtacAsmac,980,f,f
412111529586643042,-6788471551444052522,21147,14,1940,Shamela0009783BK1-ara1.mARkdown,201,1529,Shamela0009783BK1,0310Tabari.Tarikh,980,f,f
-5227133819437381922,5274941812924222394,21147,14,980,JK000911-ara1.mARkdown,559,1301,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
6977314624356278135,6775594777709934334,21147,14,403,Shia003675Vols-ara1.completed,179,705,Shia003675Vols,0314IbnActhamKufi.Futuh,980,f,f
2318256140362156139,8174301171246192423,21147,14,92,Shia001884-ara1,1,466,Shia001884,0200SayfIbnCumar.Fitna,980,f,f
3757021161258784781,-166781166239542393,21143,4,4292,Shamela0010283-ara1.mARkdown,1,1238,Shamela0010283,0733Nuwayri.NihayatArab,980,f,f
-1145761130059527745,-6874650876450955628,21143,4,1321,Shamela0012320-ara1.completed,270,1590,Shamela0012320,0808IbnKhaldun.Tarikh,980,f,f
-6595289228657098425,-7230665666601262348,21143,4,3027,Shia003616Vols-ara1,28,1555,Shia003616Vols,0845Maqrizi.ImtacAsmac,980,f,f
-5227133819437381922,5274941812924222394,21143,4,980,JK000911-ara1.mARkdown,1,1542,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
-5227133819437381922,5274941812924222394,21145,2,980,JK000911-ara1.mARkdown,633,1561,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
2318256140362156139,8174301171246192423,21145,2,92,Shia001884-ara1,1,1547,Shia001884,0200SayfIbnCumar.Fitna,980,f,f
3757021161258784781,-166781166239542393,21146,4,4292,Shamela0010283-ara1.mARkdown,7,751,Shamela0010283,0733Nuwayri.NihayatArab,980,f,f
-6595289228657098425,-7230665666601262348,21146,4,3027,Shia003616Vols-ara1,503,1257,Shia003616Vols,0845Maqrizi.ImtacAsmac,980,f,f
-5227133819437381922,5274941812924222394,21146,4,980,JK000911-ara1.mARkdown,167,927,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
-5227133819437381922,5274941812924222394,21158,2,980,JK000911-ara1.mARkdown,1,1394,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
3757021161258784781,-166781166239542393,21156,13,4292,Shamela0010283-ara1.mARkdown,24,178,Shamela0010283,0733Nuwayri.NihayatArab,980,f,f
1014568322292253208,7286496044364560739,21156,13,2857,Shia002185Vols-ara1.completed,727,896,Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,980,f,f
-6595289228657098425,-7230665666601262348,21156,13,3027,Shia003616Vols-ara1,520,661,Shia003616Vols,0845Maqrizi.ImtacAsmac,980,f,f
6659080478565711029,-6788471551444052522,21156,13,1952,Shamela0009783BK1-ara1.mARkdown,841,1034,Shamela0009783BK1,0310Tabari.Tarikh,980,f,f
-5227133819437381922,5274941812924222394,21156,13,980,JK000911-ara1.mARkdown,184,326,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
660739802248668481,-2778573700018871801,21156,13,479,Shia001285-ara1,159,427,Shia001285,0400IbnJarirTabariSaghir.Mustarshid,980,f,f
3360836021056231938,-7919375606803071729,21157,7,93,Shia003727Vols-ara1,1,154,Shia003727Vols,0855IbnSabbaghMakki.FusulMuhimma,980,f,f
8192059272939160404,-6788471551444052522,21157,7,1941,Shamela0009783BK1-ara1.mARkdown,1,123,Shamela0009783BK1,0310Tabari.Tarikh,980,f,f
-5227133819437381922,5274941812924222394,21157,7,980,JK000911-ara1.mARkdown,1258,1399,JK000911,0630IbnAthirCizzDin.Kamil,980,f,f
