,Date,distinct_count,first_century_eq,first_century_freq
0,000,12,None,0
1,006,4,None,0
2,007,3,None,0
3,054,2,None,0
4,008,2,None,0
5,098,2,None,0
6,096,2,None,0
7,808,2,008,2
8,087,1,None,0
9,338,1,None,0
10,341,1,None,0
11,343,1,None,0
12,350,1,None,0
13,053,1,None,0
14,055,1,None,0
15,056,1,None,0
16,060,1,None,0
17,061,1,None,0
18,387,1,087,1
19,395,1,095,1
20,097,1,None,0
21,099,1,None,0
