date,Distinct count,percent,rank
010,22,2.204,0
100,9,0.902,1
694,8,0.802,2
017,8,0.802,3
004,8,0.802,4
691,7,0.701,5
708,7,0.701,6
710,7,0.701,7
800,7,0.701,8
629,6,0.601,9
767,6,0.601,10
680,6,0.601,11
803,6,0.601,12
018,6,0.601,13
647,6,0.601,14
096,6,0.601,15
036,6,0.601,16
646,5,0.501,17
812,5,0.501,18
810,5,0.501,19
780,5,0.501,20
778,5,0.501,21
060,5,0.501,22
741,5,0.501,23
725,5,0.501,24
700,5,0.501,25
693,5,0.501,26
675,5,0.501,27
655,5,0.501,28
665,5,0.501,29
645,5,0.501,30
008,5,0.501,31
039,5,0.501,32
020,5,0.501,33
052,5,0.501,34
050,5,0.501,35
592,5,0.501,36
590,5,0.501,37
040,5,0.501,38
618,5,0.501,39
623,5,0.501,40
640,5,0.501,41
638,5,0.501,42
757,4,0.401,43
709,4,0.401,44
012,4,0.401,45
715,4,0.401,46
704,4,0.401,47
726,4,0.401,48
025,4,0.401,49
500,4,0.401,50
744,4,0.401,51
750,4,0.401,52
806,4,0.401,53
759,4,0.401,54
059,4,0.401,55
774,4,0.401,56
790,4,0.401,57
791,4,0.401,58
801,4,0.401,59
807,4,0.401,60
033,4,0.401,61
840,4,0.401,62
702,4,0.401,63
703,4,0.401,64
664,4,0.401,65
006,4,0.401,66
671,4,0.401,67
690,4,0.401,68
659,4,0.401,69
026,4,0.401,70
003,4,0.401,71
098,4,0.401,72
021,4,0.401,73
032,4,0.401,74
600,4,0.401,75
660,4,0.401,76
064,4,0.401,77
613,4,0.401,78
637,4,0.401,79
030,4,0.401,80
658,4,0.401,81
661,4,0.401,82
636,4,0.401,83
630,4,0.401,84
625,4,0.401,85
687,4,0.401,86
745,3,0.301,87
701,3,0.301,88
742,3,0.301,89
737,3,0.301,90
035,3,0.301,91
720,3,0.301,92
713,3,0.301,93
705,3,0.301,94
683,3,0.301,95
685,3,0.301,96
684,3,0.301,97
670,3,0.301,98
666,3,0.301,99
005,3,0.301,100
657,3,0.301,101
748,3,0.301,102
746,3,0.301,103
786,3,0.301,104
751,3,0.301,105
760,3,0.301,106
650,3,0.301,107
834,3,0.301,108
825,3,0.301,109
824,3,0.301,110
815,3,0.301,111
808,3,0.301,112
820,3,0.301,113
784,3,0.301,114
783,3,0.301,115
782,3,0.301,116
770,3,0.301,117
769,3,0.301,118
766,3,0.301,119
765,3,0.301,120
761,3,0.301,121
652,3,0.301,122
097,3,0.301,123
649,3,0.301,124
091,3,0.301,125
085,3,0.301,126
079,3,0.301,127
578,3,0.301,128
577,3,0.301,129
576,3,0.301,130
070,3,0.301,131
071,3,0.301,132
580,3,0.301,133
054,3,0.301,134
028,3,0.301,135
027,3,0.301,136
047,3,0.301,137
022,3,0.301,138
656,3,0.301,139
069,3,0.301,140
586,3,0.301,141
056,3,0.301,142
094,3,0.301,143
053,3,0.301,144
668,3,0.301,145
648,3,0.301,146
644,3,0.301,147
641,3,0.301,148
635,3,0.301,149
624,3,0.301,150
639,3,0.301,151
016,3,0.301,152
615,3,0.301,153
732,3,0.301,154
610,3,0.301,155
609,3,0.301,156
602,3,0.301,157
608,3,0.301,158
043,2,0.2,159
734,2,0.2,160
002,2,0.2,161
739,2,0.2,162
749,2,0.2,163
673,2,0.2,164
754,2,0.2,165
049,2,0.2,166
752,2,0.2,167
730,2,0.2,168
731,2,0.2,169
719,2,0.2,170
663,2,0.2,171
729,2,0.2,172
724,2,0.2,173
723,2,0.2,174
721,2,0.2,175
633,2,0.2,176
717,2,0.2,177
712,2,0.2,178
707,2,0.2,179
706,2,0.2,180
763,2,0.2,181
762,2,0.2,182
823,2,0.2,183
764,2,0.2,184
768,2,0.2,185
698,2,0.2,186
839,2,0.2,187
034,2,0.2,188
758,2,0.2,189
828,2,0.2,190
827,2,0.2,191
821,2,0.2,192
818,2,0.2,193
816,2,0.2,194
013,2,0.2,195
814,2,0.2,196
805,2,0.2,197
804,2,0.2,198
802,2,0.2,199
799,2,0.2,200
798,2,0.2,201
797,2,0.2,202
788,2,0.2,203
779,2,0.2,204
777,2,0.2,205
775,2,0.2,206
773,2,0.2,207
771,2,0.2,208
699,2,0.2,209
676,2,0.2,210
090,2,0.2,211
597,2,0.2,212
093,2,0.2,213
092,2,0.2,214
007,2,0.2,215
088,2,0.2,216
585,2,0.2,217
083,2,0.2,218
583,2,0.2,219
582,2,0.2,220
081,2,0.2,221
078,2,0.2,222
575,2,0.2,223
574,2,0.2,224
073,2,0.2,225
072,2,0.2,226
432,2,0.2,227
051,2,0.2,228
549,2,0.2,229
048,2,0.2,230
038,2,0.2,231
029,2,0.2,232
024,2,0.2,233
023,2,0.2,234
689,2,0.2,235
620,2,0.2,236
581,2,0.2,237
603,2,0.2,238
077,2,0.2,239
688,2,0.2,240
565,2,0.2,241
686,2,0.2,242
718,2,0.2,243
682,2,0.2,244
681,2,0.2,245
677,2,0.2,246
076,2,0.2,247
674,2,0.2,248
672,2,0.2,249
678,2,0.2,250
662,2,0.2,251
617,2,0.2,252
607,2,0.2,253
651,2,0.2,254
612,2,0.2,255
614,2,0.2,256
669,2,0.2,257
626,2,0.2,258
628,2,0.2,259
642,2,0.2,260
606,2,0.2,261
733,1,0.1,262
738,1,0.1,263
735,1,0.1,264
014,1,0.1,265
736,1,0.1,266
728,1,0.1,267
753,1,0.1,268
740,1,0.1,269
743,1,0.1,270
747,1,0.1,271
755,1,0.1,272
044,1,0.1,273
722,1,0.1,274
045,1,0.1,275
727,1,0.1,276
400,1,0.1,277
653,1,0.1,278
667,1,0.1,279
062,1,0.1,280
631,1,0.1,281
632,1,0.1,282
634,1,0.1,283
037,1,0.1,284
654,1,0.1,285
679,1,0.1,286
716,1,0.1,287
692,1,0.1,288
695,1,0.1,289
696,1,0.1,290
001,1,0.1,291
711,1,0.1,292
714,1,0.1,293
756,1,0.1,294
019,1,0.1,295
063,1,0.1,296
830,1,0.1,297
819,1,0.1,298
822,1,0.1,299
772,1,0.1,300
826,1,0.1,301
548,1,0.1,302
829,1,0.1,303
831,1,0.1,304
817,1,0.1,305
832,1,0.1,306
833,1,0.1,307
835,1,0.1,308
836,1,0.1,309
837,1,0.1,310
838,1,0.1,311
015,1,0.1,312
813,1,0.1,313
776,1,0.1,314
099,1,0.1,315
170,1,0.1,316
781,1,0.1,317
697,1,0.1,318
785,1,0.1,319
787,1,0.1,320
792,1,0.1,321
794,1,0.1,322
011,1,0.1,323
075,1,0.1,324
795,1,0.1,325
796,1,0.1,326
789,1,0.1,327
809,1,0.1,328
811,1,0.1,329
627,1,0.1,330
587,1,0.1,331
622,1,0.1,332
541,1,0.1,333
065,1,0.1,334
485,1,0.1,335
511,1,0.1,336
513,1,0.1,337
525,1,0.1,338
530,1,0.1,339
547,1,0.1,340
560,1,0.1,341
550,1,0.1,342
055,1,0.1,343
532,1,0.1,344
558,1,0.1,345
067,1,0.1,346
568,1,0.1,347
455,1,0.1,348
425,1,0.1,349
440,1,0.1,350
435,1,0.1,351
416,1,0.1,352
415,1,0.1,353
379,1,0.1,354
376,1,0.1,355
372,1,0.1,356
367,1,0.1,357
360,1,0.1,358
356,1,0.1,359
334,1,0.1,360
332,1,0.1,361
311,1,0.1,362
300,1,0.1,363
301,1,0.1,364
569,1,0.1,365
570,1,0.1,366
621,1,0.1,367
599,1,0.1,368
594,1,0.1,369
595,1,0.1,370
505,1,0.1,371
596,1,0.1,372
507,1,0.1,373
598,1,0.1,374
601,1,0.1,375
571,1,0.1,376
604,1,0.1,377
605,1,0.1,378
611,1,0.1,379
520,1,0.1,380
616,1,0.1,381
619,1,0.1,382
593,1,0.1,383
537,1,0.1,384
540,1,0.1,385
591,1,0.1,386
567,1,0.1,387
589,1,0.1,388
588,1,0.1,389
087,1,0.1,390
086,1,0.1,391
492,1,0.1,392
584,1,0.1,393
499,1,0.1,394
082,1,0.1,395
544,1,0.1,396
366,1,0.1,397
074,1,0.1,398
573,1,0.1,399
842,1,0.1,400
