uid,gid,cluster,size,seq,series,begin,end,id,book
-4136273470711944273,-5539482737094636716,94239,5,344,Sham19Y0018147-ara1.completed,400,937,Sham19Y0018147,0736IbnDawadari.KanzDurar
3767324509527841766,-5539482737094636716,77309430720,12,699,Sham19Y0018147-ara1.completed,4,555,Sham19Y0018147,0736IbnDawadari.KanzDurar
3767324509527841766,-5539482737094636716,103079293530,4,699,Sham19Y0018147-ara1.completed,4,209,Sham19Y0018147,0736IbnDawadari.KanzDurar
3767324509527841766,-5539482737094636716,77309430719,6,699,Sham19Y0018147-ara1.completed,423,769,Sham19Y0018147,0736IbnDawadari.KanzDurar
3767324509527841766,-5539482737094636716,120259096581,2,699,Sham19Y0018147-ara1.completed,209,765,Sham19Y0018147,0736IbnDawadari.KanzDurar
3767324509527841766,-5539482737094636716,51539707314,4,699,Sham19Y0018147-ara1.completed,1003,1486,Sham19Y0018147,0736IbnDawadari.KanzDurar
7292158807118509981,-5539482737094636716,197568561761,4,353,Sham19Y0018147-ara1.completed,124,628,Sham19Y0018147,0736IbnDawadari.KanzDurar
-1541970467360438013,-5539482737094636716,51539735920,2,697,Sham19Y0018147-ara1.completed,650,1483,Sham19Y0018147,0736IbnDawadari.KanzDurar
-1541970467360438013,-5539482737094636716,51539735919,3,697,Sham19Y0018147-ara1.completed,1396,1512,Sham19Y0018147,0736IbnDawadari.KanzDurar
-1541970467360438013,-5539482737094636716,51539735917,7,697,Sham19Y0018147-ara1.completed,1081,1452,Sham19Y0018147,0736IbnDawadari.KanzDurar
-1541970467360438013,-5539482737094636716,472446569920,4,697,Sham19Y0018147-ara1.completed,6,650,Sham19Y0018147,0736IbnDawadari.KanzDurar
-310495634137288269,-5539482737094636716,68719572009,7,227,Sham19Y0018147-ara1.completed,1,483,Sham19Y0018147,0736IbnDawadari.KanzDurar
-310495634137288269,-5539482737094636716,68719572010,3,227,Sham19Y0018147-ara1.completed,1348,1684,Sham19Y0018147,0736IbnDawadari.KanzDurar
9171159042258405719,-5539482737094636716,68719682043,7,321,Sham19Y0018147-ara1.completed,1210,1630,Sham19Y0018147,0736IbnDawadari.KanzDurar
8720561433113249529,-5539482737094636716,8590013611,24,602,Sham19Y0018147-ara1.completed,370,625,Sham19Y0018147,0736IbnDawadari.KanzDurar
8809145877367646083,-5539482737094636716,25770006224,5,442,Sham19Y0018147-ara1.completed,704,1199,Sham19Y0018147,0736IbnDawadari.KanzDurar
8809145877367646083,-5539482737094636716,51539686340,5,442,Sham19Y0018147-ara1.completed,923,1490,Sham19Y0018147,0736IbnDawadari.KanzDurar
8809145877367646083,-5539482737094636716,25770006222,4,442,Sham19Y0018147-ara1.completed,428,957,Sham19Y0018147,0736IbnDawadari.KanzDurar
2457926555183190068,-5539482737094636716,163208906966,4,369,Sham19Y0018147-ara1.completed,96,914,Sham19Y0018147,0736IbnDawadari.KanzDurar
8956757684895729981,-5539482737094636716,34359756393,2,374,Sham19Y0018147-ara1.completed,1096,1550,Sham19Y0018147,0736IbnDawadari.KanzDurar
-4290626549274859525,744846054534758260,25769949043,5,1306,Shia001887Vols-ara1,1,875,Shia001887Vols,0211CabdRazzakSancani.Musannaf
-2896949329025217437,744846054534758260,17179928741,29,1371,Shia001887Vols-ara1,681,907,Shia001887Vols,0211CabdRazzakSancani.Musannaf
-3367863446325527501,744846054534758260,386547238673,3,1305,Shia001887Vols-ara1,1108,1530,Shia001887Vols,0211CabdRazzakSancani.Musannaf
5735899727502355496,744846054534758260,17179928741,29,2497,Shia001887Vols-ara1,363,599,Shia001887Vols,0211CabdRazzakSancani.Musannaf
6684329850459784018,744846054534758260,104027,46,1370,Shia001887Vols-ara1,200,624,Shia001887Vols,0211CabdRazzakSancani.Musannaf
-1024312096943617059,744846054534758260,104027,46,2480,Shia001887Vols-ara1,283,689,Shia001887Vols,0211CabdRazzakSancani.Musannaf
-1024312096943617059,744846054534758260,96538,85,2480,Shia001887Vols-ara1,1043,1437,Shia001887Vols,0211CabdRazzakSancani.Musannaf
-2406927827601527982,-4847956584360190907,112704,21,3408,JK000299-ara1,582,1559,JK000299,0861IbnHumam.SharhFathQadir
3889890668464953859,-4847956584360190907,96538,85,767,JK000299-ara1,1,490,JK000299,0861IbnHumam.SharhFathQadir
952010088283653613,2952574592867786770,8590122952,30,1909,Shamela0012981-ara1,920,1356,Shamela0012981,0292AbuBakrBazzar.BahrZakhkhar
-1038739736039186025,-3648115615280219461,60129736819,13,317,Shia001265-ara1,938,1206,Shia001265,0085SulaymIbnQaysHilali.KitabSulaym
-2137393939684685558,3697653286825626163,25769839447,6,5840,Sham19Y0013252-ara1,663,908,Sham19Y0013252,0804IbnMulaqqin.Tawdih
2161179141818092170,3697653286825626163,25769977067,4,10466,Sham19Y0013252-ara1,1333,1490,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-3045955016224239646,3697653286825626163,8590023891,6,9512,Sham19Y0013252-ara1,371,737,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-3045955016224239646,3697653286825626163,8590023888,3,9512,Sham19Y0013252-ara1,17,737,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-7011225776453444101,3697653286825626163,336,77,5970,Sham19Y0013252-ara1,787,1099,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-6193923368144875092,3697653286825626163,164589,22,5839,Sham19Y0013252-ara1,1132,1353,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-2152169974849513462,3697653286825626163,336,77,1843,Sham19Y0013252-ara1,638,946,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-2568776392159732181,3697653286825626163,47103,266,1861,Sham19Y0013252-ara1,1383,1569,Sham19Y0013252,0804IbnMulaqqin.Tawdih
15422409157539549,3697653286825626163,103079288530,11,2852,Sham19Y0013252-ara1,1110,1588,Sham19Y0013252,0804IbnMulaqqin.Tawdih
2072465994834332245,3697653286825626163,17180020041,17,10416,Sham19Y0013252-ara1,605,904,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-5078444686341925019,3697653286825626163,336,77,5958,Sham19Y0013252-ara1,1170,1330,Sham19Y0013252,0804IbnMulaqqin.Tawdih
5228454382222154386,3697653286825626163,336,77,8900,Sham19Y0013252-ara1,1010,1523,Sham19Y0013252,0804IbnMulaqqin.Tawdih
1699310761329884403,3697653286825626163,8590023890,6,9511,Sham19Y0013252-ara1,588,973,Sham19Y0013252,0804IbnMulaqqin.Tawdih
919544188547972709,3697653286825626163,8590023891,6,7354,Sham19Y0013252-ara1,1108,1216,Sham19Y0013252,0804IbnMulaqqin.Tawdih
919544188547972709,3697653286825626163,8590023888,3,7354,Sham19Y0013252-ara1,577,1216,Sham19Y0013252,0804IbnMulaqqin.Tawdih
-1902126394389516879,3697653286825626163,68719604553,3,7259,Sham19Y0013252-ara1,94,495,Sham19Y0013252,0804IbnMulaqqin.Tawdih
2850850413467587784,3697653286825626163,47103,266,1862,Sham19Y0013252-ara1,65,265,Sham19Y0013252,0804IbnMulaqqin.Tawdih
4116446573831576474,7776056370713504820,336,77,1359,Sham19Y0131521-ara1,375,629,Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud
1645513356414720167,7776056370713504820,17180020041,17,6114,Sham19Y0131521-ara1,285,539,Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud
8612803322935342277,7776056370713504820,47103,266,5350,Sham19Y0131521-ara1,191,974,Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud
4530711280138245862,7776056370713504820,17179928741,29,4322,Sham19Y0131521-ara1,1180,1329,Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud
-5685248819377167152,8713312744161019246,25769926241,19,1876,Tafsir03092-ara1,160,550,Tafsir03092,0437IbnHammushQayruwani.Hidaya
3898516334828483874,8713312744161019246,336,77,630,Tafsir03092-ara1,1070,1328,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-1947022350060675817,8713312744161019246,8590025916,20,1802,Tafsir03092-ara1,829,1236,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-5219796823877614421,8713312744161019246,8590025916,20,833,Tafsir03092-ara1,884,1359,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-5219796823877614421,8713312744161019246,71098,15,833,Tafsir03092-ara1,1120,1549,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-5219796823877614421,8713312744161019246,71102,10,833,Tafsir03092-ara1,1270,1502,Tafsir03092,0437IbnHammushQayruwani.Hidaya
3820465454953073954,8713312744161019246,33803,268,2812,Tafsir03092-ara1,1234,1539,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-286116573543637865,8713312744161019246,8589964413,10,2398,Tafsir03092-ara1,1062,1230,Tafsir03092,0437IbnHammushQayruwani.Hidaya
-8810463937748240188,8713312744161019246,42949770845,8,802,Tafsir03092-ara1,31,373,Tafsir03092,0437IbnHammushQayruwani.Hidaya
929949539886361164,-198925802108313560,96538,85,8943,Shia000841Vols-ara1,728,1279,Shia000841Vols,0676Nawawi.Majmuc
-5252048292927879006,-198925802108313560,25769911887,8,6790,Shia000841Vols-ara1,1,707,Shia000841Vols,0676Nawawi.Majmuc
-5252048292927879006,-198925802108313560,25769911891,6,6790,Shia000841Vols-ara1,189,418,Shia000841Vols,0676Nawawi.Majmuc
-4017223142338060723,-198925802108313560,104027,46,8912,Shia000841Vols-ara1,617,963,Shia000841Vols,0676Nawawi.Majmuc
-1219555445122893307,-198925802108313560,128849118011,9,6789,Shia000841Vols-ara1,1213,1487,Shia000841Vols,0676Nawawi.Majmuc
168139149332099110,-198925802108313560,162122,11,8916,Shia000841Vols-ara1,1291,1513,Shia000841Vols,0676Nawawi.Majmuc
2993562118730477588,4605190969538609055,146028936717,10,104,Shamela0010668-ara1,5,714,Shamela0010668,0538JarAllahZamakhshari.RabicAbrar
-653557115685665612,4605190969538609055,120259284646,3,26,Shamela0010668-ara1,514,753,Shamela0010668,0538JarAllahZamakhshari.RabicAbrar
3507647727649475706,4605190969538609055,17180037042,5,78,Shamela0010668-ara1,1091,1265,Shamela0010668,0538JarAllahZamakhshari.RabicAbrar
-5449408821077170507,4605190969538609055,60129616507,16,101,Shamela0010668-ara1,583,736,Shamela0010668,0538JarAllahZamakhshari.RabicAbrar
3180726490225409523,4605190969538609055,51539653865,5,129,Shamela0010668-ara1,612,976,Shamela0010668,0538JarAllahZamakhshari.RabicAbrar
-6479617432557380601,-8080073072760013545,8590079984,48,162,Shamela0012860-ara1.mARkdown,691,1416,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin
-6479617432557380601,-8080073072760013545,154618896405,3,162,Shamela0012860-ara1.mARkdown,931,1123,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin
-347824916998738139,-8080073072760013545,8590079984,48,161,Shamela0012860-ara1.mARkdown,569,839,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin
-347824916998738139,-8080073072760013545,181728,15,161,Shamela0012860-ara1.mARkdown,1,247,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin
2336254750338949033,-8080073072760013545,8590079984,48,160,Shamela0012860-ara1.mARkdown,1016,1565,Shamela0012860,0774IbnKathir.TabaqatFuqahaShaficiyyin
-6882323077462039182,-5719983619559249780,47103,266,2208,Sham19Y0122257-ara1,950,1604,Sham19Y0122257,0743SharafDinTibi.SharhMishkat
-796224809968308040,-5719983619559249780,47103,266,2609,Sham19Y0122257-ara1,276,884,Sham19Y0122257,0743SharafDinTibi.SharhMishkat
-2329105213772688472,-5719983619559249780,336,77,3069,Sham19Y0122257-ara1,1,193,Sham19Y0122257,0743SharafDinTibi.SharhMishkat
-2304948463054964017,-5719983619559249780,47103,266,2209,Sham19Y0122257-ara1,1,307,Sham19Y0122257,0743SharafDinTibi.SharhMishkat
9041767956955511415,4069354553461742336,96538,85,899,Sham19Y0016934-ara1,977,1457,Sham19Y0016934,0502CabdWahidRuyani.BahrMadhhab
-5792101585323892437,4069354553461742336,25769911891,6,4185,Sham19Y0016934-ara1,8,225,Sham19Y0016934,0502CabdWahidRuyani.BahrMadhhab
-5792101585323892437,4069354553461742336,25769911887,8,4185,Sham19Y0016934-ara1,1,481,Sham19Y0016934,0502CabdWahidRuyani.BahrMadhhab
-6127856244880873206,4069354553461742336,128849118011,9,4184,Sham19Y0016934-ara1,977,1427,Sham19Y0016934,0502CabdWahidRuyani.BahrMadhhab
9200901333142478008,8022778444736629534,8589996582,27,4066,Sham19Y0148486-ara1,123,944,Sham19Y0148486,0458Bayhaqi.SunanKubra
-4367991610384796916,8022778444736629534,47103,266,2065,Sham19Y0148486-ara1,1,238,Sham19Y0148486,0458Bayhaqi.SunanKubra
-3519461924659970824,8022778444736629534,96538,85,5959,Sham19Y0148486-ara1,1,284,Sham19Y0148486,0458Bayhaqi.SunanKubra
-3519461924659970824,8022778444736629534,96538,85,5959,Sham19Y0148486-ara1,1154,1432,Sham19Y0148486,0458Bayhaqi.SunanKubra
1157992358186191357,8022778444736629534,104027,46,5962,Sham19Y0148486-ara1,44,502,Sham19Y0148486,0458Bayhaqi.SunanKubra
7682701324237181173,8022778444736629534,47103,266,7426,Sham19Y0148486-ara1,819,1063,Sham19Y0148486,0458Bayhaqi.SunanKubra
5202793570768570349,8022778444736629534,96538,85,5960,Sham19Y0148486-ara1,1,1050,Sham19Y0148486,0458Bayhaqi.SunanKubra
5202793570768570349,8022778444736629534,17179892214,6,5960,Sham19Y0148486-ara1,1018,1508,Sham19Y0148486,0458Bayhaqi.SunanKubra
7273301508950387841,8022778444736629534,161623,49,4003,Sham19Y0148486-ara1,1,571,Sham19Y0148486,0458Bayhaqi.SunanKubra
-6456415198695527570,8022778444736629534,17179928741,29,5961,Sham19Y0148486-ara1,201,433,Sham19Y0148486,0458Bayhaqi.SunanKubra
-1888868535094799666,8022778444736629534,162122,11,5937,Sham19Y0148486-ara1,779,1273,Sham19Y0148486,0458Bayhaqi.SunanKubra
5527822109659014596,8022778444736629534,96538,85,1745,Sham19Y0148486-ara1,246,799,Sham19Y0148486,0458Bayhaqi.SunanKubra
-1803139252754455089,-4886484447540736913,17179928741,29,5181,Shamela0008463-ara1,639,801,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
-2014632931294213753,-4886484447540736913,17180007798,14,2843,Shamela0008463-ara1,331,820,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
6622231781221837132,-4886484447540736913,77309584810,7,1225,Shamela0008463-ara1,834,1256,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
7042782422290330343,-4886484447540736913,161623,49,1184,Shamela0008463-ara1,324,948,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
-4688749449765200072,-4886484447540736913,17179928741,29,5183,Shamela0008463-ara1,14,342,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
-1711339489098931188,-4886484447540736913,17180007798,14,2851,Shamela0008463-ara1,561,916,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
-5803241802322777357,-4886484447540736913,47103,266,381,Shamela0008463-ara1,562,1665,Shamela0008463,0620IbnQudamaMaqdisi.Mughni
5379517956030200280,-6514750344816788944,17179928741,29,1259,Shamela0021731-ara1,839,1372,Shamela0021731,0620IbnQudamaMaqdisi.KafiFiFiqh
997380493735293115,3697046081876822068,240518316789,3,452,Shamela0008362-ara1,901,1439,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
997380493735293115,3697046081876822068,69554,4,452,Shamela0008362-ara1,1226,1384,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
997380493735293115,3697046081876822068,69553,10,452,Shamela0008362-ara1,1455,1643,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
7485309686795319111,3697046081876822068,25769809961,16,927,Shamela0008362-ara1,86,1526,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
6330790918238489123,3697046081876822068,51539652060,7,938,Shamela0008362-ara1,1137,1340,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
-3084046831415403997,3697046081876822068,8590013611,24,639,Shamela0008362-ara1,271,1094,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
-1663197987979993776,3697046081876822068,128849172266,5,540,Shamela0008362-ara1,140,1173,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
-1663197987979993776,3697046081876822068,8589977340,184,540,Shamela0008362-ara1,556,957,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
-1663197987979993776,3697046081876822068,8589977340,184,540,Shamela0008362-ara1,1083,1365,Shamela0008362,0832AbuTayyibFasi.ShifaGharam
5844903518318489045,-525641379192176045,177977,59,584,JK000021-ara1.completed,451,657,JK000021,0458Bayhaqi.ShucabIman
-5314663450986768850,1533445134418962482,33803,268,3670,Shamela0023628-ara1.completed,989,1481,Shamela0023628,0741KhazinBaghdadi.LubabTawil
-8665921995218577376,1533445134418962482,33803,268,3610,Shamela0023628-ara1.completed,263,914,Shamela0023628,0741KhazinBaghdadi.LubabTawil
3122107624694417735,1533445134418962482,33803,268,3663,Shamela0023628-ara1.completed,23,313,Shamela0023628,0741KhazinBaghdadi.LubabTawil
6225397099050079236,1533445134418962482,8589977340,184,1629,Shamela0023628-ara1.completed,1208,1496,Shamela0023628,0741KhazinBaghdadi.LubabTawil
8733860524150068606,1533445134418962482,8589977340,184,1628,Shamela0023628-ara1.completed,258,1057,Shamela0023628,0741KhazinBaghdadi.LubabTawil
-9147069216324497828,1533445134418962482,47103,266,1768,Shamela0023628-ara1.completed,72,867,Shamela0023628,0741KhazinBaghdadi.LubabTawil
2698688142419663197,1533445134418962482,177977,59,2007,Shamela0023628-ara1.completed,464,1533,Shamela0023628,0741KhazinBaghdadi.LubabTawil
2994833831999977986,1533445134418962482,8589977340,184,1624,Shamela0023628-ara1.completed,561,864,Shamela0023628,0741KhazinBaghdadi.LubabTawil
2999816336846477769,1533445134418962482,177977,59,2008,Shamela0023628-ara1.completed,1,932,Shamela0023628,0741KhazinBaghdadi.LubabTawil
954361942534232038,1533445134418962482,47103,266,3353,Shamela0023628-ara1.completed,1,232,Shamela0023628,0741KhazinBaghdadi.LubabTawil
5313699387863086760,1533445134418962482,33803,268,3671,Shamela0023628-ara1.completed,690,1546,Shamela0023628,0741KhazinBaghdadi.LubabTawil
65113363228869539,1533445134418962482,34359897396,35,1441,Shamela0023628-ara1.completed,1,976,Shamela0023628,0741KhazinBaghdadi.LubabTawil
8099985943419252247,1533445134418962482,47103,266,2923,Shamela0023628-ara1.completed,1205,1504,Shamela0023628,0741KhazinBaghdadi.LubabTawil
2645005858759928643,1533445134418962482,33803,268,3666,Shamela0023628-ara1.completed,150,643,Shamela0023628,0741KhazinBaghdadi.LubabTawil
1178356866766407080,-3828321945575048363,8589977340,184,1119,Shamela0000041-ara1.completed,583,1548,Shamela0000041,0510IbnMascudBaghawi.Tafsir
-7558619592355971390,-3828321945575048363,33803,268,2773,Shamela0000041-ara1.completed,783,947,Shamela0000041,0510IbnMascudBaghawi.Tafsir
8870522075535705367,-3828321945575048363,34359897396,35,1001,Shamela0000041-ara1.completed,7,955,Shamela0000041,0510IbnMascudBaghawi.Tafsir
3431593719484823438,-3828321945575048363,33803,268,2770,Shamela0000041-ara1.completed,611,1189,Shamela0000041,0510IbnMascudBaghawi.Tafsir
3098837533958349635,-3828321945575048363,25769926241,19,1936,Shamela0000041-ara1.completed,1,735,Shamela0000041,0510IbnMascudBaghawi.Tafsir
5298182388795041454,-3828321945575048363,177977,59,1328,Shamela0000041-ara1.completed,248,1515,Shamela0000041,0510IbnMascudBaghawi.Tafsir
5583278279438994977,-3828321945575048363,336,77,422,Shamela0000041-ara1.completed,1154,1445,Shamela0000041,0510IbnMascudBaghawi.Tafsir
-6810363614436707685,-3828321945575048363,8589977340,184,1123,Shamela0000041-ara1.completed,314,815,Shamela0000041,0510IbnMascudBaghawi.Tafsir
889442038224923480,-3828321945575048363,34359897396,35,93,Shamela0000041-ara1.completed,1,1449,Shamela0000041,0510IbnMascudBaghawi.Tafsir
-6421535813414470473,-3828321945575048363,47103,266,1197,Shamela0000041-ara1.completed,850,1511,Shamela0000041,0510IbnMascudBaghawi.Tafsir
-3047002887671711837,-3828321945575048363,33803,268,2774,Shamela0000041-ara1.completed,397,1305,Shamela0000041,0510IbnMascudBaghawi.Tafsir
9007896971495484826,-3828321945575048363,33803,268,2718,Shamela0000041-ara1.completed,321,1063,Shamela0000041,0510IbnMascudBaghawi.Tafsir
1960546444397048617,-750648574121750056,42949762206,5,4118,Shamela0010906-ara1.mARkdown,777,986,Shamela0010906,0748Dhahabi.SiyarAclamNubala
1960546444397048617,-750648574121750056,42949762203,3,4118,Shamela0010906-ara1.mARkdown,61,777,Shamela0010906,0748Dhahabi.SiyarAclamNubala
1960546444397048617,-750648574121750056,42949762204,4,4118,Shamela0010906-ara1.mARkdown,1,610,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-2193773202766543327,-750648574121750056,137439052934,6,2328,Shamela0010906-ara1.mARkdown,475,719,Shamela0010906,0748Dhahabi.SiyarAclamNubala
8417476835838294371,-750648574121750056,174002,23,6817,Shamela0010906-ara1.mARkdown,469,760,Shamela0010906,0748Dhahabi.SiyarAclamNubala
5182732048665192608,-750648574121750056,188978697739,5,5701,Shamela0010906-ara1.mARkdown,1244,1356,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-1121917323434521306,-750648574121750056,77309567709,13,1644,Shamela0010906-ara1.mARkdown,1031,1346,Shamela0010906,0748Dhahabi.SiyarAclamNubala
615865522611783542,-750648574121750056,112707,57,472,Shamela0010906-ara1.mARkdown,866,1494,Shamela0010906,0748Dhahabi.SiyarAclamNubala
615865522611783542,-750648574121750056,112704,21,472,Shamela0010906-ara1.mARkdown,580,1494,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-8922348734197166413,-750648574121750056,188978653174,6,6818,Shamela0010906-ara1.mARkdown,223,745,Shamela0010906,0748Dhahabi.SiyarAclamNubala
3874928192179408685,-750648574121750056,133047,55,1403,Shamela0010906-ara1.mARkdown,1037,1524,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-4263225184109245162,-750648574121750056,108239,128,1547,Shamela0010906-ara1.mARkdown,1350,1550,Shamela0010906,0748Dhahabi.SiyarAclamNubala
7548741957030775655,-750648574121750056,77309544523,6,794,Shamela0010906-ara1.mARkdown,752,1190,Shamela0010906,0748Dhahabi.SiyarAclamNubala
4795607979370722488,-750648574121750056,128849235945,12,2329,Shamela0010906-ara1.mARkdown,1,429,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-2362227728374094286,-750648574121750056,17180026917,25,801,Shamela0010906-ara1.mARkdown,733,1088,Shamela0010906,0748Dhahabi.SiyarAclamNubala
3007525475156951003,-750648574121750056,108239,128,1838,Shamela0010906-ara1.mARkdown,5,589,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-2228332452377205271,-750648574121750056,8590080828,78,2512,Shamela0010906-ara1.mARkdown,1366,1514,Shamela0010906,0748Dhahabi.SiyarAclamNubala
2455134558875848740,-750648574121750056,112707,57,473,Shamela0010906-ara1.mARkdown,1,449,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-5226432872253719542,-750648574121750056,8590079984,48,5008,Shamela0010906-ara1.mARkdown,362,1492,Shamela0010906,0748Dhahabi.SiyarAclamNubala
292035348923745049,-750648574121750056,8589991710,16,831,Shamela0010906-ara1.mARkdown,816,1405,Shamela0010906,0748Dhahabi.SiyarAclamNubala
292035348923745049,-750648574121750056,60129606330,7,831,Shamela0010906-ara1.mARkdown,907,1121,Shamela0010906,0748Dhahabi.SiyarAclamNubala
-7586422518915767974,-750648574121750056,111669356805,3,3725,Shamela0010906-ara1.mARkdown,1103,1352,Shamela0010906,0748Dhahabi.SiyarAclamNubala
5408987503282370380,807340434450210500,223338346484,4,249,Shamela0026336-ara1.mARkdown,1,175,Shamela0026336,0646IbnQifti.IkhbarCulama
5408987503282370380,807340434450210500,146029052626,3,249,Shamela0026336-ara1.mARkdown,191,697,Shamela0026336,0646IbnQifti.IkhbarCulama
8270735822190791067,807340434450210500,300647918969,2,248,Shamela0026336-ara1.mARkdown,1084,1463,Shamela0026336,0646IbnQifti.IkhbarCulama
8270735822190791067,807340434450210500,8590081370,12,248,Shamela0026336-ara1.mARkdown,183,516,Shamela0026336,0646IbnQifti.IkhbarCulama
8270735822190791067,807340434450210500,300647918967,2,248,Shamela0026336-ara1.mARkdown,1463,1593,Shamela0026336,0646IbnQifti.IkhbarCulama
-5630844101523516109,-6590068225014590683,8589996582,27,2172,Sham19Y0146127-ara1,5,644,Sham19Y0146127,0748Dhahabi.Muhadhdhab
1186644209201538115,-6590068225014590683,96538,85,3294,Sham19Y0146127-ara1,639,1393,Sham19Y0146127,0748Dhahabi.Muhadhdhab
965268562754759518,-6590068225014590683,47103,266,1071,Sham19Y0146127-ara1,1137,1451,Sham19Y0146127,0748Dhahabi.Muhadhdhab
-3634617810090269697,-6590068225014590683,96538,85,3293,Sham19Y0146127-ara1,1391,1526,Sham19Y0146127,0748Dhahabi.Muhadhdhab
-4818038768694619257,-6590068225014590683,161623,49,2132,Sham19Y0146127-ara1,835,1343,Sham19Y0146127,0748Dhahabi.Muhadhdhab
5291777146361933893,-6590068225014590683,17179892214,6,3295,Sham19Y0146127-ara1,1,346,Sham19Y0146127,0748Dhahabi.Muhadhdhab
5291777146361933893,-6590068225014590683,17179928741,29,3295,Sham19Y0146127-ara1,550,692,Sham19Y0146127,0748Dhahabi.Muhadhdhab
5291777146361933893,-6590068225014590683,104027,46,3295,Sham19Y0146127-ara1,1114,1430,Sham19Y0146127,0748Dhahabi.Muhadhdhab
7935221653851645245,-174383726830768864,103079388596,5,663,Shamela0000170-ara1,876,1669,Shamela0000170,0728IbnTaymiyya.JawabSahih
-6839238090187852807,-174383726830768864,188978633700,4,664,Shamela0000170-ara1,1,687,Shamela0000170,0728IbnTaymiyya.JawabSahih
-6839238090187852807,-174383726830768864,188978633701,4,664,Shamela0000170-ara1,1,278,Shamela0000170,0728IbnTaymiyya.JawabSahih
-6839238090187852807,-174383726830768864,85899447710,4,664,Shamela0000170-ara1,610,1508,Shamela0000170,0728IbnTaymiyya.JawabSahih
2315951962415887488,-5130304458252709405,133047,55,1870,Shamela0021809-ara1.mARkdown,482,785,Shamela0021809,0774IbnKathir.JamicMasanid
1124514065427673532,-5130304458252709405,161623,49,764,Shamela0021809-ara1.mARkdown,716,1327,Shamela0021809,0774IbnKathir.JamicMasanid
3669307328895968339,-1385994466121005176,85899456952,6,90,Shamela0005400-ara1,1091,1497,Shamela0005400,0643FathBundari.MukhtasarSanaBarqShami
-9111577145567400735,-38275540690653972,47103,266,6137,ShamAY0032665-ara1,781,1373,ShamAY0032665,0316IbnIshaqIsfaraini.Mustrakhraj
592315574207968859,-38275540690653972,47103,266,3064,ShamAY0032665-ara1,6,395,ShamAY0032665,0316IbnIshaqIsfaraini.Mustrakhraj
-731867957109474713,-4945071420828014136,25769926241,19,7174,Shamela0007798-ara1.inProgress,339,991,Shamela0007798,0310Tabari.JamicBayan
-8441167878004040975,-4945071420828014136,8590038445,31,6153,Shamela0007798-ara1.inProgress,965,1341,Shamela0007798,0310Tabari.JamicBayan
7464658354700735278,-4945071420828014136,8590020573,4,4915,Shamela0007798-ara1.inProgress,947,1440,Shamela0007798,0310Tabari.JamicBayan
213512473708402685,-4945071420828014136,33803,268,9498,Shamela0007798-ara1.inProgress,205,453,Shamela0007798,0310Tabari.JamicBayan
-4076851907233828265,-4945071420828014136,33803,268,9502,Shamela0007798-ara1.inProgress,220,457,Shamela0007798,0310Tabari.JamicBayan
-5476027118237708515,-4945071420828014136,8589977340,184,4609,Shamela0007798-ara1.inProgress,1050,1386,Shamela0007798,0310Tabari.JamicBayan
