cluster,size,seq,series,begin,end,id,book,author,ch_len
283468034521,3,178,Shamela0000176-ara1.completed,1094,1419,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,325
60129759957,3,449,Shamela0000176-ara1.completed,645,1446,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,801
77309526181,2,449,Shamela0000176-ara1.completed,657,905,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,248
60129759956,2,449,Shamela0000176-ara1.completed,880,1299,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,419
197568661898,2,146,Shamela0000176-ara1.completed,616,861,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,245
94489492728,2,463,Shamela0000176-ara1.completed,1048,1339,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,291
369367271583,2,463,Shamela0000176-ara1.completed,761,1048,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,287
85899441279,2,418,Shamela0000176-ara1.completed,955,1559,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,604
111669178936,2,243,Shamela0000176-ara1.completed,1,580,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,579
317827687164,2,149,Shamela0000176-ara1.completed,1266,1519,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,253
274877972035,2,562,Shamela0000176-ara1.completed,1071,1605,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,534
63827,3,493,Shamela0000176-ara1.completed,164,597,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,433
63826,2,493,Shamela0000176-ara1.completed,538,1081,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,543
180388654251,2,599,Shamela0000176-ara1.completed,187,420,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,233
386547107668,3,226,Shamela0000176-ara1.completed,1315,1500,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,185
8589978312,3,445,Shamela0000176-ara1.completed,1,1599,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,1598
17179916313,3,33,Shamela0000176-ara1.completed,8,174,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,166
34359739551,2,487,Shamela0000176-ara1.completed,323,981,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,658
34359739553,2,487,Shamela0000176-ara1.completed,507,1066,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,559
34359739554,2,487,Shamela0000176-ara1.completed,300,507,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,207
240518250796,2,359,Shamela0000176-ara1.completed,889,1243,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,354
111669251194,2,239,Shamela0000176-ara1.completed,950,1381,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,431
137438966685,2,239,Shamela0000176-ara1.completed,359,580,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,221
420907018140,2,384,Shamela0000176-ara1.completed,703,852,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,149
103079323116,2,384,Shamela0000176-ara1.completed,1,703,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,702
120259124154,3,83,Shamela0000176-ara1.completed,202,434,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,232
120259124151,2,83,Shamela0000176-ara1.completed,202,965,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,763
60129595691,3,195,Shamela0000176-ara1.completed,801,1045,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,244
335007648479,2,152,Shamela0000176-ara1.completed,6,744,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,738
326417621125,2,187,Shamela0000176-ara1.completed,251,641,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,390
128849142840,2,187,Shamela0000176-ara1.completed,779,1635,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,856
463856537423,2,423,Shamela0000176-ara1.completed,1,144,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,143
283467940971,2,64,Shamela0000176-ara1.completed,293,1187,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,894
283467940974,2,64,Shamela0000176-ara1.completed,4,293,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,289
249108236404,2,220,Shamela0000176-ara1.completed,12,324,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,312
249108236403,2,220,Shamela0000176-ara1.completed,324,707,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,383
94489299005,2,35,Shamela0000176-ara1.completed,750,1140,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,390
214748555728,2,478,Shamela0000176-ara1.completed,243,967,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,724
94489449764,2,374,Shamela0000176-ara1.completed,1092,1533,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,441
592705655147,2,374,Shamela0000176-ara1.completed,909,1643,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,734
94489299001,2,34,Shamela0000176-ara1.completed,1,1534,Shamela0000176,0845Maqrizi.ItticazHunafa,0845Maqrizi,1533
8589938052,2,879,Shamela19Y0145334-ara1,672,905,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,233
249108108275,2,879,Shamela19Y0145334-ara1,1,355,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,354
395137027579,2,1018,Shamela19Y0145334-ara1,1377,1560,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,183
326417655596,2,2875,Shamela19Y0145334-ara1,1276,1547,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,271
326417638466,2,1037,Shamela19Y0145334-ara1,46,1316,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1270
274877911569,2,2855,Shamela19Y0145334-ara1,41,1020,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,979
94489449766,2,2855,Shamela19Y0145334-ara1,653,838,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,185
8589978312,3,2850,Shamela19Y0145334-ara1,560,1632,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1072
8589978313,3,2850,Shamela19Y0145334-ara1,1,759,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,758
283467849130,2,1262,Shamela19Y0145334-ara1,222,440,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,218
103079299590,2,1123,Shamela19Y0145334-ara1,18,269,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,251
463856664186,2,3510,Shamela19Y0145334-ara1,761,950,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,189
60129544726,2,1331,Shamela19Y0145334-ara1,523,1247,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,724
60129544728,3,1331,Shamela19Y0145334-ara1,1,225,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,224
188978781470,2,856,Shamela19Y0145334-ara1,789,918,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,129
300647906106,2,1419,Shamela19Y0145334-ara1,405,1174,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,769
42949800424,3,937,Shamela19Y0145334-ara1,435,878,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,443
206158442856,2,1002,Shamela19Y0145334-ara1,1,878,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,877
34359925102,2,2817,Shamela19Y0145334-ara1,49,352,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,303
8589938050,2,877,Shamela19Y0145334-ara1,7,488,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,481
403727034939,2,674,Shamela19Y0145334-ara1,70,906,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,836
429496803468,2,1471,Shamela19Y0145334-ara1,130,410,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,280
94489328655,2,226,Shamela19Y0145334-ara1,609,1548,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,939
77309531370,3,1465,Shamela19Y0145334-ara1,360,1054,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,694
77309531373,4,1465,Shamela19Y0145334-ara1,553,876,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,323
463856665111,2,2029,Shamela19Y0145334-ara1,30,879,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,849
188978739683,2,1344,Shamela19Y0145334-ara1,320,1270,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,950
249108194792,2,281,Shamela19Y0145334-ara1,680,1574,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,894
309237817029,2,1318,Shamela19Y0145334-ara1,1,176,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,175
128849195502,2,1124,Shamela19Y0145334-ara1,322,846,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,524
231928344255,2,1345,Shamela19Y0145334-ara1,503,1291,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,788
188978739684,2,1345,Shamela19Y0145334-ara1,125,503,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,378
214748504712,2,2707,Shamela19Y0145334-ara1,998,1346,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,348
94489370755,3,2851,Shamela19Y0145334-ara1,184,1550,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1366
94489370756,2,2851,Shamela19Y0145334-ara1,1,271,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,270
300647728253,2,295,Shamela19Y0145334-ara1,1,901,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,900
274878099685,2,1424,Shamela19Y0145334-ara1,1206,1499,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,293
204160,3,479,Shamela19Y0145334-ara1,572,1565,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,993
8590140376,2,2656,Shamela19Y0145334-ara1,179,297,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,118
174004,2,2852,Shamela19Y0145334-ara1,1286,1737,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,451
174003,2,2852,Shamela19Y0145334-ara1,632,1272,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,640
174005,3,2852,Shamela19Y0145334-ara1,1,384,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,383
174006,2,2852,Shamela19Y0145334-ara1,376,585,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,209
128849156516,2,1899,Shamela19Y0145334-ara1,254,1275,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1021
128849156519,2,1899,Shamela19Y0145334-ara1,1,237,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,236
128849115481,2,2027,Shamela19Y0145334-ara1,177,1521,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1344
128849115487,3,2027,Shamela19Y0145334-ara1,1101,1273,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,172
17179916313,3,1379,Shamela19Y0145334-ara1,978,1324,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,346
128849022709,2,1609,Shamela19Y0145334-ara1,44,1608,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1564
566935874662,2,1605,Shamela19Y0145334-ara1,582,1071,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,489
197568522192,2,2857,Shamela19Y0145334-ara1,1,142,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,141
249108172517,2,2857,Shamela19Y0145334-ara1,169,1524,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1355
188978768212,2,2860,Shamela19Y0145334-ara1,1498,1703,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,205
154618938985,3,2862,Shamela19Y0145334-ara1,432,1313,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,881
240518305453,2,1038,Shamela19Y0145334-ara1,1,897,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,896
71605,2,1652,Shamela19Y0145334-ara1,681,916,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,235
137439137487,2,284,Shamela19Y0145334-ara1,1,255,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,254
137439137484,2,284,Shamela19Y0145334-ara1,1,1156,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1155
8589938051,2,876,Shamela19Y0145334-ara1,1221,1510,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,289
60129759957,3,2858,Shamela19Y0145334-ara1,596,1188,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,592
386547072353,2,2858,Shamela19Y0145334-ara1,6,460,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,454
283467899510,3,2849,Shamela19Y0145334-ara1,487,758,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,271
283467899509,2,2849,Shamela19Y0145334-ara1,167,758,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,591
42949727200,3,532,Shamela19Y0145334-ara1,283,1056,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,773
214748454918,2,348,Shamela19Y0145334-ara1,516,1585,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1069
7637,3,1374,Shamela19Y0145334-ara1,1336,1590,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,254
266288012694,2,3126,Shamela19Y0145334-ara1,1056,1356,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,300
214748519927,2,857,Shamela19Y0145334-ara1,713,935,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,222
214748454917,2,349,Shamela19Y0145334-ara1,7,754,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,747
369367271580,2,349,Shamela19Y0145334-ara1,1,1171,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1170
103079250206,2,1583,Shamela19Y0145334-ara1,1219,1624,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,405
128849033024,3,2856,Shamela19Y0145334-ara1,1301,1515,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,214
506806310778,2,2423,Shamela19Y0145334-ara1,788,1469,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,681
644245155445,2,2423,Shamela19Y0145334-ara1,111,1298,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1187
77309428942,2,1515,Shamela19Y0145334-ara1,1219,1458,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,239
17179997562,2,1317,Shamela19Y0145334-ara1,1015,1134,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,119
309237817028,2,1317,Shamela19Y0145334-ara1,1134,1579,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,445
42949842140,2,1317,Shamela19Y0145334-ara1,1021,1382,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,361
369367373081,2,1898,Shamela19Y0145334-ara1,545,1552,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1007
335007449475,2,292,Shamela19Y0145334-ara1,859,1141,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,282
335007449474,2,292,Shamela19Y0145334-ara1,359,755,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,396
446676704777,2,1908,Shamela19Y0145334-ara1,1245,1358,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,113
8590075552,2,1908,Shamela19Y0145334-ara1,933,1358,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,425
83035,3,655,Shamela19Y0145334-ara1,783,1219,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,436
94489340788,3,2024,Shamela19Y0145334-ara1,515,825,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,310
506806159863,2,833,Shamela19Y0145334-ara1,1443,1591,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,148
326417570309,2,1377,Shamela19Y0145334-ara1,546,1411,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,865
420906958016,2,2710,Shamela19Y0145334-ara1,158,1152,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,994
188978670317,3,1411,Shamela19Y0145334-ara1,1071,1378,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,307
274878079151,2,1411,Shamela19Y0145334-ara1,481,1415,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,934
523986186067,2,2542,Shamela19Y0145334-ara1,960,1367,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,407
128849115483,2,2028,Shamela19Y0145334-ara1,1,476,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,475
420906841867,2,2028,Shamela19Y0145334-ara1,737,1558,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,821
34359741052,3,1383,Shamela19Y0145334-ara1,792,1314,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,522
51539761479,3,1000,Shamela19Y0145334-ara1,951,1488,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,537
51539761477,2,1000,Shamela19Y0145334-ara1,1,171,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,170
51539761475,2,1000,Shamela19Y0145334-ara1,921,1488,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,567
197568507354,2,1557,Shamela19Y0145334-ara1,977,1189,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,212
249108140092,2,2854,Shamela19Y0145334-ara1,1542,1659,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,117
249108140090,2,2854,Shamela19Y0145334-ara1,786,1173,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,387
249108140091,2,2854,Shamela19Y0145334-ara1,1,177,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,176
154618837564,2,480,Shamela19Y0145334-ara1,759,1653,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,894
266288156174,2,1139,Shamela19Y0145334-ara1,1302,1552,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,250
163208761183,2,1982,Shamela19Y0145334-ara1,178,822,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,644
326417600968,2,2853,Shamela19Y0145334-ara1,1,520,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,519
335007461559,2,2853,Shamela19Y0145334-ara1,520,1605,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1085
223338302224,3,1561,Shamela19Y0145334-ara1,1213,1595,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,382
42949699631,2,291,Shamela19Y0145334-ara1,419,1052,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,633
34359929872,5,1308,Shamela19Y0145334-ara1,224,954,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,730
163208937547,2,1371,Shamela19Y0145334-ara1,1138,1415,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,277
163208937548,2,1371,Shamela19Y0145334-ara1,1415,1552,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,137
51539774097,2,2592,Shamela19Y0145334-ara1,1387,1523,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,136
214748451260,2,2861,Shamela19Y0145334-ara1,1174,1729,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,555
292057840223,2,1903,Shamela19Y0145334-ara1,811,958,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,147
94489342836,2,282,Shamela19Y0145334-ara1,352,1044,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,692
335007506882,2,282,Shamela19Y0145334-ara1,1,344,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,343
42949780222,2,1413,Shamela19Y0145334-ara1,1301,1607,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,306
60129611107,3,2859,Shamela19Y0145334-ara1,143,652,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,509
455266595259,2,1930,Shamela19Y0145334-ara1,620,970,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,350
163208808823,2,1543,Shamela19Y0145334-ara1,599,1053,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,454
223338312145,2,1387,Shamela19Y0145334-ara1,377,844,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,467
352187501260,2,755,Shamela19Y0145334-ara1,1317,1470,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,153
438086814300,2,308,Shamela19Y0145334-ara1,12,234,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,222
231928431175,2,2026,Shamela19Y0145334-ara1,23,1597,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1574
34359917842,2,293,Shamela19Y0145334-ara1,1,1058,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1057
77309587148,3,1001,Shamela19Y0145334-ara1,1315,1607,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,292
343597444920,2,1001,Shamela19Y0145334-ara1,1,1202,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1201
180388684720,2,2713,Shamela19Y0145334-ara1,35,1185,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1150
94489340785,2,2025,Shamela19Y0145334-ara1,14,1288,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1274
386547191763,2,2025,Shamela19Y0145334-ara1,14,487,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,473
292057953654,2,591,Shamela19Y0145334-ara1,917,1249,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,332
274878081006,2,870,Shamela19Y0145334-ara1,88,377,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,289
360777427966,3,1397,Shamela19Y0145334-ara1,267,645,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,378
94489299002,2,2003,Shamela19Y0145334-ara1,178,1124,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,946
240518320068,2,2543,Shamela19Y0145334-ara1,706,1535,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,829
17180037047,2,1073,Shamela19Y0145334-ara1,1443,1579,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,136
446676736859,2,1081,Shamela19Y0145334-ara1,362,930,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,568
283467847091,2,2873,Shamela19Y0145334-ara1,4,830,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,826
300647728254,2,294,Shamela19Y0145334-ara1,937,1608,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,671
283467924599,2,673,Shamela19Y0145334-ara1,600,1490,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,890
541166012669,3,1125,Shamela19Y0145334-ara1,459,1044,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,585
85899536348,2,2073,Shamela19Y0145334-ara1,528,1448,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,920
111669202307,2,1559,Shamela19Y0145334-ara1,804,1166,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,362
25769895358,2,2872,Shamela19Y0145334-ara1,240,728,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,488
34359872557,2,1126,Shamela19Y0145334-ara1,169,984,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,815
94489420471,2,2719,Shamela19Y0145334-ara1,22,239,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,217
292057860625,2,1656,Shamela19Y0145334-ara1,874,1480,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,606
352187391547,2,1656,Shamela19Y0145334-ara1,648,1007,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,359
77309503329,2,999,Shamela19Y0145334-ara1,369,1467,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,1098
60129608772,3,1330,Shamela19Y0145334-ara1,1001,1575,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,574
94489313234,2,1227,Shamela19Y0145334-ara1,300,1259,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,959
94489299003,2,2260,Shamela19Y0145334-ara1,584,1155,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,571
163208817325,2,1111,Shamela19Y0145334-ara1,957,1535,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,578
549755960680,2,646,Shamela19Y0145334-ara1,1136,1435,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,299
566935792684,2,1425,Shamela19Y0145334-ara1,1,218,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,217
188978695918,2,3125,Shamela19Y0145334-ara1,1254,1557,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,303
188978695916,2,3125,Shamela19Y0145334-ara1,285,732,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,447
283467919187,2,194,Shamela19Y0145334-ara1,288,1039,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,751
128849194631,2,1127,Shamela19Y0145334-ara1,810,1124,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,314
420906849166,2,2766,Shamela19Y0145334-ara1,726,1552,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,826
34359887856,2,2017,Shamela19Y0145334-ara1,696,1562,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,866
180388724901,2,2800,Shamela19Y0145334-ara1,524,1371,Shamela19Y0145334,0845Maqrizi.Muqaffa,0845Maqrizi,847
85899412460,2,1737,Shamela0011566-ara1.completed,1216,1530,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,314
257698120576,3,1737,Shamela0011566-ara1.completed,1,417,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,416
257698120575,2,1737,Shamela0011566-ara1.completed,1,1216,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1215
128849144191,2,1765,Shamela0011566-ara1.completed,16,384,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,368
644245155445,2,687,Shamela0011566-ara1.completed,599,956,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,357
