,Distinct count
104,1
111,1
112,1
114,1
151,1
157,1
166,1
203,1
222,1
243,1
248,1
885,1
257,1
262,1
263,1
265,1
267,1
269,1
900,1
280,1
283,1
285,1
287,1
288,1
310,1
318,1
342,1
345,1
354,1
366,1
367,1
368,1
369,1
371,1
372,1
373,1
377,1
378,1
384,1
385,1
011,1
389,1
390,1
392,1
396,1
408,1
409,1
410,1
418,1
419,1
423,1
424,1
425,1
426,1
428,1
429,1
430,1
431,1
433,1
434,1
435,1
436,1
438,1
439,1
440,1
442,1
444,1
445,1
450,1
453,1
454,1
456,1
462,1
463,1
464,1
466,1
468,1
469,1
472,1
474,1
475,1
476,1
477,1
478,1
481,1
483,1
486,1
494,1
018,1
498,1
501,1
506,1
507,1
509,1
514,1
517,1
521,1
531,1
533,1
535,1
537,1
538,1
545,1
554,1
560,1
561,1
562,1
582,1
607,1
609,1
634,1
641,1
643,1
682,1
705,1
765,1
770,1
772,1
775,1
873,1
872,1
314,2
091,2
116,2
106,2
120,2
123,2
134,2
138,2
139,2
142,2
159,2
156,2
163,2
167,2
174,2
184,2
185,2
188,2
193,2
197,2
204,2
208,2
209,2
210,2
221,2
228,2
231,2
266,2
246,2
251,2
256,2
258,2
261,2
268,2
272,2
276,2
281,2
275,2
291,2
286,2
290,2
315,2
312,2
313,2
326,2
331,2
337,2
340,2
344,2
346,2
347,2
348,2
353,2
356,2
361,2
480,2
653,2
364,2
382,2
374,2
375,2
387,2
388,2
393,2
394,2
397,2
403,2
406,2
407,2
412,2
416,2
422,2
451,2
460,2
487,2
437,2
441,2
446,2
449,2
452,2
457,2
458,2
461,2
470,2
471,2
473,2
482,2
484,2
493,2
495,2
504,2
496,2
510,2
513,2
515,2
516,2
523,2
525,2
432,2
526,2
527,2
532,2
534,2
536,2
540,2
546,2
547,2
548,2
551,2
552,2
553,2
558,2
628,2
557,2
559,2
572,2
584,2
591,2
604,2
599,2
606,2
613,2
617,2
621,2
630,2
631,2
632,2
636,2
642,2
660,2
664,2
666,2
688,2
703,2
706,2
713,2
718,2
722,2
723,2
729,2
733,2
756,2
757,2
776,2
780,2
848,2
864,2
866,2
343,3
379,3
324,3
022,3
023,3
013,3
074,3
081,3
098,3
109,3
115,3
122,3
129,3
145,3
149,3
152,3
459,3
153,3
154,3
165,3
168,3
171,3
175,3
191,3
196,3
199,3
207,3
216,3
212,3
213,3
226,3
225,3
227,3
229,3
239,3
241,3
245,3
250,3
271,3
277,3
274,3
284,3
295,3
298,3
299,3
304,3
306,3
308,3
316,3
317,3
319,3
327,3
328,3
325,3
338,3
339,3
351,3
352,3
362,3
401,3
370,3
383,3
402,3
391,3
398,3
399,3
420,3
443,3
421,3
447,3
448,3
455,3
465,3
017,3
491,3
497,3
511,3
505,3
518,3
499,3
508,3
520,3
522,3
528,3
529,3
530,3
541,3
542,3
543,3
563,3
574,3
550,3
566,3
575,3
569,3
571,3
579,3
583,3
585,3
592,3
580,3
581,3
586,3
595,3
590,3
593,3
594,3
598,3
612,3
601,3
610,3
611,3
629,3
633,3
616,3
624,3
625,3
650,3
649,3
652,3
739,3
781,3
834,3
829,3
668,3
674,3
667,3
672,3
677,3
856,3
686,3
699,3
719,3
720,3
721,3
724,3
734,3
735,3
014,3
736,3
744,3
754,3
847,3
838,3
843,3
854,3
859,3
860,3
861,3
863,3
867,3
868,3
869,3
871,3
539,4
273,4
360,4
093,4
405,4
001,4
069,4
082,4
087,4
015,4
124,4
125,4
126,4
146,4
329,4
147,4
158,4
181,4
183,4
187,4
211,4
217,4
218,4
220,4
236,4
237,4
500,4
240,4
244,4
259,4
252,4
253,4
255,4
278,4
