,Distinct count
106,1
108,1
111,1
112,1
115,1
117,1
118,1
120,1
312,1
313,1
443,1
425,1
475,1
101,1
377,1
594,1
423,1
438,1
452,1
473,1
522,1
536,1
346,1
469,1
483,1
574,1
800,2
107,2
113,2
114,2
116,2
121,2
124,2
134,2
135,2
142,2
152,2
153,2
156,2
164,2
167,2
175,2
189,2
192,2
217,2
228,2
233,2
234,2
236,2
239,2
243,2
284,2
285,2
319,2
349,2
412,2
445,2
467,2
472,2
474,2
476,2
518,2
520,2
527,2
534,2
557,2
563,2
612,2
470,2
547,2
462,2
538,2
545,2
394,2
397,2
556,2
347,2
468,2
486,2
345,2
348,2
437,2
506,2
523,2
521,2
562,2
582,2
561,2
110,3
461,3
105,3
370,3
967,3
103,3
119,3
104,3
123,3
128,3
129,3
131,3
133,3
136,3
137,3
139,3
147,3
149,3
157,3
159,3
162,3
165,3
166,3
168,3
172,3
173,3
174,3
182,3
183,3
191,3
194,3
202,3
211,3
215,3
216,3
222,3
224,3
225,3
229,3
242,3
244,3
246,3
247,3
272,3
274,3
276,3
294,3
298,3
299,3
304,3
306,3
309,3
329,3
375,3
419,3
466,3
471,3
497,3
507,3
512,3
516,3
542,3
550,3
560,3
586,3
591,3
431,3
392,3
424,3
434,3
374,3
430,3
442,3
509,3
572,3
353,3
409,3
441,3
463,3
587,3
588,3
619,3
733,3
731,3
385,4
398,4
209,4
125,4
188,4
185,4
336,4
553,4
102,4
127,4
143,4
146,4
158,4
177,4
186,4
195,4
204,4
205,4
208,4
212,4
213,4
219,4
226,4
227,4
232,4
241,4
245,4
253,4
254,4
260,4
266,4
269,4
277,4
282,4
308,4
311,4
315,4
318,4
327,4
338,4
341,4
354,4
364,4
367,4
391,4
414,4
416,4
449,4
451,4
453,4
456,4
600,4
458,4
464,4
478,4
417,4
479,4
480,4
485,4
488,4
489,4
496,4
514,4
526,4
528,4
530,4
532,4
540,4
552,4
567,4
571,4
577,4
656,4
399,4
402,4
384,4
429,4
499,4
519,4
546,4
580,4
343,4
388,4
355,4
396,4
544,4
598,4
344,4
368,4
436,4
607,4
611,4
614,4
624,4
352,5
333,5
539,5
012,5
154,5
160,5
184,5
465,5
508,5
240,5
109,5
126,5
122,5
141,5
150,5
151,5
155,5
161,5
163,5
171,5
176,5
178,5
179,5
190,5
193,5
197,5
203,5
206,5
223,5
230,5
231,5
237,5
238,5
251,5
263,5
267,5
271,5
278,5
280,5
281,5
287,5
314,5
324,5
326,5
328,5
330,5
337,5
339,5
369,5
376,5
393,5
383,5
386,5
421,5
427,5
444,5
447,5
448,5
446,5
455,5
482,5
494,5
503,5
504,5
513,5
517,5
535,5
554,5
575,5
583,5
589,5
622,5
643,5
378,5
379,5
406,5
541,5
565,5
576,5
593,5
595,5
609,5
433,5
395,5
439,5
426,5
533,5
617,5
641,5
627,5
650,5
578,5
644,5
632,5
685,5
689,5
389,6
249,6
235,6
454,6
477,6
264,6
331,6
248,6
144,6
148,6
180,6
187,6
199,6
214,6
221,6
250,6
252,6
273,6
275,6
283,6
286,6
288,6
291,6
293,6
295,6
296,6
297,6
307,6
317,6
320,6
351,6
382,6
459,6
075,6
491,6
493,6
498,6
505,6
531,6
549,6
558,6
566,6
510,6
585,6
601,6
606,6
635,6
688,6
373,6
515,6
559,6
568,6
633,6
646,6
380,6
404,6
579,6
440,6
687,6
692,6
596,6
613,6
615,6
629,6
651,6
674,6
684,6
729,6
325,7
207,7
181,7
492,7
623,7
372,7
332,7
138,7
140,7
169,7
210,7
201,7
256,7
258,7
259,7
262,7
265,7
279,7
290,7
302,7
390,7
432,7
435,7
457,7
460,7
481,7
487,7
495,7
502,7
551,7
569,7
573,7
584,7
640,7
408,7
420,7
428,7
405,7
362,7
524,7
605,7
415,7
714,7
621,7
679,7
645,7
581,7
608,7
638,7
649,7
683,7
670,7
691,7
718,7
727,7
335,8
693,8
672,8
708,8
706,8
090,8
130,8
132,8
200,8
218,8
220,8
261,8
303,8
321,8
357,8
350,8
359,8
381,8
401,8
411,8
418,8
422,8
511,8
590,8
616,8
631,8
634,8
712,8
652,8
686,8
564,8
636,8
657,8
677,8
723,8
356,9
625,9
316,9
091,9
093,9
070,9
072,9
076,9
099,9
088,9
196,9
095,9
268,9
289,9
292,9
305,9
310,9
363,9
490,9
529,9
570,9
604,9
407,9
078,9
387,9
597,9
610,9
620,9
599,9
602,9
653,9
681,9
682,9
695,9
704,9
705,9
671,9
637,9
642,9
673,9
