,Distinct count
310,1
318,1
342,1
345,1
354,1
366,1
367,1
368,1
369,1
371,1
372,1
373,1
377,1
378,1
384,1
385,1
389,1
390,1
392,1
396,1
314,2
315,2
312,2
313,2
326,2
331,2
337,2
340,2
344,2
346,2
347,2
348,2
353,2
356,2
361,2
364,2
382,2
374,2
375,2
387,2
388,2
393,2
394,2
397,2
343,3
379,3
324,3
304,3
306,3
308,3
316,3
317,3
319,3
327,3
328,3
325,3
338,3
339,3
351,3
352,3
362,3
370,3
383,3
391,3
398,3
399,3
360,4
329,4
302,4
301,4
305,4
322,4
330,4
332,4
335,4
336,4
341,4
355,4
363,4
376,4
320,5
307,5
311,5
365,5
386,5
380,5
395,5
300,6
303,6
321,6
333,6
359,6
309,7
349,7
381,7
350,8
357,8
323,9
334,9
358,11
