,Distinct count
705,1
765,1
770,1
772,1
775,1
703,2
706,2
713,2
718,2
722,2
723,2
729,2
733,2
756,2
757,2
776,2
780,2
739,3
781,3
719,3
720,3
721,3
724,3
734,3
735,3
736,3
744,3
754,3
711,4
759,4
789,4
794,4
728,4
707,4
716,4
714,4
731,4
732,4
737,4
746,4
747,4
750,4
751,4
758,4
787,4
793,4
798,4
702,5
727,5
766,5
773,5
771,5
708,5
715,5
717,5
730,5
743,5
745,5
749,5
752,5
761,5
753,5
755,5
764,5
768,5
774,5
785,5
738,6
795,6
796,6
797,6
786,6
792,6
700,6
726,6
740,6
763,6
767,6
783,6
704,7
779,7
799,7
725,7
760,7
788,7
777,8
701,8
742,8
769,8
782,8
712,8
709,9
762,9
778,9
790,9
748,10
741,10
710,12
784,13
791,24
