,Distinct count
065,1
055,1
067,1
074,1
082,1
086,1
087,1
037,1
001,1
014,1
044,1
045,1
062,1
063,1
099,1
075,1
011,1
015,1
019,1
023,2
024,2
029,2
038,2
048,2
051,2
072,2
073,2
078,2
081,2
083,2
088,2
007,2
092,2
093,2
077,2
076,2
090,2
002,2
043,2
049,2
013,2
034,2
022,3
047,3
027,3
028,3
054,3
056,3
071,3
070,3
079,3
085,3
091,3
094,3
097,3
016,3
053,3
069,3
005,3
035,3
026,4
064,4
003,4
098,4
021,4
032,4
030,4
006,4
012,4
025,4
059,4
033,4
020,5
052,5
050,5
008,5
040,5
039,5
060,5
036,6
096,6
018,6
017,8
004,8
010,22
000,1019
