,Distinct count
203,1
222,1
243,1
248,1
257,1
262,1
263,1
265,1
267,1
269,1
280,1
283,1
285,1
287,1
288,1
204,2
208,2
209,2
210,2
221,2
228,2
231,2
266,2
246,2
251,2
256,2
258,2
261,2
268,2
272,2
276,2
281,2
275,2
291,2
286,2
290,2
207,3
216,3
212,3
213,3
226,3
225,3
227,3
229,3
239,3
241,3
245,3
250,3
271,3
277,3
274,3
284,3
295,3
298,3
299,3
273,4
211,4
217,4
218,4
220,4
236,4
237,4
240,4
244,4
259,4
252,4
253,4
255,4
278,4
279,4
215,5
202,5
206,5
219,5
224,5
223,5
249,5
232,5
235,5
264,5
270,5
282,5
289,5
294,5
297,5
201,6
205,6
230,6
233,6
234,6
238,6
260,7
214,7
247,7
293,7
242,8
200,8
296,8
254,9
292,14
