,Distinct count
601,1
604,1
605,1
611,1
616,1
619,1
621,1
622,1
627,1
631,1
632,1
634,1
654,1
667,1
679,1
692,1
695,1
696,1
653,1
697,1
620,2
603,2
606,2
607,2
612,2
614,2
669,2
617,2
626,2
628,2
642,2
651,2
662,2
672,2
674,2
676,2
677,2
678,2
681,2
682,2
686,2
688,2
689,2
698,2
699,2
633,2
663,2
673,2
656,3
602,3
608,3
609,3
610,3
615,3
624,3
635,3
639,3
641,3
644,3
648,3
668,3
649,3
650,3
652,3
657,3
666,3
670,3
683,3
684,3
685,3
659,4
600,4
660,4
671,4
613,4
625,4
630,4
636,4
637,4
658,4
661,4
664,4
687,4
690,4
618,5
623,5
640,5
638,5
645,5
646,5
655,5
665,5
675,5
693,5
647,6
629,6
680,6
691,7
694,8
