word,count
سنين كسني يوسف,523
وطاتك علي مضر,502
اشدد وطاتك علي,490
اللهم اشدد وطاتك,482
عليهم سنين كسني,341
الله عليه وسلم,338
صلي الله عليه,331
علي مضر واجعلها,256
الممنين اللهم اشدد,250
مضر واجعلها عليهم,209
من الممنين اللهم,206
علي مضر اللهم,199
النبي صلي الله,189
بسبع كسبع يوسف,178
واجعلها عليهم سنين,167
مضر اللهم اجعلها,158
اجعلها عليهم سنين,141
اللهم اعني عليهم,139
اللهم اجعلها عليهم,139
عليهم بسبع كسبع,134
اعني عليهم بسبع,130
كسبع يوسف فاخذتهم,93
كل شي حتي,88
الله صلي الله,83
يوسف فاخذتهم سنه,83
اللهم اجعلها سنين,80
اجعلها سنين كسني,77
رسول الله صلي,77
فقال اللهم اعني,73
شي حتي اكلوا,72
يوسف عليه السلام,72
حتي اكلوا العظام,64
عليهم كسني يوسف,60
بمكه اللهم اشدد,59
بينه وبين السما,57
حصت كل شي,57
بسنين كسني يوسف,57
الي السما فيري,55
واجعلها عليهم كسني,54
عليه وسلم اللهم,54
دعا النبي صلي,52
والمستضعفين من الممنين,50
كسني يوسف فاصابهم,50
كسني يوسف اللهم,50
فقال اللهم اشدد,50
عليه وسلم دعا,47
حتي حين يوسف,46
حتي اكلوا الجلود,44
مضر واجعلها سنين,42
واجعلها سنين كسني,42
قال اللهم اعني,42
ليسجننه حتي حين,42
عليهم بسنين كسني,42
وسلم دعا عليهم,41
من الناس ادبارا,41
كسني يوسف قال,41
اللهم العن فلانا,41
يوسف اللهم العن,41
العن فلانا وفلانا,40
ينظر الي السما,40
الرجل ينظر الي,39
سبع كسبع يوسف,39
وسلم فقال اللهم,39
سنه حصت كل,38
اللهم سنين كسني,37
كسني يوسف حدثنا,37
والمستضعفين بمكه اللهم,36
يقول في بعض,36
عصت الله ورسوله,36
وعصيه عصت الله,36
عليه فقال اللهم,36
اكلوا الجلود والميته,35
دعا عليهم بسنين,35
ادبارا قال اللهم,35
الناس ادبارا قال,35
عليه وسلم فقال,34
يوسف يجهر بذلك,34
عليه وسلم لما,34
عليهم فقال اللهم,34
في زمن يوسف,34
وسلم لما راي,33
من العرب حتي,33
اللهم سبع كسبع,33
فاصابهم قحط وجهد,33
كسني يوسف يجهر,32
باب دعا النبي,32
وفلانا لاحيا من,32
فلانا وفلانا لاحيا,32
اللهم العن لحيان,32
يوسف فاصابهم قحط,32
وذكوان وعصيه عصت,32
بلغنا انه ترك,32
راي من الناس,32
كهيه الدخان من,31
ثم بلغنا انه,31
لاحيا من العرب,31
