word,count
كسني يوسف,765
علي مضر,529
سنين كسني,525
وطاتك علي,506
اشدد وطاتك,493
اللهم اشدد,488
عليه وسلم,396
الله عليه,371
عليهم سنين,363
صلي الله,346
مضر واجعلها,257
الممنين اللهم,253
كسبع يوسف,243
واجعلها عليهم,231
اللهم اجعلها,226
من الممنين,211
حتي اكلوا,206
مضر اللهم,201
النبي صلي,196
بسبع كسبع,179
اجعلها عليهم,167
فقال اللهم,158
اللهم اعني,152
اعني عليهم,146
عليهم بسبع,138
عليه السلام,126
قال اللهم,108
رسول الله,104
يوسف فاخذتهم,103
كل شي,97
فاخذتهم سنه,94
اجعلها سنين,93
اللهم العن,90
شي حتي,88
يوسف عليه,88
الله صلي,87
عن ابي,77
كهيه الدخان,76
دعا عليهم,71
بن ابي,70
الي السما,69
اكلوا العظام,65
يوسف قال,65
كسنين يوسف,63
بينه وبين,63
عليهم كسني,60
بمكه اللهم,60
يوسف بن,60
وبين السما,59
حصت كل,59
وسلم اللهم,58
محمد بن,58
بسنين كسني,57
يوسف فاصابهم,57
عبد الله,56
سبع سنين,55
السما فيري,55
مثل يوسف,55
سني يوسف,55
من بعد,54
يوسف اللهم,54
دعا النبي,54
والمستضعفين من,52
الله تعالي,51
ما بينه,51
حين يوسف,51
حال يوسف,51
لما راي,50
وسلم دعا,47
سنه حصت,47
ايام يوسف,47
حتي حين,46
الدخان من,46
بن عبد,45
زمن يوسف,45
حتي جعل,45
اكلوا الجلود,44
عليهم بسنين,44
اللهم سنين,43
وسلم فقال,43
ليسجننه حتي,42
واجعلها سنين,42
من الناس,42
يوسف حدثنا,41
قال حدثنا,41
الناس ادبارا,41
العن فلانا,41
الله ورسوله,40
ينظر الي,40
وذكوان وعصيه,40
سبع كسبع,40
فلانا وفلانا,40
الرجل ينظر,40
والمستضعفين بمكه,39
وسلم لما,39
في بعض,38
يقول في,38
الجلود والميته,38
بينه وبينها,38
يجهر بذلك,37
من العرب,37
بدا لهم,37
فاصابهم قحط,36
عليه فقال,36
عصت الله,36
وعصيه عصت,36
ابي هريره,35
من الجهد,35
ادبارا قال,35
يوسف ثم,35
عليهم فقال,35
الله بن,35
اللهم سبع,34
يوسف في,34
في زمن,34
سنه حتي,34
العرب حتي,34
سبع شداد,34
يوسف يجهر,34
قحط وجهد,33
صلاه الفجر,33
لاحيا من,33
وكان يقول,33
بعد ذلك,33
ثم بدا,33
ليس لك,33
العن لحيان,32
بلغنا انه,32
ابي ربيعه,32
وفلانا لاحيا,32
انه ترك,32
قوله تعالي,32
فاصابتهم سنه,32
من الجوع,32
راي من,32
باب دعا,32
في صلاه,31
وجهد حتي,31
ثم بلغنا,31
يوسف فاصابتهم,31
يوسف وقال,31
جعل الرجل,31
قوله كسني,31
زمان يوسف,31
الصلاه والسلام,31
حدثنا ابو,31
ثم ياتي,30
ابو هريره,30
قال ثنا,30
ترك ذلك,30
بعد ما,30
ياتي من,30
يري ما,30
الميته والعظام,30
لحيان ورعلا,30
قال ابو,29
اكلوا الجيف,29
وسلم اجعلها,29
ذلك لما,29
ورعلا وذكوان,29
واستعصوا عليه,29
بعض صلاته,29
عليهم سنينا,29
وبينها كهيه,28
بين السما,28
ابو سفيان,28
بن محمد,28
اكلوا الميته,28
علي النبي,28
شداد يوسف,28
بن عمر,28
الي قوله,28
عليه الصلاه,28
بذلك وكان,27
السما والارض,27
ورسوله ثم,27
ربيعه اللهم,27
وقال اللهم,27
لهم من,27
سنين كسنين,27
ما راوا,27
يري بينه,26
فجاه ابو,26
الفجر اللهم,26
انزل الله,26
من مضر,26
حتي هلكوا,25
قال ابن,25
يوسف واهل,25
واهل المشرق,25
سنينا كسني,25
ذلك سبع,24
سنينا كسنين,24
ثم الي,24
يوسف وفي,24
الرجل يري,24
علي بن,24
راوا الايات,24
وسلم قال,24
وابعث عليهم,24
فاخذتهم السنه,24
حدثنا محمد,24
الجهد حتي,24
الميته والجلود,23
اهل مكه,23
المشرق يومذ,23
يومذ من,23
علي قريش,23
احدهم يري,23
عليه قال,23
العظام والميته,23
السما كهيه,22
فيري بينه,22
ابي الزناد,22
صلاته في,22
مضر مخالفون,22
يوسف اي,22
في ايام,22
ما بين,22
الايات ليسجننه,22
احمد بن,22
اللهم عليك,22
السنه حتي,22
واكلوا الميته,22
ابن ابي,22
غفار غفر,22
الله لها,22
الرجل ما,21
ويري الرجل,21
والميته من,21
وكذلك يوسف,21
يوسف الصديق,21
هلكوا فيها,21
فابتلاهم الله,21
راي قريشا,21
الله قال,21
سالمها الله,21
مضر وابعث,21
غفر الله,21
في قوله,20
لك من,20
الوليد بن,20
والعظام ويري,20
فيها واكلوا,20
حتي انزل,20
اللهم سبعا,20
اكلوا فيها,20
عبد الرحمن,20
لها واسلم,20
المستضعفين من,20
مخالفون له,20
سنه اكلوا,19
فحصت كل,19
ترك الدعا,19
رضي الله,19
من الامر,19
واسلم سالمها,19
يوسف باب,19
فيها العظام,19
والارض كهيه,19
اكلوا العلهز,19
الدخان فجاه,19
يوسف فابتلاهم,18
حتي حصت,18
سبعا كسبع,18
دعا علي,18
فيري ما,18
وجعل يخرج,18
سنه فحصت,18
وسلم في,18
السما دخانا,18
دخانا من,18
عليه واله,18
في الصلاه,18
وقال ابن,18
استعصوا عليه,18
قال غفار,18
يا محمد,18
وان النبي,18
لما انزل,18
الله عنه,17
اللهم اكفنيهم,17
عليك بابي,17
بن الوليد,17
حدثنا عبد,17
جعل احدهم,17
احدهم الي,16
سنين حتي,16
السبع الشداد,16
يوسف وان,16
عز وجل,16
ذات يوم,16
الامر شي,16
اكفنيهم بسبع,16
عن الزهري,16
وينظر احدهم,15
والميته وجعل,15
والجيف وينظر,15
دعا قريشا,15
والميته والجيف,15
قريشا استعصوا,15
فجعل الرجل,15
عن ابن,15
ان يكون,15
بالقحط حتي,15
ودعا علي,15
وفي روايه,14
الله بالقحط,14
فقالوا يا,14
استعصت علي,14
يحيي بن,14
العظام والجلود,14
يدع لهم,14
قال النبي,14
لهم فذكرت,14
الله عز,14
اي سبع,14
ابن مسعود,14
وفي الحديث,14
في الصحيح,14
الي زمان,14
بابي جهل,14
وسلم واستعصوا,14
فيري الدخان,14
الحسن بن,14
مسلم فتح,14
ابن عباس,14
في ذلك,14
العظام فجعل,14
استعصوا علي,13
قوله اللهم,13
كان في,13
سعيد بن,13
ابي سلمه,13
من حديث,13
في الشده,13
ثم يقول,13
كذبوه واستعصوا,13
ان النبي,13
قوله صلي,13
عن يحيي,13
يوسف انظر,13
ابن عمر,13
من اهل,13
فذكرت ذلك,12
مثل سني,12
الي الاسلام,12
ذلك له,12
ابراهيم بن,12
رواه البخاري,12
يوم فلم,12
الزناد عن,12
الجيف والكلاب,12
عمر دعا,12
علي رسول,12
الزهري عن,12
الشداد التي,12
قريشا كذبوه,12
تعالي ثم,12
فلم يدع,12
ورعل وذكوان,12
قريشا الي,11
هريره ان,11
واجعل عليهم,11
انه قال,11
انظر مسلم,11
الرحمن عن,11
اللهم اجعل,11
والعظام المحرقه,11
لما دعا,11
يوسف و,11
هريره واصبح,11
لما نزلت,11
الدعا بعد,11
قال حدثني,11
علي اهل,11
يوسف الحديث,11
في باب,11
من مصر,11
احدهم حتي,11
اذا هم,11
جهل وقال,11
واله وسلم,11
وكان الرجل,11
وسلم علي,11
والجلود فقال,11
والجلود حتي,11
الله دعاه,11
يوسف علي,10
مضر واجعل,10
باب من,10
رايت رسول,10
يخرج من,10
يوم بدر,10
وبينها مثل,10
وسلم ترك,10
الاعرج عن,10
العظام حتي,10
بعد فقلت,10
بالاسلام قال,10
وسلم بالاسلام,10
فقال احدهم,10
والكلاب والعظام,10
عن سعيد,10
الدعا علي,10
البخاري في,10
وهي السبع,10
عن الاعرج,10
فانزل الله,10
الله سبحانه,10
هريره قال,10
الي ان,10
بن علي,10
سلمه عن,10
سنين مثل,10
الله اكبر,10
هم يجارون,10
مغيره بن,10
الصديق عليه,10
الاسلام فابطوا,10
ثنا ابو,10
الحديث اللهم,10
ثم رايت,10
عمر بن,10
فقلت اري,9
هريره ثم,9
مطابقته للترجمه,9
في تفسير,9
بن اسما,9
يوسف رواه,9
وسلم ذات,9
وشيبننا مردا,9
واصبح رسول,9
اسماعيل بن,9
بها الدين,9
بن رافع,9
واشدد وطاتك,9
يقول الله,9
فقال يا,9
فاصابهم الجهد,9
جمع سنه,9
يوسف اخبرنا,9
يوسف قوله,9
عمرو بن,9
عليهم سبع,9
ياكلون الميته,9
يوسف وكان,9
كانوا ياكلون,9
الوبر بالدم,9
الدخان وكان,9
مضر يومذ,9
انا ابو,9
القنوت في,9
بن احمد,9
فابطوا عليه,9
في زمان,9
من سني,9
ابو بكر,9
علي ما,9
مضر فقال,9
وسلم من,9
الله ليس,9
انج الوليد,9
قال فاخذتهم,9
فكان الرجل,8
فجا ابو,8
سفيان الي,8
اخرجه البخاري,8
من الارض,8
اعني بسبع,8
قال اخبرنا,8
في روايه,8
قيل انه,8
علي قومه,8
بن عمرو,8
ما عهد,8
حدثنا احمد,8
الذي ما,8
السلام من,8
انه كان,8
وقع في,8
سنون كسني,8
يحدث الرجل,8
وكان يحدث,8
والارض الدخان,8
يري بين,8
كانت في,8
يوسف فقحطوا,8
بنا شيبا,8
شيبا وشيبننا,8
من الثمرات,8
قريش حين,8
اخبرنا ابو,8
بن يعقوب,8
انت في,8
به من,8
الله علي,8
الجيف والعلهز,8
ومنهم من,8
حدثنا ابن,8
في الشام,8
عن حال,8
في الحسن,8
حتي كان,8
وبه قال,8
ان رسول,8
التي اصابتهم,8
اللهم انج,8
بن هشام,8
ذلك في,8
فاستجاب الله,8
الله لنا,8
عام فيه,8
ثم لم,8
الصلاه اللهم,8
يوسف ودعا,8
حين دعا,8
السلام في,8
قال الله,8
يعني كل,8
حتي كانوا,8
الميته فكان,8
فكان يقوم,8
يقوم احدهم,8
احدهم فكان,8
فكان يري,8
فرعون موسي,8
من شده,8
فيه يغاث,8
اجعلها اي,8
الدعا لهم,8
بني اسرايل,8
محمد انك,8
كان يري,8
هذه الايه,8
اجعل عليهم,8
ثم ترك,8
ثم قال,8
عن الاسلام,8
الجيف والميته,8
جناس ولكل,8
الكرام جناس,8
تفسير سوره,8
والميته حتي,8
الشام مثل,8
ولكل سبع,8
والجلود والعظام,8
والعظام فجاه,8
في كتابه,7
الشجر وذهب,7
يوسف وقد,7
اجعل سنيهم,7
الرحمن بن,7
الله في,7
يوسف ومن,7
سنيهم كسني,7
مات الشجر,7
اي الوطاه,7
الناس بعضهم,7
صلوات الله,7
ذكرها الله,7
ابا هريره,7
الجدب والقحط,7
حتي مات,7
بن مالك,7
علي ان,7
كما كان,7
وذهب الثمر,7
الارض كهيه,7
بن مسعود,7
مضر ورعل,7
اي ابن,7
ومنه قوله,7
بن ابراهيم,7
فادع الله,7
في القحط,7
وعن ابي,7
انزل ليس,7
تعالي ليس,7
سلمه بن,7
خذهم اخذا,7
سوره يوسف,7
شداد وبعد,7
اخذا شديدا,7
بعضهم بعضا,7
بمكه واشدد,7
الحديث في,7
انس بن,7
يوسف ح,7
ممنون فدعا,7
احدهم كان,7
او يتوب,7
فيري كهيه,7
يتوب عليهم,7
يوسف من,7
احدهم فيري,7
السما احدهم,7
ابي كثير,7
وينظر الي,7
والعظام حتي,7
سنين جمع,7
يوم تاتي,7
صلاته اللهم,7
بن يزيد,7
عن النبي,7
يوسف ولم,7
ولم يذكر,7
وناس من,7
اخبرنا محمد,7
بن الحسن,7
نزلت ليس,7
شي او,7
يوسف يعني,7
فانا ممنون,7
مص ر,7
يوسف وبه,7
اري رسول,7
الجوع حتي,7
ادع الله,7
محمد ادع,7
يغاث الناس,7
والعظام المحترقه,7
ر وعندي,7
يوسف فاشتد,7
في مص,7
عهد مثله,7
اصحاب الجنه,7
السبع التي,7
وفي حديث,7
التي كانت,7
المذكوره في,7
معاذ بن,7
عليهم النبي,7
في كل,7
الاسلام قال,7
ابو داود,7
والقد والاولاد,7
حصت يعني,7
والعلهز وكان,7
وقال ابو,7
وضاحيه مضر,7
يوسف هذا,7
من اسمه,7
دعا صاحبه,7
بقوله اللهم,7
لرسول الله,7
الكلاب والجيف,7
اكلوا الكلاب,7
من دعا,7
الذي كان,7
ابي حمزه,7
حدثنا علي,7
معمر عن,7
حدثنا مغيره,7
مخالفون لرسول,7
اخبرنا اسماعيل,6
الجهد وحتي,6
سبحانه وتعالي,6
يوسف مطابقته,6
عثمان بن,6
وحتي اكلوا,6
في الحديث,6
يوسف والقاف,6
يومذ مخالفون,6
انه سمع,6
تزعم انك,6
في قنوته,6
قدره الله,6
الي النبي,6
فان سنينه,6
سنينه لعبن,6
اخبرنا عبد,6
الرجل فيسمع,6
بن ربيعه,6
حتي قيل,6
مثله منذ,6
ما كان,6
مكه اللهم,6
فابتلوا بالجوع,6
بالجوع حتي,6
رغيف واحد,6
بيع رغيف,6
انه بيع,6
بعضا حتي,6
قدمتم لهن,6
منذ زمان,6
بن بكر,6
من ذلك,6
فيسمع كلامه,6
علي المشركين,6
اي اجعلها,6
في ايامه,6
حدثنا قتيبه,6
لعبن بنا,6
ما قدمتم,6
من كان,6
اسمه حرفا,6
عبيد الله,6
بن عبيد,6
يوسف صلي,6
هذا الحديث,6
بن الربيع,6
عن مالك,6
حدثنا الحسن,6
النبي عليه,6
البخاري ومسلم,6
فنقص من,6
خروج موسي,6
وسلم ان,6
سني كسني,6
صاحبه فنقص,6
عليهم او,6
يوسف طرفه,6
لاوذ بن,6
ابي شيبه,6
قال تعالي,6
شده الجوع,6
يدل علي,6
والله اعلم,6
الربيع حدثنا,6
ابو الاحوص,6
الي خروج,6
غايه الشده,6
حدثنا سفيان,6
ابو نعيم,6
علي هذا,6
يقول اللهم,6
هذا كله,6
في الصبح,6
قد مضي,6
مضي الدخان,6
ابي بكر,6
انس رضي,6
يوسف باللغتين,6
عن انس,6
عن عاصم,6
ودخل معه,6
بقوله ثم,6
الاحوص عن,6
وذكوان واجعل,6
السلام علي,6
تعالي ليسجننه,6
السما بدخان,6
بعد حين,6
العظام وجعل,6
سبعا كسني,6
كذبوه فقال,6
مصر في,6
بدخان مبين,6
اي في,6
ان الكرام,6
سفيان وناس,6
وعندي ان,6
المحترقه والقد,6
ما بعده,6
يذكر ما,6
مكه فقالوا,6
وسلم الي,6
حديث ابي,6
فجاعوا حتي,6
يوسف فجاعوا,6
دعاه حتي,6
يوسف فاستجاب,6
قنت في,6
من حين,6
ابن شداد,6
في كتاب,6
تراهم قد,6
فدعا رسول,6
السلام ثم,6
اللهم سنينا,6
قحط وغلا,6
هو في,6
القحط والجدب,6
العلهز وهو,6
بن سعد,6
تعالي ولقد,6
فيها قحط,6
قال قال,6
العلهز قال,6
السراج ثنا,6
تاتي السما,6
علي الكفار,6
الجوع وينظر,6
يجارون اي,6
سمع الله,6
من بني,6
عبد الرزاق,6
وثقه ابن,6
وضعفه الجمهور,6
عنه في,6
قال رسول,6
بن معاويه,6
يا رسول,6
موسي عليه,6
يوسف مع,6
ان احدهم,6
التي ذكرها,6
حتي ان,6
في هذا,6
كان يقول,6
سنين فيها,6
كدنا ليوسف,5
قوم من,5
اسرايل ثم,5
فاصابهم الجوع,5
بن جعفر,5
عاصم عن,5
معاويه بن,5
يوسف وروي,5
كذلك كدنا,5
بكر بن,5
علينا كلبها,5
دين الملك,5
سنه كانت,5
ان هذا,5
قطعه من,5
ابن حبان,5
هذا الدعا,5
السجن فتيان,5
الناس هذا,5
معه السجن,5
بن سعيد,5
حتي نجاهم,5
الجيف والعظام,5
خزان الارض,5
ادبارا فقال,5
نجاهم الله,5
في السجن,5
يوسف القحط,5
العظام المحرقه,5
السلام اللهم,5
لربهم وما,5
يزل يدعو,5
الله عنهم,5
في احدي,5
يوسف ص,5
احدي الروايتين,5
طرفه حدثنا,5
عند قوم,5
فقحطوا حتي,5
جعفر بن,5
المطر حتي,5
عنهم المطر,5
ان الله,5
قد قدموا,5
انه قنت,5
فاكلوا العلهز,5
بكسر السين,5
شي الايه,5
الله والرحم,5
انشدك الله,5
عمر الثقفي,5
ان يريد,5
ولقد اخذنا,5
يدعو لهم,5
ثم ذكر,5
حيث قال,5
في الارض,5
من قوله,5
به الي,5
والسلام ثم,5
وهو قام,5
وجل ليس,5
يحيي عن,5
حدثني محمد,5
الله وسلامه,5
وسلط عليهم,5
بن المغيره,5
بخمسين دينارا,5
هو ابن,5
من مثل,5
في سني,5
في دعاه,5
اخبر الله,5
سبحانه عن,5
ببني لحيان,5
عليك ببني,5
الغلا العظيم,5
واكل الناس,5
محمد قال,5
لنا فانا,5
السين وتخفيف,5
مضر وقال,5
بعث النبي,5
مسلم عن,5
من هذا,5
ومعني سني,5
عن سفيان,5
في القنوت,5
كله في,5
ذوات قحط,5
وسلم كان,5
عن عكرمه,5
اصابهم فيها,5
عليهما السلام,5
ابي نعيم,5
الصحيح عن,5
كما دعا,5
وسلم بسبع,5
مع موسي,5
في حال,5
زمان داود,5
يوسف الايه,5
