,mid_pos,Cumulative Count
202,211131.0,3
203,211299.0,3
204,211476.5,3
205,211568.0,3
206,211593.5,3
207,211638.0,3
208,211681.5,3
209,211695.0,3
210,211726.0,3
211,211767.0,3
212,211786.0,3
213,211797.5,3
214,211824.0,3
215,211850.0,3
216,211877.5,3
217,211922.0,3
218,212153.5,3
219,213031.5,3
220,214991.5,3
221,216357.0,3
222,216950.0,4
223,220225.5,4
224,223411.0,4
225,227820.5,4
226,232612.5,4
227,233848.0,5
228,235737.5,5
229,237510.0,5
230,237834.0,5
231,238849.5,5
232,240463.5,5
233,242083.5,5
234,243432.0,5
235,244485.0,5
236,245834.0,5
237,246483.5,5
238,246511.5,5
239,246537.5,5
240,246632.0,5
241,246731.0,5
242,246865.0,5
243,247504.0,5
244,251531.5,5
245,255381.5,5
246,256111.5,6
247,257553.0,7
248,258966.0,7
249,261213.0,7
250,263438.0,8
251,263798.0,8
252,264444.0,8
253,265375.0,8
254,266022.0,8
255,266389.5,8
256,266611.5,9
257,267468.0,10
258,268178.5,10
259,268445.5,10
260,268703.5,10
261,269031.5,10
262,269383.0,10
263,269479.0,10
264,269906.0,10
265,270319.0,10
266,270349.0,10
267,270435.5,10
268,270693.5,10
269,270881.5,10
270,270981.5,10
271,271445.0,11
272,271863.0,11
273,272490.0,11
274,273168.5,11
275,273645.0,11
276,274869.5,11
277,276000.5,11
278,276289.5,11
279,276842.5,11
280,277429.5,11
281,277617.0,11
282,278028.5,11
283,278413.0,11
284,278619.0,11
285,279051.5,11
286,279509.5,11
287,279979.0,11
288,280530.0,11
289,281779.0,11
290,282876.5,11
291,283002.5,11
292,283095.0,11
293,283174.0,11
294,283274.0,11
295,283330.0,11
296,283398.0,11
297,283467.0,11
298,283517.0,11
299,283574.5,11
300,283631.0,11
301,283693.0,11
302,283787.5,11
303,283899.0,11
304,284021.0,11
305,284098.5,11
306,284246.0,11
307,284481.5,11
308,284756.0,11
309,284935.5,11
310,284979.0,11
311,285028.5,11
312,285065.0,11
313,285122.5,11
314,285189.5,11
315,285244.0,11
316,285331.0,11
317,285474.5,11
318,285940.5,11
319,286480.5,11
320,286655.0,11
321,286765.0,11
322,287091.5,11
323,287415.0,11
324,287505.0,11
325,287908.0,11
326,289704.5,11
327,292010.0,11
328,293197.5,11
329,293629.5,11
330,293989.5,11
331,294656.5,11
332,295215.5,11
333,295953.5,11
334,296641.0,11
335,296717.0,11
336,297060.5,11
337,298109.5,11
338,299302.5,11
339,300121.0,11
340,301457.0,11
341,302847.5,11
342,303280.0,11
343,303382.0,11
344,303922.5,11
345,304668.0,11
346,305234.5,11
347,305530.0,11
348,305603.5,11
349,305696.0,11
350,305746.0,11
351,305789.0,11
352,305858.5,11
353,305978.5,11
354,306814.5,11
355,308073.0,11
356,309729.5,11
357,311241.0,11
358,311683.0,11
359,311995.5,11
360,312364.0,11
361,312597.0,11
362,313390.5,11
363,314370.5,11
364,315215.0,11
365,315853.0,11
366,316007.0,11
367,316128.0,11
368,316189.0,11
369,318011.5,11
370,320081.0,11
371,320461.0,11
372,320577.5,11
373,320687.0,11
374,320913.0,11
375,321048.5,11
376,321134.5,11
377,321224.0,11
378,321245.5,11
379,322032.0,11
380,323120.5,11
381,323469.0,11
382,323539.5,11
383,323745.5,11
384,323935.5,11
385,324270.0,11
386,324652.5,11
387,324902.5,11
388,325180.5,11
389,325364.5,11
390,325659.5,11
391,325909.0,11
392,325967.0,11
393,326681.5,11
394,327965.0,11
395,328792.5,11
396,329185.0,11
397,329365.5,11
398,332484.5,11
399,335654.0,11
400,336006.0,11
401,336476.0,11
402,336716.5,11
403,336825.5,11
404,337140.0,11
405,337765.5,11
406,338560.5,11
407,339006.0,11
408,339484.0,11
409,340068.5,11
410,340265.0,11
411,340599.5,11
412,340902.5,11
413,341274.5,11
414,341755.5,11
415,342184.5,11
416,342486.0,11
417,342547.5,11
418,342645.0,11
419,342729.5,11
420,342885.0,11
421,343066.0,11
422,343143.5,11
423,343173.0,11
424,343232.5,11
425,343313.0,11
426,343376.0,11
427,343428.5,11
428,343466.5,11
429,343590.0,11
430,343794.0,11
431,343995.0,11
432,344157.5,11
433,344225.5,11
434,344263.0,11
435,344303.5,11
436,344337.5,11
437,344377.0,11
438,344805.0,11
439,345248.5,11
440,345454.5,11
441,345641.5,11
442,345690.5,11
443,345748.0,11
444,346084.5,11
445,347001.5,11
446,347627.5,11
447,347711.0,11
448,348136.5,11
449,348844.0,11
450,349276.0,11
451,349480.0,11
452,349676.0,11
453,349777.5,11
454,350855.0,11
455,352041.5,11
456,352209.5,11
457,352860.5,11
458,353553.5,11
459,353657.5,11
460,354264.5,12
461,354879.5,12
462,354949.5,12
463,355396.5,12
464,355887.0,12
465,356142.5,12
466,356335.0,12
467,356359.5,12
468,356400.5,12
469,356444.0,12
470,356982.0,12
471,357516.5,12
472,357554.0,12
473,357590.5,12
474,357609.0,12
475,357656.0,12
476,357774.0,12
477,357878.0,12
478,357984.5,12
479,358074.0,12
480,358236.5,12
481,358632.5,12
482,359317.5,12
483,359774.5,12
484,360021.5,12
485,360480.5,12
486,360716.0,12
487,360807.0,12
488,361378.5,12
489,362311.5,12
490,362785.5,12
491,362838.0,12
492,362884.0,12
493,363120.0,12
494,363538.5,12
495,364186.5,12
496,364990.0,12
497,365428.0,12
498,365569.5,12
499,365692.5,12
500,366325.0,12
501,366957.0,12
502,367341.5,12
503,367941.0,12
504,368633.0,12
505,369096.0,12
506,369222.0,12
507,369325.5,12
508,369902.5,12
509,370824.5,12
510,371211.5,12
511,371261.5,12
512,371314.5,12
513,371372.5,12
514,371414.0,12
515,371437.0,12
516,371466.0,12
517,371492.5,12
518,371511.0,12
519,371543.5,12
520,371587.5,12
521,371650.0,12
522,371730.5,12
523,372115.0,12
524,372476.0,12
525,372539.5,12
526,372600.5,12
527,372637.0,12
528,372947.0,12
529,373253.0,12
530,373296.5,12
531,373366.0,12
532,373458.5,12
533,373882.5,12
534,374276.0,12
535,374313.5,12
536,374372.0,12
537,374420.0,12
538,374458.5,12
539,374508.5,12
540,374548.0,12
541,374587.5,12
542,374644.5,12
543,374692.5,12
544,374736.0,12
545,374778.0,12
546,374816.0,12
547,374887.5,12
548,374964.0,12
549,374999.0,12
550,375027.5,12
551,375094.5,12
552,375309.0,12
553,375499.5,12
554,375531.5,12
555,375568.0,12
556,375616.5,12
557,375690.5,12
558,375753.5,12
559,375788.5,12
560,375859.5,12
561,375918.5,12
562,375948.5,12
563,375989.5,12
564,376058.0,12
565,376146.0,12
566,376236.0,12
567,376294.5,12
568,376325.0,12
569,376423.0,12
570,376516.5,12
571,376548.0,12
572,376577.0,12
573,376600.0,12
574,376623.0,12
575,376687.5,12
576,376754.5,12
577,376780.0,12
578,376838.0,12
579,376895.0,12
580,376943.0,12
581,377017.0,12
582,377201.5,12
583,377372.5,12
584,377424.0,12
585,377489.5,12
586,377538.5,12
587,377564.0,12
588,377599.0,12
589,377642.0,12
590,377691.0,12
591,377741.0,12
592,377774.0,12
593,377858.5,12
594,377949.5,12
595,377996.0,12
596,378040.5,12
597,378075.0,12
598,378110.0,12
599,378133.5,12
600,378154.5,12
601,378206.0,12
602,378255.0,12
603,378310.0,12
604,378377.5,12
605,378568.0,12
606,378742.5,12
607,378765.5,12
608,378808.0,12
609,378847.5,12
610,378918.0,12
611,379122.0,12
612,379278.0,12
613,379374.5,12
614,379489.0,12
615,379542.5,12
616,379582.5,12
617,379630.5,12
618,379809.5,12
619,379980.0,12
620,380065.5,12
621,380180.5,12
622,380283.5,12
623,380355.0,12
624,380395.5,12
625,380447.0,12
626,380498.0,12
627,380529.0,12
628,380558.0,12
629,380594.0,12
630,380626.0,12
631,380660.0,12
632,380690.5,12
633,380713.0,12
634,380757.5,12
635,380798.0,12
636,380817.5,12
637,380838.5,12
638,380864.0,12
639,380903.0,12
640,381050.0,13
641,381213.0,13
642,381265.0,13
643,381295.0,13
644,381331.0,13
645,381368.0,13
646,381399.5,13
647,381432.0,13
648,381473.0,13
649,381525.0,13
650,381576.0,13
651,381798.0,13
652,382010.5,13
653,382045.5,13
654,382210.5,13
655,382412.0,13
656,382504.0,13
657,382639.0,13
658,382761.5,13
659,382789.5,13
660,382821.0,13
661,382878.5,13
662,382926.5,13
663,382963.5,13
664,383025.0,13
665,383097.0,13
666,383164.0,13
667,383214.0,13
668,383296.5,13
669,383378.5,13
670,383518.5,13
671,383721.0,13
672,383847.5,13
673,383915.0,13
674,384175.5,13
675,384524.5,13
676,384723.0,13
677,384846.0,13
678,384926.0,13
679,385065.0,13
680,385205.0,13
681,385451.0,13
682,385711.5,13
683,385788.0,13
684,385917.0,13
685,386064.5,13
686,386115.0,13
687,386205.5,13
688,386543.5,13
689,386824.0,13
690,386892.0,13
691,387200.0,13
692,387657.0,13
693,388311.0,13
694,388830.5,13
695,389138.0,13
696,390174.5,13
697,390981.5,13
698,391144.5,13
699,391525.0,13
700,391830.0,13
701,391938.5,13
702,392065.0,13
703,392242.0,13
704,392701.5,13
705,393114.5,13
706,393185.5,13
707,393233.5,13
708,393614.5,13
709,393997.5,13
710,394232.5,13
711,394496.0,13
712,394654.5,13
713,394787.5,13
714,395004.0,13
715,395243.5,13
716,395554.5,13
717,396056.5,13
718,396517.5,13
719,397041.5,13
720,397576.0,13
721,398057.5,13
722,398591.0,13
723,398897.0,13
724,399092.5,13
725,399344.5,13
726,399479.0,13
727,399583.5,13
728,399660.0,13
729,399707.5,13
730,399768.0,13
731,399849.0,13
732,399956.5,13
733,400063.5,13
734,400159.5,13
735,400346.0,13
736,400631.0,13
737,401033.0,13
738,401363.5,13
739,401508.0,13
740,401717.0,13
741,401977.5,13
742,402413.5,13
743,402831.0,13
744,403035.0,13
745,403288.0,13
746,403557.5,13
747,403822.0,13
748,403991.5,13
749,404132.0,13
750,404249.5,13
751,404281.0,13
752,404343.0,13
753,404414.5,13
754,404459.0,13
755,404523.5,13
756,404583.5,13
757,404612.0,13
758,404674.5,13
759,404748.5,13
760,404813.5,13
761,404936.0,13
762,405046.5,13
763,405102.0,13
764,405144.0,13
765,405175.0,13
766,405220.5,13
767,405341.5,13
768,405461.5,13
769,405627.5,13
770,405847.5,13
771,406044.5,13
772,406182.0,13
773,406229.5,13
774,406286.5,13
775,406322.5,13
776,406336.0,13
777,406400.0,13
778,406507.0,13
779,406608.5,13
780,406715.0,13
781,406800.0,13
782,406875.5,13
783,406937.0,13
784,406975.0,13
785,407011.0,13
786,407355.0,13
787,407691.5,13
788,407713.5,13
789,407742.5,13
790,407802.5,13
791,407899.0,13
792,408022.0,13
793,408349.5,13
794,408621.0,13
795,408696.0,13
796,408788.5,13
797,408867.5,13
798,408938.0,13
799,408988.0,13
800,409038.5,13
801,409802.5,13
802,410595.5,13
803,410769.5,13
804,410905.0,13
805,410963.0,13
806,411051.5,13
807,411114.5,13
808,411434.0,13
809,411764.5,13
810,411839.0,13
811,411940.0,13
812,412000.5,13
813,412019.0,13
814,412086.0,13
815,412228.5,13
816,412381.5,13
817,412501.5,13
818,412557.0,13
819,412706.5,13
820,412965.0,13
821,413201.5,13
822,413374.5,13
823,413489.5,13
824,413619.5,13
825,413769.5,13
826,413967.5,13
827,414131.5,13
828,414312.5,13
829,414512.5,13
830,414642.0,13
831,414842.5,13
832,415027.5,13
833,415141.5,13
834,415237.5,13
835,415444.0,13
836,415740.0,13
837,416005.5,13
838,416187.5,13
839,416285.0,13
840,416441.0,13
841,416657.0,13
842,416883.5,13
843,417079.5,13
844,417303.0,13
845,417744.0,13
846,418136.0,13
847,418340.0,13
848,418598.0,13
849,418954.5,13
850,419271.0,13
851,419451.0,13
852,419668.5,13
853,419852.0,13
854,419983.0,13
855,420105.5,13
856,420203.5,13
857,420413.0,13
858,420663.5,13
859,420835.0,13
860,420999.0,13
861,421232.5,13
862,421431.5,13
863,421576.0,13
864,421755.5,13
865,421899.0,13
866,422182.0,13
867,422457.5,13
868,422518.5,13
869,422544.5,13
870,422616.5,13
871,422723.0,13
872,422831.0,13
873,422910.0,13
874,422956.5,13
875,423001.5,13
876,423038.5,13
877,423073.0,13
878,423096.5,13
879,423113.0,13
880,423169.0,13
881,423258.5,13
882,423373.5,13
883,423496.5,13
884,424068.5,13
885,425380.0,13
886,427013.0,13
887,428089.0,13
888,428350.0,13
889,428728.0,13
890,429146.5,13
891,429351.5,13
892,429548.5,13
893,429636.0,13
894,429827.0,13
895,430038.0,13
896,430149.0,13
897,430260.5,13
898,430731.5,13
899,431325.0,13
900,431523.5,13
901,431601.5,13
902,431685.0,13
903,431736.0,13
904,431792.5,13
905,431851.5,13
906,431895.0,13
907,431963.0,13
908,432079.5,13
909,432189.5,13
910,432278.0,13
911,432368.0,13
912,432464.0,13
913,432540.5,13
914,432585.5,13
915,432716.5,13
916,432875.5,13
917,432945.0,13
918,432983.0,13
919,433079.5,13
920,433180.0,13
921,433221.0,13
922,433280.5,13
923,434687.5,13
924,436214.5,13
925,436712.5,13
926,437985.0,13
927,439070.0,13
928,439337.0,13
929,439655.5,13
930,439970.0,13
931,440341.5,13
932,440681.5,13
933,440834.0,13
934,441098.0,13
935,441590.0,13
936,441945.0,13
937,442336.5,13
938,442879.0,13
939,443142.0,13
940,443264.0,13
941,443369.5,13
942,443469.0,13
943,443717.5,13
944,444008.5,13
945,444926.0,13
946,445758.0,13
947,446002.5,13
948,446255.5,13
949,446316.5,13
950,448170.0,13
951,450182.5,13
952,450611.5,13
953,450887.5,13
954,450945.5,13
955,451062.5,13
956,451264.0,13
957,451564.0,13
958,451768.0,13
959,451788.5,13
960,451828.0,13
961,451886.0,13
962,451948.5,13
963,452025.5,13
964,452126.0,13
965,452195.5,13
966,452271.5,13
967,452443.0,13
968,452597.5,13
969,452723.5,13
970,452839.0,13
971,453359.0,13
972,453961.5,13
973,454270.0,13
974,454566.5,13
975,454780.5,13
976,454923.5,13
977,454977.5,13
978,455085.5,13
979,455192.0,13
980,456318.5,13
981,457950.5,13
982,459145.0,13
983,460122.0,13
984,460599.5,13
985,461046.0,13
986,461391.5,13
987,461681.5,13
988,462040.0,13
989,462215.0,13
990,462278.0,13
991,462458.5,13
992,462769.5,13
993,462967.0,13
994,463483.0,13
995,464071.0,13
996,464201.5,13
997,464350.0,13
998,464506.0,13
999,464629.0,13
1000,464776.0,13
1001,464866.0,13
1002,465305.5,13
1003,465883.0,13
1004,466692.5,13
1005,467504.0,13
1006,467770.5,13
1007,468049.5,14
1008,468341.5,14
1009,470667.5,14
1010,473105.5,14
1011,475083.0,14
1012,477730.0,14
1013,478891.5,14
1014,479253.0,14
1015,479456.0,14
1016,479841.5,14
1017,480226.5,14
1018,480422.0,14
1019,480561.5,14
1020,480658.5,14
1021,480753.0,14
1022,480872.5,14
1023,480974.0,14
1024,481098.5,14
1025,481951.0,14
1026,482805.0,14
1027,482912.0,14
1028,482995.5,14
1029,483094.5,14
1030,483168.5,14
1031,483213.0,14
1032,483272.0,14
1033,483348.0,14
1034,483396.0,14
1035,483454.0,14
1036,483521.0,14
1037,483600.0,14
1038,484798.0,14
1039,486383.5,14
1040,486869.5,14
1041,487151.0,14
1042,487402.0,14
1043,487465.5,14
1044,487541.0,14
1045,487576.5,14
1046,487636.0,14
1047,487839.5,14
1048,488114.0,14
1049,488367.0,14
1050,488635.5,14
1051,489166.5,14
1052,489787.0,14
1053,490773.0,14
1054,491938.0,14
1055,492404.0,14
1056,492649.0,14
1057,492866.0,14
1058,493380.0,14
1059,494052.0,14
1060,494812.0,14
1061,495679.0,14
1062,496229.0,14
1063,496656.0,14
1064,497043.0,14
1065,497341.0,14
1066,497512.0,14
1067,497670.0,14
1068,497756.5,14
1069,497861.0,14
1070,497967.5,14
1071,498013.5,14
1072,498056.5,14
1073,498084.5,14
1074,498127.0,14
1075,498186.5,14
1076,498253.0,14
1077,498441.0,14
1078,499055.0,14
1079,499850.0,14
1080,500937.0,14
1081,501707.0,14
1082,501735.0,14
1083,501772.5,14
1084,501807.0,14
1085,501833.0,14
1086,501861.5,14
1087,501878.5,14
1088,501897.0,14
1089,501920.5,14
1090,501948.0,14
1091,501987.5,14
1092,502030.5,14
1093,502073.0,14
1094,502114.0,14
1095,502154.0,14
1096,502196.0,14
1097,502239.5,14
1098,502281.5,14
1099,502322.5,14
1100,502361.0,14
1101,502428.5,14
1102,502526.0,14
1103,502753.5,14
1104,503091.0,14
1105,504010.5,14
1106,504810.5,14
1107,504939.0,14
1108,505047.0,14
1109,505184.0,14
1110,505380.0,14
1111,505531.5,14
1112,505880.5,14
1113,506331.5,14
1114,506536.5,14
1115,506625.5,14
1116,507034.5,14
1117,507840.0,14
1118,508320.5,14
1119,508438.0,14
1120,509004.0,14
1121,509672.5,14
1122,510080.5,14
1123,510605.0,14
1124,511130.0,14
1125,511664.5,14
1126,512131.5,16
1127,513687.5,16
1128,516732.5,16
1129,519670.5,16
1130,521384.0,16
1131,521830.0,16
1132,525711.0,17
1133,532372.5,17
1134,535367.5,17
1135,535811.5,18
1136,536627.0,18
1137,537662.5,18
1138,538664.0,18
1139,539292.5,18
1140,540790.0,18
1141,543551.0,18
1142,546198.0,18
1143,547917.0,18
1144,548808.0,18
1145,549446.5,18
1146,550025.5,18
1147,551911.0,18
1148,553638.0,18
1149,553871.0,18
1150,554141.5,19
1151,554730.0,19
1152,555544.0,19
1153,556108.0,19
1154,556299.0,19
1155,556756.5,19
1156,557796.0,19
1157,558524.5,19
1158,558674.5,19
1159,558845.5,19
1160,558990.0,19
1161,559287.0,19
1162,559537.0,19
1163,559769.0,19
1164,560026.0,19
1165,560315.0,19
1166,560826.5,19
1167,562151.5,19
1168,563257.0,19
1169,563391.0,19
1170,563576.5,19
1171,564513.5,19
1172,565374.0,19
1173,565476.5,19
1174,565544.0,19
1175,565728.0,19
1176,565963.5,19
1177,566226.5,19
1178,566481.0,19
1179,566670.5,19
1180,566816.5,19
1181,566925.0,19
1182,567091.0,19
1183,567210.5,19
1184,567400.0,19
1185,567702.0,19
1186,567888.5,19
1187,568081.0,19
1188,568309.5,19
1189,568629.0,19
1190,568914.5,19
1191,569080.0,19
1192,569367.5,19
1193,569600.0,19
1194,569717.0,19
1195,569775.0,19
1196,569835.5,19
1197,569935.5,19
1198,570039.0,19
1199,570383.0,19
1200,570747.0,19
1201,570848.0,19
1202,570925.0,19
1203,570994.5,19
1204,571211.0,19
1205,571449.0,19
1206,571856.0,19
1207,572572.5,19
1208,573672.5,19
1209,574483.0,19
1210,574609.5,19
1211,575885.0,19
1212,577127.0,19
1213,577153.0,19
1214,577170.0,19
1215,577182.0,19
1216,577219.5,19
1217,577289.5,19
1218,577495.0,19
1219,577668.5,19
1220,577702.0,19
1221,577733.5,19
1222,577758.0,19
1223,577802.0,19
1224,577904.5,19
1225,578001.0,19
1226,578024.0,19
1227,578040.5,19
1228,578063.0,19
1229,578119.5,19
1230,578187.5,19
1231,578221.0,19
1232,578352.5,19
1233,578497.0,19
1234,578532.5,19
1235,578562.0,19
1236,578671.0,19
1237,578804.0,19
1238,578867.5,19
1239,578899.0,19
1240,578914.0,19
1241,578932.0,19
1242,578961.0,19
1243,578991.0,19
1244,579017.5,19
1245,579041.0,19
1246,579094.5,19
1247,579170.0,19
1248,579282.5,19
1249,580152.0,19
1250,580977.0,19
1251,581245.5,19
1252,581822.0,19
1253,586488.5,20
1254,590824.0,20
1255,591124.0,20
1256,591561.0,20
1257,592890.5,20
1258,594310.5,20
1259,594564.5,20
1260,594697.0,20
1261,595090.0,20
1262,595428.0,20
1263,595546.0,20
1264,595618.5,20
1265,596785.5,20
1266,598554.5,20
1267,600035.5,21
1268,601223.0,21
1269,602103.0,21
1270,603361.5,21
1271,604313.5,21
1272,604754.5,21
1273,605018.5,21
1274,605098.5,21
1275,605135.0,21
1276,605245.5,21
1277,605501.5,21
1278,605718.0,21
1279,605793.5,21
1280,605852.5,21
1281,605911.5,21
1282,606091.0,21
1283,606346.5,21
1284,606819.5,21
1285,607239.5,21
1286,607361.0,21
1287,607464.5,21
1288,607577.0,21
1289,607661.0,21
1290,607755.5,21
1291,607879.0,21
1292,607986.0,21
1293,608171.5,21
1294,608473.0,21
1295,608698.0,21
1296,608775.5,21
1297,609261.5,21
1298,609759.5,21
1299,610437.5,21
1300,611288.0,21
1301,611680.0,21
1302,612068.5,21
1303,612391.5,21
1304,613411.0,21
1305,614354.5,21
1306,614431.0,21
1307,614492.0,21
1308,614814.5,21
1309,615805.0,21
1310,616718.5,21
1311,617151.5,21
1312,617408.5,21
1313,617614.5,21
1314,618027.5,21
1315,618797.0,21
1316,619341.0,21
1317,619807.5,21
1318,620274.5,21
1319,620644.0,21
1320,621038.0,21
1321,621832.0,21
1322,622625.0,21
1323,622737.5,21
1324,622938.5,21
1325,623119.0,21
1326,623182.0,21
1327,623229.5,21
1328,623292.0,21
1329,623376.5,21
1330,623480.5,21
1331,623977.5,21
1332,624431.5,21
1333,624562.5,21
1334,624719.0,21
1335,624813.0,21
1336,624875.0,21
1337,624942.0,21
1338,625118.5,21
1339,625292.0,21
1340,625962.0,21
1341,626614.0,21
1342,626700.5,21
1343,626771.5,21
1344,626992.5,21
1345,627221.0,21
1346,627505.0,21
1347,627795.0,21
1348,627847.0,21
1349,627915.0,21
1350,627989.5,21
1351,628187.5,21
1352,628384.0,21
1353,628527.0,21
1354,628665.0,21
1355,628702.5,21
1356,628780.5,21
1357,628938.5,21
1358,629138.5,21
1359,629295.5,21
1360,629357.0,21
1361,630159.5,21
1362,631173.5,21
1363,631576.5,21
1364,631843.5,21
1365,632077.0,21
1366,632236.0,21
1367,632271.5,21
1368,633083.0,21
1369,633946.5,21
1370,634145.5,21
1371,634318.0,21
1372,634401.0,21
1373,634634.5,21
1374,634921.5,21
1375,635042.0,21
1376,635085.0,21
1377,635306.5,21
1378,635617.5,21
1379,635749.5,21
1380,635820.0,21
1381,635978.0,21
1382,636136.0,21
1383,636254.0,21
1384,636458.0,21
1385,636604.0,21
1386,636664.0,21
1387,636773.0,21
1388,636968.0,21
1389,637104.0,21
1390,637441.5,21
1391,638329.5,21
1392,639219.0,21
1393,639877.5,21
1394,640223.5,21
1395,640260.0,21
1396,640314.5,21
1397,640372.0,21
1398,640440.0,21
1399,641084.5,21
1400,641774.0,21
1401,641992.0,21
1402,642135.5,21
1403,642209.5,21
1404,642422.5,21
1405,642939.5,21
1406,643311.5,21
1407,643497.5,21
1408,643761.0,21
1409,644202.0,21
1410,644627.0,21
1411,644770.5,21
1412,644918.5,21
1413,645017.0,21
1414,645166.5,21
1415,645442.5,21
1416,645643.0,21
1417,645718.0,21
1418,645821.0,21
1419,646063.5,21
1420,646265.5,21
1421,646319.0,21
1422,646464.5,21
1423,646629.5,21
1424,646682.5,21
1425,646741.5,21
1426,646790.0,21
1427,646845.5,21
1428,646943.0,21
1429,647124.0,21
1430,647420.0,21
1431,647634.5,21
1432,647758.0,21
1433,647836.5,21
1434,647870.5,21
1435,648169.0,21
1436,648489.0,21
1437,648587.5,21
1438,648680.5,21
1439,648751.0,21
1440,648825.5,21
1441,648932.5,21
1442,649008.0,21
1443,649058.5,21
1444,649101.0,21
1445,649166.0,21
1446,649475.0,21
1447,649750.0,21
1448,649794.5,21
1449,649836.0,21
1450,649895.5,21
1451,649997.0,21
1452,650086.0,21
1453,650177.5,21
1454,650262.0,21
1455,650316.5,21
1456,650395.5,21
1457,650497.5,21
1458,650647.5,21
1459,650769.0,21
1460,650984.5,21
1461,651189.5,21
1462,651208.5,21
1463,651383.5,21
1464,653146.0,21
1465,655417.5,21
1466,656124.0,21
1467,656167.0,21
1468,656348.5,21
1469,657167.0,21
1470,657862.0,21
1471,657991.0,21
1472,658096.5,21
1473,658192.0,21
1474,658289.5,21
1475,658371.5,21
1476,658467.0,21
1477,658733.0,21
1478,658970.0,21
1479,659034.5,21
1480,659123.0,21
1481,659175.5,21
1482,659238.0,21
1483,659365.5,21
1484,659464.0,21
1485,659490.5,21
1486,659639.5,21
1487,659786.0,21
1488,659918.5,21
1489,660062.5,21
1490,660106.0,21
1491,660185.5,21
1492,660398.0,21
1493,660568.5,21
1494,660611.5,21
1495,660645.0,21
1496,660675.5,21
