word,count
 بن يوسف ,88339
 ابي يوسف ,29473
 ابو يوسف ,24221
 حدثنا يوسف ,8652
 وابي يوسف ,6925
 عن يوسف ,6547
 وابو يوسف ,5397
 ثنا يوسف ,4468
 سوره يوسف ,3806
 الدين يوسف ,3794
 ابن يوسف ,2914
 ابا يوسف ,2422
 علي يوسف ,2169
 لابي يوسف ,1758
 قال يوسف ,1730
 نا يوسف ,1700
 الحجاج يوسف ,1647
 يعقوب يوسف ,1639
 ان يوسف ,1523
 الي يوسف ,1382
 في يوسف ,1382
 اخوه يوسف ,1373
 انا يوسف ,1304
 اخبرنا يوسف ,1163
 من يوسف ,1105
 الفتح يوسف ,1017
 عمر يوسف ,822
 كسني يوسف ,761
 قرا يوسف ,757
 وقال يوسف ,720
 عنه يوسف ,678
 المظفر يوسف ,652
 المحاسن يوسف ,639
 حدثني يوسف ,618
 محمد يوسف ,607
 سمعت يوسف ,601
 يا يوسف ,598
 الله يوسف ,589
 له يوسف ,578
 الناصر يوسف ,567
 قصه يوسف ,552
 فقال يوسف ,543
 وعن يوسف ,534
 صواحب يوسف ,508
 الكريم يوسف ,502
 بكر يوسف ,495
 القريه يوسف ,492
 وحدثنا يوسف ,471
 وابا يوسف ,470
 الشيخ يوسف ,461
 به يوسف ,449
 القاسم يوسف ,432
 هو يوسف ,420
 كان يوسف ,420
 وكان يوسف ,404
 ولابي يوسف ,393
 تذكر يوسف ,392
 انبانا يوسف ,356
 مكنا ليوسف ,350
 ريح يوسف ,331
 طريق يوسف ,326
 قول يوسف ,321
 حديث يوسف ,294
 امر يوسف ,280
 ابنه يوسف ,276
 اسمه يوسف ,258
 اخي يوسف ,254
 لبث يوسف ,250
 ام يوسف ,248
 كسبع يوسف ,244
 روايه يوسف ,241
 الايه يوسف ,240
 لانت يوسف ,238
 فيه يوسف ,235
 كدنا ليوسف ,234
 قميص يوسف ,226
 اخبرني يوسف ,213
 فعلتم بيوسف ,209
 عليم يوسف ,208
 هذا يوسف ,208
 وفي يوسف ,198
 وهو يوسف ,197
 الجمال يوسف ,195
 وفيه يوسف ,191
 مع يوسف ,190
 ريا يوسف ,188
 اليه يوسف ,185
 الا يوسف ,181
 عليه يوسف ,179
 رواه يوسف ,176
 وايوب ويوسف ,176
 فابو يوسف ,175
 وابن يوسف ,173
 ذكر يوسف ,172
 كمال يوسف ,169
 العزيز يوسف ,167
 صواحبات يوسف ,167
 تعالي يوسف ,157
 بها يوسف ,154
 سمع يوسف ,154
 الامام يوسف ,152
 قبل يوسف ,152
 الامير يوسف ,151
 فيها يوسف ,149
 اخيه يوسف ,149
 ذلك يوسف ,148
 جاكم يوسف ,148
 القاضي يوسف ,147
 اقتلوا يوسف ,146
 فاسرها يوسف ,144
 قبر يوسف ,144
 الناس يوسف ,143
 تصفون يوسف ,141
 راودتن يوسف ,141
 الحافظ يوسف ,139
 فرعون يوسف ,136
 قالوا ليوسف ,135
 تقتلوا يوسف ,133
 شاهين ويوسف ,132
 ربك يوسف ,132
 د يوسف ,132
 الملك يوسف ,131
 الفضل يوسف ,131
 زعيم يوسف ,129
 ولد يوسف ,129
 يزيد يوسف ,126
 لان يوسف ,125
 وعنه يوسف ,125
 ترجمه يوسف ,124
 انبا يوسف ,123
 ق يوسف ,122
 وكتب يوسف ,122
 غير يوسف ,121
 ربي يوسف ,120
 سنه يوسف ,120
 احمد يوسف ,120
 راي يوسف ,119
 اعطي يوسف ,119
 عند يوسف ,118
 ص يوسف ,116
 وتركنا يوسف ,115
 خبر يوسف ,114
 الفتوح يوسف ,114
 بعد يوسف ,112
 ولايه يوسف ,112
 بسوره يوسف ,112
 وثنا يوسف ,112
 يعني يوسف ,111
 خمرا يوسف ,110
 عظام يوسف ,110
 يعقوب ويوسف ,109
 حسن يوسف ,109
 ابيه يوسف ,108
 الوليد يوسف ,108
 لك يوسف ,108
 مولي يوسف ,108
 هم يوسف ,108
 لهم يوسف ,106
 لي يوسف ,106
 المسلمين يوسف ,104
 المحسنين يوسف ,101
 بنت يوسف ,100
 مشركون يوسف ,100
 اخو يوسف ,100
 اخوك يوسف ,99
 كلام يوسف ,97
 ربه يوسف ,97
 ولده يوسف ,95
 تعبرون يوسف ,91
 فارسلون يوسف ,91
 انت يوسف ,91
 عربيا يوسف ,91
 واخوه يوسف ,90
 ولي يوسف ,90
 وان يوسف ,90
 العز يوسف ,89
 عمه يوسف ,89
 انه يوسف ,89
 و يوسف ,88
 توفي يوسف ,88
 راها يوسف ,87
 عظيم يوسف ,87
 منه يوسف ,87
 س يوسف ,87
 منهم يوسف ,86
 ثم يوسف ,85
 يقول يوسف ,85
 بابي يوسف ,85
 ورواه يوسف ,84
 ويعقوب ويوسف ,84
 وروي يوسف ,83
 الحسن يوسف ,83
 كابي يوسف ,83
 لنا يوسف ,83
 تحقيق يوسف ,82
 عمرو يوسف ,82
 مات يوسف ,81
 قال ليوسف ,81
 صاحب يوسف ,81
 معشر يوسف ,80
 ساجدين يوسف ,79
 فان يوسف ,78
 اي يوسف ,78
 واما يوسف ,78
 الباب يوسف ,77
 بالله يوسف ,77
 انا بيوسف ,77
 بين يوسف ,76
 بالسو يوسف ,76
 محمد ويوسف ,76
 وشاهد يوسف ,76
