word,count
الغلا,127
اشتد,123
من,65
في,61
الي,45
حتي,36
الناس,33
علي,26
ان,24
سنه,19
ببغداد,17
ثم,16
ذلك,15
دينار,15
وكان,15
بن,15
بمصر,14
وكثر,14
وفيها,13
كان,12
درهما,12
اهل,11
القمح,11
الموت,10
فقال,10
ماه,10
له,9
درهم,9
بها,8
كثير,8
هذه,8
الوبا,8
وفي,8
الخبز,8
امراه,8
اكل,8
ابن,8
واكل,8
كل,8
مع,7
ما,7
عشر,7
قد,7
الاقوات,7
البلاد,7
بدرهم,7
بلاد,7
البلا,7
الغراره,7
والوبا,6
اكثر,6
فكيف,6
والسنانير,6
محمد,6
وعظم,6
قال,6
وفيه,6
السلطان,6
الدوله,6
جدا,6
السعر,6
الميته,6
الدقيق,6
دنانير,6
او,6
وستين,6
الله,6
جماعه,6
عندهم,6
السنه,6
وبلغ,6
الاردب,6
بالف,6
رغيفا,6
اكلت,6
شيطان,6
دينارا,6
غلا,5
وخرج,5
الامر,5
وثلاثين,5
كرين,5
نقصنا,5
الطعام,5
بمكه,5
رسول,5
فلو,5
بعضهم,5
والكلاب,5
انت,5
العراق,5
صيره,5
فبلغ,5
ابو,5
الكر,5
الشعير,5
فكان,5
كانوا,5
عنها,5
هذا,5
يوم,5
ورحل,5
النيل,5
اللحم,5
عليهم,5
توفي,5
الف,5
وعدمت,5
بعد,5
حلب,5
باعت,4
لعدم,4
بهم,4
حكي,4
بعضا,4
بدمشق,4
شده,4
وبا,4
جميعها,4
احمد,4
عبد,4
وكانت,4
اتاه,4
فاكل,4
وديار,4
عامه,4
الديار,4
عشرين,4
به,4
الضعيف,4
المصريه,4
الجماعه,4
ليله,4
عن,4
ابيع,4
وعشرين,4
لا,4
وسبعين,4
وبيع,4
سته,4
الجيف,4
والشام,4
بالناس,4
الدين,4
الاسلام,4
وهو,4
الرطل,4
وبلغت,4
دراهم,4
مكه,4
والشعير,4
العسكر,3
ووقع,3
ذكر,3
بلغت,3
بالرغفان,3
اول,3
صفر,3
الجوع,3
وصل,3
الطاعون,3
الخطب,3
الشام,3
ال,3
فهرب,3
الشيطان,3
فبيع,3
المخزن,3
يموتون,3
البيت,3
ومن,3
حذر,3
البلقيني,3
العجيف,3
السمين,3
القوي,3
وحتي,3
وتفرقت,3
دخلت,3
المجاعه,3
وامتد,3
وخمسين,3
الكلاب,3
الفا,3
الجزيره,3
فهلك,3
بدينار,3
