word,count
اشتد الغلا,123
الغلا في,12
الغلا ببغداد,12
الغلا بمصر,9
بالف دينار,6
واكل الناس,6
رغيفا بالف,6
الغلا والوبا,6
قد غلا,5
الناس الميته,5
وكثر الموت,5
صيره كرين,5
انت شيطان,5
فقال انت,5
نقصنا من,5
فلو نقصنا,5
السعر فلو,5
غلا السعر,5
وكثر الوبا,5
هذه السنه,5
حتي اكل,5
اكلت رغيفا,5
الغلا علي,5
امراه اكلت,5
الي ان,5
ان امراه,5
في هذه,4
حتي ان,4
له في,4
فكان له,4
علي بن,4
كرين فكان,4
او رسول,4
شيطان او,4
من هذا,4
هذا فقال,4
اكل الناس,4
بعضهم بعضا,4
وفيها توفي,4
وخرج الناس,4
وفي سنه,4
وعدمت الاقوات,4
فقال قد,4
الغلا اتاه,4
من اهل,4
حتي ابيع,4
في سنه,4
عامه بلاد,4
بلاد الاسلام,4
في عامه,4
ان ال,3
رسول الشيطان,3
السمين فكيف,3
جميعها فاكل,3
الف درهم,3
فكيف الضعيف,3
القوي فكيف,3
وديار الجزيره,3
الغلا عندهم,3
الشيطان صيره,3
العجيف وخرج,3
من ذلك,3
وتفرقت الجماعه,3
المجاعه وتفرقت,3
ان اهل,3
فكيف العجيف,3
فاكل الناس,3
اواق بدرهم,3
ذلك فقيل,3
بمصر حتي,3
من الديار,3
ببغداد في,3
دينار فاستبعد,3
فاستبعد ذلك,3
والكلاب والسنانير,3
الميته والكلاب,3
وخمسين درهما,3
الناس حذر,3
ببغداد حتي,3
سنه خمس,3
الموت من,3
اتاه فقال,3
حذر الموت,3
الي اكل,3
محمد بن,3
اهل البيت,3
الغلا بمكه,3
الغلا وامتد,3
الغلا بالموصل,3
ورحل عنها,3
وبلغ الكر,3
والوبا بمصر,3
الخطب الي,3
وعظم الخطب,3
الغلا بها,3
الناس الي,3
الغلا بدمشق,3
الاردب القمح,3
اهل مكه,3
الغلا وعدمت,3
حكي ان,3
وثلاثين دينارا,3
الغلا حتي,3
وستين وماتين,3
حتي كان,3
دينارا واكل,3
البيت كانوا,3
كانوا يموتون,3
في ليله,3
يموتون في,3
وبلغت الغراره,3
الموت حتي,3
بعضا ثم,2
وبا عظيم,2
الناس النخاله,2
من البلاد,2
الغلا الي,2
باثني عشر,2
عظيم حتي,2
ثم لحقهم,2
جماعه من,2
وعدم القوت,2
النخاله والحشيش,2
بن احمد,2
في قبر,2
لعدم زياده,2
حتي حكي,2
من البلدان,2
جماعه في,2
خلق كثير,2
المصريه لعدم,2
زياده النيل,2
وفيه خرج,2
الناس بعضهم,2
احمد بن,2
فانجلي من,2
من شده,2
الي المغرب,2
كل ممزق,2
في اول,2
سنه ه,2
والشام وتفرقوا,2
واليمن والشام,2
والحجاز واليمن,2
المغرب والحجاز,2
العقار بالرغفان,2
فهرب الناس,2
ماه دينار,2
الغلا وكان,2
بمصر فهرب,2
اكثر من,2
ناب حلب,2
حتي بلغت,2
بالرغفان ووجدت,2
علي الفرنج,2
الغراره ماه,2
الغلا وفي,2
القمح الي,2
لحومهم وبيع,2
دينار واشترت,2
سنه ثمان,2
وبيع العقار,2
القمح ماه,2
فقيل انها,2
انها باعت,2
باعت عروضا,2
الف دينار,2
دينار بثلاثماه,2
الغلا بافريقيه,2
دينار صوري,2
ونحف السمين,2
الضعيف ونحف,2
وهلك القوي,2
الجماعه وهلك,2
وتحققت المجاعه,2
البلا وتحققت,2
وامتد البلا,2
في العسكر,2
بثلاثماه دينار,2
وموت كثير,2
ولم يحج,2
والروث وماتوا,2
ماه وثلاثين,2
اكل الادميين,2
مكه الكثير,2
الكثير ورحل,2
الامر الي,2
الناس الجيف,2
الجيف والروث,2
وفيها في,2
حتي بلغ,2
خمس وسبعين,2
وماتوا علي,2
بالديار المصريه,2
الغلا بالديار,2
يوما الي,2
وعشرين دينارا,2
دخلت يوما,2
الدقيق ماه,2
الجلال البلقيني,2
الموت في,2
سنه تسع,2
سته دنانير,2
الغلا وكثر,2
اثنا سنه,2
كثير من,2
الاسلام فانجلي,2
ان رجلا,2
كان يدفن,2
اربع اواق,2
وبيع الخبز,2
واللحم اربع,2
في الناس,2
السلطان الفراش,2
شيطان صيره,2
الادميين الموتي,2
ست وستين,2
سنه ست,2
ولقد دخلت,2
وغيرها من,2
في الليل,2
والوبا حتي,2
بهم الامر,2
الغلا بالعراق,2
بالموصل وديار,2
وحتي حكي,2
دينار باعت,2
المحمل الشامي,2
بمصر وكثر,2
في يوم,2
اكثر الناس,2
الناس حتي,2
وكان ذلك,2
ليله وحتي,2
الناس من,2
من كان,2
وبا وموت,2
عاملها وهو,2
عنها عاملها,2
وصل الي,2
الغلا وعم,2
ابو طلحه,2
ال بهم,2
بعد ان,2
وفي صفر,2
والحمله الدقيق,2
الكلاب والسنانير,2
الجزيره جميعها,2
ثم الي,2
باربعه دنانير,2
باعت عروضها,2
حالهم الي,2
حولها فبلغ,1
فبلغ القمح,1
وبمكه وما,1
وما حولها,1
الاف دينار,1
دينار مقاطعه,1
علي خمسه,1
خمسه الاف,1
التمر فعدم,1
القمح الاردب,1
الاردب المصري,1
بالكليه والاسمان,1
ورحل عنه,1
عنه عاملها,1
والاسمان تلاشت,1
تلاشت حتي,1
حتي قيل,1
قيل ان,1
بها في,1
السنه واستقرت,1
واستقرت الحال,1
الحال علي,1
واما التمر,1
مقاطعه فاخذها,1
عاملها ومن,1
درهما واما,1
واربعين درهما,1
ماتين واربعين,1
ومن ذلك,1
فعدم بالكليه,1
انه في,1
الغلا بالحجاز,1
بالحجاز وبمكه,1
المصري ماتين,1
ذلك انه,1
ابن قراجا,1
فاخذها ورحل,1
الحسن علي,1
الناس وفقد,1
الامراض وكثر,1
وفشت الامراض,1
الغلا وفشت,1
مع القاد,1
بدوس مع,1
بن بدوس,1
محسن بن,1
العميد محسن,1
والشيخ العميد,1
الجرجراي والشيخ,1
الدوله الجرجراي,1
نجيب الدوله,1
والشيخ نجيب,1
العجمي والشيخ,1
الكبير العجمي,1
الشريف الكبير,1
قرر الشريف,1
وفيها قرر,1
النيل وفيها,1
نقص النيل,1
وكثر نقص,1
الله فرسم,1
بامر الله,1
الحاكم بامر,1
وفقد الحيوان,1
الحيوان فلم,1
فلم يقدر,1
عجزوا عن,1
تتنكر له,1
غلمانه تتنكر,1
وبدت غلمانه,1
الشام وبدت,1
الي الشام,1
القرامطه الي,1
بمسير القرامطه,1
وارجف بمسير,1
ومواراتهم وارجف,1
تكفينهم ومواراتهم,1
عن تكفينهم,1
حتي عجزوا,1
يقدر علي,1
وفحش الموت,1
الغلا وفحش,1
فعم البلا,1
الظهر فعم,1
لقله الظهر,1
الما لقله,1
وعز الما,1
فروج وعز,1
ولا فروج,1
دجاجه ولا,1
علي دجاجه,1
بن الحاكم,1
ابا الحسن,1
عنها الي,1
الله ابا,1
من حمص,1
قراجا من,1
مما به,1
