term
اشتد الغلاء
وعم الغلاء
القحط المفرط
الغلاء المفرط
الغلاء والقحط
اشتداد الغلاء
امتد الغلاء
الغلاء قد اشتد
لم تبق اقوات
قحط شديد
القحط والجوع
