,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,644.0,0,0,0,0,0
1,2,1288,3638.0,0,0,0,0,0
2,3,5988,8338.5,0,0,0,0,1
3,4,10689,12028.5,6,0,2,0,3
4,5,13368,19688.0,0,0,0,0,0
5,6,26008,36844.5,0,0,0,0,0
6,7,47681,48618.5,0,0,0,0,0
7,8,49556,52286.5,0,0,0,0,0
8,9,55017,57068.5,0,0,0,0,0
9,10,59120,61250.0,0,0,0,0,0
10,11,63380,71726.0,1,0,0,0,0
11,12,80072,85445.5,0,0,0,0,0
12,13,90819,101749.5,3,1,0,0,1
13,14,112680,131963.5,1,1,0,0,0
14,15,151247,154453.0,0,2,0,0,0
15,16,157659,159040.0,0,0,0,0,0
16,17,160421,176232.0,4,0,1,0,0
17,18,192043,193105.5,0,0,0,0,0
18,19,194168,202123.0,0,0,0,0,0
19,20,210078,215374.0,0,0,0,0,0
20,21,220670,228894.0,2,8,3,2,3
21,22,237118,237220.0,0,0,0,0,0
22,23,237322,243871.5,0,0,0,0,0
23,24,250421,254920.5,0,0,0,0,0
24,25,259420,261546.5,1,0,0,0,0
25,26,263673,266025.5,1,0,0,0,2
26,27,268378,269045.5,0,0,0,0,0
27,28,269713,270383.5,0,0,0,0,0
28,29,271054,271858.0,0,0,0,0,0
29,30,272662,273290.5,0,0,0,0,0
30,31,273919,274285.5,0,0,0,0,0
31,32,274652,275318.5,0,1,0,0,0
32,33,275985,276116.0,0,0,1,0,0
33,34,276247,276320.5,0,0,0,0,1
34,35,276394,277309.0,0,0,0,0,0
35,36,278224,281714.5,0,1,0,0,0
36,37,285205,286983.0,1,0,0,0,0
37,38,288761,290850.0,0,0,0,0,0
38,39,292939,299434.0,1,0,0,0,0
39,40,305929,307103.0,0,6,0,0,0
40,41,308277,312065.5,0,10,0,0,0
41,42,315854,327916.5,4,0,6,6,0
42,43,339979,347120.5,3,0,0,0,4
43,44,354262,355080.0,0,0,0,0,0
44,45,355898,364091.0,5,2,0,0,1
45,46,372284,376954.0,1,0,0,0,0
46,47,381624,382710.5,2,1,0,0,0
47,48,383797,387497.0,0,2,8,1,0
48,49,391197,396787.0,0,0,0,1,1
49,50,402377,418769.0,10,2,4,5,10
50,51,435161,455850.5,1,1,2,3,1
51,52,476540,478408.5,0,0,0,0,2
52,53,480277,480698.5,0,0,0,0,0
53,54,481120,483461.0,0,0,0,0,0
54,55,485802,486266.5,0,0,0,0,0
55,56,486731,487035.0,0,0,0,0,0
56,57,487339,487425.0,0,0,0,0,0
57,58,487511,487774.0,0,0,0,0,0
58,59,488037,493551.5,0,0,3,0,0
59,60,499066,501154.0,0,0,0,0,0
60,61,503242,513485.5,1,0,0,0,0
61,62,523729,542910.5,2,1,0,1,1
62,63,562092,574395.0,0,0,0,0,0
63,64,586698,589561.0,0,0,0,0,0
64,65,592424,594921.0,4,1,0,0,1
65,66,597418,599373.5,0,0,0,0,0
66,67,601329,604294.5,1,0,1,0,0
67,68,607260,612724.5,0,3,0,1,4
68,69,618189,620285.5,1,0,0,0,0
69,70,622382,627655.5,0,0,1,0,1
70,71,632929,634851.0,0,0,0,0,0
71,72,636773,644049.5,5,0,0,0,0
72,73,651326,656632.0,4,0,0,0,0
73,74,661938,662343.0,0,0,0,0,0
74,75,662748,668307.0,0,4,1,0,5
75,76,673866,680292.0,3,15,3,1,1
76,77,686718,687778.0,0,0,0,0,0
77,78,688838,699948.5,5,23,8,6,0
78,79,711059,711276.0,0,0,0,0,1
79,80,711493,711625.5,0,0,0,1,0
80,81,711758,711957.0,0,0,0,0,0
81,82,712156,713317.0,0,0,0,0,1
82,83,714478,715554.5,0,0,0,0,0
83,84,716631,717223.0,0,1,0,0,0
84,85,717815,717908.0,0,0,0,0,0
85,86,718001,718152.5,0,0,0,0,0
86,87,718304,719168.5,0,0,0,0,1
87,88,720033,720640.5,0,0,1,0,0
88,89,721248,721393.5,0,0,0,1,0
89,90,721539,725011.0,2,0,2,0,0
90,91,728483,728789.0,0,0,0,0,2
91,92,729095,729784.5,0,0,0,0,0
92,93,730474,734048.5,0,0,0,0,1
93,94,737623,737975.0,0,0,0,0,0
94,95,738327,738790.5,0,0,0,0,0
95,96,739254,741523.5,1,0,0,0,2
96,97,743793,746783.0,0,0,0,0,0
97,98,749773,754280.5,0,0,0,0,0
98,99,758788,766294.5,0,4,0,0,0
99,100,773801,776828.5,2,1,0,1,3
100,101,779856,780090.5,0,0,0,0,0
101,102,780325,781088.5,1,0,0,0,0
102,103,781852,787285.5,5,2,0,0,1
103,104,792719,794461.0,0,0,0,0,2
104,105,796203,796257.0,0,0,0,0,0
105,106,796311,796618.0,0,0,0,0,0
106,107,796925,796999.0,0,0,0,0,0
107,108,797073,797263.0,0,0,0,0,0
108,109,797453,797538.0,0,0,0,0,0
109,110,797623,797896.5,0,0,0,0,1
110,111,798170,798952.5,0,0,0,0,0
111,112,799735,800715.0,0,0,0,0,0
112,113,801695,802121.5,0,3,0,0,0
113,114,802548,802896.5,0,0,0,0,0
114,115,803245,803305.5,0,0,0,0,0
115,116,803366,803638.5,0,0,2,0,0
116,117,803911,806093.0,4,1,0,0,1
117,118,808275,810179.0,0,0,1,0,0
118,119,812083,812344.0,0,2,0,0,0
119,120,812605,812711.5,0,0,0,0,0
120,121,812818,813156.5,0,0,0,0,0
121,122,813495,814591.0,4,0,0,0,0
122,123,815687,816789.0,1,0,0,0,0
123,124,817891,820285.0,11,0,0,0,0
124,125,822679,824191.0,0,0,1,1,0
125,126,825703,828433.0,0,4,2,0,0
126,127,831163,831899.0,0,0,1,0,0
127,128,832635,833292.5,0,0,0,0,1
128,129,833950,858194.5,8,2,4,6,2
129,130,882439,883242.0,1,1,0,0,0
130,131,884045,884249.0,0,0,2,0,0
131,132,884453,884731.0,0,0,0,0,1
132,133,885009,885209.5,0,0,0,0,0
133,134,885410,887414.5,0,1,2,2,3
134,135,889419,889656.5,0,0,0,0,0
135,136,889894,890165.0,0,0,0,0,0
136,137,890436,896605.0,1,1,0,0,1
137,138,902774,903866.5,0,0,0,1,0
138,139,904959,905490.0,0,0,0,0,1
139,140,906021,908933.5,0,0,0,1,1
140,141,911846,912126.5,0,0,0,0,0
141,142,912407,915195.5,0,0,0,0,0
142,143,917984,918937.5,0,0,0,0,0
143,144,919891,920925.0,0,2,0,0,0
144,145,921959,923122.5,0,0,1,0,4
145,146,924286,924397.0,0,0,0,0,0
146,147,924508,924750.5,0,0,0,0,1
147,148,924993,925161.0,0,0,0,0,0
148,149,925329,928309.0,0,0,0,0,2
149,150,931289,932188.5,0,0,0,0,0
150,151,933088,935203.5,0,0,0,1,1
151,152,937319,939877.0,0,0,0,0,0
152,153,942435,953329.5,0,0,0,0,0
153,154,964224,964864.5,0,0,0,0,0
154,155,965505,969895.0,0,0,1,0,0
155,156,974285,975287.5,0,1,0,1,0
156,157,976290,976919.0,1,0,0,0,3
157,158,977548,978414.0,0,0,0,0,0
158,159,979280,995410.5,10,4,2,6,1
159,160,1011541,1011933.0,0,0,0,0,0
160,161,1012325,1014350.5,3,0,1,0,0
161,162,1016376,1017678.0,1,0,0,1,1
162,163,1018980,1019253.5,0,0,1,0,0
163,164,1019527,1019722.5,0,0,0,0,0
164,165,1019918,1020023.5,0,0,0,0,0
165,166,1020129,1020413.5,1,0,0,0,0
166,167,1020698,1023591.5,1,3,0,0,0
167,168,1026485,1027812.5,2,2,0,1,0
168,169,1029140,1029274.5,0,0,0,0,0
169,170,1029409,1030827.0,0,0,0,0,0
170,171,1032245,1032828.0,0,0,0,0,0
171,172,1033411,1033541.5,0,0,0,0,0
172,173,1033672,1034062.5,0,0,1,0,0
173,174,1034453,1034979.5,0,0,0,0,0
174,175,1035506,1035736.5,0,0,0,0,0
175,176,1035967,1036170.0,0,0,0,0,0
176,177,1036373,1037073.0,0,0,0,0,0
177,178,1037773,1039070.5,0,1,5,0,0
178,179,1040368,1040440.0,0,0,0,0,0
179,180,1040512,1040579.5,0,0,0,0,0
180,181,1040647,1041159.0,0,0,0,0,0
181,182,1041671,1041831.5,0,0,0,0,0
182,183,1041992,1042085.0,0,0,0,0,0
183,184,1042178,1042281.5,0,0,0,0,0
184,185,1042385,1042474.0,0,0,0,0,0
185,186,1042563,1044726.5,0,0,3,0,0
186,187,1046890,1050891.0,2,0,2,2,0
187,188,1054892,1061887.5,2,0,0,0,0
188,189,1068883,1087684.0,21,40,15,0,0
189,190,1106485,1113083.0,6,1,0,0,0
190,191,1119681,1119983.5,0,0,0,0,0
191,192,1120286,1121116.0,0,0,0,0,0
192,193,1121946,1123501.0,0,0,0,1,1
193,194,1125056,1127452.0,0,1,0,0,0
194,195,1129848,1141777.0,9,0,0,0,0
195,196,1153706,1156446.0,0,0,0,0,0
196,197,1159186,1160369.5,0,0,0,0,0
197,198,1161553,1162682.0,0,0,0,0,0
198,199,1163811,1164068.0,1,0,0,0,0
199,200,1164325,1164816.0,0,0,0,0,0
200,201,1165307,1165513.0,0,0,0,0,0
201,202,1165719,1165830.5,0,0,0,0,0
202,203,1165942,1166306.0,0,0,0,0,0
203,204,1166670,1167223.0,0,0,0,0,0
204,205,1167776,1168202.0,1,0,0,0,0
205,206,1168628,1168693.5,0,0,0,0,0
206,207,1168759,1168804.0,0,0,0,0,0
207,208,1168849,1169028.5,0,0,0,0,0
208,209,1169208,1169245.0,0,0,0,0,0
209,210,1169282,1169294.5,0,0,0,0,0
210,211,1169307,1169458.0,0,0,0,0,0
211,212,1169609,1169675.0,0,0,0,0,0
212,213,1169741,1169756.5,0,0,0,0,0
213,214,1169772,1169795.5,0,0,0,0,0
214,215,1169819,1169921.5,0,0,0,0,0
215,216,1170024,1170045.5,0,0,0,0,0
216,217,1170067,1170164.5,0,0,0,0,0
217,218,1170262,1170384.0,0,0,0,0,0
218,219,1170506,1171649.0,0,0,0,0,0
219,220,1172792,1176358.5,24,1,0,0,0
220,221,1179925,1186937.0,30,24,0,0,0
221,222,1193949,1194367.5,1,1,0,0,0
222,223,1194786,1197582.5,0,3,1,0,0
223,224,1200379,1215191.5,52,66,0,0,0
224,225,1230004,1232433.5,0,5,0,0,0
225,226,1234863,1256327.0,35,8,0,0,0
226,227,1277791,1282280.5,10,10,0,0,0
227,228,1286770,1289129.5,15,3,2,0,0
228,229,1291489,1299310.5,1,1,1,0,0
229,230,1307132,1308811.5,0,0,0,0,0
230,231,1310491,1310577.0,0,0,0,0,0
231,232,1310663,1316393.0,5,0,5,0,0
232,233,1322123,1325602.5,5,0,1,0,4
233,234,1329082,1334722.5,0,0,0,0,0
234,235,1340363,1342294.5,0,0,0,0,1
235,236,1344226,1348216.5,0,1,0,2,1
236,237,1352207,1355763.5,0,1,0,1,2
237,238,1359320,1359366.0,0,0,0,0,0
238,239,1359412,1359502.5,0,0,0,0,0
239,240,1359593,1359634.5,0,0,0,0,0
240,241,1359676,1360127.5,0,0,0,0,0
241,242,1360579,1360641.0,0,0,0,0,0
242,243,1360703,1361387.5,0,0,0,0,0
243,244,1362072,1364930.0,1,1,1,0,0
244,245,1367788,1387521.5,58,18,15,0,0
245,246,1407255,1409178.0,0,0,0,0,0
246,247,1411101,1413392.0,0,0,1,0,4
247,248,1415683,1421952.5,1,0,1,0,0
248,249,1428222,1430417.0,0,0,0,0,4
249,250,1432612,1443448.0,0,0,1,1,1
250,251,1454284,1456185.5,4,0,1,0,11
251,252,1458087,1458203.5,0,0,0,0,0
252,253,1458320,1462192.5,0,0,0,0,0
253,254,1466065,1467819.0,0,0,0,0,1
254,255,1469573,1471600.5,0,0,0,0,0
255,256,1473628,1473775.0,0,0,0,0,0
256,257,1473922,1475024.5,0,0,1,0,1
257,258,1476127,1479619.5,2,1,4,0,0
258,259,1483112,1483389.5,0,0,1,0,1
259,260,1483667,1484875.0,1,0,1,1,1
260,261,1486083,1486315.0,0,0,0,0,0
261,262,1486547,1488094.0,0,0,3,0,1
262,263,1489641,1489995.0,0,0,0,0,0
263,264,1490349,1490520.0,0,0,0,0,0
264,265,1490691,1492968.0,1,0,6,0,0
265,266,1495245,1495339.0,0,0,1,0,0
266,267,1495433,1495496.5,0,0,0,0,0
267,268,1495560,1495958.5,1,0,2,0,0
268,269,1496357,1497434.0,0,0,0,0,2
269,270,1498511,1498529.0,0,0,0,0,0
270,271,1498547,1499165.5,0,0,0,0,0
271,272,1499784,1501890.5,2,0,2,0,1
272,273,1503997,1504275.5,0,0,1,0,0
273,274,1504554,1507910.5,0,0,1,0,0
274,275,1511267,1511853.0,0,0,0,0,0
275,276,1512439,1514582.0,0,0,1,0,0
276,277,1516725,1521628.5,0,1,4,0,0
277,278,1526532,1528149.5,0,0,2,0,0
278,279,1529767,1529803.0,0,0,0,0,0
279,280,1529839,1532857.0,0,0,0,0,0
280,281,1535875,1536089.5,0,0,0,0,0
281,282,1536304,1537118.5,0,0,0,0,0
282,283,1537933,1539401.0,0,0,0,0,0
283,284,1540869,1541517.5,0,0,0,0,0
284,285,1542166,1542664.5,0,0,0,0,0
285,286,1543163,1545105.5,0,0,0,0,0
286,287,1547048,1547666.5,0,0,0,0,0
287,288,1548285,1550214.0,0,0,0,0,0
288,289,1552143,1553299.5,0,0,1,0,0
289,290,1554456,1560579.0,1,0,4,0,0
290,291,1566702,1566944.0,0,0,0,0,0
291,292,1567186,1567640.5,0,0,2,0,0
292,293,1568095,1568141.5,0,0,0,0,0
293,294,1568188,1568589.0,0,0,0,0,0
294,295,1568990,1569157.5,0,0,0,0,0
295,296,1569325,1569468.5,0,0,0,0,0
296,297,1569612,1569857.5,0,0,0,0,0
297,298,1570103,1570264.5,0,0,0,0,0
298,299,1570426,1570557.0,0,0,0,0,0
299,300,1570688,1570912.5,0,0,0,0,0
300,301,1571137,1571270.5,0,0,0,0,0
301,302,1571404,1571650.0,0,0,0,0,0
302,303,1571896,1572222.5,0,0,0,0,0
303,304,1572549,1572893.5,0,0,0,0,0
304,305,1573238,1573607.0,0,0,0,0,0
305,306,1573976,1574043.5,0,0,0,0,0
306,307,1574111,1574901.0,0,0,0,0,0
307,308,1575691,1576291.5,0,0,0,0,0
308,309,1576892,1577870.5,0,0,0,0,0
309,310,1578849,1578869.5,0,0,0,0,0
310,311,1578890,1579105.5,0,0,0,0,1
311,312,1579321,1579382.5,0,0,0,0,0
312,313,1579444,1579592.5,0,0,0,0,0
313,314,1579741,1579925.0,0,0,0,0,1
314,315,1580109,1580297.0,0,0,0,0,0
315,316,1580485,1580587.0,0,0,0,0,0
316,317,1580689,1581084.5,0,0,0,0,1
317,318,1581480,1581915.5,0,0,0,0,1
318,319,1582351,1584592.0,0,0,0,0,0
319,320,1586833,1587674.0,0,0,3,0,0
320,321,1588515,1588646.0,0,0,0,0,1
321,322,1588777,1589301.5,0,0,1,1,0
322,323,1589826,1591225.5,0,0,1,0,0
323,324,1592625,1593092.5,0,0,0,0,0
324,325,1593560,1593593.0,0,0,0,0,0
325,326,1593626,1595860.0,0,0,2,0,0
326,327,1598094,1606432.5,0,0,2,0,0
327,328,1614771,1620021.0,0,0,2,0,0
328,329,1625271,1626916.5,0,2,1,0,0
329,330,1628562,1629485.0,0,0,0,0,0
330,331,1630408,1631587.0,0,0,0,0,0
331,332,1632766,1635486.0,0,0,0,0,0
332,333,1638206,1638813.5,0,0,0,0,0
333,334,1639421,1643151.0,0,0,0,0,0
334,335,1646881,1647203.0,0,0,0,0,0
335,336,1647525,1647652.0,0,0,0,0,0
336,337,1647779,1649639.0,1,0,0,0,0
337,338,1651499,1655533.5,1,0,2,0,2
338,339,1659568,1662285.5,0,0,0,0,0
339,340,1665003,1666966.5,0,0,3,1,0
340,341,1668930,1674181.0,5,0,0,0,0
341,342,1679432,1681835.0,0,0,5,0,0
342,343,1684238,1684355.0,0,0,0,0,0
343,344,1684472,1684888.5,0,0,0,0,0
344,345,1685305,1688069.0,0,0,2,0,0
345,346,1690833,1692465.0,0,0,0,0,1
346,347,1694097,1695650.0,0,0,0,0,2
347,348,1697203,1697265.5,0,0,0,0,0
348,349,1697328,1697656.0,1,0,0,0,1
349,350,1697984,1698155.5,0,0,0,0,0
350,351,1698327,1698415.5,0,0,0,0,0
351,352,1698504,1698636.0,0,0,0,0,0
352,353,1698768,1699008.5,0,0,0,0,0
