,Distinct count
511,1
579,1
562,1
571,1
545,1
583,1
512,1
559,1
582,1
514,1
552,1
598,1
503,1
553,1
589,1
556,1
505,1
555,1
574,1
542,1
535,1
561,1
543,2
506,2
510,2
578,2
554,2
509,2
550,2
565,2
502,2
534,2
539,2
546,2
560,2
528,2
541,2
568,2
597,2
580,2
551,2
525,2
540,3
590,3
527,3
531,3
595,3
513,3
586,3
532,3
533,3
522,3
570,3
599,3
548,4
576,4
593,4
519,4
530,4
558,4
518,4
536,4
594,4
547,4
591,4
569,4
544,5
529,5
584,5
549,5
596,5
585,6
588,6
520,6
592,7
572,7
500,8
566,8
524,8
526,8
587,9
564,9
515,13
577,14
501,15
517,18
567,19
516,21
