,Distinct count
214,1
218,1
225,1
202,1
207,1
209,1
249,1
224,1
226,1
228,1
229,1
234,1
220,1
293,1
268,1
297,1
272,1
231,1
246,1
283,1
295,1
273,1
294,1
257,1
285,1
262,1
252,1
227,1
235,1
244,1
215,2
222,2
248,2
212,2
261,2
243,2
208,2
277,2
237,2
270,2
288,2
296,2
298,2
280,2
247,3
266,3
219,3
250,3
239,3
245,3
203,3
204,3
206,3
210,3
255,3
236,3
281,3
274,3
276,3
240,3
213,3
256,3
201,4
205,4
238,4
258,4
265,4
275,4
233,4
254,4
264,4
259,5
217,5
242,5
292,5
216,6
211,6
253,6
263,6
200,7
282,7
241,8
