,Distinct count
011,2
013,2
046,2
012,3
014,3
057,4
077,4
039,4
032,4
083,4
008,5
082,5
074,5
041,5
043,5
089,5
028,5
042,5
052,5
066,5
068,5
084,5
049,6
076,6
063,6
019,6
025,6
034,6
009,6
045,6
067,6
071,6
016,6
002,6
044,6
095,6
029,6
088,7
098,7
031,7
075,7
085,7
001,7
033,7
023,7
092,7
048,7
087,8
090,8
027,8
073,8
038,8
058,8
072,8
081,8
093,8
051,8
006,9
024,9
080,9
099,9
005,9
017,9
078,9
097,9
036,9
055,9
094,9
030,10
091,10
035,10
047,10
079,10
037,10
062,10
056,10
054,10
061,11
050,11
026,11
069,11
060,12
018,12
022,12
053,12
096,12
007,13
003,13
086,13
064,14
015,15
070,15
040,16
004,16
021,17
059,17
065,18
020,27
010,28
