,Distinct count
757,1
772,1
763,1
782,1
787,2
788,2
781,2
731,2
764,2
705,2
765,2
759,2
783,2
752,2
779,2
704,2
701,2
766,2
767,2
727,2
771,2
716,3
778,3
710,3
706,3
774,3
795,3
769,3
733,3
739,3
775,3
703,4
762,4
735,4
754,4
736,4
722,4
793,4
726,4
768,4
719,4
777,5
789,5
798,5
747,5
756,5
758,5
721,5
718,5
729,5
785,6
786,6
794,6
708,6
717,6
753,6
714,6
755,7
724,7
734,7
744,7
707,7
751,7
743,7
799,7
797,7
715,8
711,8
750,8
728,8
796,8
792,8
702,9
784,9
713,9
748,9
760,10
738,10
761,10
712,11
742,11
730,11
732,11
746,11
737,11
723,11
776,12
749,13
709,13
770,13
745,13
791,13
740,13
741,14
720,16
725,19
780,19
790,23
700,25
