section,section_title,st_pos,mid_pos,@YY806,@YY010,@YY020,@YY700,@YY790,@YY358,@YY516,@YY725,@YY567,@YY780
276,### ||| الإيوان الكبير,274020,274869.5,0,0,0,0,0,0,1,0,0,0
277,### || المحول:,275719,276000.5,0,0,0,0,0,0,0,0,0,0
278,### ||| وصف الدعوة وترتيبها:,276282,276289.5,0,0,0,0,0,0,0,0,0,0
279,### |||| الدعوة الأولى:,276297,276842.5,0,0,0,0,0,0,0,0,0,0
280,### |||| الدعوة الثانية:,277388,277429.5,0,0,0,0,0,0,0,0,0,0
281,### |||| الدعوة الثالثة:,277471,277617.0,0,0,0,0,0,0,0,0,0,0
282,### |||| الدعوة الرابعة:,277763,278028.5,0,0,0,0,0,0,0,0,0,0
283,### |||| الدعوة الخامسة:,278294,278413.0,0,0,0,0,0,0,0,0,0,0
284,### |||| الدعوة السادسة:,278532,278619.0,0,0,0,0,0,0,0,0,0,0
285,### |||| الدعوة السابعة:,278706,279051.5,0,0,0,0,0,0,0,0,0,0
286,### ||| ابتداء هذه الدعوة:,279397,279509.5,0,0,0,0,0,0,0,0,0,0
287,### ||| صفة العهد الذي يؤخذ على المدعو:,279622,279979.0,0,0,0,0,0,0,0,0,0,0
288,### || الدواوين,280336,280530.0,0,0,0,0,0,0,0,0,0,0
289,### ||| ديوان المجلس,280724,281779.0,0,1,0,0,0,0,1,0,0,0
290,### ||| ديوان النظر,282834,282876.5,0,0,0,0,0,0,0,0,0,0
291,### ||| ديوان التحقيق,282919,283002.5,0,0,0,0,0,0,0,0,0,0
292,### ||| ديوان الجيوش والرواتب,283086,283095.0,0,0,0,0,0,0,0,0,0,0
293,### |||| [ديوان الجيش],283104,283174.0,0,0,0,0,0,0,0,0,0,0
294,### |||| [ديوان الرواتب],283244,283274.0,0,0,0,0,0,0,0,0,0,0
295,### ||||| العرض الأول:,283304,283330.0,0,0,0,0,0,0,0,0,0,0
296,### ||||| العرض الثاني,283356,283398.0,0,0,0,0,0,0,0,0,0,0
297,### ||||| العرض الثالث:,283440,283467.0,0,0,0,0,0,0,0,0,0,0
298,### ||||| العرض الرابع:,283494,283517.0,0,0,0,0,0,0,0,0,0,0
299,### ||||| العرض الخامس:,283540,283574.5,0,0,0,0,0,0,0,0,0,0
300,### ||||| العرض السادس:,283609,283631.0,0,0,0,0,0,0,0,0,0,0
301,### ||||| العرض السابع:,283653,283693.0,0,0,0,0,0,0,0,0,0,0
302,### ||||| العرض الثامن:,283733,283787.5,0,0,0,0,0,0,0,0,0,0
303,### ||| ديوان الإنشاء والمكاتبات,283842,283899.0,0,0,0,0,0,0,0,0,0,0
304,### ||| التوقيع بالقلم الدقيق في المظالم,283956,284021.0,0,0,0,0,0,0,0,0,0,0
305,### ||| التوقيع بالقلم الجليل,284086,284098.5,0,0,0,0,0,0,0,0,0,0
306,### ||| مجلس النظر في المظالم,284111,284246.0,0,0,0,0,0,0,0,0,0,0
307,### || رتب الأمراء,284381,284481.5,0,0,0,0,0,0,0,0,0,0
308,### ||| قاضي القضاة,284582,284756.0,0,0,0,0,0,0,0,0,0,0
309,### || قاعة الفضة,284930,284935.5,0,0,0,0,0,0,0,0,0,0
310,### || قاعة السدرة,284941,284979.0,0,0,0,0,0,0,0,0,0,0
311,### || قاعة الخيم,285017,285028.5,0,0,0,0,0,0,0,0,0,0
312,### || المناظر الثلاث,285040,285065.0,0,0,0,0,0,0,0,0,0,0
313,### || قصر الشوك,285090,285122.5,0,0,0,0,0,0,0,0,0,0
314,### || قصر أولاد الشيخ,285155,285189.5,0,0,0,0,0,0,0,0,0,0
315,### || الركن المخلق,285224,285244.0,0,0,0,0,0,0,0,0,0,0
316,### || قصر الزمرد,285264,285331.0,0,0,0,0,0,0,0,0,0,0
317,### || الركن المخلق,285398,285474.5,0,0,0,0,0,0,0,0,0,0
318,### || السقيفة,285551,285940.5,0,0,0,0,0,0,0,0,0,0
319,### || دار الضرب,286330,286480.5,0,0,0,0,0,0,0,0,0,0
320,### || خزائن السلاح,286631,286655.0,0,0,0,0,0,0,0,0,0,0
321,### || المارستان العتيق,286679,286765.0,0,0,0,0,0,0,0,0,0,0
322,### || التربة المعزية,286851,287091.5,0,0,0,0,0,0,1,0,0,0
323,### || القصر النافعي,287332,287415.0,0,0,0,0,0,0,0,0,0,0
324,### || الخزائن التي كانت بالقصر,287498,287505.0,0,0,0,0,0,0,0,0,0,0
325,### ||| خزانة الكتب,287512,287908.0,0,0,0,0,0,0,0,0,0,0
326,### ||| خزانة الكسوات,288304,289704.5,0,0,0,0,0,0,1,0,1,0
327,### ||| خزائن الجوهر والطيب والطرائف,291105,292010.0,0,0,0,0,0,0,0,0,0,0
328,### ||| خزائن الفرش والأمتعة,292915,293197.5,0,0,0,0,0,0,0,0,0,0
329,### ||| خزائن السلاح,293480,293629.5,0,0,0,0,0,0,0,0,0,0
330,### ||| خزائن السروج,293779,293989.5,0,0,0,0,0,0,0,0,0,0
331,### ||| خزائن الخيم,294200,294656.5,0,0,0,0,0,0,0,0,0,0
332,### ||| خزانة الشراب,295113,295215.5,0,0,0,0,0,0,0,0,0,0
333,### ||| خزانة التوابل,295318,295953.5,0,0,0,0,0,0,0,0,0,0
334,### ||| دار التعبية,296589,296641.0,0,0,0,0,0,0,0,0,0,0
335,### ||| خزانة الأدم,296693,296717.0,0,0,0,0,0,0,0,0,0,0
336,### ||| خزائن دار أفتكين,296741,297060.5,0,0,0,0,0,0,0,0,0,0
337,### ||| خزانة البنود,297380,298109.5,0,0,0,0,0,0,0,0,0,0
338,### ||| دار الفطرة,298839,299302.5,0,0,0,0,0,0,0,0,0,0
339,### ||| المشهد الحسيني,299766,300121.0,0,0,0,0,0,0,0,0,0,0
340,### |||| خبر الحسين:,300476,301457.0,0,0,0,0,0,0,0,0,0,0
341,### |||| ما كان يعمل في يوم عاشوراء,302438,302847.5,0,0,0,0,0,0,1,0,0,0
342,### || ذكر أبواب القصر الكبير الشرقي,303257,303280.0,0,0,0,0,0,0,0,0,0,0
343,### ||| باب الذهب «1» :,303303,303382.0,0,0,0,0,0,0,0,0,0,0
344,### |||| جلوس الخليفة في الموالد بالمنظرة علو باب الذهب:,303461,303922.5,0,0,0,0,0,0,1,0,0,0
345,### ||| باب البحر «1» :,304384,304668.0,0,0,0,0,0,0,0,0,0,0
346,### ||| باب الريح «7» :,304952,305234.5,0,0,0,0,0,0,0,0,0,0
347,### ||| باب الزمرد «1» :,305517,305530.0,0,0,0,0,0,0,0,0,0,0
348,### ||| باب العيد «2» :,305543,305603.5,0,0,0,0,0,0,0,0,0,0
349,### ||| باب قصر الشوك «3» :,305664,305696.0,0,0,0,0,0,0,0,0,0,0
350,### ||| باب الديلم «4» :,305728,305746.0,0,0,0,0,0,0,0,0,0,0
351,### ||| باب تربة الزعفران «1» :,305764,305789.0,0,0,0,0,0,0,0,0,0,0
352,### ||| باب الزهومة «2» :,305814,305858.5,0,0,0,0,0,0,0,0,0,0
353,### || ذكر المنحر,305903,305978.5,0,0,0,0,0,0,0,0,0,0
354,### ||| ما كان يعمل في عيد النحر:,306054,306814.5,0,0,0,0,0,0,1,0,0,0
355,### || ذكر دار الوزارة الكبرى,307575,308073.0,0,0,0,1,0,0,0,0,0,0
356,### ||| ذكر رتبة الوزارة، وهيئة خلعهم، ومقدار جاريهم، وما يتعلق بذلك,308571,309729.5,0,0,0,0,0,0,0,0,0,0
357,### || ذكر الحجر «1» التي كانت برسم الصبيان الحجرية,310888,311241.0,0,0,0,0,0,0,0,0,0,0
358,### || ذكر المناخ السعيد,311594,311683.0,0,0,0,0,0,0,0,0,0,0
359,### || ذكر اصطبل الطارمة,311772,311995.5,0,0,0,0,0,0,0,0,0,0
360,### || ذكر دار الضرب «1» وما يتعلق بها,312219,312364.0,0,0,0,0,0,0,1,0,0,0
361,### || دار العلم الجديدة «2» :,312509,312597.0,0,0,0,0,0,0,0,0,0,0
362,### || موسم أول العام:,312685,313390.5,0,0,0,0,0,0,0,0,0,0
363,### ||| [آلات الموكب],314096,314370.5,0,0,0,0,0,0,0,0,0,0
364,### ||| [ظريقة الموكب],314645,315215.0,0,0,0,0,0,0,0,0,0,0
365,### ||| [دنانير الغرة التي كانت تضرب وتفرق في أول السنة @YY000 في أيام الخلفاء],315785,315853.0,0,0,0,0,0,0,0,0,0,0
366,### || ذكر ما كان يضرب في خميس العدس من خراريب الذهب,315921,316007.0,0,0,0,0,0,0,0,0,0,0
367,### || ذكر دار الوكالة الآمرية,316093,316128.0,0,0,0,0,0,0,1,0,0,0
368,### || ذكر مصلى العيد,316163,316189.0,0,0,0,0,0,0,0,0,0,0
369,### ||| ذكر هيئة صلاة العيد وما يتعلق بها,316215,318011.5,0,0,0,0,0,0,1,0,0,0
370,### ||| [المخلقات بركوب الخليفة لصلاة العيد],319808,320081.0,0,0,0,0,0,0,0,0,0,0
371,### || ذكر القصر الصغير الغربي,320354,320461.0,0,0,0,0,0,0,0,0,0,0
372,### ||| الميدان:,320568,320577.5,0,0,0,0,0,0,0,0,0,0
373,### ||| البستان الكافوري:,320587,320687.0,0,0,0,0,0,0,0,0,0,0
374,### |||| القاعة:,320787,320913.0,0,0,0,0,0,0,0,0,0,0
375,### ||| أبواب القصر الغربي,321039,321048.5,0,0,0,0,0,0,0,0,0,0
376,### |||| باب الساباط ms1032:,321058,321134.5,0,0,0,0,0,0,1,0,0,0
377,### |||| باب التبانين:,321211,321224.0,0,0,0,0,0,0,0,0,0,0
378,### |||| باب الزمرذ:,321237,321245.5,0,0,0,0,0,0,0,0,0,0
379,### || ذكر دار العلم,321254,322032.0,0,0,0,0,0,0,1,0,0,0
380,### || ذكر دار الضيافة,322810,323120.5,0,0,0,0,0,0,0,0,0,0
381,### || ذكر اصطبل الحجرية,323431,323469.0,0,0,0,0,0,0,0,0,0,0
382,### || ذكر مطبخ القصر,323507,323539.5,0,0,0,0,0,0,0,0,0,0
383,### || درب السلسلة:,323572,323745.5,0,0,0,0,0,0,0,0,0,0
384,### || ذكر الدار المأمونية,323919,323935.5,0,0,0,0,0,0,0,0,0,0
385,### ||| المأمون البطائحي:,323952,324270.0,0,0,0,0,0,0,0,0,0,0
386,### || حبس المعونة:,324588,324652.5,0,0,0,0,0,0,0,0,0,0
387,### || ذكر الحسبة «1» ودار العيار,324717,324902.5,0,0,0,0,0,0,0,0,0,0
388,### || اصطبل الجميزة:,325088,325180.5,0,0,0,0,0,0,0,0,0,0
389,### || دار الديباج «1» :,325273,325364.5,0,0,0,0,0,0,0,0,0,0
390,### || الأهراء السلطانية «1» :,325456,325659.5,0,0,0,0,0,0,0,0,0,0
391,### || ذكر المناظر التي كانت للخلفاء الفاطميين، ومواضع نزههم ما كان لهم فيها من أمور جميلة,325863,325909.0,0,0,0,0,0,0,0,0,0,0
392,### ||| منظرة الجامع الأزهر:,325955,325967.0,0,0,0,0,0,0,0,0,0,0
393,### |||| ذكر ليالي الوقود «1» :,325979,326681.5,0,0,0,0,0,0,1,0,0,0
394,### ||| منظرة للؤلؤة:,327384,327965.0,0,0,0,0,0,0,0,0,1,0
395,### ||| منظرة الغزالة «1» :,328546,328792.5,0,0,0,0,0,0,0,0,0,0
396,### ||| دار الذهب:,329039,329185.0,0,0,0,0,0,0,0,0,0,0
397,### ||| منظرة السكرة:,329331,329365.5,0,0,0,0,0,0,0,0,0,0
398,### |||| ذكر ما كان يعمل يوم فتح الخليج,329400,332484.5,0,0,0,0,0,0,1,0,0,0
399,### ||| منظرة الدكة:,335569,335654.0,0,0,0,0,0,0,0,0,0,0
400,### ||| منظرة المقس «1» :,335739,336006.0,0,0,0,0,0,0,0,0,0,0
401,### ||| منظرة البعل:,336273,336476.0,0,0,0,0,0,0,0,0,0,0
402,### ||| منظرة التاج:,336679,336716.5,0,0,0,0,0,0,0,0,0,0
403,### ||| منظرة الخمس وجوه:,336754,336825.5,0,0,0,0,0,0,0,0,0,0
404,### ||| منظرة باب الفتوح:,336897,337140.0,0,0,0,0,0,0,0,0,0,0
405,### ||| منظرة الصناعة:,337383,337765.5,0,0,0,0,0,0,0,0,0,0
406,### ||| دار الملك:,338148,338560.5,0,0,0,0,0,0,0,0,0,0
407,### ||| منازل العز,338973,339006.0,0,0,0,0,0,0,0,0,0,0
408,### ||| الهودج:,339039,339484.0,0,0,0,0,0,0,0,0,0,0
409,### ||| قصر القرافة:,339929,340068.5,0,0,0,0,0,0,0,0,1,0
410,### ||| المنظرة ببركة الحبش «1» :,340208,340265.0,0,0,0,0,0,0,0,0,0,0
411,### ||| البساتين:,340322,340599.5,0,0,0,0,0,0,0,0,0,0
412,### ||| قبة الهواء:,340877,340902.5,0,0,0,0,0,0,0,0,0,0
413,### ||| بحر أبي المنجا «1» :,340928,341274.5,0,0,0,0,0,0,0,0,0,0
414,### ||| قصر الورد بالخاقانية:,341621,341755.5,0,0,0,0,0,0,0,0,0,0
415,### ||| بركة الجب:,341890,342184.5,0,0,0,0,0,0,0,0,0,0
416,### ||| المشتهى:,342479,342486.0,0,0,0,0,0,0,0,0,0,0
417,### || ذكر الأيام التي كان الخلفاء الفاطميون يتخذونها أعيادا، ومواسم تتسع بها أحوال الرعية، وتكثر نعمهم,342493,342547.5,0,0,0,0,0,0,0,0,0,0
418,### ||| موسم رأس السنة:,342602,342645.0,0,0,0,0,0,0,0,0,0,0
419,### ||| موسم أول العام:,342688,342729.5,0,0,0,0,0,0,0,0,0,0
420,### ||| يوم عاشوراء «1» :,342771,342885.0,0,0,0,0,0,0,0,0,0,0
421,### ||| عيد النصر:,342999,343066.0,0,0,0,0,0,0,0,0,0,0
422,### ||| المواليد الستة:,343133,343143.5,0,0,0,0,0,0,0,0,0,0
423,### ||| ليالي الوقود الأربع:,343154,343173.0,0,0,0,0,0,0,0,0,0,0
424,### ||| موسم شهر رمضان:,343192,343232.5,0,0,0,0,0,0,0,0,0,0
425,### ||| إبطال المسكرات:,343273,343313.0,0,0,0,0,0,0,0,0,0,0
426,### ||| ومنها غرة رمضان:,343353,343376.0,0,0,0,0,0,0,0,0,0,0
427,### ||| ومنها ركوب الخليفة في أول شهر رمضان:,343399,343428.5,0,0,0,0,0,0,0,0,0,0
428,### ||| ومنها سماط شهر رمضان:,343458,343466.5,0,0,0,0,0,0,0,0,0,0
429,### ||| سحور الخليفة:,343475,343590.0,0,0,0,0,0,0,0,0,0,0
430,### ||| ومنها الختم في آخر رمضان:,343705,343794.0,0,0,0,0,0,0,0,0,0,0
431,### ||| ذكر مذاهبهم في أول الشهور,343883,343995.0,0,0,0,0,0,0,0,0,0,0
432,### ||| قافلة الحج:,344107,344157.5,0,0,0,0,0,0,0,0,0,0
433,### ||| موسم عيد الفطر:,344208,344225.5,0,0,0,0,0,0,0,0,0,0
434,### ||| عيد النحر:,344243,344263.0,0,0,0,0,0,0,0,0,0,0
435,### ||| عيد الغدير «1» :,344283,344303.5,0,0,0,0,0,0,0,0,0,0
436,### ||| كسوة الشتاء والصيف:,344324,344337.5,0,0,0,0,0,0,0,0,0,0
437,### ||| موسم فتح الخليج «2» :,344351,344377.0,0,0,0,0,0,0,0,0,0,0
438,### || ذكر النوروز,344403,344805.0,0,0,0,0,0,0,1,0,0,0
439,### ||| الميلاد:,345207,345248.5,0,0,0,0,0,0,0,0,0,0
440,### ||| الغطاس:,345290,345454.5,0,0,0,0,0,0,0,0,0,0
441,### ||| خميس العهد:,345619,345641.5,0,0,0,0,0,0,0,0,0,0
442,### ||| أيام الركوبات:,345664,345690.5,0,0,0,0,0,0,0,0,0,0
443,### ||| صلاة الجمعة:,345717,345748.0,0,0,0,0,0,0,0,0,0,0
444,### ||| [قصيدة عمارة اليمني في رثاء الدولة الفاطمية],345779,346084.5,0,0,0,0,0,0,0,0,0,0
445,### || ذكر ما كان من أمر القصرين، والمناظر بعد زوال الدولة الفاطمية,346390,347001.5,0,0,0,0,0,0,0,0,1,0
446,### | ذكر حارات القاهرة وظواهرها,347613,347627.5,0,0,0,0,0,0,0,0,0,0
447,### || حارة بهاء الدين:,347642,347711.0,0,0,0,0,0,0,0,0,0,0
448,### ||| ذكر واقعة العبيد,347780,348136.5,0,0,0,0,0,0,0,0,0,0
449,### || حارة برجوان:,348493,348844.0,0,0,0,0,0,0,0,0,0,0
450,### || حارة زويلة:,349195,349276.0,0,0,0,0,0,0,0,0,0,0
451,### || الحارة المحمودية «5» :,349357,349480.0,0,0,0,0,0,0,0,0,0,0
452,### || حارة الجودرية:,349603,349676.0,0,0,0,0,0,0,0,0,0,0
453,### || حارة الوزيرية:,349749,349777.5,0,0,0,0,0,0,0,0,0,0
454,### ||| يعقوب بن يوسف بن كلس أبو الفرج.,349806,350855.0,0,0,0,0,0,0,0,0,0,0
455,### || حارة الباطلية:,351904,352041.5,0,0,0,0,0,0,0,0,0,0
456,### || حارة الروم:,352179,352209.5,0,0,0,0,0,0,0,0,0,0
457,### || حارة الديلم:,352240,352860.5,0,0,0,0,0,0,0,0,0,0
458,### || حارة الأتراك:,353481,353553.5,0,0,0,0,0,0,0,0,0,0
459,### || حارة كتامة «1» :,353626,353657.5,0,0,0,0,0,0,0,0,0,0
460,### ||| ذكر أبي عبد الله الشيعي,353689,354264.5,0,0,0,0,0,1,0,0,0,0
461,### || حارة الصالحية:,354840,354879.5,0,0,0,0,0,0,0,0,0,0
462,### || حارة البرقية:,354919,354949.5,0,0,0,0,0,0,0,0,0,0
463,### ||| ذكر الأمراء البرقية ووزارة ضرغام,354980,355396.5,0,0,0,0,0,0,0,0,0,0
464,### || حارة العطوفية:,355813,355887.0,0,0,0,0,0,0,0,0,0,0
465,### || حارة الجوانية «3» :,355961,356142.5,0,0,0,0,0,0,0,0,0,0
466,### || حارة البستان:,356324,356335.0,0,0,0,0,0,0,0,0,0,0
467,### || حارة المرتاحية:,356346,356359.5,0,0,0,0,0,0,0,0,0,0
468,### || حارة الفرحية:,356373,356400.5,0,0,0,0,0,0,0,0,0,0
469,### || حارة فرج بالجيم:,356428,356444.0,0,0,0,0,0,0,0,0,0,0
470,### || حارة قائد القواد:,356460,356982.0,0,0,0,0,0,0,0,0,0,0
471,### || حارة الأمراء:,357504,357516.5,0,0,0,0,0,0,0,0,0,0
472,### || حارة الطوارق:,357529,357554.0,0,0,0,0,0,0,0,0,0,0
473,### || حارة الشرابية:,357579,357590.5,0,0,0,0,0,0,0,0,0,0
474,### || حارة الدميري وحارة الشاميين:,357602,357609.0,0,0,0,0,0,0,0,0,0,0
475,### || حارة المهاجرين:,357616,357656.0,0,0,0,0,0,0,0,0,0,0
476,### || حارة العدوية:,357696,357774.0,0,0,0,0,0,0,0,0,0,0
477,### || حارة العيدانية:,357852,357878.0,0,0,0,0,0,0,0,0,0,0
478,### || حارة الحمزيين:,357904,357984.5,0,0,0,0,0,0,0,0,0,0
479,### || حارة بني سوس:,358065,358074.0,0,0,0,0,0,0,0,0,0,0
480,### || حارة اليانسية:,358083,358236.5,0,0,0,0,0,0,0,0,0,0
481,### ||| ذكر وزارة أبي الفتح ناصر الجيوش يأنس الأرمني,358390,358632.5,0,0,0,0,0,0,0,0,0,0
482,### ||| ذكر الأمير حسن بن الخليفة الحافظ,358875,359317.5,0,0,0,0,0,0,0,0,0,0
483,### || حارة المنتجبية:,359760,359774.5,0,0,0,0,0,0,0,0,0,0
484,### || الحارة المنصورية:,359789,360021.5,0,0,0,0,0,0,0,0,0,0
485,### || حارة المصامدة:,360254,360480.5,0,0,0,0,0,0,0,0,0,0
486,### || حارة الهلالية:,360707,360716.0,0,0,0,0,0,0,0,0,0,0
487,### || حارة البيازرة:,360725,360807.0,0,0,0,0,0,0,0,0,0,0
488,### || حارة الحسينية:,360889,361378.5,0,0,0,0,0,0,0,0,0,0
489,### ||| ذكر قدوم الأويراتية,361868,362311.5,1,0,0,0,0,0,0,0,0,0
490,### || حارة حلب:,362755,362785.5,0,0,0,0,0,0,0,0,0,0
491,### | ذكر اخطاط القاهرة وظواهرها,362816,362838.0,0,0,0,0,0,0,0,0,0,0
492,### || خط خان الوراقة:,362860,362884.0,0,0,0,0,0,0,0,0,0,0
493,### || خط باب القنطرة:,362908,363120.0,0,0,0,0,0,0,0,0,0,0
494,### || خط بين السورين:,363332,363538.5,0,0,0,0,0,0,1,0,0,0
495,### || خط الكافوري:,363745,364186.5,0,0,0,0,0,0,0,0,0,0
496,### ||| ذكر كافور الإخشيدي,364628,364990.0,0,0,1,0,0,0,0,0,0,0
497,### || خط الخرشتف:,365352,365428.0,0,0,0,0,0,0,0,0,0,0
498,### || خط اصطبل القطبية «1» :,365504,365569.5,0,0,0,0,0,0,0,0,0,0
499,### || خط باب سر المارستان:,365635,365692.5,0,0,0,0,0,0,0,0,0,0
500,### || خط بين القصرين:,365750,366325.0,0,0,0,0,0,0,0,0,0,0
501,### || خط الخشيبة:,366900,366957.0,0,0,0,0,0,0,0,0,0,0
502,### ||| ذكر مقتل الخليفة الظافر,367014,367341.5,0,0,0,0,0,0,0,0,0,0
503,### || خط سقيفة العداس «1» :,367669,367941.0,0,0,0,0,0,0,0,0,0,0
504,### || خط البندقانيين:,368213,368633.0,0,0,0,0,0,0,0,0,0,0
505,### || خط دار الديباج:,369053,369096.0,0,0,0,0,0,0,0,0,0,0
506,### || خط الملحيين:,369139,369222.0,0,0,0,0,0,0,0,0,0,0
507,### || خط المسطاح:,369305,369325.5,0,0,0,0,0,0,0,0,0,0
508,### || خط قصر أمير سلاح:,369346,369902.5,0,1,1,0,0,0,0,0,0,0
509,### || خط قصر بشتاك:,370459,370824.5,0,0,0,0,0,0,0,0,0,0
510,### || خط باب الزهومة:,371190,371211.5,0,0,0,0,0,0,0,0,0,0
511,### || خط الزراكشة العتيق:,371233,371261.5,0,0,0,0,0,0,0,0,0,0
512,### || خط السبع خوخ العتيق «1» :,371290,371314.5,0,0,0,0,0,0,0,0,0,0
513,### || خط اصطبل الطارمة «2» :,371339,371372.5,0,0,0,0,0,0,0,0,0,0
514,### || خط الأكفانيين:,371406,371414.0,0,0,0,0,0,0,0,0,0,0
515,### || خط المناخ:,371422,371437.0,0,0,0,0,0,0,0,0,0,0
516,### || خط سويقة أمير الجيوش:,371452,371466.0,0,0,0,0,0,0,0,0,0,0
517,### || خط دكة الحسبة:,371480,371492.5,0,0,0,0,0,0,0,0,0,0
518,### || خط الفهادين:,371505,371511.0,0,0,0,0,0,0,0,0,0,0
519,### || خط خزانة البنود:,371517,371543.5,0,0,0,0,0,0,0,0,0,0
520,### || خط السفينة:,371570,371587.5,0,0,0,0,0,0,0,0,0,0
521,### || خط خان السبيل:,371605,371650.0,0,0,0,0,0,0,0,0,0,0
522,### || خط بستان ابن ms1193 صيرم:,371695,371730.5,0,0,0,0,0,0,0,0,0,0
523,### || خط قصر ابن عمار:,371766,372115.0,0,0,0,0,0,0,0,0,0,0
524,### | ذكر الدروب والأزقة,372464,372476.0,0,0,0,0,0,0,0,0,0,0
525,### || درب الأتراك:,372488,372539.5,0,0,0,0,0,0,0,0,0,0
526,### || درب الأسواني:,372591,372600.5,0,0,0,0,0,0,0,0,0,0
527,### || درب شمس الدولة:,372610,372637.0,0,0,0,0,0,0,0,0,0,0
528,### ||| توران شاه,372664,372947.0,0,0,0,0,0,0,0,0,0,0
529,### || درب ملوخيا:,373230,373253.0,0,0,0,0,0,0,0,0,0,0
530,### || درب السلسلة:,373276,373296.5,0,0,0,0,0,0,0,0,0,0
531,### || درب الشمسي:,373317,373366.0,0,0,0,0,0,0,0,0,0,0
532,### || درب بن طلائع:,373415,373458.5,0,0,0,0,0,0,0,0,0,0
533,### ||| (الدمر أمير جان دار «2» سيف الدين),373502,373882.5,0,0,0,0,0,0,0,0,0,0
534,### || درب قيطون:,374263,374276.0,0,0,0,0,0,0,0,0,0,0
535,### || درب السراج:,374289,374313.5,0,0,0,0,0,0,0,0,0,0
536,### || درب القاضي:,374338,374372.0,0,0,0,0,0,0,0,0,0,0
537,### || درب البيضاء:,374406,374420.0,0,0,0,0,0,0,0,0,0,0
538,### || درب المنقدي:,374434,374458.5,0,0,0,0,0,0,0,0,0,0
539,### || درب خرابة صالح:,374483,374508.5,0,0,0,0,0,0,0,0,0,0
540,### || درب الحسام:,374534,374548.0,0,0,0,0,0,0,0,0,0,0
541,### || درب المنصوري:,374562,374587.5,0,0,0,0,0,0,0,0,0,0
542,### || درب أمير حسين:,374613,374644.5,0,0,0,0,0,0,0,0,0,0
543,### || درب القماحين:,374676,374692.5,0,0,0,0,0,0,0,0,0,0
544,### || درب العسل:,374709,374736.0,0,0,0,0,0,0,0,0,0,0
545,### || درب الجباسة:,374763,374778.0,0,0,0,0,0,0,0,0,0,0
546,### || درب ابن عبد الظاهر:,374793,374816.0,0,0,0,0,0,0,0,0,0,0
547,### || درب الخازن:,374839,374887.5,0,0,0,0,0,0,0,0,0,0
548,### || درب الحبيشي:,374936,374964.0,0,0,0,0,0,0,0,0,0,0
549,### || درب بقولا الصفار: بحارة الروم،,374992,374999.0,0,0,0,0,0,0,0,0,0,0
550,### || درب دغمش:,375006,375027.5,0,0,0,0,0,0,0,0,0,0
551,### || درب أرقطاي:,375049,375094.5,0,0,0,0,0,0,0,0,0,0
552,### ||| أرقطاي الأمير سيف الدين الحاج أرقطاي,375140,375309.0,0,0,0,0,0,0,0,0,0,0
553,### || درب البنادين: بحارة الروم،,375478,375499.5,0,0,0,0,0,0,0,0,0,0
554,### || درب المكرم: بحارة الروم,375521,375531.5,0,0,0,0,0,0,0,0,0,0
555,### || درب الضيف: بحارة الديلم،,375542,375568.0,0,0,0,0,0,0,0,0,0,0
556,### || درب الرصاصي: بحارة الديلم،,375594,375616.5,0,0,0,0,0,0,0,0,0,0
557,### || درب ابن المجاور:,375639,375690.5,0,0,0,0,0,0,0,0,0,0
558,### || درب الكهارية:,375742,375753.5,0,0,0,0,0,0,0,0,0,0
559,### || درب الصفيرة: بتشديد الفاء,375765,375788.5,0,0,0,0,0,0,0,0,0,0
560,### || درب الأنجب:,375812,375859.5,0,0,0,0,0,0,0,0,0,0
561,### || درب كنيسة جدة: بضم الجيم،,375907,375918.5,0,0,0,0,0,0,0,0,0,0
562,### || درب ابن قطز:,375930,375948.5,0,0,0,0,0,0,0,0,0,0
563,### || درب الحريري:,375967,375989.5,0,0,0,0,0,0,0,0,0,0
564,### || درب ابن عرب:,376012,376058.0,0,0,0,0,0,0,0,0,0,0
565,### || درب ابن مغش:,376104,376146.0,0,0,0,0,0,0,0,0,0,0
566,### || درب مشترك:,376188,376236.0,0,0,0,0,0,0,0,0,0,0
567,### || درب العداس:,376284,376294.5,0,0,0,0,0,0,0,0,0,0
568,### || درب كاتب سيدي:,376305,376325.0,0,0,0,0,0,0,0,0,0,0
569,### ||| الوزير كاتب سيدي:,376345,376423.0,0,0,0,0,1,0,0,0,0,0
570,### || درب مخلص ms1208:,376501,376516.5,0,0,0,0,0,0,0,0,0,0
571,### || درب كوكب:,376532,376548.0,0,0,0,0,0,0,0,0,0,0
572,### || درب الوشاقي: بحارة زويلة،,376564,376577.0,0,0,0,0,0,0,0,0,0,0
573,### || درب الصقالبة: بحارة زويلة:,376590,376600.0,0,0,0,0,0,0,0,0,0,0
574,### || درب الكنجي: بحارة زويلة،,376610,376623.0,0,0,0,0,0,0,0,0,0,0
575,### || درب رومية:,376636,376687.5,0,0,0,0,0,0,0,0,0,0
576,### || درب الخضيري:,376739,376754.5,0,0,0,0,0,0,0,0,0,0
577,### || درب شعلة:,376770,376780.0,0,0,0,0,0,0,0,0,0,0
578,### || درب نادر:,376790,376838.0,0,0,0,0,0,0,0,0,0,0
579,### || درب راشد:,376886,376895.0,0,0,0,0,0,0,0,0,0,0
580,### || درب النميري:,376904,376943.0,0,0,0,0,0,0,0,0,0,0
581,### || درب قراصيا:,376982,377017.0,0,0,0,0,0,0,0,0,0,0
