section,section_title,st_pos,mid_pos,@YY806,@YY010,@YY020,@YY700,@YY790,@YY358,@YY516,@YY725,@YY567,@YY780
582,### || درب السلامي:,377052,377201.5,0,0,0,0,0,0,0,0,0,0
583,### || درب خاص ترك:,377351,377372.5,0,0,0,0,0,0,0,0,0,0
584,### || درب شاطي:,377394,377424.0,0,0,0,0,0,0,0,0,0,0
585,### || درب الرشيدي:,377454,377489.5,0,0,0,0,0,0,0,0,0,0
586,### || درب الفريحية:,377525,377538.5,0,0,0,0,0,0,0,0,0,0
587,### || درب الأصفر:,377552,377564.0,0,0,0,0,0,0,0,0,0,0
588,### || درب الطاوس:,377576,377599.0,0,0,0,0,0,0,0,0,0,0
589,### || درب ماينجار:,377622,377642.0,0,0,0,0,0,0,0,0,0,0
590,### || درب كوسا:,377662,377691.0,0,0,0,0,0,0,0,0,0,0
591,### || درب الجاكي:,377720,377741.0,0,0,0,0,0,0,0,0,0,0
592,### || درب الحرامي: بالحكر،,377762,377774.0,0,0,0,0,0,0,0,0,0,0
593,### || درب الزراق: بالحكر،,377786,377858.5,1,0,0,0,0,0,0,0,0,0
594,### || زقاق طريف: بالطاء المهملة،,377931,377949.5,0,0,0,0,0,0,0,0,0,0
595,### || زقاق منعم: بحارة الديلم،,377968,377996.0,0,0,0,0,0,0,0,0,0,0
596,### || زقاق الحمام: بحارة الديلم،,378024,378040.5,0,0,0,0,0,0,0,0,0,0
597,### || زقاق الحرون: بحارة الديلم،,378057,378075.0,0,0,0,0,0,0,0,0,0,0
598,### || زقاق الغراب: بالجودرية،,378093,378110.0,0,0,0,0,0,0,0,0,0,0
599,### || زقاق عامر: بالوزيرية،,378127,378133.5,0,0,0,0,0,0,0,0,0,0
600,### || زقاق فرج: بالجيم،,378140,378154.5,0,0,0,0,0,0,0,0,0,0
601,### || زقاق حدرة: الزاهدي بحارة برجوان،,378169,378206.0,0,0,0,0,0,0,0,0,0,0
602,### | ذكر الخوخ,378243,378255.0,0,0,0,0,0,0,0,0,0,0
603,### || الخوخ السبع:,378267,378310.0,0,0,0,0,0,0,0,0,0,0
604,### || باب الخوخة:,378353,378377.5,0,0,0,0,0,0,0,0,0,0
605,### || خوخة ايدغمش:,378402,378568.0,0,0,0,0,0,0,0,0,0,0
606,### || خوخة الأرقي: بحارة الباطلية،,378734,378742.5,0,0,0,0,0,0,0,0,0,0
607,### || خوخة عسيلة:,378751,378765.5,0,0,0,0,0,0,0,0,0,0
608,### || خوخة الصالحية:,378780,378808.0,0,0,0,0,0,0,0,0,0,0
609,### || خوخة المطوع:,378836,378847.5,0,0,0,0,0,0,0,0,0,0
610,### || خوخة حسين:,378859,378918.0,0,0,0,0,0,0,0,0,0,0
611,### ||| وحسين هذا:,378977,379122.0,0,0,0,0,0,0,0,0,0,0
612,### || خوخة الحلبي:,379267,379278.0,0,0,0,0,0,0,0,0,0,0
613,### ||| سنجر الحلبي:,379289,379374.5,0,0,0,0,0,0,0,0,0,0
614,### || خوخة الجوهرة:,379460,379489.0,0,0,0,0,0,0,0,0,0,0
615,### || خوخة مصطفى:,379518,379542.5,0,0,0,0,0,0,0,0,0,0
616,### || خوخة ابن المأمون:,379567,379582.5,0,0,0,0,0,0,0,0,0,0
617,### || خوخة كوتية أق سنقر:,379598,379630.5,0,0,0,0,0,0,0,0,0,0
618,### || خوخة أمير حسين:,379663,379809.5,0,0,0,0,0,0,0,0,0,0
619,### | ذكر الرحاب,379956,379980.0,0,0,0,0,0,0,0,0,0,0
620,### || رحبة باب العيد:,380004,380065.5,0,0,0,0,0,0,0,0,0,0
621,### || رحبة قصر الشوك:,380127,380180.5,0,0,0,0,0,0,0,0,0,0
622,### || رحبة الجامع الأزهر:,380234,380283.5,0,0,0,0,0,0,0,0,0,0
623,### || رحبة الحلي:,380333,380355.0,0,0,0,0,0,0,0,0,0,0
624,### || رحبة البانياسي:,380377,380395.5,0,0,0,0,0,0,0,0,0,0
625,### || رحبة الأيدمري:,380414,380447.0,0,0,0,0,0,0,0,0,0,0
626,### || رحبة البدري:,380480,380498.0,0,0,0,0,0,0,0,0,0,0
627,### || رحبة ضروط:,380516,380529.0,0,0,0,0,0,0,0,0,0,0
628,### || رحبة اقبغا:,380542,380558.0,0,0,0,0,0,0,0,0,0,0
629,### || رحبة مقبل:,380574,380594.0,0,0,0,0,0,0,0,0,0,0
630,### || رحبة ألدمر:,380614,380626.0,0,0,0,0,0,0,0,0,0,0
631,### || رحبة قردية:,380638,380660.0,0,0,0,0,0,0,0,0,0,0
632,### || رحبة المنصوري:,380682,380690.5,0,0,0,0,0,0,0,0,0,0
633,### || رحبة المشهد:,380699,380713.0,0,0,0,0,0,0,0,0,0,0
634,### || رحبة أبي البقاء:,380727,380757.5,0,0,0,0,0,0,0,0,0,0
635,### || رحبة الحجازية:,380788,380798.0,0,0,0,0,0,0,0,0,0,0
636,### || رحبة قصر بشتاك:,380808,380817.5,0,0,0,0,0,0,0,0,0,0
637,### || رحبة سلار:,380827,380838.5,0,0,0,0,0,0,0,0,0,0
638,### || رحبة الفخري:,380850,380864.0,0,0,0,0,0,0,0,0,0,0
639,### || رحبة الأكز: بخط الكافوري،,380878,380903.0,0,0,0,0,0,0,0,0,0,0
640,### || رحبة جعفر:,380928,381050.0,0,0,0,0,0,1,0,0,0,0
641,### || رحبة الأفيال:,381172,381213.0,0,0,0,0,0,0,0,0,0,0
642,### || رحبة مازن:,381254,381265.0,0,0,0,0,0,0,0,0,0,0
643,### || رحبة أقوش:,381276,381295.0,0,0,0,0,0,0,0,0,0,0
644,### || رحبة برلغي:,381314,381331.0,0,0,0,0,0,0,0,0,0,0
645,### || رحبة لؤلؤ:,381348,381368.0,0,0,0,0,0,0,0,0,0,0
646,### || رحبة كوكاي:,381388,381399.5,0,0,0,0,0,0,0,0,0,0
647,### || رحبة ابن أبي ذكرى:,381411,381432.0,0,0,0,0,0,0,0,0,0,0
648,### || رحبة بيبرس:,381453,381473.0,0,0,0,0,0,0,0,0,0,0
649,### || رحبة بيبرس الحاجب:,381493,381525.0,0,0,0,0,0,0,0,0,0,0
650,### || رحبة الموفق:,381557,381576.0,0,0,0,0,0,0,0,0,0,0
651,### || رحبة أبي تراب:,381595,381798.0,0,0,0,0,1,0,0,0,0,1
652,### || رحبة أرقطاى:,382001,382010.5,0,0,0,0,0,0,0,0,0,0
653,### || رحبة ابن الضيف:,382020,382045.5,0,0,0,0,0,0,0,0,0,0
654,### || رحبة وزير بغداد:,382071,382210.5,0,0,0,0,0,0,0,0,0,0
655,### || رحبة الجامع الحاكمي:,382350,382412.0,0,0,0,0,0,0,0,0,0,0
656,### || رحبة كتبغا:,382474,382504.0,0,0,0,0,0,0,0,0,0,0
657,### || رحبة خوند:,382534,382639.0,0,0,0,0,0,0,0,0,0,0
658,### || رحبة قراسنقر:,382744,382761.5,0,0,0,0,0,0,0,0,0,0
659,### || رحبة الفخري: بدرب ملوخيا،,382779,382789.5,0,0,0,0,0,0,0,0,0,0
660,### || رحبة سنجر:,382800,382821.0,0,0,0,0,0,0,0,0,0,0
661,### || رحبة ابن علكان:,382842,382878.5,0,0,0,0,0,0,0,0,0,0
662,### || رحبة ازدمر: بالجودرية،,382915,382926.5,0,0,0,0,0,0,0,0,0,0
663,### || رحبة الاخناي:,382938,382963.5,0,0,0,0,0,0,0,0,0,0
664,### || رحبة باب اللوق:,382989,383025.0,0,0,0,0,0,0,0,0,0,0
665,### || رحبة التبن:,383061,383097.0,1,0,0,0,0,0,0,0,0,0
666,### || رحبة الناصرية:,383133,383164.0,0,0,0,0,0,0,0,0,0,0
667,### || رحبة ارغون ازكه:,383195,383214.0,0,0,0,0,0,0,0,0,0,0
668,### | ذكر الدور,383233,383296.5,0,0,0,0,0,0,0,0,0,0
669,### || دار الأحمدي:,383360,383378.5,0,0,0,0,0,0,0,0,0,0
670,### ||| بيبرس الأحمدي:,383397,383518.5,0,0,0,0,0,0,0,0,0,0
671,### || دار قراسنقر:,383640,383721.0,0,0,0,0,0,0,0,0,0,0
672,### || دار البلقيني:,383802,383847.5,0,0,0,0,0,0,0,0,0,0
673,### || دار منكوتمر:,383893,383915.0,0,0,0,0,0,0,0,0,0,0
674,### || دار المظفر:,383937,384175.5,0,0,0,0,0,0,0,0,0,0
675,### || دار ابن عبد العزيز:,384414,384524.5,0,0,0,0,0,0,0,0,0,0
676,### || دار الجمقدار «1» :,384635,384723.0,0,0,0,0,0,0,0,0,0,0
677,### || دار أقوش: الرومي بحارة برجوان،,384811,384846.0,0,0,0,0,0,0,0,0,0,0
678,### || دار بنت السعيدي:,384881,384926.0,0,0,0,0,0,0,0,0,0,0
679,### || دار الحاجب:,384971,385065.0,0,0,0,0,0,0,0,0,0,0
680,### || دار تنكز:,385159,385205.0,0,0,0,0,0,0,0,0,0,0
681,### ||| تنكز الأشرفي:,385251,385451.0,0,0,0,0,0,0,0,0,0,0
682,### || دار أمير مسعود:,385651,385711.5,0,0,0,0,0,0,0,0,0,0
683,### || دار نائب الكرك:,385772,385788.0,0,0,0,0,0,0,0,0,0,0
684,### ||| أقوش الأشرفي:,385804,385917.0,0,0,0,0,0,0,0,0,0,0
685,### || دار ابن صغير:,386030,386064.5,0,0,0,0,0,0,0,0,0,0
686,### || دار بيبرس الحاجب:,386099,386115.0,0,0,0,0,0,0,0,0,0,0
687,### ||| بيبرس الحاجب:,386131,386205.5,0,0,0,0,0,0,0,1,0,0
688,### || دار عباس:,386280,386543.5,0,0,0,0,0,0,0,0,0,0
689,### || دار ms1240 ابن فضل الله:,386807,386824.0,0,0,0,0,0,0,0,0,0,0
690,### ||| شرف الدين:,386841,386892.0,0,0,0,0,0,0,0,0,0,0
691,### ||| ومنهم محيي الدين:,386943,387200.0,0,0,0,0,0,0,0,0,0,0
692,### ||| علاء الدين: علي بن يحيى بن فضل الله العمري،,387457,387657.0,0,0,0,0,0,0,0,0,0,0
693,### ||| بدر الدين: محمد بن علي بن يحيى بن فضل الله،,387857,388311.0,0,0,0,0,0,0,0,0,0,0
694,### || دار بيبرس:,388765,388830.5,0,0,0,0,0,0,0,0,0,0
695,### || السبع قاعات:,388896,389138.0,0,0,0,0,0,0,0,0,0,0
696,### ||| علم الدين:,389380,390174.5,0,0,0,0,0,0,0,0,0,0
697,### || دار الدوادار:,390969,390981.5,0,0,0,0,0,0,0,0,0,0
698,### || دار فتح الله:,390994,391144.5,1,0,0,0,0,0,0,0,0,0
699,### ||| فتح الله بن معتصم بن نفيس الإسرايلي الداودي العناني التبريزي،,391295,391525.0,0,0,0,0,0,0,0,0,0,0
700,### || دار ابن قرقه:,391755,391830.0,0,0,0,0,0,0,0,0,0,0
701,### ||| وابن قرقة:,391905,391938.5,0,0,0,0,0,0,0,0,0,0
702,### || دار خوند:,391972,392065.0,0,0,0,0,0,0,0,0,0,0
703,### || دار الذهب:,392158,392242.0,0,0,0,0,0,0,0,0,0,0
704,### || دار الحاجب:,392326,392701.5,0,1,0,0,0,0,0,0,0,0
705,### || دار الجاولي:,393077,393114.5,0,0,0,0,0,0,0,0,0,0
706,### || دار أمير أحمد:,393152,393185.5,0,0,0,0,0,0,0,0,0,0
707,### || دار اليوسفي:,393219,393233.5,0,0,0,0,0,0,0,0,0,0
708,### || دار ابن البقري:,393248,393614.5,0,0,0,0,0,0,0,0,0,0
709,### || دار طولباي:,393981,393997.5,0,0,0,0,0,0,0,0,0,0
710,### ||| طلنباي:,394014,394232.5,0,0,0,0,0,0,0,0,0,0
711,### || دار حارس الطير:,394451,394496.0,0,0,0,0,0,0,0,0,0,0
712,### || الدار القردمية:,394541,394654.5,0,0,0,0,0,0,0,0,0,0
713,### || دار الصالح:,394768,394787.5,0,0,0,0,0,0,0,0,0,0
714,### || دار بهادر:,394807,395004.0,0,0,0,0,1,0,0,0,0,0
715,### || دار البقر:,395201,395243.5,0,0,0,0,0,0,0,0,0,0
716,### || قصر بكتمر الساقي:,395286,395554.5,0,0,0,0,0,0,0,0,0,0
717,### || الدار البيسرية:,395823,396056.5,0,0,0,0,0,0,0,0,0,0
718,### ||| بيسرى:,396290,396517.5,0,0,0,0,0,0,0,0,0,0
719,### || قصر بشتاك:,396745,397041.5,0,0,0,0,0,0,0,0,0,0
720,### || قصر الحجازية:,397338,397576.0,0,0,0,0,0,0,0,0,0,0
721,### || قصر يلبغا اليحياوي:,397814,398057.5,0,0,0,0,0,0,0,0,0,0
722,### || إصطبل قوصون:,398301,398591.0,0,0,0,0,0,0,0,0,0,0
723,### || دار أرغون الكاملي:,398881,398897.0,0,0,0,0,0,0,0,0,0,0
724,### ||| أرغون الكاملي:,398913,399092.5,0,0,0,0,0,0,0,0,0,0
725,### || دار طاز:,399272,399344.5,0,0,0,0,0,0,0,0,0,0
726,### ||| طاز:,399417,399479.0,0,0,0,0,0,0,0,0,0,0
727,### || دار صرغتمش:,399541,399583.5,0,0,0,0,0,0,0,0,0,0
728,### || دار الماس:,399626,399660.0,0,0,0,0,0,0,0,0,0,0
729,### || دار بهادر المقدم:,399694,399707.5,0,0,0,0,0,0,0,0,0,0
730,### ||| وبهادر هذا,399721,399768.0,0,0,0,0,0,0,0,0,0,0
731,### || دار الست شقراء:,399815,399849.0,0,0,0,0,0,0,0,0,0,0
732,### || دار ابن عنان:,399883,399956.5,0,0,0,0,0,0,0,0,0,0
733,### || دار بهادر الأعسر:,400030,400063.5,0,0,0,0,0,0,0,0,0,0
734,### ||| بهادر هذا:,400097,400159.5,0,0,0,0,0,0,0,0,0,0
735,### || دار ابن رجب:,400222,400346.0,0,0,0,0,0,0,0,0,0,0
736,### ||| محمد بن رجب:,400470,400631.0,0,0,0,0,1,0,0,0,0,0
737,### || دار القليجي:,400792,401033.0,0,0,0,0,0,0,0,0,0,0
738,### || دار بهادر المعزي:,401274,401363.5,0,0,0,0,0,0,0,0,0,0
739,### || دار طينال:,401453,401508.0,0,0,0,0,0,0,0,0,0,0
740,### || دار الهرماس:,401563,401717.0,0,0,0,0,0,0,0,0,0,1
741,### || دار أوحد الدين:,401871,401977.5,0,0,0,0,0,0,0,0,0,1
742,### ||| عبد الواحد بن إسماعيل بن ياسين الحنفي:,402084,402413.5,0,0,0,0,0,0,0,0,0,0
743,### || ربع الزيتي:,402743,402831.0,0,0,0,0,0,0,0,0,0,0
744,### || الدار التي في أول البرقية من القاهرة التي حيطانها حجارة بيض منحوتة:,402919,403035.0,0,0,0,0,0,0,0,0,0,0
745,### || دار التمر:,403151,403288.0,0,0,0,0,0,0,0,0,0,0
746,### || عمارة أم السلطان:,403425,403557.5,0,0,0,0,0,0,0,0,0,0
747,### | ذكر الحمامات,403690,403822.0,0,0,0,0,0,0,0,0,0,0
748,### || حمامي السيدة العمة:,403954,403991.5,0,0,0,0,0,0,0,0,0,0
749,### || حمام الساباط:,404029,404132.0,0,0,0,0,0,0,0,0,0,0
750,### || حمام لؤلؤ:,404235,404249.5,0,0,0,0,0,0,0,0,0,0
751,### || حمام الصنيمة:,404264,404281.0,0,0,0,0,0,0,0,0,0,0
752,### || حمام تتر:,404298,404343.0,0,0,0,0,0,0,0,0,0,0
753,### || حمام كرجي:,404388,404414.5,0,0,0,0,0,0,0,0,0,0
754,### || حمام كتيلة:,404441,404459.0,0,0,0,0,0,0,0,0,0,0
755,### || حمام ابن أبي الدم:,404477,404523.5,0,0,0,0,0,0,0,0,0,0
756,### || حمام الحصينية:,404570,404583.5,0,0,0,0,0,0,0,0,0,0
757,### || حمام الذهب:,404597,404612.0,0,0,0,0,0,0,0,0,0,0
758,### || حمام ابن قرقة:,404627,404674.5,0,0,0,0,0,0,0,0,0,0
759,### || حمام السلطان:,404722,404748.5,0,0,0,0,0,0,0,0,0,0
760,### || حمام خوند:,404775,404813.5,0,0,0,0,0,0,0,0,0,0
761,### || حمام ابن عبود:,404852,404936.0,0,0,0,0,0,0,0,0,0,0
762,### || حمام الصاحب:,405020,405046.5,0,0,0,0,0,0,0,0,0,0
763,### || حمام السلطان:,405073,405102.0,0,0,0,0,0,0,0,0,0,0
764,### || حماما طغريك:,405131,405144.0,0,0,0,0,0,0,0,0,0,0
765,### || حمام السوباشي:,405157,405175.0,0,0,0,0,0,0,0,0,0,0
766,### || حمام عجينة:,405193,405220.5,0,0,0,0,0,0,0,0,0,0
767,### || حمام دري:,405248,405341.5,0,0,0,0,0,0,0,0,0,0
768,### || حمام الرصاصي:,405435,405461.5,0,0,0,0,0,0,0,0,0,0
769,### || حمام الجيوشي:,405488,405627.5,0,0,0,0,0,0,0,0,0,0
770,### || حمام الرومي:,405767,405847.5,0,0,0,0,0,0,0,0,0,0
771,### ||| سنقر الرومي: الصالحي النجمي،,405928,406044.5,0,0,0,0,0,0,0,0,0,0
772,### || حماما سويد:,406161,406182.0,0,0,0,0,0,0,0,0,0,0
773,### || حمام طغلق:,406203,406229.5,0,0,0,0,1,0,0,0,0,0
774,### || حمام ابن علكان:,406256,406286.5,0,0,0,0,0,0,0,0,0,0
775,### || حمام الصاحب:,406317,406322.5,0,0,0,0,0,0,0,0,0,0
776,### || حمام كتبغا الأسدي:,406328,406336.0,0,0,0,0,0,0,0,0,0,0
777,### || حمام ألتطمش خان:,406344,406400.0,0,0,0,0,0,0,0,0,0,0
778,### || حمام القاضي:,406456,406507.0,0,0,0,0,0,0,0,0,0,0
779,### || حمام الخراطين:,406558,406608.5,0,0,0,0,0,0,0,0,0,0
780,### || حمام الخشيبة:,406659,406715.0,0,0,0,0,0,0,0,0,0,0
781,### || حمام الكويك:,406771,406800.0,0,0,0,0,0,0,0,0,0,0
782,### || حمام الجويني:,406829,406875.5,0,0,0,0,0,0,0,0,0,0
783,### || حمام القفاصين:,406922,406937.0,0,0,0,0,0,0,0,0,0,0
784,### || حمام الصغيرة:,406952,406975.0,1,0,0,0,0,0,0,0,0,0
785,### || حمام الأعسر:,406998,407011.0,0,0,0,0,0,0,0,0,0,0
786,### ||| سنقر الأعسر:,407024,407355.0,0,0,0,1,0,0,0,0,0,0
787,### || حمام الحسام:,407686,407691.5,0,0,0,0,0,0,0,0,0,0
788,### || حمام الصوفية:,407697,407713.5,0,0,0,0,0,0,0,0,0,0
789,### || حمام بهادر:,407730,407742.5,0,0,0,0,0,0,0,0,0,0
790,### || حماد الدود:,407755,407802.5,0,0,0,0,0,0,0,0,0,0
791,### || حمام ابن ms1307 أبي الحوافر:,407850,407899.0,0,0,0,0,0,0,0,0,0,0
792,### || حمام قتال السبع:,407948,408022.0,0,0,0,0,0,0,0,0,0,0
793,### || حمام لؤلؤ:,408096,408349.5,0,0,0,0,0,0,0,0,0,0
794,### | ذكر القياسر,408603,408621.0,0,0,0,0,0,0,0,0,0,0
795,### || قيسارية ابن قريش:,408639,408696.0,0,0,0,0,0,0,0,0,0,0
796,### || قيسارية الشرب:,408753,408788.5,0,0,0,0,0,0,0,0,0,0
797,### || قيسارية ابن أبي أسامة:,408824,408867.5,0,0,0,0,0,0,0,0,0,0
798,### || قيسارية سنقر الأشقر:,408911,408938.0,0,0,0,0,0,0,0,0,0,0
799,### || قيسارية أمير علي:,408965,408988.0,0,0,0,0,0,0,0,0,0,0
800,### || قيسارية رسلان:,409011,409038.5,0,0,0,0,0,0,0,0,0,0
801,### || قيسارية جهاركس:,409066,409802.5,0,1,0,0,0,0,0,0,0,0
802,### || قيسارية الفاضل:,410539,410595.5,0,0,0,0,0,0,0,0,0,0
803,### || قيسارية بيبرس:,410652,410769.5,0,0,0,0,0,0,0,0,0,0
804,### || القيسارية الطويلة:,410887,410905.0,0,0,0,0,0,0,0,0,0,0
805,### || قيسارية ... «2» :,410923,410963.0,0,0,0,0,0,0,0,0,0,0
806,### || قيسارية العصفر:,411003,411051.5,0,0,0,0,0,0,0,0,0,0
807,### || قيسارية العنبر:,411100,411114.5,0,0,0,0,0,0,0,0,0,0
808,### || قيسارية الفائزي:,411129,411434.0,0,0,0,0,0,0,0,0,0,0
809,### || قيسارية بكتمر:,411739,411764.5,0,0,0,0,0,0,0,0,0,0
810,### || قيسارية ابن يحيى:,411790,411839.0,0,0,0,0,0,0,0,0,0,0
811,### || قيسارية طاشتمر:,411888,411940.0,1,0,0,0,0,0,0,0,0,0
812,### || قيسارية الفقراء:,411992,412000.5,0,0,0,0,0,0,0,0,0,0
813,### || قيسارية بشتاك:,412009,412019.0,0,0,0,0,0,0,0,0,0,0
814,### || قيسارية المحسني:,412029,412086.0,0,0,0,0,0,0,0,0,0,0
815,### || قيسارية الجامع الطولوني:,412143,412228.5,0,0,0,0,0,0,0,0,0,0
816,### || قيسارية ابن ميسر الكبرى:,412314,412381.5,1,0,0,0,0,0,0,0,0,0
817,### || قيسارية عبد الباسط:,412449,412501.5,0,0,0,0,0,0,0,0,0,0
818,### | ذكر الخانات والفنادق,412554,412557.0,0,0,0,0,0,0,0,0,0,0
819,### || خان مسرور:,412560,412706.5,0,0,0,0,0,0,0,0,0,0
820,### || فندق بلال المغيثي:,412853,412965.0,0,0,0,0,0,0,0,0,0,0
821,### || فندق الصالح:,413077,413201.5,0,0,0,0,0,0,0,0,0,0
822,### || خان السبيل:,413326,413374.5,0,0,0,0,0,0,0,0,0,0
823,### || خان منكورش:,413423,413489.5,0,0,0,0,0,0,0,0,0,0
824,### || فندق ابن قريش:,413556,413619.5,0,0,0,0,0,0,0,0,0,0
825,### || وكالة قوصون:,413683,413769.5,1,0,0,0,0,0,0,0,0,0
826,### || فندق دار التفاح:,413856,413967.5,0,0,0,0,0,0,0,0,0,0
827,### || وكالة باب الجوانية:,414079,414131.5,0,0,0,0,0,0,0,0,0,0
828,### || خان الخليلي:,414184,414312.5,1,0,0,0,0,0,0,0,0,0
829,### || فندق طرنطاي:,414441,414512.5,0,0,0,0,0,0,0,0,0,0
830,### | ذكر الأسواق,414584,414642.0,0,0,0,0,0,0,0,0,0,0
831,### || القصبة:,414700,414842.5,0,0,0,0,0,0,0,0,0,0
832,### || سوق باب الفتوح:,414985,415027.5,0,0,0,0,0,0,0,0,0,0
833,### || سوق المرحلين:,415070,415141.5,1,0,0,0,0,0,0,0,0,0
834,### || سوق خان الرواسين:,415213,415237.5,0,0,0,0,0,0,0,0,0,0
835,### || سوق حارة برجوان:,415262,415444.0,1,0,0,0,0,0,0,0,0,0
836,### || سوق الشماعين:,415626,415740.0,0,0,0,0,0,0,0,0,0,0
837,### || سوق الدجاجين:,415854,416005.5,0,0,0,0,0,0,0,0,0,0
838,### || سوق بين القصرين:,416157,416187.5,0,0,0,0,0,0,0,0,0,0
839,### || سوق السلاح:,416218,416285.0,0,0,0,0,0,0,0,0,0,0
840,### || سوق القفيصات:,416352,416441.0,0,0,0,0,0,0,0,0,0,0
841,### || سوق باب الزهومة:,416530,416657.0,0,0,0,0,0,0,0,0,0,0
842,### || سوق المهامزيين:,416784,416883.5,0,0,0,0,0,0,0,0,0,0
843,### || سوق اللجميين:,416983,417079.5,1,0,0,0,0,0,0,0,0,0
844,### || سوق الجوخيين:,417176,417303.0,0,0,0,0,0,0,0,0,0,0
845,### || سوق الشرابشيين:,417430,417744.0,0,0,0,0,0,0,0,0,0,0
846,### || سوق الحوائصيين:,418058,418136.0,0,0,0,0,0,0,0,0,0,0
847,### || سوق الحلاويين:,418214,418340.0,0,0,0,0,0,0,0,0,0,0
848,### || سوق الشوايين:,418466,418598.0,0,0,0,0,0,0,0,0,0,0
849,### || الشارع خارج باب زويلة,418730,418954.5,0,0,0,2,0,0,0,0,0,0
850,### || سويقة أمير الجيوش:,419179,419271.0,0,0,0,0,0,0,0,0,0,0
851,### || سوق الجملون الصغير:,419363,419451.0,0,0,0,0,0,0,0,0,0,0
852,### || سوق المحايريين:,419539,419668.5,0,0,0,0,0,0,0,0,0,0
853,### || الصاغة:,419798,419852.0,0,0,0,0,0,0,0,0,0,0
854,### || سوق الكتبيين:,419906,419983.0,0,0,0,1,0,0,0,0,0,1
855,### || سوق الصنادقيين:,420060,420105.5,0,0,0,0,0,0,0,0,0,0
856,### || سوق الحريريين:,420151,420203.5,0,0,0,0,0,0,0,0,0,0
857,### || سوق العنبريين:,420256,420413.0,1,0,0,0,0,0,0,0,0,0
858,### || سوق الخراطين:,420570,420663.5,0,0,0,0,0,0,0,0,0,0
859,### || سوق الجملون الكبير:,420757,420835.0,0,0,0,0,1,0,0,0,0,0
860,### || سوق الفرايين:,420913,420999.0,0,0,0,0,0,0,0,0,0,0
861,### || سوق البخانقيين:,421085,421232.5,0,0,0,0,0,0,0,0,0,0
862,### || سوق الخلعيين:,421380,421431.5,0,0,0,0,0,0,0,0,0,0
863,### || سويقة الصاحب:,421483,421576.0,0,0,0,0,0,0,0,0,0,0
864,### || سوق البندقانيين:,421669,421755.5,1,0,0,0,0,0,0,0,0,0
865,### || سوق الأخفافيين:,421842,421899.0,0,0,0,0,0,0,0,0,0,1
866,### || سوق ms1352 الكفتيين:,421956,422182.0,0,0,0,0,0,0,0,0,0,0
867,### || سوق الأقباعيين:,422408,422457.5,0,0,0,0,0,0,0,0,0,0
868,### || سويقة السقطيين:,422507,422518.5,0,0,0,0,0,0,0,0,0,0
869,### || سويق خزانة البنود:,422530,422544.5,0,0,0,0,0,0,0,0,0,0
870,### || سويقة المسعودي:,422559,422616.5,0,0,0,0,0,0,0,0,0,0
871,### || سويقة طغلق:,422674,422723.0,1,0,0,0,0,0,0,0,0,1
872,### || سويقة الصواني:,422772,422831.0,0,0,0,0,0,0,0,0,0,0
873,### || سويقة البلشون:,422890,422910.0,0,0,0,0,0,0,0,0,0,0
874,### || سويقة اللفت:,422930,422956.5,0,0,0,0,0,0,0,0,0,0
875,### || سويقة زاوية الخدام:,422983,423001.5,0,0,0,0,0,0,0,0,0,0
876,### || سويقة الرملة:,423020,423038.5,0,0,0,0,0,0,0,0,0,0
877,### || سويقة جامع آل ملك:,423057,423073.0,1,0,0,0,0,0,0,0,0,0
878,### || سويقة أبي ظهير:,423089,423096.5,0,0,0,0,0,0,0,0,0,0
879,### || سويقة السنابطة:,423104,423113.0,0,0,0,0,0,0,0,0,0,0
880,### || سويقة العرب:,423122,423169.0,0,0,0,0,1,0,0,0,0,0
881,### || سويقة العزي:,423216,423258.5,0,0,0,0,0,0,0,0,0,0
882,### || سويقة العياطين:,423301,423373.5,0,0,0,0,0,0,0,0,0,0
883,### || سويقة العراقيين:,423446,423496.5,0,0,0,0,0,0,0,0,0,0
884,### | ذكر العوائد التي كانت بقصبة القاهرة,423547,424068.5,0,0,0,0,0,0,0,0,1,0
885,### | ذكر ظواهر القاهرة المعزية,424590,425380.0,1,0,0,5,0,0,0,0,0,0
886,### | ذكر ميدان القبق,426170,427013.0,0,0,0,0,0,0,0,0,0,1
887,### | ذكر بر الخليج الغربي,427856,428089.0,0,0,0,0,0,0,0,0,0,0
888,### | ذكر الأحكار التي في غربي الخليج,428322,428350.0,0,0,0,0,0,0,0,0,0,0
889,### || حكر الزهري:,428378,428728.0,0,0,0,0,0,0,0,0,0,0
890,### || حكر الخليلي:,429078,429146.5,0,0,0,0,0,0,0,0,0,0
891,### || حكر قوصون:,429215,429351.5,0,0,0,0,0,0,0,0,0,0
892,### || حكر الحلبي:,429488,429548.5,0,0,0,0,0,0,0,0,0,0
893,### || حكر البواشقي:,429609,429636.0,0,0,0,0,0,0,0,0,0,0
894,### || حكر أقبغا:,429663,429827.0,0,0,0,0,0,0,0,0,0,0
895,### || حكر الست حدق:,429991,430038.0,1,0,0,0,0,0,0,0,0,0
896,### || حكر الست مسكة:,430085,430149.0,0,0,0,0,0,0,0,0,0,0
897,### || حكر طقزدمر:,430213,430260.5,0,0,0,0,0,0,0,0,0,0
898,### || اللوق:,430308,430731.5,0,0,0,1,0,0,0,0,0,0
899,### || فأما بستان ابن ثعلب,431155,431325.0,0,0,0,0,0,0,0,0,0,0
