,Distinct count
712,1
758,3
753,4
723,4
744,4
752,5
733,5
756,5
739,5
731,5
754,6
755,6
734,6
726,7
722,7
737,7
743,7
742,7
738,8
746,8
736,8
757,8
747,8
724,8
728,9
721,9
759,10
729,10
748,10
732,11
735,12
775,13
725,13
785,13
740,13
727,13
766,13
793,13
786,14
741,14
706,15
782,15
751,15
762,15
781,16
772,16
784,16
710,16
768,16
792,16
709,17
749,17
779,18
763,18
703,18
745,19
767,19
773,20
783,20
789,20
795,21
701,21
704,21
750,21
705,21
730,21
700,22
796,23
774,23
794,23
720,24
702,24
765,25
761,26
788,26
777,27
791,28
707,29
797,29
769,29
764,29
708,31
787,31
798,32
776,34
778,34
799,34
790,35
780,36
771,37
770,37
760,45
