cluster_id,cluster_length
0,32
1,26
2,22
3,13
4,12
5,11
6,11
7,10
8,10
9,9
10,9
11,8
12,8
13,8
14,7
15,6
16,6
17,6
18,6
19,6
20,5
21,5
22,5
23,4
24,3
25,3
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
