,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,bahri-mamluk,circassian-mamluk
131,132,40757,40911.5,0,0,0,0,0,0
132,133,41066,41220.0,0,0,0,0,0,0
133,134,41374,41531.0,0,4,0,0,0,0
134,135,41688,41847.5,0,0,0,0,0,0
135,136,42007,42165.5,0,1,0,0,0,0
136,137,42324,42480.0,0,0,2,1,0,1
137,138,42636,42795.5,0,0,1,1,1,1
138,139,42955,43107.0,0,0,0,0,0,0
139,140,43259,43416.0,1,0,0,0,0,0
140,141,43573,43726.0,0,0,0,0,0,0
141,142,43879,44035.5,0,0,0,0,0,0
142,143,44192,44353.5,0,0,0,0,0,0
143,144,44515,44693.0,0,0,0,0,0,0
144,145,44871,45026.5,0,0,0,0,0,0
145,146,45182,45334.0,0,0,0,0,0,0
146,147,45486,45640.0,0,0,0,0,0,0
147,148,45794,45950.0,0,0,0,0,0,0
148,149,46106,46262.5,0,0,0,0,0,0
149,150,46419,46573.0,0,0,0,0,0,0
150,151,46727,46879.5,0,0,0,0,0,0
151,152,47032,47186.0,0,0,0,0,0,0
152,153,47340,47495.0,0,0,0,0,0,0
153,154,47650,47807.0,0,0,0,0,0,0
154,155,47964,48117.0,0,0,0,0,0,0
155,156,48270,48429.0,1,0,0,0,1,0
156,157,48588,48743.5,1,0,0,0,0,0
157,158,48899,49057.5,0,0,0,0,1,0
158,159,49216,49376.0,0,0,0,0,0,0
159,160,49536,49692.0,0,0,0,0,0,0
160,161,49848,50003.5,0,0,0,0,0,0
161,162,50159,50316.0,0,0,0,0,0,0
162,163,50473,50634.0,0,1,1,0,1,0
163,164,50795,50950.0,0,0,0,0,0,0
164,165,51105,51258.5,0,0,0,0,0,0
165,166,51412,51566.5,0,0,0,0,0,0
166,167,51721,51878.0,0,1,0,0,0,0
167,168,52035,52191.0,0,0,0,0,0,0
168,169,52347,52502.0,1,0,0,0,0,0
169,170,52657,52814.0,0,0,0,0,0,0
170,171,52971,53127.5,0,0,0,0,0,0
171,172,53284,53436.0,0,0,0,0,0,0
172,173,53588,53747.0,0,0,0,0,0,0
173,174,53906,54061.0,0,0,0,0,0,0
174,175,54216,54372.0,0,0,0,0,0,0
175,176,54528,54683.0,0,0,0,0,0,0
176,177,54838,54993.5,0,0,0,0,0,0
177,178,55149,55302.0,0,0,0,0,0,0
178,179,55455,55608.0,0,0,0,0,0,0
179,180,55761,55919.0,1,0,0,0,0,0
180,181,56077,56235.0,0,4,0,0,0,0
181,182,56393,56549.0,0,3,0,0,0,0
182,183,56705,56861.0,0,2,0,0,0,0
183,184,57017,57173.5,0,4,0,0,0,0
184,185,57330,57486.0,0,3,0,0,0,0
185,186,57642,57796.0,0,0,0,0,0,0
186,187,57950,58105.5,0,0,0,0,0,0
187,188,58261,58417.5,0,0,1,0,0,0
188,189,58574,58728.5,0,0,1,0,0,0
189,190,58883,59039.5,0,0,4,0,0,0
190,191,59196,59347.0,0,0,0,0,0,0
191,192,59498,59651.0,0,0,0,0,0,0
192,193,59804,59959.0,1,0,0,0,0,0
193,194,60114,60267.5,0,0,0,0,0,0
194,195,60421,60573.0,1,0,0,0,0,0
195,196,60725,60879.5,0,0,0,0,0,0
196,197,61034,61190.0,0,0,0,0,0,0
197,198,61346,61503.0,0,0,0,3,0,0
198,199,61660,61816.5,0,0,0,1,0,0
199,200,61973,62134.5,2,0,0,2,0,0
200,201,62296,62448.5,0,0,0,0,1,0
201,202,62601,62755.5,1,0,0,0,0,0
202,203,62910,63064.0,0,0,0,0,0,0
203,204,63218,63373.5,0,0,0,0,0,0
204,205,63529,63683.0,0,0,0,0,0,0
205,206,63837,63991.0,1,0,0,0,1,0
206,207,64145,64299.5,1,0,0,0,0,0
207,208,64454,64610.0,0,0,0,0,0,2
208,209,64766,64921.5,0,0,0,0,0,0
209,210,65077,65231.0,0,0,0,0,0,0
210,211,65385,65545.5,3,0,0,0,0,0
211,212,65706,65859.0,0,0,0,0,0,0
212,213,66012,66164.0,0,0,0,0,0,0
213,214,66316,66471.0,2,0,0,0,0,0
214,215,66626,66783.0,0,2,0,0,0,0
215,216,66940,67094.5,0,0,0,0,0,0
216,217,67249,67401.5,0,0,0,0,0,1
217,218,67554,67710.0,0,0,0,0,0,0
218,219,67866,68022.0,0,0,0,0,0,0
219,220,68178,68332.0,0,0,0,0,0,0
220,221,68486,68638.5,1,0,0,0,0,0
221,222,68791,68945.5,0,0,0,0,0,0
222,223,69100,69255.5,0,0,0,0,0,0
223,224,69411,69567.0,0,0,0,0,0,0
224,225,69723,69878.0,2,1,0,0,0,0
225,226,70033,70188.5,0,0,0,0,0,0
226,227,70344,70499.5,0,1,0,0,0,0
227,228,70655,70811.5,0,1,0,0,0,0
228,229,70968,71124.0,0,0,7,0,0,0
229,230,71280,71437.5,0,0,1,1,0,0
230,231,71595,71749.0,0,0,0,0,0,0
231,232,71903,72061.0,0,0,0,0,0,1
232,233,72219,72375.0,0,0,0,1,0,0
233,234,72531,72687.0,0,0,0,0,0,0
234,235,72843,72995.0,0,0,0,0,0,0
235,236,73147,73311.0,0,0,0,0,0,0
236,237,73475,73631.0,0,0,0,0,0,0
237,238,73787,73942.5,0,2,0,0,0,0
238,239,74098,74252.0,0,0,0,0,0,0
239,240,74406,74562.0,0,0,1,0,0,0
240,241,74718,74873.0,0,0,0,2,0,0
241,242,75028,75185.5,1,0,0,0,2,0
242,243,75343,75504.5,2,0,0,0,4,0
243,244,75666,75821.5,1,0,0,0,1,0
244,245,75977,76133.5,0,0,0,0,0,1
245,246,76290,76446.0,0,0,0,1,0,2
246,247,76602,76754.0,0,0,0,0,0,0
247,248,76906,77064.0,1,0,0,1,0,0
248,249,77222,77377.5,0,0,0,0,0,0
249,250,77533,77688.5,1,0,1,0,0,0
250,251,77844,78003.0,3,0,0,1,0,0
251,252,78162,78319.5,1,0,2,0,0,0
252,253,78477,78633.0,0,0,0,0,0,0
253,254,78789,78943.5,0,0,0,0,0,0
254,255,79098,79256.0,0,0,0,0,0,0
255,256,79414,79567.5,0,0,0,0,0,0
256,257,79721,79874.5,0,0,0,0,0,0
257,258,80028,80181.5,0,0,0,0,0,0
258,259,80335,80490.0,0,0,0,0,0,0
259,260,80645,80799.0,0,0,0,0,0,0
260,261,80953,81106.0,0,0,0,0,0,0
261,262,81259,81413.5,0,0,0,0,0,0
262,263,81568,81721.5,0,0,0,0,0,0
263,264,81875,82029.0,0,0,0,0,0,0
264,265,82183,82338.5,0,0,0,0,0,0
265,266,82494,82648.0,0,0,0,0,0,0
266,267,82802,82959.5,0,0,1,0,0,0
267,268,83117,83270.0,0,0,0,0,0,0
268,269,83423,83580.0,1,1,0,0,0,0
269,270,83737,83894.5,0,0,1,0,0,0
270,271,84052,84209.5,0,0,0,0,0,0
271,272,84367,84527.5,0,0,0,0,0,0
272,273,84688,84845.5,0,0,0,0,0,0
273,274,85003,85156.5,0,0,0,0,0,0
274,275,85310,85465.5,0,0,0,2,0,0
275,276,85621,85776.0,0,0,0,0,0,0
276,277,85931,86086.5,0,0,0,1,0,0
277,278,86242,86413.5,0,0,0,0,0,0
278,279,86585,86766.0,0,0,0,0,1,0
279,280,86947,87104.0,0,0,0,0,1,0
280,281,87261,87420.0,0,0,0,0,1,0
281,282,87579,87735.5,0,0,0,0,0,0
282,283,87892,88048.0,0,0,0,0,0,0
283,284,88204,88359.0,0,0,0,0,0,0
284,285,88514,88673.5,0,0,0,0,0,0
285,286,88833,88991.5,0,0,1,0,0,0
286,287,89150,89303.5,0,0,0,0,0,0
287,288,89457,89609.5,0,0,0,0,0,0
288,289,89762,89915.5,0,0,0,0,0,0
289,290,90069,90224.0,0,0,1,0,0,0
290,291,90379,90532.5,0,0,1,0,0,0
291,292,90686,90843.5,0,0,0,0,0,0
292,293,91001,91156.5,0,0,0,0,0,0
293,294,91312,91465.0,0,0,0,0,0,0
294,295,91618,91773.5,0,0,0,0,0,0
295,296,91929,92082.5,0,0,0,0,0,0
296,297,92236,92388.5,0,0,0,0,0,0
297,298,92541,92694.5,0,0,0,0,0,0
298,299,92848,93003.5,0,0,0,0,0,0
299,300,93159,93313.5,0,0,0,0,0,0
300,301,93468,93623.0,0,0,0,0,0,0
301,302,93778,93929.5,0,0,0,0,0,0
302,303,94081,94235.0,0,0,0,0,0,0
303,304,94389,94542.5,0,0,0,0,0,0
304,305,94696,94852.5,1,0,0,0,0,0
305,306,95009,95161.5,0,0,0,0,0,0
306,307,95314,95473.0,0,0,0,0,0,0
307,308,95632,95788.0,0,0,0,1,0,0
308,309,95944,96100.5,0,0,0,0,1,0
309,310,96257,96409.5,0,0,0,0,0,0
310,311,96562,96716.0,0,0,0,0,0,0
311,312,96870,97024.5,0,0,0,0,0,0
312,313,97179,97333.0,0,0,0,0,0,0
313,314,97487,97642.5,0,0,0,0,0,0
314,315,97798,97953.5,0,0,0,0,0,0
315,316,98109,98263.0,0,0,0,0,0,0
316,317,98417,98575.5,0,0,0,0,0,0
317,318,98734,98890.5,1,0,0,0,0,0
318,319,99047,99199.5,0,0,0,0,0,0
319,320,99352,99505.5,0,0,0,0,0,0
320,321,99659,99812.0,0,0,0,0,0,0
321,322,99965,100119.0,0,0,0,0,0,0
322,323,100273,100428.0,0,0,0,0,0,0
323,324,100583,100740.5,0,0,0,0,0,0
324,325,100898,101051.5,0,0,0,0,0,0
325,326,101205,101359.5,0,0,0,0,0,0
326,327,101514,101667.0,0,0,0,0,0,0
327,328,101820,101974.0,0,0,0,0,0,0
328,329,102128,102287.0,1,0,0,0,0,0
329,330,102446,102603.5,0,1,0,0,0,0
330,331,102761,102914.0,0,0,0,0,0,0
331,332,103067,103221.0,0,0,0,0,0,0
332,333,103375,103528.5,0,0,0,0,0,0
333,334,103682,103836.0,0,0,0,0,0,0
334,335,103990,104142.5,0,0,0,0,0,0
335,336,104295,104450.0,0,0,0,0,0,0
336,337,104605,104762.5,0,0,0,0,0,0
337,338,104920,105077.5,0,0,0,0,0,0
338,339,105235,105394.0,0,0,0,0,0,0
339,340,105553,105712.5,0,0,0,0,0,0
340,341,105872,106025.0,0,0,0,0,0,0
341,342,106178,106330.5,0,0,0,0,0,0
342,343,106483,106636.0,0,0,0,0,0,0
343,344,106789,106943.5,0,0,0,0,0,0
344,345,107098,107251.5,0,0,0,0,0,0
345,346,107405,107558.0,0,0,0,0,0,0
346,347,107711,107866.0,0,0,0,0,0,0
347,348,108021,108178.5,2,1,0,0,0,0
348,349,108336,108496.5,2,0,0,0,1,0
349,350,108657,108813.0,0,0,0,0,0,0
350,351,108969,109126.0,0,0,0,0,0,0
351,352,109283,109446.0,0,0,0,0,0,0
352,353,109609,109765.0,0,0,0,0,0,0
353,354,109921,110078.0,0,0,0,0,0,0
354,355,110235,110388.5,0,0,1,0,0,0
355,356,110542,110698.0,1,0,0,0,0,0
356,357,110854,111008.5,0,0,0,0,0,0
357,358,111163,111318.0,0,1,0,0,1,0
358,359,111473,111626.5,0,1,0,0,0,0
359,360,111780,111934.5,0,1,0,0,0,0
360,361,112089,112245.5,0,0,0,1,1,0
361,362,112402,112569.5,0,0,0,0,2,0
362,363,112737,112889.5,1,0,0,0,0,0
363,364,113042,113195.0,0,0,0,0,0,0
364,365,113348,113502.5,0,0,0,0,0,0
365,366,113657,113811.5,0,0,0,0,0,0
366,367,113966,114121.0,0,0,0,0,0,0
367,368,114276,114435.0,0,0,0,0,0,0
368,369,114594,114748.0,0,0,1,0,0,0
369,370,114902,115061.0,0,0,0,0,0,0
370,371,115220,115375.5,0,0,0,0,0,1
371,372,115531,115689.5,0,0,0,0,0,0
372,373,115848,116004.0,1,0,0,0,0,0
373,374,116160,116314.0,0,0,0,0,0,0
374,375,116468,116631.0,0,0,0,0,0,0
375,376,116794,116950.5,2,0,0,0,0,0
376,377,117107,117258.0,0,0,0,0,0,0
377,378,117409,117562.5,0,0,0,0,0,0
378,379,117716,117872.0,2,0,0,0,0,0
379,380,118028,118181.5,0,0,0,0,0,0
380,381,118335,118489.0,0,0,0,0,0,0
381,382,118643,118798.5,0,0,0,0,0,0
382,383,118954,119108.0,0,0,0,0,0,0
383,384,119262,119414.0,0,0,0,0,0,0
384,385,119566,119720.5,0,0,0,0,0,0
385,386,119875,120030.0,2,0,0,0,0,0
386,387,120185,120340.5,1,0,0,0,0,0
387,388,120496,120650.5,1,0,0,0,0,0
388,389,120805,120960.0,0,0,0,0,0,0
389,390,121115,121269.0,0,0,0,0,0,0
390,391,121423,121578.0,0,0,0,0,0,0
391,392,121733,121890.5,0,4,1,0,2,0
392,393,122048,122202.0,0,0,0,0,1,0
393,394,122356,122511.0,0,0,0,0,1,0
394,395,122666,122822.0,0,2,0,0,0,1
395,396,122978,123131.0,1,0,0,0,0,0
396,397,123284,123440.5,1,4,0,0,0,0
397,398,123597,123754.0,0,5,0,0,0,0
398,399,123911,124067.0,0,4,0,0,0,0
399,400,124223,124379.5,0,0,3,1,0,0
400,401,124536,124690.0,1,0,0,0,1,0
401,402,124844,124998.0,0,0,0,0,0,0
402,403,125152,125305.5,0,0,0,0,0,0
403,404,125459,125616.0,0,0,0,0,0,0
404,405,125773,125928.5,0,0,0,0,0,0
405,406,126084,126239.5,0,1,0,0,0,0
406,407,126395,126549.0,0,1,1,0,0,0
407,408,126703,126858.5,2,2,0,0,0,0
408,409,127014,127167.5,0,1,0,0,0,0
409,410,127321,127477.0,0,4,0,0,0,0
410,411,127633,127789.0,0,4,0,0,0,0
411,412,127945,128101.5,1,1,1,0,0,0
412,413,128258,128415.0,1,4,2,0,0,0
413,414,128572,128729.0,1,0,1,3,0,0
414,415,128886,129046.5,0,4,2,2,0,0
415,416,129207,129365.0,0,1,1,1,0,0
416,417,129523,129682.0,0,0,0,1,0,1
417,418,129841,129994.5,0,0,0,0,0,1
418,419,130148,130301.0,0,0,0,0,0,0
419,420,130454,130611.5,0,1,0,0,0,0
420,421,130769,130926.0,0,0,0,0,0,0
421,422,131083,131243.0,0,0,1,0,0,1
422,423,131403,131559.0,0,0,0,1,0,0
423,424,131715,131873.5,0,0,0,0,0,0
424,425,132032,132189.0,2,0,2,0,0,0
425,426,132346,132500.0,0,0,0,0,0,0
426,427,132654,132809.5,0,0,0,0,1,1
427,428,132965,133123.5,0,0,0,0,0,0
428,429,133282,133445.0,0,0,0,0,0,0
429,430,133608,133768.0,0,0,0,0,0,1
430,431,133928,134081.0,0,0,0,0,0,0
431,432,134234,134393.0,0,0,0,0,0,0
432,433,134552,134708.5,0,0,0,0,0,0
433,434,134865,135020.0,0,0,0,0,0,0
434,435,135175,135330.0,1,0,0,0,1,1
435,436,135485,135641.0,0,0,0,0,0,0
436,437,135797,135950.0,0,0,0,0,0,0
437,438,136103,136257.5,0,0,0,0,0,0
438,439,136412,136567.0,0,0,0,0,0,0
439,440,136722,136875.5,0,0,0,0,0,0
440,441,137029,137184.5,0,0,0,0,0,0
441,442,137340,137494.0,0,0,0,0,0,0
442,443,137648,137803.5,0,0,0,0,0,0
443,444,137959,138113.0,0,0,0,0,0,0
444,445,138267,138420.0,0,0,0,0,0,0
445,446,138573,138728.0,0,0,0,0,0,0
446,447,138883,139037.5,0,0,0,0,0,0
447,448,139192,139345.0,0,1,0,0,0,0
448,449,139498,139650.5,0,0,0,0,0,0
449,450,139803,139956.5,0,0,0,0,0,0
450,451,140110,140265.5,0,2,0,0,0,0
451,452,140421,140574.0,0,1,0,0,0,0
452,453,140727,140883.5,0,0,0,0,0,0
453,454,141040,141193.5,0,0,0,0,0,0
454,455,141347,141505.0,2,1,0,1,0,0
455,456,141663,141817.0,0,0,0,0,0,3
456,457,141971,142130.5,1,0,0,0,0,0
457,458,142290,142447.0,3,0,0,0,0,0
458,459,142604,142757.5,0,1,0,0,0,0
459,460,142911,143066.0,1,0,0,0,0,0
460,461,143221,143374.0,0,1,0,0,0,0
461,462,143527,143680.0,0,0,0,0,0,0
462,463,143833,143987.5,0,0,0,0,1,0
463,464,144142,144300.5,1,0,0,0,0,0
464,465,144459,144613.0,0,0,0,0,2,0
465,466,144767,144925.5,0,0,0,0,0,0
466,467,145084,145250.5,0,0,0,0,1,0
467,468,145417,145572.5,0,0,0,0,0,0
468,469,145728,145882.5,0,0,0,0,0,0
469,470,146037,146205.0,0,3,1,0,0,0
470,471,146373,146530.5,2,0,1,0,0,0
471,472,146688,146842.5,2,0,0,0,0,0
472,473,146997,147156.0,0,1,0,0,1,0
473,474,147315,147468.0,0,0,1,0,0,0
474,475,147621,147775.5,0,0,0,0,0,0
475,476,147930,148089.5,0,2,0,0,0,0
476,477,148249,148406.0,2,0,0,0,0,0
477,478,148563,148721.0,2,0,0,0,0,0
478,479,148879,149041.0,2,0,0,0,0,0
479,480,149203,149360.5,7,0,0,0,0,0
480,481,149518,149674.0,3,0,0,0,0,0
481,482,149830,149985.0,0,0,0,0,0,0
482,483,150140,150295.5,0,0,1,1,0,0
483,484,150451,150612.5,0,3,0,0,0,0
484,485,150774,150928.5,0,0,1,0,0,0
485,486,151083,151238.0,0,1,1,0,0,0
486,487,151393,151555.0,0,0,1,0,0,0
487,488,151717,151873.5,0,0,0,0,1,0
488,489,152030,152183.5,0,0,0,0,0,0
489,490,152337,152500.5,3,2,0,0,0,0
490,491,152664,152821.0,0,0,3,0,0,0
491,492,152978,153135.0,0,0,0,4,0,0
492,493,153292,153444.0,0,0,0,1,0,0
493,494,153596,153749.5,0,0,0,0,0,0
494,495,153903,154057.5,0,0,0,0,0,0
495,496,154212,154365.5,0,0,0,0,0,0
496,497,154519,154675.5,1,0,0,0,0,0
497,498,154832,154984.0,0,0,0,0,0,0
498,499,155136,155290.0,1,0,0,0,0,0
499,500,155444,155598.0,1,0,0,0,0,0
500,501,155752,155907.0,2,0,0,1,0,0
501,502,156062,156219.5,0,0,0,0,0,0
502,503,156377,156530.0,0,0,0,0,0,0
503,504,156683,156840.5,0,0,0,0,0,0
504,505,156998,157153.0,0,0,0,0,0,0
505,506,157308,157462.5,0,0,0,0,0,0
506,507,157617,157770.0,0,0,0,0,0,0
507,508,157923,158076.5,0,0,0,0,0,0
508,509,158230,158389.5,0,0,0,0,0,0
509,510,158549,158707.5,0,0,0,0,0,0
510,511,158866,159028.5,0,0,0,0,1,0
511,512,159191,159359.5,0,0,0,0,0,0
512,513,159528,159690.5,0,0,1,0,0,0
513,514,159853,160005.5,0,0,0,0,0,0
514,515,160158,160312.0,0,0,0,0,0,0
515,516,160466,160624.0,1,1,0,0,1,0
516,517,160782,160943.0,0,0,2,0,1,0
517,518,161104,161261.0,0,1,0,0,0,0
518,519,161418,161572.5,0,0,2,2,1,0
519,520,161727,161891.0,0,0,0,0,0,2
520,521,162055,162211.0,0,0,0,0,0,0
521,522,162367,162522.5,1,0,0,0,0,0
522,523,162678,162833.0,0,0,0,0,0,0
523,524,162988,163144.5,0,0,0,0,1,0
524,525,163301,163457.5,0,1,0,0,0,0
525,526,163614,163769.5,0,0,0,0,0,0
526,527,163925,164081.0,0,0,0,0,0,0
527,528,164237,164401.5,0,0,0,1,0,0
528,529,164566,164726.0,0,0,0,0,1,0
529,530,164886,165041.5,0,0,0,0,0,0
530,531,165197,165349.0,0,0,0,0,0,0
531,532,165501,165654.5,0,0,0,0,1,0
532,533,165808,165966.0,0,0,0,1,0,0
533,534,166124,166278.0,0,0,0,0,0,0
534,535,166432,166584.0,0,0,0,0,0,0
535,536,166736,166892.5,0,0,0,0,0,0
536,537,167049,167204.5,0,0,0,0,0,0
537,538,167360,167518.5,0,2,0,0,0,0
538,539,167677,167834.5,0,0,1,0,1,0
539,540,167992,168156.5,0,0,0,0,2,2
540,541,168321,168479.0,0,0,0,0,0,0
541,542,168637,168790.0,0,0,0,0,0,0
542,543,168943,169097.5,0,0,0,0,1,1
543,544,169252,169409.0,0,0,0,0,0,0
544,545,169566,169723.5,0,0,0,0,0,0
545,546,169881,170036.0,0,0,0,1,1,0
546,547,170191,170348.0,0,0,0,0,0,0
547,548,170505,170659.0,0,0,0,0,0,0
548,549,170813,170964.5,0,0,0,0,0,0
549,550,171116,171273.0,0,0,0,0,0,0
550,551,171430,171583.5,0,0,0,0,0,0
551,552,171737,171891.0,0,0,0,0,0,0
552,553,172045,172199.0,0,0,0,0,0,0
553,554,172353,172505.5,0,0,0,0,0,0
554,555,172658,172813.0,0,0,0,0,0,0
555,556,172968,173123.0,0,0,0,0,0,0
556,557,173278,173432.5,0,0,0,0,0,0
557,558,173587,173742.0,0,0,0,0,0,0
558,559,173897,174049.5,0,0,0,0,0,0
559,560,174202,174357.0,0,0,0,0,0,0
560,561,174512,174668.0,0,0,0,0,0,0
561,562,174824,174978.5,0,0,0,0,0,0
562,563,175133,175289.0,0,0,0,0,0,0
563,564,175445,175605.5,0,0,0,0,0,0
564,565,175766,175922.5,0,0,1,0,0,0
565,566,176079,176232.5,0,0,0,0,0,0
566,567,176386,176543.5,0,0,0,0,0,0
567,568,176701,176857.5,0,0,0,0,0,0
568,569,177014,177168.5,0,0,0,0,0,0
569,570,177323,177483.0,0,1,0,1,0,0
570,571,177643,177803.0,1,0,0,0,3,0
571,572,177963,178119.0,0,0,0,0,0,0
572,573,178275,178434.0,0,1,0,0,0,0
573,574,178593,178754.0,2,0,0,1,1,0
574,575,178915,179085.0,5,1,1,0,0,0
575,576,179255,179411.0,0,0,0,1,0,0
576,577,179567,179726.0,1,0,0,1,0,0
577,578,179885,180049.0,2,1,0,2,0,0
578,579,180213,180370.5,0,0,0,0,0,0
