word,count
اشتد الغلا,126
قحط شديد,61
القحط والجوع,59
الغلا المفرط,37
حتي اكلوا,21
صلي الله,20
الله عليه,20
الغلا والقحط,20
عليه وسلم,17
الغلا في,14
علي عهد,14
شديد علي,14
كما بلونا,13
محمد بن,12
اصحاب الجنه,12
بن عبد,12
الغلا ببغداد,12
حتي اكل,11
وعم الغلا,11
القحط المفرط,11
احمد بن,11
اشتداد الغلا,11
عهد عمر,10
وفيها توفي,10
ركعتين وخالف,10
وخالف بين,10
بعضهم بعضا,10
اليمين علي,10
علي اليسار,10
الغلا بمصر,10
هذه السنه,10
بلونا اصحاب,10
فجعل اليمين,9
رسول الله,9
بهم ركعتين,9
رداه فجعل,9
بين طرفي,9
الغلا والوبا,9
طرفي رداه,9
له في,8
فخرج عمر,8
علي اليمين,8
الله صلي,8
فصلي بهم,8
علي بن,8
بالناس فصلي,8
واكل الناس,8
اليسار واليسار,8
اكلوا الكلاب,8
من ذلك,8
اكلوا الجيف,8
اليمين ثم,8
الغلا علي,8
شديد حتي,8
اهل مكه,7
عمر بالناس,7
من اهل,7
واليسار علي,7
ان امراه,7
يوم القيامه,7
في كل,7
الي ان,7
اكل الناس,7
والجوع كما,7
بن محمد,6
الف درهم,6
يوم بدر,6
قال ابن,6
رضي الله,6
في سنه,6
في هذه,6
والجوع بدعوه,6
بدعوه رسول,6
سنه خمس,6
الناس الميته,6
ثم بسط,6
بالف دينار,6
رغيفا بالف,6
كل يوم,6
الميته والكلاب,6
حتي ان,6
ينادي باعلي,5
القيامه ينادي,5
تطوي له,5
باعلي صوته,5
صوته يسمع,5
غار الي,5
المفرط في,5
الي يوم,5
بما الا,5
الا غار,5
قد اشتد,5
يمر بما,5
لا يمر,5
منهلا لا,5
منهلا منهلا,5
الارض منهلا,5
سنه ه,5
الغلا قد,5
وفي سنه,5
وكثر الوبا,5
بن احمد,5
من كل,5
اكلت رغيفا,5
امراه اكلت,5
الغلا حتي,5
والوبا حتي,5
ان اهل,5
اهل البيت,5
البيت كانوا,5
كانوا يموتون,5
يموتون في,5
في ليله,5
حكي ان,5
وكثر الموت,5
وخرج الناس,5
حتي ابيع,5
في البلاد,5
له الارض,5
ما كان,5
ميل تطوي,5
فقال انت,5
حماره ميل,5
الله عنه,5
الكلاب والجيف,5
بالنبي صلي,5
كسني يوسف,5
سنين كسني,5
غلا السعر,5
علي مضر,5
وطاتك علي,5
اشدد وطاتك,5
السعر فلو,5
فلو نقصنا,5
نقصنا من,5
من هذا,5
قد غلا,5
انت شيطان,5
اللهم اشدد,5
شديد تحته,5
خطوه حماره,5
عمر فخرج,5
صيره كرين,5
بهم الي,4
سنه سبع,4
فلم يسقوا,4
كثير من,4
بلاد الاسلام,4
عامه بلاد,4
في عامه,4
عمر رضي,4
اكل بعضهم,4
اواق بدرهم,4
ذي القعده,4
عن ذنوبهم,4
يتذللون ويتخشعون,4
يتضرعون يتذللون,4
لعلهم يتضرعون,4
المرض ونقصان,4
والجوع والضرا,4
ورحل عنها,4
سنين حتي,4
فكان له,4
بثلاثه دنانير,4
الي اكل,4
هذا فقال,4
