pos,word,count
0,اشتداد,11
0,اشتد,123
0,قحط,61
0,القحط,70
0,وعم,11
0,الغلا,61
0,امتد,1
0,لم,1
1,الغلا,146
1,شديد,61
1,والجوع,59
1,والقحط,19
1,قد,5
1,المفرط,48
1,تبق,1
2,به,1
2,وعم,2
2,علي,22
2,بالديار,2
2,قوله,2
2,سبع,1
2,كما,7
2,ويستخلفكم,1
2,عاما,1
2,في,17
2,بها,4
2,والوبا,11
2,لا,1
2,ببغداد,12
2,بالعراق,4
2,بخراسان,1
2,حتي,20
2,بافريقيه,6
2,وكان,3
2,بالبلاد,1
2,بالموصل,3
2,سار,2
2,تلك,4
2,بدمشق,5
2,اشتد,5
2,فكتب,1
2,تتابع,1
2,اتاه,4
2,بمكه,4
2,ثم,4
2,وختم,2
2,ذكره,1
2,وتشحط,1
2,وجدب,3
2,بالقاهره,1
2,بالرمله,1
2,بحلب,1
2,محمد,1
2,عادوا,2
2,وشده,1
2,فاخذتهم,1
2,عنكم,2
2,الدره,1
2,اذ,3
2,وقال,4
2,بمصر,9
2,مع,1
2,عندهم,3
2,بالناس,1
2,كل,1
2,وفي,3
2,والجراد,1
2,وفيه,1
2,والموت,1
2,ذكر,1
2,وبا,1
2,اذا,2
2,وموت,1
2,بارض,2
2,املي,1
2,والضرا,4
2,بدعوه,6
2,فاحتال,2
2,وكثر,2
2,واشتغالهم,2
2,وعدمت,3
2,بالجزيره,2
2,فامر,3
2,ووبا,3
2,ذهب,1
2,وان,2
2,فسالوه,1
2,فاكل,1
2,وبلغ,1
2,وراسل,1
2,وامتد,3
2,وسنوات,1
2,ومجاعه,2
2,والطاعون,1
2,الذي,4
2,والجوع,1
2,عن,2
2,فبلغ,2
2,الي,1
2,بديار,2
2,وجوع,1
2,سنه,2
2,فان,1
2,بل,2
2,كاد,1
2,والحاجه,1
2,وعز,1
2,ووقع,1
2,فلما,1
2,والقحط,1
2,فبيع,1
2,والثاني,1
2,فخرجنا,1
2,فاحري,1
2,فقال,2
2,جدا,1
2,وزاد,1
2,والفنا,1
2,وعدم,1
2,ودام,1
2,بالحجاز,1
2,يقال,2
2,وصار,1
2,بانطاكيه,2
2,وقد,1
2,يكون,1
2,وانهوا,1
2,وفشت,1
2,وفحش,1
2,ويزرع,1
2,فاخرج,1
2,فشكي,1
2,سنين,3
2,بحيث,1
2,وابنه,1
2,ايضا,1
2,اقوات,1
