,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,235.5,0,0,0,0,0
1,2,471,627.5,0,0,0,0,0
2,3,784,939.0,0,0,0,0,0
3,4,1094,1247.0,0,0,0,0,0
4,5,1400,1557.5,1,0,0,0,0
5,6,1715,1876.5,0,0,0,0,0
6,7,2038,2195.0,2,0,0,0,0
7,8,2352,2506.5,0,0,0,0,0
8,9,2661,2821.0,0,0,0,0,0
9,10,2981,3135.5,2,0,0,0,0
10,11,3290,3448.0,0,0,0,0,0
11,12,3606,3761.0,0,0,0,0,0
12,13,3916,4077.5,3,0,0,0,2
13,14,4239,4395.5,0,2,0,0,0
14,15,4552,4704.5,0,0,0,0,0
15,16,4857,5014.0,4,1,0,0,0
16,17,5171,5326.0,1,3,0,0,0
17,18,5481,5638.5,3,0,5,0,0
18,19,5796,5953.0,1,0,4,0,0
19,20,6110,6266.5,0,0,1,0,0
20,21,6423,6577.5,1,0,0,0,0
21,22,6732,6890.0,3,0,2,0,0
22,23,7048,7204.5,2,0,3,0,0
23,24,7361,7515.5,3,0,1,0,0
24,25,7670,7826.5,3,0,2,0,0
25,26,7983,8140.0,7,0,2,0,0
26,27,8297,8451.5,0,0,1,2,0
27,28,8606,8762.0,0,0,1,0,0
28,29,8918,9073.0,3,0,1,0,0
29,30,9228,9381.5,0,0,0,0,0
30,31,9535,9687.5,0,0,0,0,0
31,32,9840,9993.0,0,0,0,0,0
32,33,10146,10300.5,0,0,0,0,0
33,34,10455,10613.5,0,0,0,1,0
34,35,10772,10931.5,0,0,0,2,0
35,36,11091,11243.5,0,0,0,0,0
36,37,11396,11548.5,0,0,0,0,0
37,38,11701,11856.0,1,0,1,1,0
38,39,12011,12168.5,1,0,0,1,0
39,40,12326,12478.5,0,0,0,0,0
40,41,12631,12789.0,2,0,0,1,0
41,42,12947,13103.0,2,0,0,0,0
42,43,13259,13411.5,0,0,0,0,0
43,44,13564,13719.0,2,0,0,1,0
44,45,13874,14030.0,1,0,0,1,0
45,46,14186,14342.5,0,0,0,2,0
46,47,14499,14652.0,1,0,0,0,0
47,48,14805,14963.0,0,0,0,2,0
48,49,15121,15277.5,0,0,0,2,0
49,50,15434,15586.5,0,0,0,0,0
50,51,15739,15891.5,0,0,0,0,0
51,52,16044,16195.0,0,0,0,0,0
52,53,16346,16502.5,1,0,0,1,0
53,54,16659,16811.5,0,0,0,0,0
54,55,16964,17122.5,2,0,1,0,0
55,56,17281,17434.5,0,0,0,1,0
56,57,17588,17745.5,1,0,0,1,0
57,58,17903,18055.5,0,0,0,0,0
58,59,18208,18365.5,0,0,1,1,0
59,60,18523,18676.0,0,0,0,0,0
60,61,18829,18985.0,1,0,0,1,0
61,62,19141,19298.5,1,0,0,1,0
62,63,19456,19612.5,1,0,1,1,0
63,64,19769,19923.0,0,0,0,0,0
64,65,20077,20230.5,0,0,0,0,0
