,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,238.0,0,0,0,0,0
1,2,476,641.0,1,0,1,0,0
2,3,806,966.0,0,1,0,0,0
3,4,1126,1290.0,0,0,0,0,0
4,5,1454,1616.5,0,1,0,0,0
5,6,1779,1938.0,0,0,0,0,0
6,7,2097,2256.0,0,1,0,0,0
7,8,2415,2579.5,0,8,0,0,0
8,9,2744,2904.5,0,1,0,0,0
9,10,3065,3227.0,0,0,0,0,0
10,11,3389,3546.0,0,0,0,0,0
11,12,3703,3860.5,0,0,0,0,0
12,13,4018,4174.0,0,0,0,0,0
13,14,4330,4497.0,0,0,0,0,0
14,15,4664,4823.5,0,0,0,0,0
15,16,4983,5145.5,0,0,0,0,0
16,17,5308,5464.5,0,0,0,0,0
17,18,5621,5779.0,0,0,0,0,0
18,19,5937,6094.5,0,0,0,0,0
19,20,6252,6411.0,0,0,1,0,0
20,21,6570,6728.5,0,0,0,0,0
21,22,6887,7044.5,0,0,0,0,0
22,23,7202,7365.5,0,0,1,0,0
23,24,7529,7684.0,1,1,0,0,0
24,25,7839,7996.5,0,0,0,0,0
25,26,8154,8311.5,0,2,1,0,0
26,27,8469,8628.0,1,2,0,0,0
27,28,8787,8944.5,0,0,0,0,0
28,29,9102,9258.5,0,0,0,0,0
29,30,9415,9570.0,0,0,0,0,0
30,31,9725,9881.0,0,1,0,0,0
31,32,10037,10194.0,0,2,0,0,0
32,33,10351,10508.5,0,2,0,0,0
33,34,10666,10825.5,0,1,0,0,0
34,35,10985,11142.0,0,1,0,0,0
35,36,11299,11459.0,0,2,0,0,0
36,37,11619,11775.5,0,2,0,0,0
37,38,11932,12093.0,1,2,0,0,0
38,39,12254,12423.5,1,4,0,0,0
39,40,12593,12751.0,1,0,0,0,0
40,41,12909,13067.0,0,1,0,0,0
41,42,13225,13382.0,1,0,0,0,0
42,43,13539,13694.0,0,0,0,0,0
43,44,13849,14006.5,0,0,0,0,0
44,45,14164,14321.0,2,0,0,0,0
45,46,14478,14633.0,0,0,0,0,0
46,47,14788,14947.0,1,2,0,0,0
47,48,15106,15278.5,1,6,1,0,0
48,49,15451,15612.5,1,1,0,0,0
49,50,15774,15938.0,0,0,3,0,0
50,51,16102,16264.0,2,4,0,0,0
51,52,16426,16581.0,0,0,0,0,0
52,53,16736,16895.5,1,1,0,0,0
53,54,17055,17214.0,0,0,0,0,0
54,55,17373,17530.0,0,0,0,0,0
55,56,17687,17844.0,0,0,1,0,0
56,57,18001,18158.5,0,1,1,0,0
57,58,18316,18470.0,0,0,0,0,0
58,59,18624,18779.5,0,0,0,0,0
59,60,18935,19093.0,0,0,1,0,0
60,61,19251,19409.5,0,0,0,0,0
61,62,19568,19725.5,0,0,0,0,0
62,63,19883,20041.0,0,0,0,0,0
63,64,20199,20357.5,0,0,0,0,0
64,65,20516,20672.0,0,0,1,0,0
65,66,20828,20991.0,0,0,1,0,0
66,67,21154,21317.0,0,0,1,0,0
67,68,21480,21636.0,0,0,0,0,0
68,69,21792,21950.0,0,0,0,0,0
69,70,22108,22263.0,1,0,0,0,0
70,71,22418,22573.0,0,0,0,0,0
71,72,22728,22884.5,1,0,0,0,0
72,73,23041,23201.5,1,0,3,0,0
73,74,23362,23520.5,0,0,2,0,0
74,75,23679,23842.0,0,0,2,0,0
75,76,24005,24166.0,1,0,1,0,0
76,77,24327,24483.0,0,0,1,0,0
77,78,24639,24802.5,0,0,0,0,0
78,79,24966,25122.0,0,0,0,0,0
79,80,25278,25437.0,0,0,0,0,0
80,81,25596,25754.5,0,0,0,0,0
81,82,25913,26076.5,0,0,2,0,0
82,83,26240,26396.5,0,0,0,0,0
83,84,26553,26709.5,0,0,1,0,0
84,85,26866,27026.5,0,0,0,0,0
85,86,27187,27344.0,0,0,0,0,0
86,87,27501,27665.0,0,0,0,0,0
87,88,27829,27988.5,0,1,0,0,0
88,89,28148,28309.5,0,0,0,0,0
89,90,28471,28634.5,0,0,0,0,0
90,91,28798,28953.0,0,1,0,0,0
91,92,29108,29265.0,0,1,0,0,0
92,93,29422,29579.0,0,0,0,0,0
93,94,29736,29890.5,0,0,0,0,0
94,95,30045,30203.0,0,2,0,0,0
95,96,30361,30517.0,0,0,0,0,0
96,97,30673,30833.5,0,3,0,0,0
97,98,30994,31152.0,0,0,0,0,0
98,99,31310,31465.0,2,0,0,0,0
99,100,31620,31776.5,2,0,0,0,0
100,101,31933,32091.5,1,1,0,0,0
101,102,32250,32404.0,0,0,0,0,0
102,103,32558,32714.5,0,0,0,0,0
103,104,32871,33027.0,1,0,0,0,0
104,105,33183,33340.0,1,0,0,0,0
105,106,33497,33653.5,2,0,0,0,0
106,107,33810,33966.5,0,1,0,0,0
107,108,34123,34278.5,0,1,0,0,0
108,109,34434,34589.5,0,2,0,0,0
109,110,34745,34903.5,2,2,0,0,0
110,111,35062,35218.5,2,0,0,0,0
111,112,35375,35533.0,1,3,0,0,0
112,113,35691,35846.0,0,0,1,0,0
113,114,36001,36157.5,0,1,0,0,0
114,115,36314,36472.0,0,0,2,0,0
115,116,36630,36790.5,0,0,0,0,0
116,117,36951,37105.5,0,0,0,0,0
117,118,37260,37427.0,0,0,0,0,0
118,119,37594,37754.5,0,0,0,0,0
119,120,37915,38074.0,0,0,0,0,0
120,121,38233,38393.0,0,0,0,0,0
121,122,38553,38709.5,0,0,0,0,0
122,123,38866,39027.0,0,0,0,0,0
123,124,39188,39350.5,0,0,0,0,0
124,125,39513,39673.5,0,0,1,0,0
