,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,81.5,0,0,0,0,0
1,2,163,589.0,0,0,0,0,0
2,3,1015,1450.5,0,0,0,0,1
3,4,1886,2129.0,4,0,2,0,3
4,5,2372,3461.0,0,0,0,0,0
5,6,4550,6425.5,0,0,0,0,0
6,7,8301,8465.5,0,0,0,0,0
7,8,8630,9117.5,0,0,0,0,0
8,9,9605,9985.5,0,0,0,0,0
9,10,10366,10762.0,0,0,0,0,0
10,11,11158,12762.0,1,0,0,0,0
11,12,14366,15392.5,0,0,0,0,0
12,13,16419,18418.0,3,1,0,0,1
13,14,20417,23958.5,1,1,0,0,0
14,15,27500,28085.0,0,2,0,0,0
15,16,28670,28927.0,0,0,0,0,0
16,17,29184,31999.0,4,0,1,0,0
17,18,34814,35016.0,0,0,0,0,0
18,19,35218,36667.0,0,0,0,0,0
19,20,38116,39126.5,0,0,0,0,0
20,21,40137,41655.5,2,8,3,2,3
21,22,43174,43194.5,0,0,0,0,0
22,23,43215,44441.5,0,0,0,0,0
23,24,45668,46500.5,0,0,0,0,0
24,25,47333,47740.0,1,0,0,0,0
25,26,48147,48573.0,0,0,0,0,2
26,27,48999,49119.0,0,0,0,0,0
27,28,49239,49362.5,0,0,0,0,0
28,29,49486,49644.0,0,0,0,0,0
29,30,49802,49912.5,0,0,0,0,0
30,31,50023,50091.5,0,0,0,0,0
31,32,50160,50281.5,0,1,0,0,0
32,33,50403,50429.0,0,0,1,0,0
33,34,50455,50469.5,0,0,0,0,1
34,35,50484,50655.0,0,0,0,0,0
35,36,50826,51411.0,0,1,0,0,0
36,37,51996,52328.5,1,0,0,0,0
37,38,52661,53040.5,0,0,0,0,0
38,39,53420,54674.0,1,0,0,0,0
39,40,55928,56143.5,0,6,0,0,0
40,41,56359,57058.0,0,10,0,0,0
41,42,57757,59814.0,4,0,6,6,0
42,43,61871,63151.5,3,0,0,0,4
43,44,64432,64576.5,0,0,0,0,0
44,45,64721,66234.5,5,2,0,0,1
45,46,67748,68640.5,1,0,0,0,0
46,47,69533,69735.0,2,1,0,0,0
47,48,69937,70599.0,0,2,8,1,0
48,49,71261,72298.0,0,0,0,1,1
49,50,73335,76195.0,10,2,4,5,10
50,51,79055,82825.0,1,1,2,3,1
51,52,86595,86940.0,0,0,0,0,2
52,53,87285,87359.0,0,0,0,0,0
53,54,87433,87879.5,0,0,0,0,0
54,55,88326,88409.0,0,0,0,0,0
55,56,88492,88548.5,0,0,0,0,0
56,57,88605,88622.0,0,0,0,0,0
57,58,88639,88685.5,0,0,0,0,0
58,59,88732,89703.5,0,0,3,0,0
59,60,90675,91032.5,0,0,0,0,0
60,61,91390,93262.0,0,0,0,0,0
61,62,95134,98642.5,2,1,0,1,1
62,63,102151,104373.5,0,0,0,0,0
63,64,106596,107104.0,0,0,0,0,0
64,65,107612,108051.0,3,1,0,0,1
65,66,108490,108858.0,0,0,0,0,0
66,67,109226,109744.5,1,0,1,0,0
67,68,110263,111256.0,0,3,0,1,4
68,69,112249,112639.5,1,0,0,0,0
69,70,113030,114008.0,0,0,1,0,1
70,71,114986,115339.0,0,0,0,0,0
71,72,115692,117009.5,5,0,0,0,0
72,73,118327,119298.5,4,0,0,0,0
73,74,120270,120339.0,0,0,0,0,0
74,75,120408,121393.0,0,4,1,0,4
75,76,122378,123503.5,3,15,3,1,1
76,77,124629,124823.5,0,0,0,0,0
77,78,125018,127028.5,5,23,8,6,0
78,79,129039,129078.5,0,0,0,0,1
79,80,129118,129141.0,0,0,0,1,0
80,81,129164,129200.0,0,0,0,0,0
81,82,129236,129450.0,0,0,0,0,1
82,83,129664,129857.5,0,0,0,0,0
83,84,130051,130159.5,0,1,0,0,0
84,85,130268,130285.5,0,0,0,0,0
85,86,130303,130331.5,0,0,0,0,0
86,87,130360,130514.5,0,0,0,0,1
87,88,130669,130778.0,0,0,1,0,0
88,89,130887,130913.5,0,0,0,1,0
89,90,130940,131576.0,2,0,2,0,0
90,91,132212,132265.0,0,0,0,0,2
91,92,132318,132444.5,0,0,0,0,0
92,93,132571,133232.5,0,0,0,0,1
93,94,133894,133959.5,0,0,0,0,0
94,95,134025,134109.0,0,0,0,0,0
95,96,134193,134614.0,1,0,0,0,2
96,97,135035,135550.5,0,0,0,0,0
97,98,136066,136879.0,0,0,0,0,0
98,99,137692,139052.0,0,4,0,0,0
99,100,140412,140952.0,2,1,0,1,3
100,101,141492,141535.0,0,0,0,0,0
101,102,141578,141718.5,1,0,0,0,0
102,103,141859,142842.5,4,2,0,0,1
103,104,143826,144138.5,0,0,0,0,2
104,105,144451,144460.5,0,0,0,0,0
105,106,144470,144525.0,0,0,0,0,0
106,107,144580,144594.5,0,0,0,0,0
107,108,144609,144647.0,0,0,0,0,0
108,109,144685,144701.0,0,0,0,0,0
109,110,144717,144767.5,0,0,0,0,1
110,111,144818,144963.5,0,0,0,0,0
111,112,145109,145288.5,0,0,0,0,0
112,113,145468,145551.5,0,3,0,0,0
113,114,145635,145699.5,0,0,0,0,0
114,115,145764,145776.5,0,0,0,0,0
115,116,145789,145837.0,0,0,2,0,0
116,117,145885,146290.0,4,1,0,0,1
117,118,146695,147039.5,0,0,1,0,0
118,119,147384,147435.0,0,2,0,0,0
119,120,147486,147506.5,0,0,0,0,0
120,121,147527,147594.0,0,0,0,0,0
121,122,147661,147874.5,4,0,0,0,0
122,123,148088,148297.5,1,0,0,0,0
123,124,148507,148952.0,11,0,0,0,0
124,125,149397,149673.0,0,0,1,1,0
125,126,149949,150423.5,0,4,2,0,0
126,127,150898,151029.0,0,0,1,0,0
127,128,151160,151279.0,0,0,0,0,1
128,129,151398,155687.0,8,2,4,6,2
129,130,159976,160123.5,1,1,0,0,0
130,131,160271,160306.0,0,0,2,0,0
131,132,160341,160392.0,0,0,0,0,1
132,133,160443,160483.5,0,0,0,0,0
133,134,160524,160890.5,0,1,2,2,3
134,135,161257,161301.0,0,0,0,0,0
135,136,161345,161394.0,0,0,0,0,0
136,137,161443,162538.0,1,1,0,0,1
137,138,163633,163837.5,0,0,0,1,0
138,139,164042,164139.5,0,0,0,0,1
139,140,164237,164759.0,0,0,0,1,1
140,141,165281,165333.0,0,0,0,0,0
141,142,165385,165882.5,0,0,0,0,0
142,143,166380,166548.5,0,0,0,0,0
143,144,166717,166906.5,0,2,0,0,0
144,145,167096,167309.0,0,0,1,0,4
145,146,167522,167545.0,0,0,0,0,0
146,147,167568,167611.5,0,0,0,0,1
147,148,167655,167689.0,0,0,0,0,0
148,149,167723,168260.0,0,0,0,0,2
149,150,168797,168962.5,0,0,0,0,0
150,151,169128,169508.5,0,0,0,1,1
