,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,9.5,0,0,0,0,0
1,2,19,229.0,0,0,0,0,0
2,3,439,688.0,0,0,0,0,0
3,4,937,1000.5,0,0,0,0,0
4,5,1064,1113.5,0,0,0,0,0
5,6,1163,1197.0,0,0,0,0,0
6,7,1231,1391.5,0,0,0,0,0
7,8,1552,1592.0,0,0,0,0,0
8,9,1632,1688.5,0,0,0,0,0
9,10,1745,1779.5,1,0,0,0,0
10,11,1814,1872.0,0,3,0,0,0
11,12,1930,2176.0,8,1,0,0,0
12,13,2422,2790.0,3,0,2,0,0
13,14,3158,3812.5,2,0,1,0,0
14,15,4467,4850.0,0,0,1,0,0
15,16,5233,5323.5,0,0,0,0,0
16,17,5414,5473.0,0,0,0,0,0
17,18,5532,5587.5,0,0,0,0,0
18,19,5643,5989.0,2,0,0,0,0
19,20,6335,7163.0,2,0,0,0,1
20,21,7991,8078.0,0,0,0,0,1
21,22,8165,8259.0,0,0,0,0,1
22,23,8353,10676.0,11,7,0,0,6
23,24,12999,14018.5,3,0,1,1,0
24,25,15038,15480.5,0,0,0,0,0
25,26,15923,16329.0,0,0,0,0,0
26,27,16735,16935.0,0,0,0,0,0
27,28,17135,17790.0,1,0,0,0,1
