,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,81.5,0,0,0,0,0
1,2,163,589.0,0,0,0,0,0
2,3,1015,1450.5,0,0,0,0,1
3,4,1886,2132.0,6,0,2,0,3
4,5,2378,3467.0,0,0,0,0,0
5,6,4556,6431.5,0,0,0,0,0
6,7,8307,8471.5,0,0,0,0,0
7,8,8636,9123.5,0,0,0,0,0
8,9,9611,9991.5,0,0,0,0,0
9,10,10372,10768.0,0,0,0,0,0
10,11,11164,12769.0,1,0,0,0,0
11,12,14374,15400.5,0,0,0,0,0
12,13,16427,18426.0,3,1,0,0,1
13,14,20425,23968.5,1,1,0,0,0
14,15,27512,28097.0,0,2,0,0,0
15,16,28682,28939.0,0,0,0,0,0
16,17,29196,32011.0,4,0,1,0,0
17,18,34826,35028.0,0,0,0,0,0
18,19,35230,36680.0,0,0,0,0,0
19,20,38130,39140.5,0,0,0,0,0
20,21,40151,41669.0,2,8,3,2,3
21,22,43187,43207.5,0,0,0,0,0
22,23,43228,44454.5,0,0,0,0,0
23,24,45681,46513.5,0,0,0,0,0
24,25,47346,47753.0,1,0,0,0,0
25,26,48160,48588.0,1,0,0,0,2
26,27,49016,49136.0,0,0,0,0,0
27,28,49256,49379.5,0,0,0,0,0
28,29,49503,49661.0,0,0,0,0,0
29,30,49819,49929.5,0,0,0,0,0
30,31,50040,50108.5,0,0,0,0,0
31,32,50177,50298.5,0,1,0,0,0
32,33,50420,50446.0,0,0,1,0,0
33,34,50472,50486.5,0,0,0,0,1
34,35,50501,50672.0,0,0,0,0,0
35,36,50843,51428.0,0,1,0,0,0
36,37,52013,52345.5,1,0,0,0,0
37,38,52678,53057.5,0,0,0,0,0
38,39,53437,54691.0,1,0,0,0,0
39,40,55945,56160.5,0,6,0,0,0
40,41,56376,57075.0,0,10,0,0,0
41,42,57774,59833.0,4,0,6,6,0
42,43,61892,63172.5,3,0,0,0,4
43,44,64453,64597.5,0,0,0,0,0
44,45,64742,66256.5,5,2,0,0,1
45,46,67771,68663.5,1,0,0,0,0
46,47,69556,69758.0,2,1,0,0,0
47,48,69960,70622.0,0,2,8,1,0
48,49,71284,72321.0,0,0,0,1,1
49,50,73358,76218.0,10,2,4,5,10
50,51,79078,82850.0,1,1,2,3,1
51,52,86622,86967.0,0,0,0,0,2
52,53,87312,87386.0,0,0,0,0,0
53,54,87460,87906.5,0,0,0,0,0
54,55,88353,88436.0,0,0,0,0,0
55,56,88519,88575.5,0,0,0,0,0
56,57,88632,88649.0,0,0,0,0,0
57,58,88666,88712.5,0,0,0,0,0
58,59,88759,89730.5,0,0,3,0,0
59,60,90702,91059.5,0,0,0,0,0
60,61,91417,93290.5,1,0,0,0,0
61,62,95164,98677.5,2,1,0,1,1
62,63,102191,104413.5,0,0,0,0,0
63,64,106636,107144.0,0,0,0,0,0
64,65,107652,108093.0,4,1,0,0,1
65,66,108534,108902.0,0,0,0,0,0
66,67,109270,109789.5,1,0,1,0,0
67,68,110309,111302.0,0,3,0,1,4
68,69,112295,112685.5,1,0,0,0,0
69,70,113076,114054.0,0,0,1,0,1
70,71,115032,115385.0,0,0,0,0,0
71,72,115738,117055.5,5,0,0,0,0
72,73,118373,119344.5,4,0,0,0,0
73,74,120316,120385.0,0,0,0,0,0
74,75,120454,121440.0,0,4,1,0,5
75,76,122426,123552.5,3,15,3,1,1
76,77,124679,124873.5,0,0,0,0,0
77,78,125068,127078.5,5,23,8,6,0
78,79,129089,129128.5,0,0,0,0,1
79,80,129168,129191.0,0,0,0,1,0
80,81,129214,129250.0,0,0,0,0,0
81,82,129286,129500.0,0,0,0,0,1
82,83,129714,129907.5,0,0,0,0,0
83,84,130101,130209.5,0,1,0,0,0
84,85,130318,130335.5,0,0,0,0,0
85,86,130353,130381.5,0,0,0,0,0
86,87,130410,130564.5,0,0,0,0,1
87,88,130719,130828.0,0,0,1,0,0
88,89,130937,130963.5,0,0,0,1,0
89,90,130990,131626.0,2,0,2,0,0
90,91,132262,132315.0,0,0,0,0,2
91,92,132368,132494.5,0,0,0,0,0
92,93,132621,133282.5,0,0,0,0,1
93,94,133944,134009.5,0,0,0,0,0
94,95,134075,134159.0,0,0,0,0,0
95,96,134243,134664.0,1,0,0,0,2
96,97,135085,135600.5,0,0,0,0,0
97,98,136116,136929.0,0,0,0,0,0
98,99,137742,139102.0,0,4,0,0,0
99,100,140462,141002.0,2,1,0,1,3
100,101,141542,141585.0,0,0,0,0,0
101,102,141628,141769.5,1,0,0,0,0
102,103,141911,142895.5,5,2,0,0,1
103,104,143880,144192.5,0,0,0,0,2
104,105,144505,144514.5,0,0,0,0,0
105,106,144524,144579.0,0,0,0,0,0
106,107,144634,144648.5,0,0,0,0,0
107,108,144663,144701.0,0,0,0,0,0
108,109,144739,144755.0,0,0,0,0,0
109,110,144771,144821.5,0,0,0,0,1
110,111,144872,145017.5,0,0,0,0,0
111,112,145163,145342.5,0,0,0,0,0
112,113,145522,145605.5,0,3,0,0,0
113,114,145689,145753.5,0,0,0,0,0
114,115,145818,145830.5,0,0,0,0,0
115,116,145843,145891.0,0,0,2,0,0
116,117,145939,146344.0,4,1,0,0,1
117,118,146749,147093.5,0,0,1,0,0
118,119,147438,147489.0,0,2,0,0,0
119,120,147540,147560.5,0,0,0,0,0
120,121,147581,147648.0,0,0,0,0,0
121,122,147715,147928.5,4,0,0,0,0
122,123,148142,148351.5,1,0,0,0,0
123,124,148561,149006.0,11,0,0,0,0
124,125,149451,149727.0,0,0,1,1,0
125,126,150003,150477.5,0,4,2,0,0
126,127,150952,151083.0,0,0,1,0,0
127,128,151214,151333.0,0,0,0,0,1
128,129,151452,155742.0,8,2,4,6,2
129,130,160032,160179.5,1,1,0,0,0
130,131,160327,160362.0,0,0,2,0,0
131,132,160397,160448.0,0,0,0,0,1
132,133,160499,160539.5,0,0,0,0,0
133,134,160580,160946.5,0,1,2,2,3
134,135,161313,161357.0,0,0,0,0,0
135,136,161401,161450.0,0,0,0,0,0
136,137,161499,162594.0,1,1,0,0,1
137,138,163689,163893.5,0,0,0,1,0
138,139,164098,164195.5,0,0,0,0,1
139,140,164293,164815.0,0,0,0,1,1
140,141,165337,165389.0,0,0,0,0,0
141,142,165441,165938.5,0,0,0,0,0
142,143,166436,166604.5,0,0,0,0,0
143,144,166773,166962.5,0,2,0,0,0
144,145,167152,167365.0,0,0,1,0,4
145,146,167578,167601.0,0,0,0,0,0
146,147,167624,167667.5,0,0,0,0,1
147,148,167711,167745.0,0,0,0,0,0
148,149,167779,168316.0,0,0,0,0,2
149,150,168853,169018.5,0,0,0,0,0
150,151,169184,169564.5,0,0,0,1,1
