date,Distinct count,percent,rank
010,42,9.19,0
050,22,4.814,1
100,22,4.814,2
300,17,3.72,3
040,16,3.501,4
002,15,3.282,5
060,14,3.063,6
020,14,3.063,7
030,13,2.845,8
017,12,2.626,9
600,11,2.407,10
080,11,2.407,11
500,10,2.188,12
090,10,2.188,13
400,10,2.188,14
012,10,2.188,15
006,10,2.188,16
004,8,1.751,17
700,6,1.313,18
032,6,1.313,19
007,6,1.313,20
800,5,1.094,21
008,5,1.094,22
003,5,1.094,23
505,4,0.875,24
046,4,0.875,25
018,4,0.875,26
009,3,0.656,27
304,3,0.656,28
024,3,0.656,29
048,3,0.656,30
036,3,0.656,31
033,3,0.656,32
038,3,0.656,33
633,3,0.656,34
034,2,0.438,35
094,2,0.438,36
084,2,0.438,37
029,2,0.438,38
130,2,0.438,39
078,2,0.438,40
015,2,0.438,41
005,2,0.438,42
564,2,0.438,43
070,2,0.438,44
022,2,0.438,45
011,2,0.438,46
150,2,0.438,47
145,2,0.438,48
026,2,0.438,49
058,2,0.438,50
160,2,0.438,51
023,2,0.438,52
844,2,0.438,53
780,2,0.438,54
480,2,0.438,55
013,2,0.438,56
389,2,0.438,57
200,2,0.438,58
044,2,0.438,59
530,2,0.438,60
019,2,0.438,61
016,2,0.438,62
545,1,0.219,63
420,1,0.219,64
410,1,0.219,65
123,1,0.219,66
113,1,0.219,67
086,1,0.219,68
027,1,0.219,69
037,1,0.219,70
039,1,0.219,71
014,1,0.219,72
028,1,0.219,73
423,1,0.219,74
063,1,0.219,75
413,1,0.219,76
433,1,0.219,77
812,1,0.219,78
490,1,0.219,79
492,1,0.219,80
095,1,0.219,81
680,1,0.219,82
668,1,0.219,83
810,1,0.219,84
072,1,0.219,85
108,1,0.219,86
813,1,0.219,87
464,1,0.219,88
067,1,0.219,89
025,1,0.219,90
031,1,0.219,91
319,1,0.219,92
705,1,0.219,93
338,1,0.219,94
352,1,0.219,95
097,1,0.219,96
148,1,0.219,97
822,1,0.219,98
567,1,0.219,99
586,1,0.219,100
629,1,0.219,101
683,1,0.219,102
448,1,0.219,103
350,1,0.219,104
330,1,0.219,105
290,1,0.219,106
360,1,0.219,107
088,1,0.219,108
388,1,0.219,109
336,1,0.219,110
243,1,0.219,111
653,1,0.219,112
226,1,0.219,113
170,1,0.219,114
190,1,0.219,115
045,1,0.219,116
184,1,0.219,117
195,1,0.219,118
146,1,0.219,119
107,1,0.219,120
049,1,0.219,121
068,1,0.219,122
132,1,0.219,123
140,1,0.219,124
105,1,0.219,125
114,1,0.219,126
690,1,0.219,127
