date,Distinct count,percent,rank
801,72,1.76,0
800,70,1.711,1
803,66,1.614,2
809,57,1.394,3
807,51,1.247,4
804,48,1.174,5
805,46,1.125,6
760,45,1.1,7
103,44,1.076,8
802,41,1.002,9
771,37,0.905,10
770,37,0.905,11
780,36,0.88,12
790,35,0.856,13
806,35,0.856,14
776,34,0.831,15
778,34,0.831,16
799,34,0.831,17
808,34,0.831,18
090,32,0.782,19
798,32,0.782,20
787,31,0.758,21
003,31,0.758,22
708,31,0.758,23
005,31,0.758,24
060,30,0.733,25
707,29,0.709,26
797,29,0.709,27
769,29,0.709,28
764,29,0.709,29
004,29,0.709,30
791,28,0.685,31
007,28,0.685,32
009,28,0.685,33
777,27,0.66,34
008,27,0.66,35
001,27,0.66,36
761,26,0.636,37
788,26,0.636,38
765,25,0.611,39
102,25,0.611,40
702,24,0.587,41
096,24,0.587,42
720,24,0.587,43
091,23,0.562,44
002,23,0.562,45
810,23,0.562,46
796,23,0.562,47
794,23,0.562,48
774,23,0.562,49
062,22,0.538,50
700,22,0.538,51
701,21,0.513,52
704,21,0.513,53
100,21,0.513,54
750,21,0.513,55
705,21,0.513,56
730,21,0.513,57
795,21,0.513,58
783,20,0.489,59
088,20,0.489,60
789,20,0.489,61
773,20,0.489,62
087,20,0.489,63
006,20,0.489,64
061,20,0.489,65
745,19,0.465,66
820,19,0.465,67
767,19,0.465,68
020,19,0.465,69
048,19,0.465,70
027,19,0.465,71
095,18,0.44,72
034,18,0.44,73
703,18,0.44,74
035,18,0.44,75
080,18,0.44,76
055,18,0.44,77
050,18,0.44,78
763,18,0.44,79
779,18,0.44,80
749,17,0.416,81
108,17,0.416,82
089,17,0.416,83
025,17,0.416,84
070,17,0.416,85
059,17,0.416,86
709,17,0.416,87
076,17,0.416,88
768,16,0.391,89
021,16,0.391,90
106,16,0.391,91
097,16,0.391,92
024,16,0.391,93
792,16,0.391,94
029,16,0.391,95
030,16,0.391,96
710,16,0.391,97
041,16,0.391,98
784,16,0.391,99
028,16,0.391,100
772,16,0.391,101
781,16,0.391,102
833,15,0.367,103
071,15,0.367,104
762,15,0.367,105
023,15,0.367,106
101,15,0.367,107
073,15,0.367,108
751,15,0.367,109
032,15,0.367,110
040,15,0.367,111
782,15,0.367,112
706,15,0.367,113
098,15,0.367,114
741,14,0.342,115
038,14,0.342,116
077,14,0.342,117
075,14,0.342,118
094,14,0.342,119
093,14,0.342,120
786,14,0.342,121
727,13,0.318,122
793,13,0.318,123
026,13,0.318,124
105,13,0.318,125
766,13,0.318,126
092,13,0.318,127
081,13,0.318,128
740,13,0.318,129
785,13,0.318,130
725,13,0.318,131
775,13,0.318,132
031,13,0.318,133
047,12,0.293,134
063,12,0.293,135
066,12,0.293,136
064,12,0.293,137
022,12,0.293,138
735,12,0.293,139
049,12,0.293,140
078,12,0.293,141
690,12,0.293,142
069,11,0.269,143
832,11,0.269,144
065,11,0.269,145
732,11,0.269,146
037,11,0.269,147
033,11,0.269,148
044,11,0.269,149
099,11,0.269,150
109,11,0.269,151
086,11,0.269,152
083,11,0.269,153
036,11,0.269,154
079,11,0.269,155
056,10,0.244,156
748,10,0.244,157
051,10,0.244,158
698,10,0.244,159
058,10,0.244,160
067,10,0.244,161
823,10,0.244,162
054,10,0.244,163
829,10,0.244,164
729,10,0.244,165
759,10,0.244,166
074,10,0.244,167
104,10,0.244,168
721,9,0.22,169
825,9,0.22,170
680,9,0.22,171
042,9,0.22,172
107,9,0.22,173
827,9,0.22,174
728,9,0.22,175
084,9,0.22,176
057,9,0.22,177
046,9,0.22,178
010,9,0.22,179
747,8,0.196,180
724,8,0.196,181
824,8,0.196,182
821,8,0.196,183
835,8,0.196,184
068,8,0.196,185
085,8,0.196,186
039,8,0.196,187
683,8,0.196,188
757,8,0.196,189
736,8,0.196,190
746,8,0.196,191
738,8,0.196,192
697,8,0.196,193
737,7,0.171,194
742,7,0.171,195
743,7,0.171,196
722,7,0.171,197
072,7,0.171,198
828,7,0.171,199
052,7,0.171,200
726,7,0.171,201
754,6,0.147,202
834,6,0.147,203
734,6,0.147,204
831,6,0.147,205
681,6,0.147,206
755,6,0.147,207
043,6,0.147,208
688,6,0.147,209
110,6,0.147,210
830,6,0.147,211
695,6,0.147,212
694,6,0.147,213
130,5,0.122,214
686,5,0.122,215
731,5,0.122,216
839,5,0.122,217
739,5,0.122,218
120,5,0.122,219
756,5,0.122,220
670,5,0.122,221
053,5,0.122,222
682,5,0.122,223
733,5,0.122,224
752,5,0.122,225
045,5,0.122,226
676,5,0.122,227
082,5,0.122,228
693,4,0.098,229
699,4,0.098,230
822,4,0.098,231
826,4,0.098,232
400,4,0.098,233
744,4,0.098,234
673,4,0.098,235
753,4,0.098,236
650,4,0.098,237
840,4,0.098,238
837,4,0.098,239
723,4,0.098,240
685,4,0.098,241
841,4,0.098,242
645,3,0.073,243
844,3,0.073,244
842,3,0.073,245
629,3,0.073,246
600,3,0.073,247
658,3,0.073,248
647,3,0.073,249
140,3,0.073,250
663,3,0.073,251
660,3,0.073,252
758,3,0.073,253
604,3,0.073,254
691,3,0.073,255
696,2,0.049,256
636,2,0.049,257
678,2,0.049,258
150,2,0.049,259
692,2,0.049,260
843,2,0.049,261
609,2,0.049,262
646,2,0.049,263
608,2,0.049,264
675,2,0.049,265
648,2,0.049,266
310,2,0.049,267
408,2,0.049,268
671,2,0.049,269
605,2,0.049,270
656,2,0.049,271
668,2,0.049,272
500,2,0.049,273
610,2,0.049,274
684,2,0.049,275
836,2,0.049,276
630,2,0.049,277
838,2,0.049,278
122,1,0.024,279
336,1,0.024,280
664,1,0.024,281
506,1,0.024,282
477,1,0.024,283
624,1,0.024,284
669,1,0.024,285
602,1,0.024,286
540,1,0.024,287
245,1,0.024,288
652,1,0.024,289
655,1,0.024,290
659,1,0.024,291
389,1,0.024,292
280,1,0.024,293
298,1,0.024,294
299,1,0.024,295
325,1,0.024,296
393,1,0.024,297
401,1,0.024,298
426,1,0.024,299
430,1,0.024,300
442,1,0.024,301
530,1,0.024,302
556,1,0.024,303
593,1,0.024,304
595,1,0.024,305
596,1,0.024,306
360,1,0.024,307
589,1,0.024,308
567,1,0.024,309
687,1,0.024,310
677,1,0.024,311
591,1,0.024,312
637,1,0.024,313
654,1,0.024,314
672,1,0.024,315
607,1,0.024,316
620,1,0.024,317
180,1,0.024,318
520,1,0.024,319
606,1,0.024,320
712,1,0.024,321
303,1,0.024,322
329,1,0.024,323
397,1,0.024,324
390,1,0.024,325
504,1,0.024,326
580,1,0.024,327
601,1,0.024,328
651,1,0.024,329
657,1,0.024,330
478,1,0.024,331
484,1,0.024,332
490,1,0.024,333
554,1,0.024,334
190,1,0.024,335
