section,section_title,st_pos,mid_pos,@YY806,@YY010,@YY020,@YY700,@YY790,@YY358,@YY516,@YY725,@YY567,@YY780,start,end
707,### || دار اليوسفي:,393219,393233.5,0,0,0,0,0,0,0,0,0,0,350000,400000
700,### || دار ابن قرقه:,391755,391830.0,0,0,0,0,0,0,0,0,0,0,350000,400000
708,### || دار ابن البقري:,393248,393614.5,0,0,0,0,0,0,0,0,0,0,350000,400000
710,### ||| طلنباي:,394014,394232.5,0,0,0,0,0,0,0,0,0,0,350000,400000
711,### || دار حارس الطير:,394451,394496.0,0,0,0,0,0,0,0,0,0,0,350000,400000
712,### || الدار القردمية:,394541,394654.5,0,0,0,0,0,0,0,0,0,0,350000,400000
713,### || دار الصالح:,394768,394787.5,0,0,0,0,0,0,0,0,0,0,350000,400000
714,### || دار بهادر:,394807,395004.0,0,0,0,0,1,0,0,0,0,0,350000,400000
715,### || دار البقر:,395201,395243.5,0,0,0,0,0,0,0,0,0,0,350000,400000
709,### || دار طولباي:,393981,393997.5,0,0,0,0,0,0,0,0,0,0,350000,400000
665,### || رحبة التبن:,383061,383097.0,1,0,0,0,0,0,0,0,0,0,350000,400000
664,### || رحبة باب اللوق:,382989,383025.0,0,0,0,0,0,0,0,0,0,0,350000,400000
663,### || رحبة الاخناي:,382938,382963.5,0,0,0,0,0,0,0,0,0,0,350000,400000
454,### ||| يعقوب بن يوسف بن كلس أبو الفرج.,349806,350855.0,0,0,0,0,0,0,0,0,0,0,350000,400000
625,### || رحبة الأيدمري:,380414,380447.0,0,0,0,0,0,0,0,0,0,0,350000,400000
624,### || رحبة البانياسي:,380377,380395.5,0,0,0,0,0,0,0,0,0,0,350000,400000
623,### || رحبة الحلي:,380333,380355.0,0,0,0,0,0,0,0,0,0,0,350000,400000
622,### || رحبة الجامع الأزهر:,380234,380283.5,0,0,0,0,0,0,0,0,0,0,350000,400000
621,### || رحبة قصر الشوك:,380127,380180.5,0,0,0,0,0,0,0,0,0,0,350000,400000
620,### || رحبة باب العيد:,380004,380065.5,0,0,0,0,0,0,0,0,0,0,350000,400000
619,### | ذكر الرحاب,379956,379980.0,0,0,0,0,0,0,0,0,0,0,350000,400000
618,### || خوخة أمير حسين:,379663,379809.5,0,0,0,0,0,0,0,0,0,0,350000,400000
617,### || خوخة كوتية أق سنقر:,379598,379630.5,0,0,0,0,0,0,0,0,0,0,350000,400000
616,### || خوخة ابن المأمون:,379567,379582.5,0,0,0,0,0,0,0,0,0,0,350000,400000
615,### || خوخة مصطفى:,379518,379542.5,0,0,0,0,0,0,0,0,0,0,350000,400000
614,### || خوخة الجوهرة:,379460,379489.0,0,0,0,0,0,0,0,0,0,0,350000,400000
613,### ||| سنجر الحلبي:,379289,379374.5,0,0,0,0,0,0,0,0,0,0,350000,400000
612,### || خوخة الحلبي:,379267,379278.0,0,0,0,0,0,0,0,0,0,0,350000,400000
611,### ||| وحسين هذا:,378977,379122.0,0,0,0,0,0,0,0,0,0,0,350000,400000
610,### || خوخة حسين:,378859,378918.0,0,0,0,0,0,0,0,0,0,0,350000,400000
596,### || زقاق الحمام: بحارة الديلم،,378024,378040.5,0,0,0,0,0,0,0,0,0,0,350000,400000
597,### || زقاق الحرون: بحارة الديلم،,378057,378075.0,0,0,0,0,0,0,0,0,0,0,350000,400000
598,### || زقاق الغراب: بالجودرية،,378093,378110.0,0,0,0,0,0,0,0,0,0,0,350000,400000
599,### || زقاق عامر: بالوزيرية،,378127,378133.5,0,0,0,0,0,0,0,0,0,0,350000,400000
600,### || زقاق فرج: بالجيم،,378140,378154.5,0,0,0,0,0,0,0,0,0,0,350000,400000
601,### || زقاق حدرة: الزاهدي بحارة برجوان،,378169,378206.0,0,0,0,0,0,0,0,0,0,0,350000,400000
627,### || رحبة ضروط:,380516,380529.0,0,0,0,0,0,0,0,0,0,0,350000,400000
602,### | ذكر الخوخ,378243,378255.0,0,0,0,0,0,0,0,0,0,0,350000,400000
604,### || باب الخوخة:,378353,378377.5,0,0,0,0,0,0,0,0,0,0,350000,400000
605,### || خوخة ايدغمش:,378402,378568.0,0,0,0,0,0,0,0,0,0,0,350000,400000
606,### || خوخة الأرقي: بحارة الباطلية،,378734,378742.5,0,0,0,0,0,0,0,0,0,0,350000,400000
607,### || خوخة عسيلة:,378751,378765.5,0,0,0,0,0,0,0,0,0,0,350000,400000
608,### || خوخة الصالحية:,378780,378808.0,0,0,0,0,0,0,0,0,0,0,350000,400000
609,### || خوخة المطوع:,378836,378847.5,0,0,0,0,0,0,0,0,0,0,350000,400000
603,### || الخوخ السبع:,378267,378310.0,0,0,0,0,0,0,0,0,0,0,350000,400000
628,### || رحبة اقبغا:,380542,380558.0,0,0,0,0,0,0,0,0,0,0,350000,400000
629,### || رحبة مقبل:,380574,380594.0,0,0,0,0,0,0,0,0,0,0,350000,400000
630,### || رحبة ألدمر:,380614,380626.0,0,0,0,0,0,0,0,0,0,0,350000,400000
649,### || رحبة بيبرس الحاجب:,381493,381525.0,0,0,0,0,0,0,0,0,0,0,350000,400000
650,### || رحبة الموفق:,381557,381576.0,0,0,0,0,0,0,0,0,0,0,350000,400000
651,### || رحبة أبي تراب:,381595,381798.0,0,0,0,0,1,0,0,0,0,1,350000,400000
652,### || رحبة أرقطاى:,382001,382010.5,0,0,0,0,0,0,0,0,0,0,350000,400000
653,### || رحبة ابن الضيف:,382020,382045.5,0,0,0,0,0,0,0,0,0,0,350000,400000
654,### || رحبة وزير بغداد:,382071,382210.5,0,0,0,0,0,0,0,0,0,0,350000,400000
648,### || رحبة بيبرس:,381453,381473.0,0,0,0,0,0,0,0,0,0,0,350000,400000
655,### || رحبة الجامع الحاكمي:,382350,382412.0,0,0,0,0,0,0,0,0,0,0,350000,400000
657,### || رحبة خوند:,382534,382639.0,0,0,0,0,0,0,0,0,0,0,350000,400000
658,### || رحبة قراسنقر:,382744,382761.5,0,0,0,0,0,0,0,0,0,0,350000,400000
659,### || رحبة الفخري: بدرب ملوخيا،,382779,382789.5,0,0,0,0,0,0,0,0,0,0,350000,400000
660,### || رحبة سنجر:,382800,382821.0,0,0,0,0,0,0,0,0,0,0,350000,400000
661,### || رحبة ابن علكان:,382842,382878.5,0,0,0,0,0,0,0,0,0,0,350000,400000
662,### || رحبة ازدمر: بالجودرية،,382915,382926.5,0,0,0,0,0,0,0,0,0,0,350000,400000
656,### || رحبة كتبغا:,382474,382504.0,0,0,0,0,0,0,0,0,0,0,350000,400000
594,### || زقاق طريف: بالطاء المهملة،,377931,377949.5,0,0,0,0,0,0,0,0,0,0,350000,400000
647,### || رحبة ابن أبي ذكرى:,381411,381432.0,0,0,0,0,0,0,0,0,0,0,350000,400000
645,### || رحبة لؤلؤ:,381348,381368.0,0,0,0,0,0,0,0,0,0,0,350000,400000
631,### || رحبة قردية:,380638,380660.0,0,0,0,0,0,0,0,0,0,0,350000,400000
632,### || رحبة المنصوري:,380682,380690.5,0,0,0,0,0,0,0,0,0,0,350000,400000
633,### || رحبة المشهد:,380699,380713.0,0,0,0,0,0,0,0,0,0,0,350000,400000
634,### || رحبة أبي البقاء:,380727,380757.5,0,0,0,0,0,0,0,0,0,0,350000,400000
635,### || رحبة الحجازية:,380788,380798.0,0,0,0,0,0,0,0,0,0,0,350000,400000
636,### || رحبة قصر بشتاك:,380808,380817.5,0,0,0,0,0,0,0,0,0,0,350000,400000
646,### || رحبة كوكاي:,381388,381399.5,0,0,0,0,0,0,0,0,0,0,350000,400000
637,### || رحبة سلار:,380827,380838.5,0,0,0,0,0,0,0,0,0,0,350000,400000
639,### || رحبة الأكز: بخط الكافوري،,380878,380903.0,0,0,0,0,0,0,0,0,0,0,350000,400000
640,### || رحبة جعفر:,380928,381050.0,0,0,0,0,0,1,0,0,0,0,350000,400000
641,### || رحبة الأفيال:,381172,381213.0,0,0,0,0,0,0,0,0,0,0,350000,400000
642,### || رحبة مازن:,381254,381265.0,0,0,0,0,0,0,0,0,0,0,350000,400000
643,### || رحبة أقوش:,381276,381295.0,0,0,0,0,0,0,0,0,0,0,350000,400000
644,### || رحبة برلغي:,381314,381331.0,0,0,0,0,0,0,0,0,0,0,350000,400000
638,### || رحبة الفخري:,380850,380864.0,0,0,0,0,0,0,0,0,0,0,350000,400000
1079,### ||| دار النيابة:,499518,499850.0,0,0,0,0,0,0,0,0,0,0,400000,500000
733,### || دار بهادر الأعسر:,400030,400063.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1077,### ||| الطبلخاناه تحت القلعة:,498290,498441.0,0,0,0,0,0,0,0,0,0,0,400000,500000
843,### || سوق اللجميين:,416983,417079.5,1,0,0,0,0,0,0,0,0,0,400000,500000
844,### || سوق الجوخيين:,417176,417303.0,0,0,0,0,0,0,0,0,0,0,400000,500000
845,### || سوق الشرابشيين:,417430,417744.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1078,### ||| الطباق بساحة الإيوان:,498592,499055.0,0,0,0,0,0,0,0,0,0,0,400000,500000
847,### || سوق الحلاويين:,418214,418340.0,0,0,0,0,0,0,0,0,0,0,400000,500000
848,### || سوق الشوايين:,418466,418598.0,0,0,0,0,0,0,0,0,0,0,400000,500000
849,### || الشارع خارج باب زويلة,418730,418954.5,0,0,0,2,0,0,0,0,0,0,400000,500000
850,### || سويقة أمير الجيوش:,419179,419271.0,0,0,0,0,0,0,0,0,0,0,400000,500000
851,### || سوق الجملون الصغير:,419363,419451.0,0,0,0,0,0,0,0,0,0,0,400000,500000
852,### || سوق المحايريين:,419539,419668.5,0,0,0,0,0,0,0,0,0,0,400000,500000
853,### || الصاغة:,419798,419852.0,0,0,0,0,0,0,0,0,0,0,400000,500000
854,### || سوق الكتبيين:,419906,419983.0,0,0,0,1,0,0,0,0,0,1,400000,500000
855,### || سوق الصنادقيين:,420060,420105.5,0,0,0,0,0,0,0,0,0,0,400000,500000
856,### || سوق الحريريين:,420151,420203.5,0,0,0,0,0,0,0,0,0,0,400000,500000
857,### || سوق العنبريين:,420256,420413.0,1,0,0,0,0,0,0,0,0,0,400000,500000
858,### || سوق الخراطين:,420570,420663.5,0,0,0,0,0,0,0,0,0,0,400000,500000
859,### || سوق الجملون الكبير:,420757,420835.0,0,0,0,0,1,0,0,0,0,0,400000,500000
842,### || سوق المهامزيين:,416784,416883.5,0,0,0,0,0,0,0,0,0,0,400000,500000
841,### || سوق باب الزهومة:,416530,416657.0,0,0,0,0,0,0,0,0,0,0,400000,500000
840,### || سوق القفيصات:,416352,416441.0,0,0,0,0,0,0,0,0,0,0,400000,500000
839,### || سوق السلاح:,416218,416285.0,0,0,0,0,0,0,0,0,0,0,400000,500000
821,### || فندق الصالح:,413077,413201.5,0,0,0,0,0,0,0,0,0,0,400000,500000
822,### || خان السبيل:,413326,413374.5,0,0,0,0,0,0,0,0,0,0,400000,500000
823,### || خان منكورش:,413423,413489.5,0,0,0,0,0,0,0,0,0,0,400000,500000
824,### || فندق ابن قريش:,413556,413619.5,0,0,0,0,0,0,0,0,0,0,400000,500000
825,### || وكالة قوصون:,413683,413769.5,1,0,0,0,0,0,0,0,0,0,400000,500000
826,### || فندق دار التفاح:,413856,413967.5,0,0,0,0,0,0,0,0,0,0,400000,500000
827,### || وكالة باب الجوانية:,414079,414131.5,0,0,0,0,0,0,0,0,0,0,400000,500000
828,### || خان الخليلي:,414184,414312.5,1,0,0,0,0,0,0,0,0,0,400000,500000
860,### || سوق الفرايين:,420913,420999.0,0,0,0,0,0,0,0,0,0,0,400000,500000
829,### || فندق طرنطاي:,414441,414512.5,0,0,0,0,0,0,0,0,0,0,400000,500000
831,### || القصبة:,414700,414842.5,0,0,0,0,0,0,0,0,0,0,400000,500000
832,### || سوق باب الفتوح:,414985,415027.5,0,0,0,0,0,0,0,0,0,0,400000,500000
833,### || سوق المرحلين:,415070,415141.5,1,0,0,0,0,0,0,0,0,0,400000,500000
834,### || سوق خان الرواسين:,415213,415237.5,0,0,0,0,0,0,0,0,0,0,400000,500000
835,### || سوق حارة برجوان:,415262,415444.0,1,0,0,0,0,0,0,0,0,0,400000,500000
836,### || سوق الشماعين:,415626,415740.0,0,0,0,0,0,0,0,0,0,0,400000,500000
837,### || سوق الدجاجين:,415854,416005.5,0,0,0,0,0,0,0,0,0,0,400000,500000
838,### || سوق بين القصرين:,416157,416187.5,0,0,0,0,0,0,0,0,0,0,400000,500000
830,### | ذكر الأسواق,414584,414642.0,0,0,0,0,0,0,0,0,0,0,400000,500000
861,### || سوق البخانقيين:,421085,421232.5,0,0,0,0,0,0,0,0,0,0,400000,500000
862,### || سوق الخلعيين:,421380,421431.5,0,0,0,0,0,0,0,0,0,0,400000,500000
863,### || سويقة الصاحب:,421483,421576.0,0,0,0,0,0,0,0,0,0,0,400000,500000
886,### | ذكر ميدان القبق,426170,427013.0,0,0,0,0,0,0,0,0,0,1,400000,500000
887,### | ذكر بر الخليج الغربي,427856,428089.0,0,0,0,0,0,0,0,0,0,0,400000,500000
888,### | ذكر الأحكار التي في غربي الخليج,428322,428350.0,0,0,0,0,0,0,0,0,0,0,400000,500000
889,### || حكر الزهري:,428378,428728.0,0,0,0,0,0,0,0,0,0,0,400000,500000
890,### || حكر الخليلي:,429078,429146.5,0,0,0,0,0,0,0,0,0,0,400000,500000
891,### || حكر قوصون:,429215,429351.5,0,0,0,0,0,0,0,0,0,0,400000,500000
892,### || حكر الحلبي:,429488,429548.5,0,0,0,0,0,0,0,0,0,0,400000,500000
893,### || حكر البواشقي:,429609,429636.0,0,0,0,0,0,0,0,0,0,0,400000,500000
885,### | ذكر ظواهر القاهرة المعزية,424590,425380.0,1,0,0,5,0,0,0,0,0,0,400000,500000
894,### || حكر أقبغا:,429663,429827.0,0,0,0,0,0,0,0,0,0,0,400000,500000
896,### || حكر الست مسكة:,430085,430149.0,0,0,0,0,0,0,0,0,0,0,400000,500000
897,### || حكر طقزدمر:,430213,430260.5,0,0,0,0,0,0,0,0,0,0,400000,500000
898,### || اللوق:,430308,430731.5,0,0,0,1,0,0,0,0,0,0,400000,500000
899,### || فأما بستان ابن ثعلب,431155,431325.0,0,0,0,0,0,0,0,0,0,0,400000,500000
900,### || وأما منشأة ابن ثعلب:,431495,431523.5,1,0,0,0,0,0,0,0,0,0,400000,500000
901,### || وأما باب اللوق:,431552,431601.5,0,0,0,0,0,0,0,0,0,0,400000,500000
902,### || وأما حكر قردمية:,431651,431685.0,0,0,0,0,0,0,0,0,0,0,400000,500000
903,### || وأما حكر كريم الدين:,431719,431736.0,0,0,0,0,0,0,0,0,0,0,400000,500000
895,### || حكر الست حدق:,429991,430038.0,1,0,0,0,0,0,0,0,0,0,400000,500000
820,### || فندق بلال المغيثي:,412853,412965.0,0,0,0,0,0,0,0,0,0,0,400000,500000
884,### | ذكر العوائد التي كانت بقصبة القاهرة,423547,424068.5,0,0,0,0,0,0,0,0,1,0,400000,500000
882,### || سويقة العياطين:,423301,423373.5,0,0,0,0,0,0,0,0,0,0,400000,500000
864,### || سوق البندقانيين:,421669,421755.5,1,0,0,0,0,0,0,0,0,0,400000,500000
865,### || سوق الأخفافيين:,421842,421899.0,0,0,0,0,0,0,0,0,0,1,400000,500000
866,### || سوق ms1352 الكفتيين:,421956,422182.0,0,0,0,0,0,0,0,0,0,0,400000,500000
867,### || سوق الأقباعيين:,422408,422457.5,0,0,0,0,0,0,0,0,0,0,400000,500000
868,### || سويقة السقطيين:,422507,422518.5,0,0,0,0,0,0,0,0,0,0,400000,500000
869,### || سويق خزانة البنود:,422530,422544.5,0,0,0,0,0,0,0,0,0,0,400000,500000
870,### || سويقة المسعودي:,422559,422616.5,0,0,0,0,0,0,0,0,0,0,400000,500000
871,### || سويقة طغلق:,422674,422723.0,1,0,0,0,0,0,0,0,0,1,400000,500000
883,### || سويقة العراقيين:,423446,423496.5,0,0,0,0,0,0,0,0,0,0,400000,500000
872,### || سويقة الصواني:,422772,422831.0,0,0,0,0,0,0,0,0,0,0,400000,500000
874,### || سويقة اللفت:,422930,422956.5,0,0,0,0,0,0,0,0,0,0,400000,500000
875,### || سويقة زاوية الخدام:,422983,423001.5,0,0,0,0,0,0,0,0,0,0,400000,500000
876,### || سويقة الرملة:,423020,423038.5,0,0,0,0,0,0,0,0,0,0,400000,500000
877,### || سويقة جامع آل ملك:,423057,423073.0,1,0,0,0,0,0,0,0,0,0,400000,500000
878,### || سويقة أبي ظهير:,423089,423096.5,0,0,0,0,0,0,0,0,0,0,400000,500000
879,### || سويقة السنابطة:,423104,423113.0,0,0,0,0,0,0,0,0,0,0,400000,500000
880,### || سويقة العرب:,423122,423169.0,0,0,0,0,1,0,0,0,0,0,400000,500000
881,### || سويقة العزي:,423216,423258.5,0,0,0,0,0,0,0,0,0,0,400000,500000
873,### || سويقة البلشون:,422890,422910.0,0,0,0,0,0,0,0,0,0,0,400000,500000
904,### || وأما رحبة التبن:,431753,431792.5,1,0,0,0,0,0,0,0,0,0,400000,500000
819,### || خان مسرور:,412560,412706.5,0,0,0,0,0,0,0,0,0,0,400000,500000
817,### || قيسارية عبد الباسط:,412449,412501.5,0,0,0,0,0,0,0,0,0,0,400000,500000
756,### || حمام الحصينية:,404570,404583.5,0,0,0,0,0,0,0,0,0,0,400000,500000
757,### || حمام الذهب:,404597,404612.0,0,0,0,0,0,0,0,0,0,0,400000,500000
758,### || حمام ابن قرقة:,404627,404674.5,0,0,0,0,0,0,0,0,0,0,400000,500000
759,### || حمام السلطان:,404722,404748.5,0,0,0,0,0,0,0,0,0,0,400000,500000
760,### || حمام خوند:,404775,404813.5,0,0,0,0,0,0,0,0,0,0,400000,500000
761,### || حمام ابن عبود:,404852,404936.0,0,0,0,0,0,0,0,0,0,0,400000,500000
762,### || حمام الصاحب:,405020,405046.5,0,0,0,0,0,0,0,0,0,0,400000,500000
763,### || حمام السلطان:,405073,405102.0,0,0,0,0,0,0,0,0,0,0,400000,500000
764,### || حماما طغريك:,405131,405144.0,0,0,0,0,0,0,0,0,0,0,400000,500000
765,### || حمام السوباشي:,405157,405175.0,0,0,0,0,0,0,0,0,0,0,400000,500000
766,### || حمام عجينة:,405193,405220.5,0,0,0,0,0,0,0,0,0,0,400000,500000
767,### || حمام دري:,405248,405341.5,0,0,0,0,0,0,0,0,0,0,400000,500000
768,### || حمام الرصاصي:,405435,405461.5,0,0,0,0,0,0,0,0,0,0,400000,500000
769,### || حمام الجيوشي:,405488,405627.5,0,0,0,0,0,0,0,0,0,0,400000,500000
770,### || حمام الرومي:,405767,405847.5,0,0,0,0,0,0,0,0,0,0,400000,500000
771,### ||| سنقر الرومي: الصالحي النجمي،,405928,406044.5,0,0,0,0,0,0,0,0,0,0,400000,500000
772,### || حماما سويد:,406161,406182.0,0,0,0,0,0,0,0,0,0,0,400000,500000
755,### || حمام ابن أبي الدم:,404477,404523.5,0,0,0,0,0,0,0,0,0,0,400000,500000
754,### || حمام كتيلة:,404441,404459.0,0,0,0,0,0,0,0,0,0,0,400000,500000
753,### || حمام كرجي:,404388,404414.5,0,0,0,0,0,0,0,0,0,0,400000,500000
752,### || حمام تتر:,404298,404343.0,0,0,0,0,0,0,0,0,0,0,400000,500000
734,### ||| بهادر هذا:,400097,400159.5,0,0,0,0,0,0,0,0,0,0,400000,500000
735,### || دار ابن رجب:,400222,400346.0,0,0,0,0,0,0,0,0,0,0,400000,500000
736,### ||| محمد بن رجب:,400470,400631.0,0,0,0,0,1,0,0,0,0,0,400000,500000
737,### || دار القليجي:,400792,401033.0,0,0,0,0,0,0,0,0,0,0,400000,500000
738,### || دار بهادر المعزي:,401274,401363.5,0,0,0,0,0,0,0,0,0,0,400000,500000
739,### || دار طينال:,401453,401508.0,0,0,0,0,0,0,0,0,0,0,400000,500000
740,### || دار الهرماس:,401563,401717.0,0,0,0,0,0,0,0,0,0,1,400000,500000
741,### || دار أوحد الدين:,401871,401977.5,0,0,0,0,0,0,0,0,0,1,400000,500000
773,### || حمام طغلق:,406203,406229.5,0,0,0,0,1,0,0,0,0,0,400000,500000
742,### ||| عبد الواحد بن إسماعيل بن ياسين الحنفي:,402084,402413.5,0,0,0,0,0,0,0,0,0,0,400000,500000
744,### || الدار التي في أول البرقية من القاهرة التي حيطانها حجارة بيض منحوتة:,402919,403035.0,0,0,0,0,0,0,0,0,0,0,400000,500000
745,### || دار التمر:,403151,403288.0,0,0,0,0,0,0,0,0,0,0,400000,500000
746,### || عمارة أم السلطان:,403425,403557.5,0,0,0,0,0,0,0,0,0,0,400000,500000
747,### | ذكر الحمامات,403690,403822.0,0,0,0,0,0,0,0,0,0,0,400000,500000
748,### || حمامي السيدة العمة:,403954,403991.5,0,0,0,0,0,0,0,0,0,0,400000,500000
749,### || حمام الساباط:,404029,404132.0,0,0,0,0,0,0,0,0,0,0,400000,500000
750,### || حمام لؤلؤ:,404235,404249.5,0,0,0,0,0,0,0,0,0,0,400000,500000
751,### || حمام الصنيمة:,404264,404281.0,0,0,0,0,0,0,0,0,0,0,400000,500000
743,### || ربع الزيتي:,402743,402831.0,0,0,0,0,0,0,0,0,0,0,400000,500000
774,### || حمام ابن علكان:,406256,406286.5,0,0,0,0,0,0,0,0,0,0,400000,500000
775,### || حمام الصاحب:,406317,406322.5,0,0,0,0,0,0,0,0,0,0,400000,500000
776,### || حمام كتبغا الأسدي:,406328,406336.0,0,0,0,0,0,0,0,0,0,0,400000,500000
799,### || قيسارية أمير علي:,408965,408988.0,0,0,0,0,0,0,0,0,0,0,400000,500000
800,### || قيسارية رسلان:,409011,409038.5,0,0,0,0,0,0,0,0,0,0,400000,500000
801,### || قيسارية جهاركس:,409066,409802.5,0,1,0,0,0,0,0,0,0,0,400000,500000
802,### || قيسارية الفاضل:,410539,410595.5,0,0,0,0,0,0,0,0,0,0,400000,500000
803,### || قيسارية بيبرس:,410652,410769.5,0,0,0,0,0,0,0,0,0,0,400000,500000
804,### || القيسارية الطويلة:,410887,410905.0,0,0,0,0,0,0,0,0,0,0,400000,500000
805,### || قيسارية ... «2» :,410923,410963.0,0,0,0,0,0,0,0,0,0,0,400000,500000
806,### || قيسارية العصفر:,411003,411051.5,0,0,0,0,0,0,0,0,0,0,400000,500000
798,### || قيسارية سنقر الأشقر:,408911,408938.0,0,0,0,0,0,0,0,0,0,0,400000,500000
807,### || قيسارية العنبر:,411100,411114.5,0,0,0,0,0,0,0,0,0,0,400000,500000
809,### || قيسارية بكتمر:,411739,411764.5,0,0,0,0,0,0,0,0,0,0,400000,500000
810,### || قيسارية ابن يحيى:,411790,411839.0,0,0,0,0,0,0,0,0,0,0,400000,500000
811,### || قيسارية طاشتمر:,411888,411940.0,1,0,0,0,0,0,0,0,0,0,400000,500000
812,### || قيسارية الفقراء:,411992,412000.5,0,0,0,0,0,0,0,0,0,0,400000,500000
813,### || قيسارية بشتاك:,412009,412019.0,0,0,0,0,0,0,0,0,0,0,400000,500000
814,### || قيسارية المحسني:,412029,412086.0,0,0,0,0,0,0,0,0,0,0,400000,500000
815,### || قيسارية الجامع الطولوني:,412143,412228.5,0,0,0,0,0,0,0,0,0,0,400000,500000
816,### || قيسارية ابن ميسر الكبرى:,412314,412381.5,1,0,0,0,0,0,0,0,0,0,400000,500000
808,### || قيسارية الفائزي:,411129,411434.0,0,0,0,0,0,0,0,0,0,0,400000,500000
818,### | ذكر الخانات والفنادق,412554,412557.0,0,0,0,0,0,0,0,0,0,0,400000,500000
797,### || قيسارية ابن أبي أسامة:,408824,408867.5,0,0,0,0,0,0,0,0,0,0,400000,500000
795,### || قيسارية ابن قريش:,408639,408696.0,0,0,0,0,0,0,0,0,0,0,400000,500000
777,### || حمام ألتطمش خان:,406344,406400.0,0,0,0,0,0,0,0,0,0,0,400000,500000
778,### || حمام القاضي:,406456,406507.0,0,0,0,0,0,0,0,0,0,0,400000,500000
779,### || حمام الخراطين:,406558,406608.5,0,0,0,0,0,0,0,0,0,0,400000,500000
780,### || حمام الخشيبة:,406659,406715.0,0,0,0,0,0,0,0,0,0,0,400000,500000
781,### || حمام الكويك:,406771,406800.0,0,0,0,0,0,0,0,0,0,0,400000,500000
782,### || حمام الجويني:,406829,406875.5,0,0,0,0,0,0,0,0,0,0,400000,500000
783,### || حمام القفاصين:,406922,406937.0,0,0,0,0,0,0,0,0,0,0,400000,500000
784,### || حمام الصغيرة:,406952,406975.0,1,0,0,0,0,0,0,0,0,0,400000,500000
796,### || قيسارية الشرب:,408753,408788.5,0,0,0,0,0,0,0,0,0,0,400000,500000
785,### || حمام الأعسر:,406998,407011.0,0,0,0,0,0,0,0,0,0,0,400000,500000
787,### || حمام الحسام:,407686,407691.5,0,0,0,0,0,0,0,0,0,0,400000,500000
788,### || حمام الصوفية:,407697,407713.5,0,0,0,0,0,0,0,0,0,0,400000,500000
789,### || حمام بهادر:,407730,407742.5,0,0,0,0,0,0,0,0,0,0,400000,500000
790,### || حماد الدود:,407755,407802.5,0,0,0,0,0,0,0,0,0,0,400000,500000
791,### || حمام ابن ms1307 أبي الحوافر:,407850,407899.0,0,0,0,0,0,0,0,0,0,0,400000,500000
792,### || حمام قتال السبع:,407948,408022.0,0,0,0,0,0,0,0,0,0,0,400000,500000
793,### || حمام لؤلؤ:,408096,408349.5,0,0,0,0,0,0,0,0,0,0,400000,500000
794,### | ذكر القياسر,408603,408621.0,0,0,0,0,0,0,0,0,0,0,400000,500000
786,### ||| سنقر الأعسر:,407024,407355.0,0,0,0,1,0,0,0,0,0,0,400000,500000
905,### || وأما بستان السعيدي:,431832,431851.5,0,0,0,0,0,0,0,0,0,0,400000,500000
846,### || سوق الحوائصيين:,418058,418136.0,0,0,0,0,0,0,0,0,0,0,400000,500000
907,### || وأما الخور:,431919,431963.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1017,### || حبس المعونة بمصر:,480105,480226.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1018,### || حبس الصيار:,480348,480422.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1019,### || خزانة البنود:,480496,480561.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1020,### || حبس المعونة من القاهرة:,480627,480658.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1021,### || خزانة شمائل:,480690,480753.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1022,### ||| وشمائل هذا:,480816,480872.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1023,### || المقشرة:,480929,480974.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1024,### || الجب بقلعة الجبل:,481019,481098.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1025,### | ذكر المواضع المعروفة بالصناعة,481178,481951.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1026,### || الفداء الأول:,482724,482805.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1027,### || الفداء الثاني:,482886,482912.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1028,### || الفداء الثالث:,482938,482995.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1029,### || الفداء الرابع:,483053,483094.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1030,### || الفداء الخامس:,483136,483168.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1031,### || الفداء السادس:,483201,483213.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1032,### || الفداء السابع:,483225,483272.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1033,### || الفداء الثامن:,483319,483348.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1016,### | ذكر السجون,479578,479841.5,0,0,0,0,0,0,0,0,0,0,400000,500000
1015,### || الجزيرة التي عرفت بحليمة:,479334,479456.0,0,0,0,0,0,0,0,0,0,0,400000,500000
1014,### || جزيرة أروى:,479172,479253.0,1,0,0,1,0,0,0,0,0,0,400000,500000
1013,### || جزيرة الفيل:,478611,478891.5,1,0,0,0,0,0,0,0,0,0,400000,500000
