,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,1026.0,0,0,0,0,0
1,2,2052,2910.5,0,0,0,0,0
2,3,3769,4623.0,0,0,0,0,0
3,4,5477,6297.5,0,0,0,0,0
4,5,7118,7986.5,0,0,0,0,1
5,6,8855,9684.5,0,0,0,0,0
6,7,10514,11384.0,2,0,2,0,0
7,8,12254,13156.0,4,0,0,0,3
8,9,14058,14953.0,0,0,0,0,0
9,10,15848,16731.5,0,0,0,0,0
10,11,17615,18558.0,0,0,0,0,0
11,12,19501,20402.0,0,0,0,0,0
12,13,21303,22231.5,0,0,0,0,0
13,14,23160,24047.5,0,0,0,0,0
14,15,24935,25828.5,0,0,0,0,0
15,16,26722,27568.0,0,0,0,0,0
16,17,28414,29234.0,0,0,0,0,0
17,18,30054,30991.5,0,0,0,0,0
18,19,31929,32763.5,0,0,0,0,0
19,20,33598,34469.0,0,0,0,0,0
20,21,35340,36225.0,0,0,0,0,0
21,22,37110,37950.5,0,0,0,0,0
22,23,38791,39677.0,0,0,0,0,0
23,24,40563,41460.0,0,0,0,0,0
24,25,42357,43312.5,0,0,0,0,0
25,26,44268,45201.5,0,0,0,0,0
26,27,46135,47024.5,0,0,0,0,0
27,28,47914,48816.5,0,0,0,0,0
28,29,49719,50603.5,0,0,0,0,0
29,30,51488,52328.0,0,0,0,0,0
30,31,53168,53993.0,0,0,0,0,0
31,32,54818,55680.5,0,0,0,0,0
32,33,56543,57360.0,0,0,0,0,0
33,34,58177,59013.0,0,0,0,0,0
34,35,59849,60683.0,0,0,0,0,0
35,36,61517,62324.0,0,0,0,0,0
36,37,63131,63919.0,0,0,0,0,0
37,38,64707,65504.0,0,0,0,0,0
38,39,66301,67120.5,0,0,0,0,0
39,40,67940,68745.0,0,0,0,0,0
40,41,69550,70359.0,1,0,0,0,0
41,42,71168,71926.0,0,0,0,0,0
42,43,72684,73493.0,0,0,0,0,0
43,44,74302,75134.0,0,0,0,0,0
44,45,75966,76830.5,0,0,0,0,0
45,46,77695,78530.0,0,0,0,0,0
46,47,79365,80207.0,0,0,0,0,0
47,48,81049,81910.0,0,0,0,0,0
48,49,82771,83628.0,0,0,0,0,0
49,50,84485,85316.0,0,0,0,0,0
50,51,86147,86966.5,0,0,0,0,0
51,52,87786,88614.5,0,0,0,0,0
52,53,89443,90286.0,0,0,0,0,0
53,54,91129,91986.5,0,0,0,0,0
54,55,92844,93770.0,0,0,0,0,0
55,56,94696,95536.5,0,0,0,0,0
56,57,96377,97177.5,0,0,0,0,0
57,58,97978,98839.5,0,0,0,0,0
58,59,99701,100627.5,0,0,0,0,0
59,60,101554,102430.0,0,0,0,0,1
60,61,103306,104114.0,1,1,0,0,0
61,62,104922,105720.5,0,0,0,0,0
62,63,106519,107313.5,0,0,0,0,0
63,64,108108,108937.5,1,0,0,0,0
64,65,109767,110570.5,0,0,0,0,0
65,66,111374,112225.5,1,0,0,0,0
