,Distinct count
@YY511,1
@YY579,1
@YY562,1
@YY571,1
@YY545,1
@YY583,1
@YY512,1
@YY559,1
@YY582,1
@YY514,1
@YY552,1
@YY598,1
@YY503,1
@YY553,1
@YY589,1
@YY556,1
@YY505,1
@YY574,1
@YY542,1
@YY535,1
@YY561,1
@YY543,2
@YY506,2
@YY510,2
@YY578,2
@YY554,2
@YY509,2
@YY550,2
@YY502,2
@YY534,2
@YY539,2
@YY546,2
@YY560,2
@YY528,2
@YY541,2
@YY568,2
@YY597,2
@YY580,2
@YY551,2
@YY525,2
@YY540,3
@YY590,3
@YY527,3
@YY531,3
@YY565,3
@YY595,3
@YY513,3
@YY586,3
@YY532,3
@YY533,3
@YY522,3
@YY570,3
@YY599,3
@YY548,4
@YY576,4
@YY593,4
@YY519,4
@YY530,4
@YY558,4
@YY518,4
@YY536,4
@YY594,4
@YY547,4
@YY591,4
@YY569,4
@YY544,5
@YY529,5
@YY584,5
@YY549,5
@YY596,5
@YY585,6
@YY588,6
@YY520,6
@YY592,7
@YY572,7
@YY500,8
@YY566,8
@YY524,8
@YY526,8
@YY587,9
@YY564,9
@YY515,13
@YY577,14
@YY501,16
@YY517,18
@YY567,19
@YY516,21
