,Distinct count
@YY463,1
@YY422,1
@YY497,1
@YY498,1
@YY446,1
@YY454,1
@YY464,1
@YY427,1
@YY495,1
@YY484,1
@YY477,1
@YY479,1
@YY428,1
@YY491,1
@YY447,1
@YY425,1
@YY429,1
@YY438,1
@YY445,1
@YY414,1
@YY409,1
@YY462,1
@YY437,1
@YY433,1
@YY443,1
@YY458,1
@YY453,1
@YY432,1
@YY474,1
@YY424,1
@YY483,2
@YY490,2
@YY418,2
@YY411,2
@YY485,2
@YY465,2
@YY459,2
@YY492,2
@YY439,2
@YY452,2
@YY410,2
@YY407,2
@YY441,2
@YY430,2
@YY482,2
@YY421,2
@YY466,3
@YY444,3
@YY408,3
@YY460,3
@YY420,3
@YY467,3
@YY487,3
@YY406,3
@YY440,3
@YY450,3
@YY436,3
@YY457,4
@YY480,4
@YY478,4
@YY404,4
@YY442,4
@YY499,5
@YY461,5
@YY405,7
@YY402,9
@YY415,10
@YY401,12
@YY400,15
@YY403,17
