,Distinct count
@YY214,1
@YY218,1
@YY225,1
@YY202,1
@YY207,1
@YY209,1
@YY249,1
@YY274,1
@YY224,1
@YY226,1
@YY228,1
@YY229,1
@YY234,1
@YY220,1
@YY293,1
@YY268,1
@YY288,1
@YY297,1
@YY272,1
@YY231,1
@YY246,1
@YY283,1
@YY295,1
@YY273,1
@YY294,1
@YY257,1
@YY285,1
@YY262,1
@YY252,1
@YY227,1
@YY235,1
@YY244,1
@YY215,2
@YY222,2
@YY248,2
@YY212,2
@YY261,2
@YY243,2
@YY208,2
@YY277,2
@YY237,2
@YY270,2
@YY296,2
@YY298,2
@YY280,2
@YY247,3
@YY266,3
@YY219,3
@YY250,3
@YY239,3
@YY245,3
@YY203,3
@YY204,3
@YY206,3
@YY210,3
@YY255,3
@YY236,3
@YY281,3
@YY276,3
@YY240,3
@YY213,3
@YY256,3
@YY201,4
@YY205,4
@YY238,4
@YY258,4
@YY265,4
@YY275,4
@YY233,4
@YY254,4
@YY264,4
@YY259,5
@YY217,5
@YY292,5
@YY216,6
@YY211,6
@YY242,6
@YY253,6
@YY263,6
@YY241,7
@YY200,7
@YY282,7
