,Distinct count
@YY375,2
@YY731,2
@YY764,2
@YY374,2
@YY705,2
@YY765,2
@YY759,2
@YY783,2
@YY779,2
@YY689,2
@YY699,2
@YY667,2
@YY620,2
@YY704,2
@YY439,2
@YY452,2
@YY410,2
@YY407,2
@YY541,2
@YY313,2
@YY335,2
@YY342,2
@YY670,2
@YY604,2
@YY701,2
@YY841,2
@YY905,2
@YY324,2
@YY441,2
@YY568,2
@YY766,2
@YY120,2
@YY767,2
@YY430,2
@YY607,2
@YY727,2
@YY597,2
@YY832,2
@YY580,2
@YY551,2
@YY771,2
@YY525,2
@YY482,2
@YY421,2
@YY130,2
@YY906,3
@YY466,3
@YY247,3
@YY266,3
@YY199,3
@YY178,3
@YY186,3
@YY193,3
@YY716,3
@YY219,3
@YY540,3
@YY250,3
@YY590,3
@YY669,3
@YY778,3
@YY444,3
@YY527,3
@YY531,3
@YY344,3
@YY239,3
@YY245,3
@YY710,3
@YY182,3
@YY203,3
@YY204,3
@YY302,3
@YY194,3
@YY206,3
@YY210,3
@YY624,3
@YY162,3
@YY408,3
@YY644,3
@YY255,3
@YY236,3
@YY652,3
@YY565,3
@YY695,3
@YY656,3
@YY595,3
@YY382,3
@YY281,3
@YY276,3
@YY013,3
@YY105,3
@YY117,3
@YY127,3
@YY141,3
@YY012,3
@YY014,3
@YY240,3
@YY311,3
@YY032,3
@YY355,3
@YY460,3
@YY628,3
@YY301,3
@YY334,3
@YY420,3
@YY467,3
@YY487,3
@YY389,3
@YY385,3
@YY406,3
@YY513,3
@YY353,3
@YY440,3
@YY661,3
@YY450,3
@YY586,3
@YY436,3
@YY532,3
@YY398,3
@YY340,3
@YY706,3
@YY636,3
@YY639,3
@YY813,3
@YY774,3
@YY769,3
@YY752,3
@YY733,3
@YY827,3
@YY739,3
@YY685,3
@YY533,3
@YY809,3
@YY522,3
@YY608,3
@YY681,3
@YY383,3
@YY391,3
@YY688,3
@YY603,3
@YY635,3
@YY570,3
@YY775,3
@YY331,3
@YY599,3
@YY323,3
@YY213,3
@YY857,3
@YY865,3
@YY675,3
@YY822,3
@YY256,3
@YY677,3
@YY457,4
@YY057,4
@YY548,4
@YY197,4
@YY576,4
@YY107,4
@YY121,4
@YY191,4
@YY480,4
@YY478,4
@YY593,4
@YY519,4
@YY304,4
@YY703,4
@YY530,4
@YY404,4
@YY664,4
@YY826,4
@YY201,4
@YY005,4
@YY205,4
@YY303,4
@YY612,4
@YY101,4
@YY379,4
@YY384,4
@YY009,4
@YY077,4
@YY238,4
@YY039,4
@YY258,4
@YY001,4
@YY265,4
@YY275,4
@YY305,4
@YY002,4
@YY820,4
@YY146,4
@YY089,4
@YY346,4
@YY161,4
@YY233,4
@YY254,4
@YY066,4
@YY083,4
@YY558,4
@YY336,4
@YY762,4
@YY518,4
@YY442,4
@YY536,4
@YY823,4
@YY364,4
@YY390,4
@YY594,4
@YY399,4
@YY368,4
@YY366,4
@YY637,4
@YY658,4
@YY795,4
@YY828,4
@YY754,4
@YY736,4
@YY824,4
@YY547,4
@YY692,4
@YY678,4
@YY722,4
@YY655,4
@YY793,4
@YY726,4
@YY638,4
@YY591,4
@YY768,4
@YY361,4
@YY668,4
@YY569,4
@YY264,4
@YY145,4
@YY622,4
@YY719,4
@YY259,5
@YY345,5
@YY544,5
@YY109,5
@YY217,5
@YY082,5
@YY347,5
@YY665,5
@YY074,5
@YY777,5
@YY529,5
@YY350,5
@YY615,5
@YY041,5
@YY810,5
@YY308,5
@YY388,5
@YY633,5
@YY330,5
@YY584,5
@YY499,5
@YY043,5
@YY122,5
@YY028,5
@YY042,5
@YY169,5
@YY052,5
@YY068,5
@YY084,5
@YY292,5
@YY735,5
@YY461,5
@YY549,5
@YY657,5
@YY651,5
@YY789,5
@YY687,5
@YY798,5
@YY802,5
@YY747,5
@YY756,5
@YY697,5
@YY758,5
@YY596,5
@YY691,5
@YY718,5
@YY729,5
@YY684,5
@YY049,6
@YY076,6
@YY332,6
@YY721,6
@YY812,6
@YY755,6
@YY216,6
@YY585,6
@YY588,6
@YY650,6
@YY063,6
@YY814,6
@YY019,6
@YY025,6
@YY034,6
@YY671,6
@YY378,6
@YY045,6
@YY211,6
@YY067,6
@YY071,6
@YY387,6
@YY090,6
@YY016,6
@YY085,6
@YY242,6
@YY044,6
@YY253,6
@YY029,6
@YY785,6
@YY819,6
@YY786,6
@YY807,6
@YY811,6
@YY672,6
@YY680,6
@YY794,6
@YY643,6
@YY520,6
@YY708,6
@YY717,6
@YY753,6
@YY714,6
@YY694,6
@YY263,6
@YY682,6
@YY241,7
@YY006,7
@YY200,7
@YY592,7
@YY150,7
@YY132,7
@YY572,7
@YY666,7
@YY088,7
@YY307,7
@YY098,7
@YY073,7
@YY031,7
@YY724,7
@YY075,7
@YY659,7
@YY365,7
@YY734,7
@YY282,7
@YY033,7
@YY092,7
@YY048,7
@YY081,7
@YY095,7
@YY744,7
@YY707,7
@YY663,7
@YY751,7
@YY690,7
@YY743,7
@YY799,7
@YY797,7
@YY405,7
@YY363,8
@YY715,8
@YY080,8
@YY816,8
@YY711,8
@YY500,8
@YY750,8
@YY099,8
@YY027,8
@YY566,8
@YY821,8
@YY825,8
@YY038,8
@YY058,8
@YY072,8
@YY357,8
@YY386,8
@YY728,8
@YY381,8
@YY023,8
@YY133,8
@YY055,8
@YY079,8
@YY093,8
@YY094,8
@YY051,8
@YY524,8
@YY526,8
@YY640,8
@YY796,8
@YY792,8
@YY808,8
@YY676,8
@YY702,9
@YY587,9
@YY087,9
@YY784,9
@YY024,9
@YY564,9
@YY030,9
@YY402,9
@YY017,9
@YY078,9
@YY097,9
@YY036,9
@YY062,9
@YY056,9
@YY091,9
@YY395,9
@YY647,9
@YY713,9
@YY748,9
@YY760,10
@YY061,10
@YY007,10
@YY362,10
@YY003,10
@YY018,10
@YY035,10
@YY415,10
@YY047,10
@YY803,10
@YY037,10
@YY054,10
@YY696,10
@YY380,10
@YY393,10
@YY817,10
@YY761,10
@YY060,11
@YY738,11
@YY801,11
@YY050,11
@YY360,11
@YY683,11
@YY069,11
@YY712,11
@YY742,11
@YY732,11
@YY746,11
@YY737,11
@YY723,11
@YY776,12
@YY730,12
@YY709,12
@YY662,12
@YY100,12
@YY026,12
@YY022,12
@YY648,12
@YY818,12
@YY401,12
@YY053,12
@YY096,12
@YY770,12
@YY693,12
@YY698,12
@YY749,13
@YY515,13
@YY086,13
@YY064,13
@YY745,13
@YY740,13
@YY791,14
@YY004,14
@YY577,14
@YY070,14
@YY600,14
@YY300,14
@YY021,14
@YY800,14
@YY741,14
@YY040,15
@YY015,15
@YY400,15
@YY815,15
@YY501,16
@YY720,16
@YY065,17
@YY059,17
@YY403,17
@YY517,18
@YY660,18
@YY725,19
@YY567,19
@YY780,19
@YY516,21
@YY358,22
@YY790,23
@YY700,26
@YY010,27
@YY020,28
@YY806,75
@YY000,808
