,Distinct count
@YY674,1
@YY646,1
@YY617,1
@YY625,1
@YY601,1
@YY609,1
@YY606,1
@YY629,1
@YY654,1
@YY613,1
@YY641,1
@YY618,1
@YY605,1
@YY632,1
@YY627,1
@YY642,1
@YY645,1
@YY611,2
@YY673,2
@YY610,2
@YY614,2
@YY616,2
@YY621,2
@YY679,2
@YY689,2
@YY699,2
@YY667,2
@YY620,2
@YY670,2
@YY604,2
@YY607,2
@YY669,3
@YY624,3
@YY644,3
@YY652,3
@YY695,3
@YY656,3
@YY628,3
@YY661,3
@YY636,3
@YY639,3
@YY685,3
@YY608,3
@YY681,3
@YY688,3
@YY603,3
@YY635,3
@YY675,3
@YY677,3
@YY664,4
@YY612,4
@YY637,4
@YY658,4
@YY692,4
@YY678,4
@YY655,4
@YY638,4
@YY668,4
@YY622,4
@YY665,5
@YY615,5
@YY633,5
@YY657,5
@YY651,5
@YY687,5
@YY697,5
@YY691,5
@YY684,5
@YY650,6
@YY671,6
@YY672,6
@YY680,6
@YY643,6
@YY694,6
@YY682,6
@YY666,7
@YY659,7
@YY663,7
@YY690,7
@YY640,8
@YY676,8
@YY647,9
@YY696,10
@YY683,11
@YY662,12
@YY648,12
@YY693,12
@YY698,12
@YY600,14
@YY660,18
