,Distinct count
@YY008,1
@YY011,2
@YY046,2
@YY013,3
@YY012,3
@YY014,3
@YY032,3
@YY057,4
@YY005,4
@YY009,4
@YY077,4
@YY039,4
@YY001,4
@YY002,4
@YY089,4
@YY066,4
@YY083,4
@YY082,5
@YY074,5
@YY041,5
@YY043,5
@YY028,5
@YY042,5
@YY052,5
@YY068,5
@YY084,5
@YY049,6
@YY076,6
@YY063,6
@YY019,6
@YY025,6
@YY034,6
@YY045,6
@YY067,6
@YY071,6
@YY090,6
@YY016,6
@YY085,6
@YY044,6
@YY029,6
@YY006,7
@YY088,7
@YY098,7
@YY073,7
@YY031,7
@YY075,7
@YY033,7
@YY092,7
@YY048,7
@YY081,7
@YY095,7
@YY080,8
@YY099,8
@YY027,8
@YY038,8
@YY058,8
@YY072,8
@YY023,8
@YY055,8
@YY079,8
@YY093,8
@YY094,8
@YY051,8
@YY087,9
@YY024,9
@YY030,9
@YY017,9
@YY078,9
@YY097,9
@YY036,9
@YY062,9
@YY056,9
@YY091,9
@YY061,10
@YY007,10
@YY003,10
@YY018,10
@YY035,10
@YY047,10
@YY037,10
@YY054,10
@YY060,11
@YY050,11
@YY069,11
@YY026,12
@YY022,12
@YY053,12
@YY096,12
@YY086,13
@YY064,13
@YY004,14
@YY070,14
@YY021,14
@YY040,15
@YY015,15
@YY065,17
@YY059,17
@YY010,27
@YY020,28
@YY000,808
