date,freq,25-y
106,1,125
108,1,125
111,1,125
112,1,125
115,1,125
117,1,125
118,1,125
120,1,125
312,1,325
313,1,325
443,1,450
425,1,425
475,1,475
101,1,125
377,1,400
594,1,600
423,1,425
438,1,450
452,1,475
473,1,475
522,1,525
536,1,550
346,1,350
469,1,475
483,1,500
574,1,575
800,2,825
107,2,125
113,2,125
114,2,125
116,2,125
121,2,125
124,2,125
134,2,150
135,2,150
142,2,150
152,2,175
153,2,175
156,2,175
164,2,175
167,2,175
175,2,175
189,2,200
192,2,200
217,2,225
228,2,250
233,2,250
234,2,250
236,2,250
239,2,250
243,2,250
284,2,300
285,2,300
319,2,325
349,2,350
412,2,425
445,2,450
467,2,475
472,2,475
474,2,475
476,2,500
518,2,525
520,2,525
527,2,550
534,2,550
557,2,575
563,2,575
612,2,625
470,2,475
547,2,550
462,2,475
538,2,550
545,2,550
394,2,400
397,2,400
556,2,575
347,2,350
468,2,475
486,2,500
345,2,350
348,2,350
437,2,450
506,2,525
523,2,525
521,2,525
562,2,575
582,2,600
561,2,575
110,3,125
461,3,475
105,3,125
370,3,375
103,3,125
119,3,125
104,3,125
123,3,125
128,3,150
129,3,150
131,3,150
133,3,150
136,3,150
137,3,150
139,3,150
147,3,150
149,3,150
157,3,175
159,3,175
162,3,175
165,3,175
166,3,175
168,3,175
172,3,175
173,3,175
174,3,175
182,3,200
183,3,200
191,3,200
194,3,200
202,3,225
211,3,225
215,3,225
216,3,225
222,3,225
224,3,225
225,3,225
229,3,250
242,3,250
244,3,250
246,3,250
247,3,250
272,3,275
274,3,275
276,3,300
294,3,300
298,3,300
299,3,300
304,3,325
306,3,325
309,3,325
329,3,350
375,3,375
419,3,425
466,3,475
471,3,475
497,3,500
507,3,525
512,3,525
516,3,525
542,3,550
550,3,550
560,3,575
586,3,600
591,3,600
431,3,450
392,3,400
424,3,425
434,3,450
374,3,375
430,3,450
442,3,450
509,3,525
572,3,575
353,3,375
409,3,425
441,3,450
463,3,475
587,3,600
588,3,600
619,3,625
733,3,750
731,3,750
385,4,400
398,4,400
209,4,225
125,4,125
188,4,200
185,4,200
336,4,350
553,4,575
102,4,125
127,4,150
143,4,150
146,4,150
158,4,175
177,4,200
186,4,200
195,4,200
204,4,225
205,4,225
208,4,225
212,4,225
213,4,225
219,4,225
226,4,250
227,4,250
232,4,250
241,4,250
245,4,250
253,4,275
