date,freq,25-y
161,1,175
477,1,500
532,1,550
165,1,175
816,1,825
475,1,475
788,1,800
373,1,375
495,1,500
425,1,425
239,1,250
144,1,150
109,1,125
106,1,125
119,1,125
556,1,575
126,1,150
502,1,525
772,1,775
166,1,175
243,1,250
498,1,500
151,1,175
159,1,175
121,1,125
181,1,200
777,1,800
227,1,250
135,1,150
191,1,200
813,1,825
138,1,150
163,1,175
118,1,125
129,1,150
141,1,150
146,1,150
189,1,200
193,1,200
152,1,175
820,1,825
112,1,125
116,1,125
114,1,125
781,1,800
424,1,425
810,1,825
831,1,850
793,1,800
765,1,775
226,1,250
185,1,200
197,1,200
464,1,475
481,1,500
206,1,225
504,1,525
158,1,175
188,1,200
222,1,225
787,1,800
221,1,225
497,1,500
779,1,800
823,1,825
794,1,800
411,1,425
177,1,200
192,1,200
756,2,775
162,2,175
148,2,150
184,2,200
196,2,200
176,2,200
211,2,225
249,2,250
797,2,800
136,2,150
225,2,225
451,2,475
752,2,775
811,2,825
160,2,175
773,2,775
182,2,200
171,2,175
203,2,225
775,2,775
175,2,175
107,2,125
763,2,775
759,2,775
143,2,150
770,2,775
496,2,500
506,2,525
419,2,425
783,2,800
125,2,125
513,2,525
757,2,775
542,2,550
117,2,125
108,2,125
113,2,125
133,2,150
479,2,500
257,2,275
465,2,475
247,2,250
103,2,125
499,2,500
139,2,150
120,2,125
799,2,800
238,2,250
130,2,150
186,2,200
195,2,200
198,2,200
484,2,500
147,2,150
110,2,125
807,2,825
780,2,800
751,2,775
224,2,225
786,2,800
819,2,825
223,2,225
199,2,200
493,2,500
461,2,475
442,2,450
472,2,475
531,2,550
490,2,500
508,2,525
492,2,500
796,2,800
178,2,200
207,2,225
800,3,825
180,3,200
242,3,250
505,3,525
446,3,450
281,3,300
459,3,475
457,3,475
167,3,175
445,3,450
421,3,425
471,3,475
253,3,275
804,3,825
815,3,825
453,3,475
792,3,800
413,3,425
821,3,825
764,3,775
545,3,550
233,3,250
755,3,775
758,3,775
396,3,400
494,3,500
762,3,775
473,3,475
509,3,525
534,3,550
236,3,250
164,3,175
219,3,225
237,3,250
452,3,475
169,3,175
104,3,125
488,3,500
168,3,175
101,3,125
140,3,150
460,3,475
470,3,475
201,3,225
246,3,250
8,3,25
123,3,125
579,3,600
535,3,550
805,3,825
127,3,150
375,3,375
518,3,525
438,3,450
209,3,225
398,3,400
244,3,250
137,3,150
553,3,575
5,3,25
155,3,175
817,3,825
261,3,275
538,3,550
333,3,350
397,3,400
766,3,775
216,3,225
435,3,450
229,3,250
436,3,450
808,3,825
382,4,400
391,4,400
210,4,225
217,4,225
377,4,400
132,4,150
273,4,275
489,4,500
174,4,175
551,4,575
469,4,475
395,4,400
379,4,400
577,4,600
439,4,450
383,4,400
524,4,525
230,4,250
212,4,225
501,4,525
458,4,475
478,4,500
657,4,675
408,4,425
409,4,425
552,4,575
215,4,225
768,4,775
774,4,775
102,4,125
743,4,750
586,4,600
523,4,525
527,4,550
403,4,425
414,4,425
347,4,350
776,4,800
131,4,150
105,4,125
124,4,125
208,4,225
278,4,300
503,4,525
443,4,450
547,4,550
142,4,150
228,4,250
760,4,775
115,4,125
557,4,575
428,4,450
361,4,375
235,4,250
326,4,350
761,5,775
205,5,225
66,5,75
331,5,350
385,5,400
432,5,450
417,5,425
370,5,375
316,5,325
525,5,525
467,5,475
422,5,425
454,5,475
245,5,250
220,5,225
806,5,825
420,5,425
753,5,775
790,5,800
562,5,575
259,5,275
500,5,525
463,5,475
351,5,375
526,5,550
170,5,175
416,5,425
200,5,225
254,5,275
9,5,25
563,5,575
214,5,225
240,5,250
429,5,450
389,5,400
405,5,425
418,5,425
568,5,575
274,5,275
401,5,425
487,5,500
591,5,600
412,5,425
511,5,525
485,5,500
444,5,450
179,5,200
232,5,250
213,5,225
456,5,475
466,5,475
288,5,300
154,5,175
410,5,425
1,5,25
267,5,275
575,5,575
285,5,300
585,5,600
128,5,150
231,5,250
202,5,225
392,5,400
566,5,575
369,6,375
352,6,375
589,6,600
7,6,25
365,6,375
434,6,450
378,6,400
482,6,500
272,6,275
491,6,500
251,6,275
145,6,150
368,6,375
402,6,425
279,6,300
510,6,525
791,6,800
528,6,550
468,6,475
809,6,825
255,6,275
455,6,475
334,6,350
329,6,350
71,6,75
433,6,450
87,6,100
514,6,525
275,6,275
769,6,775
537,6,550
554,6,575
286,6,300
431,6,450
519,6,525
342,7,350
536,7,550
430,7,450
407,7,425
265,7,275
295,7,300
376,7,400
555,7,575
404,7,425
386,7,400
440,7,450
530,7,550
546,7,550
314,7,325
597,7,600
754,7,775
262,7,275
248,7,250
427,7,450
393,7,400
571,7,575
277,7,300
476,7,500
280,7,300
150,7,150
325,7,325
543,7,550
574,7,575
4,7,25
85,7,100
283,7,300
276,7,300
520,7,525
387,7,400
374,7,375
541,7,550
304,7,325
3,7,25
372,7,375
594,7,600
507,7,525
448,7,450
371,8,375
558,8,575
399,8,400
802,8,825
462,8,475
266,8,275
298,8,300
76,8,100
394,8,400
582,8,600
406,8,425
607,8,625
294,8,300
13,8,25
263,8,275
567,8,575
595,8,600
73,8,75
289,8,300
68,8,75
533,8,550
356,8,375
539,8,550
344,8,350
94,8,100
75,8,75
271,8,275
587,8,600
592,8,600
381,8,400
269,8,275
81,8,100
550,8,550
287,8,300
296,8,300
348,8,350
561,9,575
218,9,225
384,9,400
564,9,575
284,9,300
517,9,525
380,9,400
540,9,550
260,9,275
584,9,600
572,9,575
747,9,750
649,9,650
319,9,325
282,9,300
598,9,600
388,9,400
308,9,325
576,9,600
740,9,750
74,9,75
736,9,750
256,9,275
573,9,575
346,9,350
733,9,750
30,9,50
38,9,50
516,9,525
323,9,325
415,9,425
241,9,250
544,9,550
353,9,375
89,9,100
317,9,325
522,9,525
355,9,375
324,9,325
609,10,625
69,10,75
515,10,525
744,10,750
268,10,275
299,10,300
311,10,325
565,10,575
447,10,450
292,10,300
354,10,375
338,10,350
56,10,75
663,10,675
49,10,50
320,10,325
57,10,75
666,10,675
569,10,575
559,10,575
250,10,250
746,10,750
750,10,750
328,10,350
332,10,350
588,10,600
327,10,350
313,11,325
628,11,650
366,11,375
291,11,300
307,11,325
641,11,650
688,11,700
363,11,375
14,11,25
529,11,550
318,11,325
675,11,675
293,11,300
664,11,675
621,11,625
583,11,600
580,11,600
77,11,100
624,11,625
735,11,750
312,11,325
605,11,625
349,11,350
350,11,350
91,11,100
15,11,25
54,11,75
26,11,50
359,11,375
60,11,75
578,11,600
258,11,275
341,11,350
321,11,325
734,11,750
362,11,375
336,11,350
441,11,450
33,11,50
37,11,50
20,11,25
309,11,325
669,11,675
632,11,650
315,11,325
100,12,125
204,12,225
364,12,375
86,12,100
72,12,75
301,12,325
655,12,675
601,12,625
343,12,350
732,12,750
672,12,675
335,12,350
67,12,75
90,12,100
705,12,725
748,12,750
61,12,75
611,12,625
801,12,825
560,12,575
