date,freq,25-y
8,1,25
165,1,175
187,1,200
214,1,225
218,1,225
463,1,475
167,1,175
511,1,525
225,1,225
579,1,600
562,1,575
196,1,200
202,1,225
207,1,225
209,1,225
377,1,400
249,1,250
571,1,575
159,1,175
837,1,850
674,1,675
116,1,125
343,1,350
545,1,550
646,1,650
166,1,175
583,1,600
422,1,425
497,1,500
274,1,275
498,1,500
102,1,125
108,1,125
125,1,125
135,1,150
154,1,175
155,1,175
158,1,175
168,1,175
171,1,175
173,1,175
174,1,175
177,1,200
179,1,200
183,1,200
224,1,225
226,1,250
228,1,250
229,1,250
234,1,250
220,1,225
293,1,300
321,1,325
446,1,450
454,1,475
464,1,475
268,1,275
288,1,300
306,1,325
322,1,325
333,1,350
341,1,350
317,1,325
427,1,450
495,1,500
484,1,500
477,1,500
479,1,500
428,1,450
369,1,375
352,1,375
491,1,500
447,1,450
425,1,425
512,1,525
373,1,375
297,1,300
559,1,575
394,1,400
886,1,900
617,1,625
625,1,625
582,1,600
148,1,150
514,1,525
552,1,575
788,1,800
601,1,625
598,1,600
609,1,625
833,1,850
272,1,275
370,1,375
606,1,625
371,1,375
503,1,525
553,1,575
429,1,450
189,1,200
231,1,250
246,1,250
283,1,300
295,1,300
326,1,350
273,1,275
589,1,600
842,1,850
872,1,875
175,1,175
294,1,300
257,1,275
438,1,450
445,1,450
804,1,825
118,1,125
376,1,400
359,1,375
414,1,425
409,1,425
462,1,475
805,1,825
556,1,575
843,1,850
757,1,775
831,1,850
830,1,850
110,1,125
188,1,200
184,1,200
163,1,175
144,1,150
285,1,300
437,1,450
629,1,650
654,1,675
613,1,625
641,1,650
618,1,625
772,1,775
605,1,625
763,1,775
782,1,800
262,1,275
632,1,650
627,1,650
505,1,525
642,1,650
645,1,650
129,1,150
433,1,450
574,1,575
542,1,550
443,1,450
535,1,550
458,1,475
453,1,475
561,1,575
252,1,275
432,1,450
474,1,475
840,1,850
424,1,425
315,1,325
112,1,125
227,1,250
235,1,250
244,1,250
325,1,325
160,1,175
328,2,350
356,2,375
543,2,550
506,2,525
156,2,175
215,2,225
510,2,525
222,2,225
483,2,500
611,2,625
248,2,250
578,2,600
673,2,675
212,2,225
261,2,275
554,2,575
11,2,25
348,2,350
397,2,400
190,2,200
610,2,625
124,2,125
349,2,350
509,2,525
550,2,550
614,2,625
490,2,500
616,2,625
339,2,350
418,2,425
367,2,375
243,2,250
208,2,225
277,2,300
351,2,375
502,2,525
534,2,550
103,2,125
104,2,125
131,2,150
136,2,150
152,2,175
170,2,175
172,2,175
176,2,200
180,2,200
181,2,200
192,2,200
195,2,200
198,2,200
237,2,250
270,2,275
309,2,325
312,2,325
539,2,550
296,2,300
298,2,300
280,2,300
319,2,325
411,2,425
46,2,50
546,2,550
560,2,575
621,2,625
485,2,500
465,2,475
459,2,475
787,2,800
396,2,400
679,2,700
372,2,375
492,2,500
528,2,550
310,2,325
781,2,800
375,2,375
731,2,750
764,2,775
374,2,375
705,2,725
765,2,775
759,2,775
783,2,800
779,2,800
689,2,700
699,2,700
667,2,675
620,2,625
704,2,725
439,2,450
452,2,475
410,2,425
407,2,425
541,2,550
313,2,325
335,2,350
342,2,350
670,2,675
604,2,625
701,2,725
841,2,850
324,2,325
441,2,450
568,2,575
766,2,775
120,2,125
767,2,775
430,2,450
607,2,625
727,2,750
597,2,600
832,2,850
580,2,600
551,2,575
771,2,775
525,2,525
482,2,500
421,2,425
130,2,150
466,3,475
247,3,250
266,3,275
199,3,200
178,3,200
186,3,200
193,3,200
716,3,725
219,3,225
540,3,550
250,3,250
590,3,600
669,3,675
778,3,800
444,3,450
527,3,550
531,3,550
344,3,350
239,3,250
245,3,250
710,3,725
182,3,200
203,3,225
204,3,225
302,3,325
194,3,200
206,3,225
210,3,225
624,3,625
162,3,175
408,3,425
644,3,650
255,3,275
236,3,250
652,3,675
565,3,575
695,3,700
656,3,675
595,3,600
382,3,400
281,3,300
276,3,300
13,3,25
105,3,125
117,3,125
127,3,150
141,3,150
12,3,25
14,3,25
240,3,250
311,3,325
32,3,50
355,3,375
460,3,475
628,3,650
301,3,325
334,3,350
420,3,425
467,3,475
487,3,500
389,3,400
385,3,400
406,3,425
513,3,525
353,3,375
440,3,450
661,3,675
450,3,450
586,3,600
436,3,450
532,3,550
398,3,400
340,3,350
706,3,725
636,3,650
639,3,650
813,3,825
774,3,775
769,3,775
752,3,775
733,3,750
827,3,850
739,3,750
685,3,700
533,3,550
809,3,825
522,3,525
608,3,625
681,3,700
383,3,400
391,3,400
688,3,700
603,3,625
635,3,650
570,3,575
775,3,775
331,3,350
599,3,600
323,3,325
213,3,225
857,3,875
865,3,875
675,3,675
822,3,825
256,3,275
677,3,700
457,4,475
57,4,75
548,4,550
197,4,200
576,4,600
107,4,125
121,4,125
191,4,200
480,4,500
478,4,500
593,4,600
519,4,525
304,4,325
703,4,725
530,4,550
404,4,425
664,4,675
826,4,850
201,4,225
5,4,25
205,4,225
303,4,325
612,4,625
101,4,125
379,4,400
384,4,400
9,4,25
77,4,100
238,4,250
39,4,50
258,4,275
1,4,25
265,4,275
275,4,275
305,4,325
2,4,25
820,4,825
146,4,150
89,4,100
346,4,350
161,4,175
233,4,250
254,4,275
66,4,75
83,4,100
558,4,575
336,4,350
762,4,775
518,4,525
442,4,450
536,4,550
823,4,825
364,4,375
390,4,400
594,4,600
399,4,400
368,4,375
366,4,375
637,4,650
658,4,675
795,4,800
828,4,850
754,4,775
736,4,750
824,4,825
547,4,550
692,4,700
678,4,700
722,4,725
655,4,675
793,4,800
726,4,750
638,4,650
591,4,600
768,4,775
361,4,375
668,4,675
569,4,575
264,4,275
145,4,150
622,4,625
719,4,725
259,5,275
345,5,350
544,5,550
109,5,125
217,5,225
82,5,100
347,5,350
665,5,675
74,5,75
777,5,800
529,5,550
350,5,350
615,5,625
41,5,50
810,5,825
308,5,325
388,5,400
633,5,650
330,5,350
584,5,600
499,5,500
43,5,50
122,5,125
28,5,50
42,5,50
169,5,175
52,5,75
68,5,75
84,5,100
292,5,300
735,5,750
461,5,475
549,5,550
657,5,675
651,5,675
789,5,800
687,5,700
798,5,800
802,5,825
747,5,750
756,5,775
697,5,700
758,5,775
596,5,600
691,5,700
718,5,725
729,5,750
684,5,700
49,6,50
76,6,100
332,6,350
721,6,725
812,6,825
755,6,775
216,6,225
585,6,600
588,6,600
650,6,650
63,6,75
814,6,825
19,6,25
25,6,25
34,6,50
671,6,675
378,6,400
45,6,50
211,6,225
67,6,75
71,6,75
387,6,400
90,6,100
16,6,25
85,6,100
242,6,250
44,6,50
253,6,275
29,6,50
785,6,800
819,6,825
786,6,800
807,6,825
811,6,825
672,6,675
680,6,700
794,6,800
643,6,650
520,6,525
708,6,725
717,6,725
753,6,775
714,6,725
694,6,700
263,6,275
682,6,700
241,7,250
6,7,25
200,7,225
592,7,600
150,7,150
132,7,150
572,7,575
666,7,675
88,7,100
307,7,325
98,7,100
73,7,75
31,7,50
724,7,725
75,7,75
659,7,675
365,7,375
734,7,750
282,7,300
33,7,50
92,7,100
48,7,50
81,7,100
95,7,100
744,7,750
707,7,725
663,7,675
751,7,775
690,7,700
743,7,750
799,7,800
797,7,800
405,7,425
363,8,375
715,8,725
80,8,100
816,8,825
711,8,725
500,8,525
750,8,750
99,8,100
27,8,50
566,8,575
821,8,825
825,8,825
38,8,50
58,8,75
72,8,75
357,8,375
386,8,400
728,8,750
381,8,400
23,8,25
133,8,150
55,8,75
79,8,100
93,8,100
94,8,100
51,8,75
524,8,525
526,8,550
640,8,650
796,8,800
792,8,800
808,8,825
676,8,700
702,9,725
587,9,600
87,9,100
784,9,800
24,9,25
564,9,575
30,9,50
402,9,425
17,9,25
78,9,100
97,9,100
36,9,50
62,9,75
56,9,75
91,9,100
395,9,400
647,9,650
713,9,725
748,9,750
760,10,775
61,10,75
7,10,25
362,10,375
3,10,25
18,10,25
35,10,50
415,10,425
47,10,50
803,10,825
37,10,50
54,10,75
696,10,700
380,10,400
393,10,400
817,10,825
761,10,775
60,11,75
738,11,750
801,11,825
50,11,50
360,11,375
683,11,700
69,11,75
712,11,725
742,11,750
732,11,750
746,11,750
737,11,750
723,11,725
776,12,800
730,12,750
709,12,725
662,12,675
100,12,125
26,12,50
22,12,25
648,12,650
818,12,825
401,12,425
53,12,75
96,12,100
770,12,775
693,12,700
698,12,700
749,13,750
515,13,525
86,13,100
64,13,75
745,13,750
740,13,750
791,14,800
4,14,25
577,14,600
70,14,75
600,14,625
300,14,325
21,14,25
800,14,825
741,14,750
40,15,50
15,15,25
400,15,425
815,15,825
501,16,525
720,16,725
65,17,75
59,17,75
403,17,425
517,18,525
660,18,675
725,19,725
567,19,575
780,19,800
516,21,525
358,22,375
790,23,800
700,26,725
10,27,25
20,28,25
806,75,825
