date,freq,25-y
145,1,150
138,1,150
293,1,300
325,1,325
275,1,275
294,1,300
332,1,350
327,1,350
268,1,275
290,1,300
254,1,275
288,1,300
298,1,300
306,1,325
35,1,50
337,1,350
368,1,375
351,1,375
355,1,375
357,1,375
348,1,350
374,1,375
264,1,275
276,1,300
305,1,325
286,1,300
86,1,100
88,1,100
291,1,300
310,1,325
312,1,325
17,1,25
23,1,25
25,1,25
317,1,325
339,1,350
364,1,375
344,1,350
8,1,25
69,1,75
73,1,75
78,1,100
377,1,400
79,1,100
81,1,100
380,1,400
836,1,850
74,1,75
85,1,100
340,1,350
389,1,400
96,1,100
11,1,25
407,1,425
414,1,425
16,1,25
43,1,50
44,1,50
48,1,50
61,1,75
353,1,375
71,1,75
83,1,100
52,1,75
56,1,75
22,1,25
2,1,25
557,1,575
100,1,125
661,1,675
600,1,625
569,1,575
608,1,625
624,1,625
623,1,625
671,1,675
884,1,900
274,2,275
295,2,300
303,2,325
315,2,325
322,2,325
59,2,75
80,2,100
333,2,350
33,2,50
34,2,50
336,2,350
36,2,50
334,2,350
41,2,50
372,2,375
9,2,25
62,2,75
289,2,300
90,2,100
18,2,25
39,2,50
375,2,375
6,2,25
65,2,75
369,2,375
72,2,75
76,2,100
77,2,100
370,2,375
381,2,400
383,2,400
384,2,400
385,2,400
4,2,25
386,2,400
387,2,400
91,2,100
392,2,400
92,2,100
394,2,400
395,2,400
396,2,400
397,2,400
398,2,400
399,2,400
401,2,425
403,2,425
404,2,425
405,2,425
15,2,25
406,2,425
408,2,425
409,2,425
12,2,25
13,2,25
14,2,25
415,2,425
416,2,425
417,2,425
20,2,25
421,2,425
422,2,425
423,2,425
424,2,425
425,2,425
428,2,450
430,2,450
431,2,450
432,2,450
433,2,450
434,2,450
438,2,450
439,2,450
441,2,450
442,2,450
443,2,450
46,2,50
444,2,450
446,2,450
447,2,450
448,2,450
449,2,450
452,2,475
453,2,475
455,2,475
456,2,475
457,2,475
459,2,475
461,2,475
464,2,475
465,2,475
467,2,475
469,2,475
470,2,475
472,2,475
477,2,500
479,2,500
480,2,500
5,2,25
481,2,500
482,2,500
485,2,500
486,2,500
53,2,75
54,2,75
488,2,500
489,2,500
491,2,500
492,2,500
493,2,500
494,2,500
495,2,500
496,2,500
497,2,500
498,2,500
499,2,500
503,2,525
504,2,525
505,2,525
506,2,525
509,2,525
512,2,525
520,2,525
521,2,525
522,2,525
523,2,525
525,2,525
526,2,550
529,2,550
530,2,550
532,2,550
533,2,550
534,2,550
535,2,550
536,2,550
538,2,550
539,2,550
540,2,550
541,2,550
542,2,550
545,2,550
547,2,550
551,2,575
552,2,575
553,2,575
554,2,575
556,2,575
558,2,575
559,2,575
560,2,575
561,2,575
562,2,575
563,2,575
564,2,575
650,2,650
565,2,575
302,3,325
451,3,475
301,3,325
316,3,325
341,3,350
359,3,375
58,3,75
378,3,400
63,3,75
365,3,375
66,3,75
67,3,75
68,3,75
373,3,375
371,3,375
382,3,400
390,3,400
97,3,100
410,3,425
418,3,425
420,3,425
426,3,450
427,3,450
429,3,450
435,3,450
437,3,450
440,3,450
49,3,50
454,3,475
450,3,450
458,3,475
462,3,475
463,3,475
466,3,475
468,3,475
478,3,500
3,3,25
483,3,500
55,3,75
548,3,550
501,3,525
502,3,525
507,3,525
511,3,525
515,3,525
519,3,525
517,3,525
527,3,550
528,3,550
531,3,550
537,3,550
546,3,550
549,3,550
550,3,550
555,3,575
566,3,575
567,3,575
40,4,50
297,4,300
362,4,375
319,4,325
60,4,75
360,4,375
363,4,375
89,4,100
93,4,100
94,4,100
64,4,75
391,4,400
95,4,100
400,4,425
411,4,425
7,4,25
50,4,50
487,4,500
490,4,500
500,4,525
518,4,525
543,4,550
510,4,525
516,4,525
524,4,525
300,5,325
402,5,425
70,5,75
42,5,50
296,5,300
47,5,50
388,5,400
460,5,475
544,5,550
361,6,375
436,6,450
358,7,375
10,9,25
