date,freq,25-y
104,1,125
111,1,125
112,1,125
114,1,125
151,1,175
157,1,175
166,1,175
203,1,225
222,1,225
243,1,250
248,1,250
885,1,900
257,1,275
262,1,275
263,1,275
265,1,275
267,1,275
269,1,275
900,1,925
280,1,300
283,1,300
285,1,300
287,1,300
288,1,300
310,1,325
318,1,325
342,1,350
345,1,350
354,1,375
366,1,375
367,1,375
368,1,375
369,1,375
371,1,375
372,1,375
373,1,375
377,1,400
378,1,400
384,1,400
385,1,400
11,1,25
389,1,400
390,1,400
392,1,400
396,1,400
408,1,425
409,1,425
410,1,425
418,1,425
419,1,425
423,1,425
424,1,425
425,1,425
426,1,450
428,1,450
429,1,450
430,1,450
431,1,450
433,1,450
434,1,450
435,1,450
436,1,450
438,1,450
439,1,450
440,1,450
442,1,450
444,1,450
445,1,450
450,1,450
453,1,475
454,1,475
456,1,475
462,1,475
463,1,475
464,1,475
466,1,475
468,1,475
469,1,475
472,1,475
474,1,475
475,1,475
476,1,500
477,1,500
478,1,500
481,1,500
483,1,500
486,1,500
494,1,500
18,1,25
498,1,500
501,1,525
506,1,525
507,1,525
509,1,525
514,1,525
517,1,525
521,1,525
531,1,550
533,1,550
535,1,550
537,1,550
538,1,550
545,1,550
554,1,575
560,1,575
561,1,575
562,1,575
582,1,600
607,1,625
609,1,625
634,1,650
641,1,650
643,1,650
682,1,700
705,1,725
765,1,775
770,1,775
772,1,775
775,1,775
873,1,875
872,1,875
314,2,325
91,2,100
116,2,125
106,2,125
120,2,125
123,2,125
134,2,150
138,2,150
139,2,150
142,2,150
159,2,175
156,2,175
163,2,175
167,2,175
174,2,175
184,2,200
185,2,200
188,2,200
193,2,200
197,2,200
204,2,225
208,2,225
209,2,225
210,2,225
221,2,225
228,2,250
231,2,250
266,2,275
246,2,250
251,2,275
256,2,275
258,2,275
261,2,275
268,2,275
272,2,275
276,2,300
281,2,300
275,2,275
291,2,300
286,2,300
290,2,300
315,2,325
312,2,325
313,2,325
326,2,350
331,2,350
337,2,350
340,2,350
344,2,350
346,2,350
347,2,350
348,2,350
353,2,375
356,2,375
361,2,375
480,2,500
653,2,675
364,2,375
382,2,400
374,2,375
375,2,375
387,2,400
388,2,400
393,2,400
394,2,400
397,2,400
403,2,425
406,2,425
407,2,425
412,2,425
416,2,425
422,2,425
451,2,475
460,2,475
487,2,500
437,2,450
441,2,450
446,2,450
449,2,450
452,2,475
457,2,475
458,2,475
461,2,475
470,2,475
471,2,475
473,2,475
482,2,500
484,2,500
493,2,500
495,2,500
504,2,525
496,2,500
510,2,525
513,2,525
515,2,525
516,2,525
523,2,525
525,2,525
432,2,450
526,2,550
527,2,550
532,2,550
534,2,550
536,2,550
540,2,550
546,2,550
547,2,550
548,2,550
551,2,575
552,2,575
553,2,575
558,2,575
628,2,650
557,2,575
559,2,575
572,2,575
584,2,600
591,2,600
604,2,625
599,2,600
606,2,625
613,2,625
617,2,625
621,2,625
630,2,650
631,2,650
632,2,650
636,2,650
642,2,650
660,2,675
664,2,675
666,2,675
688,2,700
703,2,725
706,2,725
713,2,725
718,2,725
722,2,725
723,2,725
729,2,750
733,2,750
756,2,775
757,2,775
776,2,800
780,2,800
848,2,850
864,2,875
866,2,875
343,3,350
379,3,400
324,3,325
22,3,25
23,3,25
13,3,25
74,3,75
81,3,100
98,3,100
109,3,125
115,3,125
122,3,125
129,3,150
145,3,150
149,3,150
152,3,175
459,3,475
153,3,175
154,3,175
165,3,175
168,3,175
171,3,175
175,3,175
191,3,200
196,3,200
199,3,200
207,3,225
216,3,225
212,3,225
213,3,225
226,3,250
225,3,225
227,3,250
229,3,250
239,3,250
241,3,250
245,3,250
250,3,250
271,3,275
277,3,300
274,3,275
284,3,300
295,3,300
298,3,300
299,3,300
304,3,325
306,3,325
308,3,325
316,3,325
317,3,325
319,3,325
327,3,350
328,3,350
325,3,325
338,3,350
339,3,350
351,3,375
352,3,375
362,3,375
401,3,425
370,3,375
383,3,400
402,3,425
391,3,400
398,3,400
399,3,400
420,3,425
443,3,450
421,3,425
447,3,450
448,3,450
455,3,475
465,3,475
17,3,25
491,3,500
497,3,500
511,3,525
505,3,525
518,3,525
499,3,500
508,3,525
520,3,525
522,3,525
528,3,550
529,3,550
530,3,550
541,3,550
542,3,550
543,3,550
563,3,575
574,3,575
550,3,550
566,3,575
575,3,575
569,3,575
571,3,575
579,3,600
583,3,600
585,3,600
592,3,600
580,3,600
581,3,600
586,3,600
595,3,600
590,3,600
593,3,600
594,3,600
598,3,600
612,3,625
601,3,625
610,3,625
611,3,625
629,3,650
633,3,650
616,3,625
624,3,625
625,3,625
650,3,650
649,3,650
652,3,675
739,3,750
781,3,800
834,3,850
829,3,850
668,3,675
674,3,675
667,3,675
672,3,675
677,3,700
856,3,875
686,3,700
699,3,700
719,3,725
720,3,725
721,3,725
724,3,725
734,3,750
735,3,750
14,3,25
736,3,750
744,3,750
754,3,775
847,3,850
838,3,850
843,3,850
854,3,875
859,3,875
860,3,875
861,3,875
863,3,875
867,3,875
868,3,875
869,3,875
871,3,875
539,4,550
273,4,275
360,4,375
93,4,100
405,4,425
1,4,25
69,4,75
82,4,100
87,4,100
15,4,25
124,4,125
125,4,125
126,4,150
146,4,150
329,4,350
147,4,150
158,4,175
181,4,200
183,4,200
187,4,200
211,4,225
217,4,225
218,4,225
220,4,225
236,4,250
237,4,250
500,4,525
240,4,250
244,4,250
259,4,275
252,4,275
253,4,275
255,4,275
278,4,300
279,4,300
302,4,325
301,4,325
305,4,325
322,4,325
330,4,350
332,4,350
335,4,350
336,4,350
341,4,350
355,4,375
363,4,375
376,4,400
404,4,425
414,4,425
415,4,425
413,4,425
417,4,425
427,4,450
467,4,475
485,4,500
490,4,500
492,4,500
488,4,500
489,4,500
519,4,525
524,4,525
12,4,25
512,4,525
622,4,625
556,4,575
555,4,575
565,4,575
619,4,625
568,4,575
587,4,600
578,4,600
597,4,600
602,4,625
603,4,625
608,4,625
635,4,650
627,4,650
639,4,650
646,4,650
644,4,650
648,4,650
655,4,675
663,4,675
679,4,700
695,4,700
711,4,725
759,4,775
789,4,800
794,4,800
851,4,875
853,4,875
728,4,750
844,4,850
669,4,675
673,4,675
687,4,700
684,4,700
823,4,825
855,4,875
832,4,850
707,4,725
716,4,725
845,4,850
714,4,725
731,4,750
732,4,750
737,4,750
746,4,750
747,4,750
750,4,750
751,4,775
758,4,775
787,4,800
793,4,800
798,4,800
858,4,875
818,4,825
831,4,850
837,4,850
846,4,850
862,4,875
320,5,325
19,5,25
52,5,75
2,5,25
67,5,75
71,5,75
77,5,100
88,5,100
102,5,125
103,5,125
107,5,125
117,5,125
110,5,125
119,5,125
160,5,175
135,5,150
136,5,150
140,5,150
143,5,150
144,5,150
164,5,175
177,5,200
194,5,200
192,5,200
186,5,200
215,5,225
202,5,225
206,5,225
219,5,225
224,5,225
223,5,225
249,5,250
232,5,250
235,5,250
264,5,275
270,5,275
282,5,300
289,5,300
294,5,300
297,5,300
307,5,325
311,5,325
365,5,375
670,5,675
386,5,400
380,5,400
395,5,400
411,5,425
479,5,500
503,5,525
549,5,550
573,5,575
576,5,600
577,5,600
588,5,600
589,5,600
614,5,625
637,5,650
638,5,650
651,5,675
656,5,675
659,5,675
661,5,675
665,5,675
702,5,725
727,5,750
766,5,775
773,5,775
692,5,700
771,5,775
671,5,675
675,5,675
681,5,700
683,5,700
708,5,725
715,5,725
717,5,725
730,5,750
743,5,750
745,5,750
749,5,750
752,5,775
761,5,775
753,5,775
755,5,775
764,5,775
768,5,775
774,5,775
785,5,800
817,5,825
839,5,850
300,6,325
27,6,50
79,6,100
32,6,50
45,6,50
51,6,75
63,6,75
86,6,100
80,6,100
105,6,125
130,6,150
108,6,125
113,6,125
121,6,125
131,6,150
133,6,150
137,6,150
141,6,150
148,6,150
155,6,175
173,6,175
189,6,200
182,6,200
190,6,200
195,6,200
201,6,225
205,6,225
230,6,250
233,6,250
234,6,250
238,6,250
400,6,425
303,6,325
321,6,325
333,6,350
600,6,625
359,6,375
502,6,525
544,6,550
654,6,675
605,6,625
620,6,625
647,6,650
640,6,650
689,6,700
662,6,675
685,6,700
738,6,750
795,6,800
796,6,800
797,6,800
805,6,825
821,6,825
822,6,825
828,6,850
841,6,850
849,6,850
852,6,875
786,6,800
792,6,800
816,6,825
697,6,700
700,6,725
726,6,750
740,6,750
763,6,775
767,6,775
783,6,800
870,6,875
260,7,275
21,7,25
34,7,50
28,7,50
31,7,50
38,7,50
9,7,25
6,7,25
55,7,75
5,7,25
59,7,75
70,7,75
66,7,75
73,7,75
84,7,100
95,7,100
101,7,125
118,7,125
150,7,150
176,7,200
179,7,200
198,7,200
214,7,225
247,7,250
293,7,300
309,7,325
349,7,350
381,7,400
570,7,575
618,7,625
626,7,650
698,7,700
564,7,575
623,7,625
645,7,650
657,7,675
691,7,700
704,7,725
779,7,800
799,7,800
825,7,825
850,7,850
811,7,825
835,7,850
696,7,700
676,7,700
826,7,850
694,7,700
725,7,725
760,7,775
788,7,800
242,8,250
89,8,100
94,8,100
97,8,100
35,8,50
26,8,50
29,8,50
46,8,50
61,8,75
48,8,50
85,8,100
83,8,100
200,8,225
128,8,150
172,8,175
161,8,175
169,8,175
180,8,200
296,8,300
350,8,350
357,8,375
777,8,800
658,8,675
701,8,725
678,8,700
693,8,700
804,8,825
742,8,750
769,8,775
782,8,800
819,8,825
712,8,725
820,8,825
836,8,850
16,9,25
39,9,50
4,9,25
44,9,50
47,9,50
72,9,75
75,9,75
90,9,100
127,9,150
170,9,175
178,9,200
254,9,275
323,9,325
334,9,350
596,9,600
680,9,700
690,9,700
806,9,825
812,9,825
709,9,725
762,9,775
778,9,800
790,9,800
813,9,825
865,9,875
92,10,100
7,10,25
54,10,75
68,10,75
78,10,100
96,10,100
567,10,575
615,10,625
827,10,850
748,10,750
741,10,750
358,11,375
56,11,75
99,11,100
3,11,25
24,11,25
30,11,50
43,11,50
64,11,75
807,11,825
857,11,875
802,11,825
830,11,850
809,11,825
810,11,825
25,12,25
37,12,50
58,12,75
100,12,125
162,12,175
833,12,850
710,12,725
840,12,850
76,13,100
132,13,150
42,13,50
41,13,50
50,13,50
784,13,800
808,13,825
842,13,850
20,14,25
53,14,75
40,14,50
49,14,50
65,14,75
292,14,300
814,14,825
62,15,75
8,15,25
801,15,825
824,15,825
57,16,75
803,16,825
10,17,25
33,17,50
60,17,75
815,18,825
800,18,825
36,19,50
791,24,800
