,cluster,begin,end,date,book,label,colour
670,205956,1187411,1187802,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
671,326417567110,1187284,1187630,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
672,111669237160,1186768,1187279,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
673,326417567112,1186615,1186768,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
674,34359865295,3071157,3071651,808,0808IbnKhaldun.Tarikh,mamluk,blue
675,77309441068,2049459,2049632,845,0845Maqrizi.ItticazHunafa,mamluk,blue
676,163208942208,1880231,1880854,597,0597CimadDinKatibIsfahani.TarikhDawlatAlSaljuq,ayyubid,red
677,68719492702,1486613,1487082,677,0677IbnMuyassar.AkhbarMisr,mamluk,blue
678,206158464287,1378183,1378620,845,0845Maqrizi.ItticazHunafa,mamluk,blue
679,309237683338,1378593,1379778,845,0845Maqrizi.ItticazHunafa,mamluk,blue
680,77309555084,3197698,3198285,775,0775IbnAbiWafa.JawahirMudiya,mamluk,blue
681,25769925228,3877120,3877513,388,0388Shabushti.Diyarat,fatimid,green
682,42949746342,2879001,2879494,807,0807IbnFurat.TarikhDuwal,mamluk,blue
683,489626293833,2878740,2879145,832,0832AbuTayyibFasi.CiqdThamin,mamluk,blue
684,111669352091,2879494,2879762,733,0733Nuwayri.NihayatArab,mamluk,blue
685,42949746343,2878917,2879145,733,0733Nuwayri.NihayatArab,mamluk,blue
686,206158615548,911147,911944,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
687,206158615549,911147,911573,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
688,51539617640,660724,662028,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
689,51539617641,660635,660865,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
690,146029051598,939839,940828,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
691,429496801548,940828,941466,733,0733Nuwayri.NihayatArab,mamluk,blue
692,60129689124,939863,941284,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
693,120259178646,940061,940937,353,0353MaslamaQurtubi.GhayatHakim,pre-fatimid,orange
694,395137028109,3730667,3731731,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
695,34359756393,3730980,3731519,736,0736IbnDawadari.KanzDurar,mamluk,blue
696,206158618307,3730686,3731358,733,0733Nuwayri.NihayatArab,mamluk,blue
697,369367411801,3730710,3731122,487,0487AbuCubaydBakri.MasalikWaMamalik,fatimid,green
698,60129737749,2840090,2840658,845,0845Maqrizi.Suluk,mamluk,blue
699,532576104364,1155873,1156739,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
700,360777289972,1156327,1157344,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
701,403727087159,1157237,1157344,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
702,403727087162,1156705,1157042,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
703,403727087160,1156718,1157344,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
704,137439102014,1155943,1156303,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
705,17180026917,1156808,1157344,224,0224QasimIbnSalam.Amwal,pre-fatimid,orange
706,161623,1156152,1156801,224,0224QasimIbnSalam.Amwal,pre-fatimid,orange
707,489626436007,1156932,1157082,279,0279Baladhuri.FutuhBuldan,pre-fatimid,orange
708,94489420471,3530978,3531248,845,0845Maqrizi.Muqaffa,mamluk,blue
709,94489286295,3002897,3003350,230,0230IbnSacd.TabaqatKubra,pre-fatimid,orange
710,94489286298,3002897,3003135,571,0571IbnCasakir.TarikhDimashq,ayyubid,red
711,163208917641,3002602,3002897,230,0230IbnSacd.TabaqatKubra,pre-fatimid,orange
712,377957145882,1160336,1160506,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
713,472446561446,1159114,1160070,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
714,17180005512,3124205,3125044,726,0726Yunini.DhaylMiratZaman,mamluk,blue
715,111669172733,3124382,3125727,809,0809IbnDuqmaq.NuzhatAnam,mamluk,blue
716,360777427966,3668517,3668938,845,0845Maqrizi.ItticazHunafa,mamluk,blue
717,120259165427,552465,552825,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
718,171798854543,2494203,2494927,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
719,429496898495,2494834,2495656,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
720,85899498423,2494203,2495463,733,0733Nuwayri.NihayatArab,mamluk,blue
721,68719503885,2495185,2495656,733,0733Nuwayri.NihayatArab,mamluk,blue
722,403726962260,2495463,2495656,733,0733Nuwayri.NihayatArab,mamluk,blue
723,171798911608,3348773,3349185,571,0571IbnCasakir.TabyinKadhb,ayyubid,red
724,171798911613,3349014,3349185,562,0562Samcani.Ansab,fatimid,green
725,146029106009,3349365,3349817,548,0548IbnCabdKarimShahrastani.MilalWaNihal,fatimid,green
726,171798911614,3348877,3348994,540,0540IbnAhmadCalaDinSamarqandi.MizanUsul,fatimid,green
727,171798911607,3349198,3349981,764,0764Safadi.WafiBiWafayat,mamluk,blue
728,154618896405,3348778,3349185,748,0748Dhahabi.TarikhIslam,mamluk,blue
729,171798911611,3348553,3348846,764,0764Safadi.WafiBiWafayat,mamluk,blue
730,146029106010,3349201,3349365,548,0548IbnCabdKarimShahrastani.MilalWaNihal,fatimid,green
731,181730,3348332,3348702,385,0385IbnNadim.Fihrist,fatimid,green
732,206158510405,149855,150044,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
733,103079249141,150334,150857,255,0255Jahiz.Hayawan,pre-fatimid,orange
734,403727111485,150857,151340,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
735,266288172101,150074,150341,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
736,17179907611,1153788,1153955,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
737,17179907608,1152748,1153126,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
738,17179907612,1152949,1153121,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
739,17179907610,1153841,1154035,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
740,17179907606,1153788,1154337,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
741,17179907607,1153133,1153488,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
742,17179907613,1152760,1152949,736,0736IbnDawadari.KanzDurar,mamluk,blue
743,438086724399,1488114,1488276,821,0821Qalqashandi.SubhAcsha,mamluk,blue
744,214748420011,1788550,1788691,411,0411HamidDinKirmani.RahatCaql,fatimid,green
745,214748420010,1788094,1788373,677,0677IbnMuyassar.AkhbarMisr,mamluk,blue
746,127968,693068,693410,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
747,127967,692059,692451,733,0733Nuwayri.NihayatArab,mamluk,blue
748,127966,692514,693102,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
749,77309546701,1182078,1182496,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
750,266288072995,1181609,1181796,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
751,34359918359,1181136,1181504,304,0304IbnMuzarrac.Amali,pre-fatimid,orange
752,171798856971,1182456,1182673,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
753,103079256136,1181465,1181600,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
754,120259207509,1181796,1182147,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
755,34359909954,699676,699995,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
756,34359909952,698697,699198,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
757,34359909953,699360,699676,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
758,163208773312,1887461,1888098,821,0821Qalqashandi.SubhAcsha,mamluk,blue
759,68719660043,233437,233556,346,0346Mascudi.TanbihWaIshraf,pre-fatimid,orange
760,163208902575,232669,233019,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
761,163208902574,232727,233239,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
762,163208902576,233239,233433,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
763,309237787649,1614205,1614674,460,0460Anonymous.DhakhairTuhaf,fatimid,green
764,128849136234,2418705,2419661,182,0182AbuYusufYacqub.Kharaj,pre-fatimid,orange
765,206158491767,2419661,2420174,182,0182AbuYusufYacqub.Kharaj,pre-fatimid,orange
766,17179892213,2419052,2419769,182,0182AbuYusufYacqub.Kharaj,pre-fatimid,orange
767,17179892214,2418970,2419309,182,0182AbuYusufYacqub.Kharaj,pre-fatimid,orange
768,128849111446,3649888,3650617,615,0615MuwaffaqDinShafici.MurshidZuwwar,ayyubid,red
769,54172,3650028,3650448,310,0310Tabari.Tarikh,pre-fatimid,orange
770,68719492367,1759118,1759760,677,0677IbnMuyassar.AkhbarMisr,mamluk,blue
771,429496830547,1798528,1799179,821,0821Qalqashandi.SubhAcsha,mamluk,blue
772,352187439489,71862,72682,213,0213IbnHisham.Tijan,pre-fatimid,orange
773,77309550568,71169,71501,487,0487AbuCubaydBakri.MasalikWaMamalik,fatimid,green
774,180388758871,723912,724134,671,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,mamluk,blue
775,200495,723526,723683,487,0487AbuCubaydBakri.MasalikWaMamalik,fatimid,green
776,18934,1649671,1650401,677,0677IbnMuyassar.AkhbarMisr,mamluk,blue
777,137439084407,3629146,3629548,279,0279Baladhuri.AnsabAshraf,pre-fatimid,orange
778,123564,3628471,3629211,279,0279Baladhuri.AnsabAshraf,pre-fatimid,orange
779,137439084408,3628175,3628331,122,0122ZaydIbnCali.MusnadZayd,pre-fatimid,orange
780,137439084405,3628878,3629543,630,0630IbnAthirCizzDin.Kamil,ayyubid,red
781,343597543368,1070291,1070646,310,0310Tabari.Tarikh,pre-fatimid,orange
782,463856471451,2726632,2726768,711,0711IbnManzurIfriqi.LisanCarab,mamluk,blue
783,103079261406,2726761,2727297,807,0807IbnFurat.TarikhDuwal,mamluk,blue
784,77309544303,1918873,1919179,845,0845Maqrizi.ItticazHunafa,mamluk,blue
785,85899453202,1867039,1867307,821,0821Qalqashandi.SubhAcsha,mamluk,blue
786,240518300704,1867367,1867960,845,0845Maqrizi.ItticazHunafa,mamluk,blue
787,33803,628948,629379,1,0001Quran.Mushaf,first-century,saddlebrown
788,231928238180,628371,628710,671,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,mamluk,blue
789,274877989884,629347,629485,538,0538JarAllahZamakhshari.Kashshaf,fatimid,green
790,618475479061,2105241,2105545,764,0764Safadi.AcyanCasr,mamluk,blue
791,60129658793,3385558,3386020,726,0726Yunini.DhaylMiratZaman,mamluk,blue
792,60129658792,3385348,3385912,726,0726Yunini.DhaylMiratZaman,mamluk,blue
793,120259284646,1047908,1048083,538,0538JarAllahZamakhshari.RabicAbrar,fatimid,green
794,90043,1048136,1048427,571,0571IbnCasakir.TarikhDimashq,ayyubid,red
795,146029027907,73835,74184,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
796,146029027909,72833,73155,573,0573NashwanHimyari.KhulasatSiyar,ayyubid,red
797,146029027911,73869,74184,783,0783IbnHadida.MisbahMudi,mamluk,blue
798,146029027908,72685,73028,213,0213IbnHisham.Tijan,pre-fatimid,orange
799,146029027910,73028,73196,213,0213IbnHisham.Tijan,pre-fatimid,orange
800,8590007563,873797,874417,845,0845Maqrizi.Suluk,mamluk,blue
801,8590007564,874098,874417,685,0685IbnSacidMaghribi.Muqtataf,mamluk,blue
802,8590007566,873362,873646,845,0845Maqrizi.Suluk,mamluk,blue
803,8590007567,874091,874417,749,0749ZaynDinIbnWardi.Tarikh,mamluk,blue
804,8590007565,872973,873317,845,0845Maqrizi.Suluk,mamluk,blue
805,309237809082,463625,463896,487,0487AbuCubaydBakri.MucjamMaIstacjama,fatimid,green
806,68719517405,464295,464856,626,0626YaqutHamawi.MucjamBuldan,ayyubid,red
807,17179895385,464408,464800,626,0626YaqutHamawi.MucjamBuldan,ayyubid,red
808,412316988286,2101609,2102486,764,0764Safadi.AcyanCasr,mamluk,blue
809,309237720869,895454,895784,687,0687Shahrazuri.NuzhatArwah,mamluk,blue
810,77309501991,895409,896024,275,0275AnonTranslator.HayatFithaghuras,pre-fatimid,orange
811,214748560736,259817,260366,646,0646IbnBaytarAndalusi.JamicLiMufradat,ayyubid,red
812,188978786156,260778,260924,487,0487AbuCubaydBakri.MasalikWaMamalik,fatimid,green
813,395136996982,259605,260755,646,0646IbnBaytarAndalusi.JamicLiMufradat,ayyubid,red
814,249108230984,259912,260773,646,0646IbnBaytarAndalusi.JamicLiMufradat,ayyubid,red
815,42949875566,1614925,1615694,460,0460Anonymous.DhakhairTuhaf,fatimid,green
816,360777403728,3737159,3737903,736,0736IbnDawadari.KanzDurar,mamluk,blue
817,360777403729,3736988,3737753,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
818,51539759050,3738005,3738208,808,0808IbnKhaldun.Tarikh,mamluk,blue
819,257698040143,3017130,3017711,692,0692IbnCabdZahir.RawdZahir,mamluk,blue
820,25769874949,3016854,3017155,809,0809IbnDuqmaq.NuzhatAnam,mamluk,blue
821,171798697456,3017130,3017830,733,0733Nuwayri.NihayatArab,mamluk,blue
822,25769808750,3238431,3239082,456,0456IbnHazm.IhkamFiUsulAhkam,fatimid,green
823,77309586242,3237762,3239095,456,0456IbnHazm.IhkamFiUsulAhkam,fatimid,green
824,25769977066,3898411,3898626,272,0272Fakihi.AkhbarMakka,pre-fatimid,orange
825,25769977065,3899045,3899441,388,0388Shabushti.Diyarat,fatimid,green
826,25769977068,3897891,3898091,262,0262CumarIbnShabba.TarikhMadina,pre-fatimid,orange
827,25769977067,3898210,3898411,449,0449IbnBattalQurtubi.SharhSahihBukhari,fatimid,green
828,42949853479,1191488,1191970,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
829,558345832440,1192572,1193058,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
830,42949727200,2892511,2892900,845,0845Maqrizi.Suluk,mamluk,blue
831,283467919187,2893424,2893752,845,0845Maqrizi.Muqaffa,mamluk,blue
832,34359844472,1969717,1970158,845,0845Maqrizi.ItticazHunafa,mamluk,blue
833,34359844474,1969930,1970098,845,0845Maqrizi.ItticazHunafa,mamluk,blue
834,335007544772,1969137,1969343,845,0845Maqrizi.ItticazHunafa,mamluk,blue
835,111669247085,2791669,2792480,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
836,111669247084,2791676,2792134,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
837,231928354878,1000195,1001323,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
838,68719500523,1001323,1001821,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
839,231928354879,1000535,1001226,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
840,231928354881,1000173,1000650,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
841,137439112417,1590451,1590792,845,0845Maqrizi.ItticazHunafa,mamluk,blue
842,137439112418,1590283,1590420,845,0845Maqrizi.ItticazHunafa,mamluk,blue
843,8590125489,1590792,1591238,845,0845Maqrizi.ItticazHunafa,mamluk,blue
844,25769861910,44530,45801,383,0383IbnCabbasKhwarizmi.MufidCulum,fatimid,green
845,53464,356553,357046,450,0450AbuHasanMawardi.AhkamSultaniyya,fatimid,green
846,53456,356502,357013,314,0314IbnActhamKufi.Futuh,pre-fatimid,orange
847,429496843914,2169597,2170005,845,0845Maqrizi.Suluk,mamluk,blue
848,463856582286,2170841,2171131,845,0845Maqrizi.Suluk,mamluk,blue
849,283467940971,1474243,1474914,845,0845Maqrizi.ItticazHunafa,mamluk,blue
850,309237817028,321860,322292,845,0845Maqrizi.Muqaffa,mamluk,blue
851,309237817029,322292,322466,845,0845Maqrizi.Muqaffa,mamluk,blue
852,300647721303,1055827,1056103,367,0367IbnHawqal.SuratArd,fatimid,green
853,128849178634,3605459,3605922,738,0738Jazari.HawadithZaman,mamluk,blue
854,68719553561,3606571,3607048,726,0726Yunini.DhaylMiratZaman,mamluk,blue
855,77309549372,894289,895023,733,0733Nuwayri.NihayatArab,mamluk,blue
856,51539780669,894289,894703,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
857,300647822032,2831576,2832426,821,0821Qalqashandi.SubhAcsha,mamluk,blue
858,317827707983,2831359,2831721,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
859,317827707982,2832441,2833004,749,0749IbnFadlAllahCumari.MasalikAbsar,mamluk,blue
860,283467901373,1205772,1205968,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
861,8589989100,1205792,1206170,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
862,283467901369,1205592,1206043,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
863,446676607591,1205584,1206077,571,0571IbnCasakir.TarikhDimashq,ayyubid,red
864,403727149918,1204974,1205510,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
865,292057896266,1041308,1041636,733,0733Nuwayri.NihayatArab,mamluk,blue
866,163208773893,1040980,1041308,733,0733Nuwayri.NihayatArab,mamluk,blue
867,292057896265,1040980,1041543,821,0821Qalqashandi.SubhAcsha,mamluk,blue
868,377957277463,731913,732532,671,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,mamluk,blue
869,77309430168,731902,732161,745,0745AbuHayyanGharnati.TafsirNahrMadd,mamluk,blue
870,60129575837,731783,732346,346,0346Istakhri.MasalikWaMamalik,pre-fatimid,orange
871,69554,732547,732753,832,0832AbuTayyibFasi.ShifaGharam,mamluk,blue
872,377957277465,731902,732334,745,0745AbuHayyanGharnati.TafsirBahrMuhit,mamluk,blue
873,240518316789,732242,732764,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
874,77309569396,918547,918786,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
875,68719537759,918908,919165,733,0733Nuwayri.NihayatArab,mamluk,blue
876,34359799084,917531,918077,346,0346Mascudi.AkhbarZaman,pre-fatimid,orange
877,120259124151,1678610,1679470,845,0845Maqrizi.ItticazHunafa,mamluk,blue
878,386547107668,1679530,1680033,845,0845Maqrizi.ItticazHunafa,mamluk,blue
879,120259124154,1678537,1678849,845,0845Maqrizi.ItticazHunafa,mamluk,blue
880,68719641108,833213,833401,300,0300IbnKhurdadhbih.MasalikWaMamalik,pre-fatimid,orange
881,34359773042,832112,832249,355,0355MuhammadKindi.FadailMisr,pre-fatimid,orange
882,25769867642,1080634,1080980,821,0821Qalqashandi.Maathir,mamluk,blue
883,25769867640,1080148,1080769,821,0821Qalqashandi.Maathir,mamluk,blue
884,25769867639,1080665,1081778,821,0821Qalqashandi.SubhAcsha,mamluk,blue
885,25769867644,1080579,1080765,821,0821Qalqashandi.Maathir,mamluk,blue
886,25769867641,1080379,1080980,821,0821Qalqashandi.Maathir,mamluk,blue
887,103079405696,3241391,3241903,347,0347IbnYunusSadafi.Tarikh,pre-fatimid,orange
888,34359934955,3242258,3242443,360,0360Ramhurmuzi.MuhaddithFasil,fatimid,green
889,34359773041,801344,801644,355,0355MuhammadKindi.FadailMisr,pre-fatimid,orange
890,17180074456,2185545,2186546,764,0764Safadi.AcyanCasr,mamluk,blue
891,85899448386,2185031,2186183,764,0764Safadi.WafiBiWafayat,mamluk,blue
892,85899448390,2185363,2185572,583,0583SibtIbnTacawidhiShacir.Diwan,ayyubid,red
893,17180074458,2185737,2186128,764,0764Safadi.WafiBiWafayat,mamluk,blue
894,94489470414,2185031,2185545,764,0764Safadi.AcyanCasr,mamluk,blue
895,34359765487,254921,255665,646,0646IbnBaytarAndalusi.JamicLiMufradat,ayyubid,red
896,34359765485,254601,254921,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
897,34359765486,255790,256025,367,0367IbnHawqal.SuratArd,fatimid,green
898,34359765484,254940,255670,646,0646IbnBaytarAndalusi.JamicLiMufradat,ayyubid,red
899,137439090443,314282,314586,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
900,154618937670,313316,313673,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
901,206158546492,313985,314226,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
902,8589986938,3654747,3655017,277,0277IbnSufyanFasawi.MacrifaWaTarikh,pre-fatimid,orange
903,8589986936,3654514,3655060,277,0277IbnSufyanFasawi.MacrifaWaTarikh,pre-fatimid,orange
904,8589986940,3654544,3655017,256,0256Bukhari.TarikhKabir,pre-fatimid,orange
905,8589986937,3654369,3654747,277,0277IbnSufyanFasawi.MacrifaWaTarikh,pre-fatimid,orange
906,300647877794,1806496,1806761,845,0845Maqrizi.ItticazHunafa,mamluk,blue
907,111669330427,1806025,1806375,542,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,fatimid,green
908,154618938985,1805821,1806383,845,0845Maqrizi.ItticazHunafa,mamluk,blue
909,8590128418,450492,450682,385,0385IbnNadim.Fihrist,fatimid,green
910,8590128417,449712,450000,367,0367IbnHawqal.SuratArd,fatimid,green
911,8590128416,450074,450492,385,0385IbnNadim.Fihrist,fatimid,green
912,8590128415,450694,451300,385,0385IbnNadim.Fihrist,fatimid,green
913,34359828360,2507084,2507518,420,0420Musabbihi.AkhbarMisr,fatimid,green
914,77309465583,1179453,1180037,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
915,77309465581,1179813,1180342,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
916,68719547585,1180313,1180830,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
917,77309555085,809182,809588,626,0626YaqutHamawi.MucjamBuldan,ayyubid,red
918,77309555084,808261,808730,775,0775IbnAbiWafa.JawahirMudiya,mamluk,blue
919,42949861109,452078,452647,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
920,309237660035,452653,452946,487,0487AbuCubaydBakri.MasalikWaMamalik,fatimid,green
921,309237660034,452653,452983,346,0346Mascudi.MurujDhahab,pre-fatimid,orange
922,17179965573,195258,195841,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
923,395137026514,194534,194718,711,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,mamluk,blue
924,8590025916,195224,195619,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
925,68719553563,3608133,3608358,726,0726Yunini.DhaylMiratZaman,mamluk,blue
926,197568507354,3607498,3607700,845,0845Maqrizi.Muqaffa,mamluk,blue
927,111669202307,3608472,3608779,845,0845Maqrizi.Muqaffa,mamluk,blue
928,181728,3347470,3348166,324,0324Ashcari.RisalaIlaAhlThughr,pre-fatimid,orange
929,8590079984,3347449,3348166,324,0324Ashcari.RisalaIlaAhlThughr,pre-fatimid,orange
930,412317062249,1202177,1202290,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
931,300647717666,1202366,1202659,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
932,42949771972,1202818,1202972,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
933,68719591470,2078858,2080003,832,0832AbuTayyibFasi.CiqdThamin,mamluk,blue
934,183097,2079371,2079975,681,0681IbnKhallikan.WafayatAcyan,mamluk,blue
935,51539709037,245617,245793,733,0733Nuwayri.NihayatArab,mamluk,blue
936,68719509458,244631,244900,276,0276IbnQutaybaDinawari.GharibHadith,pre-fatimid,orange
937,223338334306,647859,648164,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
938,146029097466,647010,647272,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
939,223338334304,648169,648548,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
940,206158522307,647532,647856,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
941,395137175495,647047,648481,733,0733Nuwayri.NihayatArab,mamluk,blue
942,395137175496,647644,648539,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
943,395137175497,647078,647960,733,0733Nuwayri.NihayatArab,mamluk,blue
944,292057967237,3078307,3078556,845,0845Maqrizi.ItticazHunafa,mamluk,blue
945,292057878496,1310929,1311899,470,0470MuayyadFiDinShirazi.Sira,fatimid,green
946,292057903475,1550754,1551033,733,0733Nuwayri.NihayatArab,mamluk,blue
947,549755917297,1549522,1550754,733,0733Nuwayri.NihayatArab,mamluk,blue
948,128849160060,1549528,1550701,505,0505Ghazali.Fadaih,fatimid,green
949,377957133734,1549528,1551022,612,0612CaliIbnWalidYamani.DamighBatil,ayyubid,red
950,249108178171,2813870,2814300,789,0789IbnMuhammadKhuzaci.TakhrijDalalat,mamluk,blue
951,214748508853,2750407,2750988,450,0450AbuHasanMawardi.AhkamSultaniyya,fatimid,green
952,137438995645,2750709,2751055,450,0450AbuHasanMawardi.AhkamSultaniyya,fatimid,green
953,137438980052,2750407,2750545,450,0450AbuHasanMawardi.AhkamSultaniyya,fatimid,green
954,309237676175,3117281,3117794,726,0726Yunini.DhaylMiratZaman,mamluk,blue
955,420906849166,3117433,3118373,845,0845Maqrizi.Muqaffa,mamluk,blue
956,77309434844,475911,476684,733,0733Nuwayri.NihayatArab,mamluk,blue
957,352187411405,475309,475851,629,0629CabdLatifBaghdadi.IfadaWaIctibar,ayyubid,red
958,214748519927,476658,476876,845,0845Maqrizi.Muqaffa,mamluk,blue
959,292058006436,476265,476410,733,0733Nuwayri.NihayatArab,mamluk,blue
960,352187531033,3375906,3376058,615,0615MuwaffaqDinShafici.MurshidZuwwar,ayyubid,red
961,25769969143,3374916,3375186,615,0615MuwaffaqDinShafici.MurshidZuwwar,ayyubid,red
962,85899549598,3375110,3375497,681,0681IbnKhallikan.WafayatAcyan,mamluk,blue
963,326417613578,3374916,3375906,615,0615MuwaffaqDinShafici.MurshidZuwwar,ayyubid,red
964,17180059123,3380896,3381472,681,0681IbnKhallikan.WafayatAcyan,mamluk,blue
965,463856671491,3319411,3319677,548,0548IbnCabdKarimShahrastani.MilalWaNihal,fatimid,green
966,463856671488,3319026,3319677,548,0548IbnCabdKarimShahrastani.MilalWaNihal,fatimid,green
967,154618924169,3319188,3319513,756,0756CadudDinIji.Mawaqif,mamluk,blue
968,214748480055,1314474,1315100,677,0677IbnMuyassar.AkhbarMisr,mamluk,blue
969,105442,2671665,2671901,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
970,34359897666,35341,35789,733,0733Nuwayri.NihayatArab,mamluk,blue
971,13432,3257735,3258436,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
972,13433,3257204,3257706,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
973,13434,3258436,3258656,355,0355MuhammadKindi.WulatMisr,pre-fatimid,orange
974,214748504711,1298077,1298403,615,0615MuwaffaqDinShafici.MurshidZuwwar,ayyubid,red
975,163208937548,1297378,1297523,845,0845Maqrizi.Muqaffa,mamluk,blue
976,111669356805,86887,87191,748,0748Dhahabi.SiyarAclamNubala,mamluk,blue
977,395137050911,87186,87694,733,0733Nuwayri.NihayatArab,mamluk,blue
978,71098,86161,86753,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
979,71102,86331,86532,257,0257IbnCabdHakam.FutuhMisr,pre-fatimid,orange
980,137439097269,229505,230088,626,0626YaqutHamawi.MucjamBuldan,ayyubid,red
981,111669367884,230186,230398,450,0450AbuHasanMawardi.AhkamSultaniyya,fatimid,green
982,25770019918,2608946,2609488,764,0764Safadi.WafiBiWafayat,mamluk,blue
983,429496787680,2607852,2608976,764,0764Safadi.WafiBiWafayat,mamluk,blue
984,231928371070,2691539,2692345,346,0346Mascudi.TanbihWaIshraf,pre-fatimid,orange
985,8590121201,3709115,3709479,528,0528HakamIbnAbiSalt.Diwan,fatimid,green
