,pos,date,label,colour
1817,2081783,576,ayyubid,red
1818,2083277,690,mamluk,blue
1819,2084197,730,mamluk,blue
1820,2084427,0,,
1821,2085701,731,mamluk,blue
1822,2089940,680,mamluk,blue
1823,2090273,764,mamluk,blue
1824,2090767,374,fatimid,green
1825,2091736,0,,
1826,2093362,710,mamluk,blue
1827,2093426,18,first-century,saddlebrown
1828,2093496,36,first-century,saddlebrown
1829,2094102,46,first-century,saddlebrown
1830,2094557,705,mamluk,blue
1831,2095314,588,ayyubid,red
1832,2096017,586,ayyubid,red
1833,2096131,625,ayyubid,red
1834,2096839,520,fatimid,green
1835,2096945,600,ayyubid,red
1836,2097353,698,mamluk,blue
1837,2098040,765,mamluk,blue
1838,2098475,803,mamluk,blue
1839,2099048,0,,
1840,2099753,789,mamluk,blue
1841,2099832,790,mamluk,blue
1842,2101961,382,fatimid,green
1843,2102552,536,fatimid,green
1844,2104637,0,,
1845,2104725,743,mamluk,blue
1846,2104799,671,mamluk,blue
1847,2105533,732,mamluk,blue
1848,2105844,708,mamluk,blue
1849,2106878,683,mamluk,blue
1850,2107492,745,mamluk,blue
1851,2107828,48,first-century,saddlebrown
1852,2108076,806,mamluk,blue
1853,2108319,582,ayyubid,red
1854,2108634,560,fatimid,green
1855,2109404,683,mamluk,blue
1856,2109716,693,mamluk,blue
1857,2112070,743,mamluk,blue
1858,2115373,0,,
1859,2115718,658,mamluk,blue
1860,2116079,59,first-century,saddlebrown
1861,2116370,792,mamluk,blue
1862,2116695,749,mamluk,blue
1863,2119485,811,mamluk,blue
1864,2121610,500,fatimid,green
1865,2121913,687,mamluk,blue
1866,2123580,707,mamluk,blue
1867,2124712,148,pre-fatimid,orange
1868,2124772,358,fatimid,green
1869,2124838,0,,
1870,2125244,514,fatimid,green
1871,2126074,770,mamluk,blue
1872,2126521,705,mamluk,blue
1873,2128511,245,pre-fatimid,orange
1874,2129048,780,mamluk,blue
1875,2129173,790,mamluk,blue
1876,2129427,813,mamluk,blue
1877,2130897,738,mamluk,blue
1878,2131170,0,,
1879,2131385,742,mamluk,blue
1880,2131683,743,mamluk,blue
1881,2131958,45,first-century,saddlebrown
1882,2132167,30,first-century,saddlebrown
1883,2132939,30,first-century,saddlebrown
1884,2133616,549,fatimid,green
1885,2133794,552,fatimid,green
1886,2133889,53,first-century,saddlebrown
1887,2134473,724,mamluk,blue
1888,2135344,637,ayyubid,red
1889,2136674,806,mamluk,blue
1890,2136868,0,,
1891,2139238,746,mamluk,blue
1892,2139298,0,,
1893,2139695,712,mamluk,blue
1894,2140699,791,mamluk,blue
1895,2141643,770,mamluk,blue
1896,2141720,788,mamluk,blue
1897,2142400,799,mamluk,blue
1898,2142453,0,,
1899,2143056,786,mamluk,blue
1900,2143225,791,mamluk,blue
1901,2143466,0,,
1902,2143555,799,mamluk,blue
1903,2144230,762,mamluk,blue
1904,2144426,774,mamluk,blue
1905,2144644,807,mamluk,blue
1906,2144825,795,mamluk,blue
1907,2145090,798,mamluk,blue
1908,2145509,745,mamluk,blue
1909,2145651,745,mamluk,blue
1910,2146324,707,mamluk,blue
1911,2146652,799,mamluk,blue
1912,2146916,808,mamluk,blue
1913,2147946,828,mamluk,blue
1914,2148424,821,mamluk,blue
1915,2149011,712,mamluk,blue
1916,2149115,15,first-century,saddlebrown
1917,2149378,33,first-century,saddlebrown
1918,2149977,40,first-century,saddlebrown
1919,2150446,1,first-century,saddlebrown
1920,2150663,744,mamluk,blue
1921,2150898,740,mamluk,blue
1922,2151276,754,mamluk,blue
1923,2151357,683,mamluk,blue
1924,2151706,715,mamluk,blue
1925,2152356,734,mamluk,blue
1926,2152540,736,mamluk,blue
1927,2152719,690,mamluk,blue
1928,2153041,796,mamluk,blue
1929,2153549,725,mamluk,blue
1930,2153598,35,first-century,saddlebrown
1931,2153839,743,mamluk,blue
1932,2154085,801,mamluk,blue
1933,2155582,548,fatimid,green
1934,2156716,549,fatimid,green
1935,2157442,717,mamluk,blue
1936,2158167,730,mamluk,blue
1937,2158224,32,first-century,saddlebrown
1938,2158363,33,first-century,saddlebrown
1939,2160014,738,mamluk,blue
1940,2160650,738,mamluk,blue
1941,2161154,39,first-century,saddlebrown
1942,2161539,40,first-century,saddlebrown
1943,2162526,769,mamluk,blue
1944,2162773,769,mamluk,blue
1945,2162885,784,mamluk,blue
1946,2163165,86,first-century,saddlebrown
1947,2164404,93,first-century,saddlebrown
1948,2164682,96,first-century,saddlebrown
1949,2164745,796,mamluk,blue
1950,2164846,797,mamluk,blue
1951,2165140,796,mamluk,blue
1952,2167234,713,mamluk,blue
1953,2168138,821,mamluk,blue
1954,2170629,754,mamluk,blue
1955,2171284,737,mamluk,blue
1956,2171566,745,mamluk,blue
1957,2173021,746,mamluk,blue
1958,2173236,47,first-century,saddlebrown
1959,2173435,47,first-century,saddlebrown
1960,2173579,51,first-century,saddlebrown
1961,2174836,753,mamluk,blue
1962,2175160,753,mamluk,blue
1963,2179093,54,first-century,saddlebrown
1964,2179556,754,mamluk,blue
1965,2180116,795,mamluk,blue
1966,2180626,806,mamluk,blue
1967,2181583,759,mamluk,blue
1968,2181653,54,first-century,saddlebrown
1969,2182138,801,mamluk,blue
1970,2182232,808,mamluk,blue
1971,2183242,815,mamluk,blue
1972,2183572,816,mamluk,blue
1973,2183714,0,,
1974,2184773,794,mamluk,blue
1975,2185153,529,fatimid,green
1976,2185746,724,mamluk,blue
1977,2186125,824,mamluk,blue
1978,2187489,714,mamluk,blue
1979,2188534,710,mamluk,blue
1980,2188662,10,first-century,saddlebrown
1981,2188727,15,first-century,saddlebrown
1982,2188823,16,first-century,saddlebrown
1983,2190131,728,mamluk,blue
1984,2190874,786,mamluk,blue
1985,2191295,802,mamluk,blue
1986,2191654,747,mamluk,blue
1987,2191694,816,mamluk,blue
1988,2192639,783,mamluk,blue
1989,2192704,85,first-century,saddlebrown
1990,2193347,792,mamluk,blue
1991,2194703,95,first-century,saddlebrown
1992,2194783,96,first-century,saddlebrown
1993,2195144,97,first-century,saddlebrown
1994,2195279,98,first-century,saddlebrown
1995,2195458,99,first-century,saddlebrown
1996,2195851,799,mamluk,blue
1997,2196277,808,mamluk,blue
1998,2196776,716,mamluk,blue
1999,2197035,0,,
2000,2197077,0,,
2001,2197958,720,mamluk,blue
2002,2198878,21,first-century,saddlebrown
2003,2198934,765,mamluk,blue
2004,2199350,752,mamluk,blue
2005,2199465,756,mamluk,blue
2006,2200286,732,mamluk,blue
2007,2200640,778,mamluk,blue
2008,2200928,547,fatimid,green
2009,2202634,742,mamluk,blue
2010,2203181,790,mamluk,blue
2011,2204451,717,mamluk,blue
2012,2205430,732,mamluk,blue
2013,2206461,817,mamluk,blue
2014,2207336,659,mamluk,blue
2015,2208311,733,mamluk,blue
2016,2210239,680,mamluk,blue
2017,2210359,692,mamluk,blue
2018,2211307,0,,
2019,2211738,697,mamluk,blue
2020,2211888,698,mamluk,blue
2021,2214157,738,mamluk,blue
2022,2215806,741,mamluk,blue
2023,2217184,814,mamluk,blue
2024,2217558,820,mamluk,blue
2025,2218117,738,mamluk,blue
2026,2221439,742,mamluk,blue
2027,2224207,747,mamluk,blue
2028,2224439,745,mamluk,blue
2029,2224839,750,mamluk,blue
2030,2225054,51,first-century,saddlebrown
2031,2225320,52,first-century,saddlebrown
2032,2225824,54,first-century,saddlebrown
2033,2225903,55,first-century,saddlebrown
2034,2226016,56,first-century,saddlebrown
2035,2226193,758,mamluk,blue
2036,2226398,753,mamluk,blue
2037,2226658,54,first-century,saddlebrown
2038,2227650,755,mamluk,blue
2039,2227941,753,mamluk,blue
2040,2228218,827,mamluk,blue
2041,2228439,734,mamluk,blue
2042,2229012,802,mamluk,blue
2043,2229627,791,mamluk,blue
2044,2230128,789,mamluk,blue
2045,2230356,803,mamluk,blue
2046,2231166,791,mamluk,blue
2047,2231314,798,mamluk,blue
2048,2232214,815,mamluk,blue
2049,2233118,790,mamluk,blue
2050,2233665,93,first-century,saddlebrown
2051,2233772,96,first-century,saddlebrown
2052,2234362,97,first-century,saddlebrown
2053,2234459,798,mamluk,blue
2054,2235849,745,mamluk,blue
2055,2237121,797,mamluk,blue
2056,2237583,739,mamluk,blue
2057,2238672,743,mamluk,blue
2058,2239352,761,mamluk,blue
2059,2240334,62,first-century,saddlebrown
2060,2240410,780,mamluk,blue
2061,2240858,780,mamluk,blue
2062,2242994,779,mamluk,blue
2063,2243287,784,mamluk,blue
2064,2243430,0,,
2065,2245127,786,mamluk,blue
2066,2245955,0,,
2067,2247541,558,fatimid,green
2068,2248891,689,mamluk,blue
2069,2250087,825,mamluk,blue
2070,2250135,26,first-century,saddlebrown
2071,2251904,685,mamluk,blue
2072,2253123,590,ayyubid,red
2073,2253364,637,ayyubid,red
2074,2253510,678,mamluk,blue
2075,2257004,824,mamluk,blue
2076,2257452,722,mamluk,blue
2077,2258269,817,mamluk,blue
2078,2259218,740,mamluk,blue
2079,2260232,533,fatimid,green
2080,2260597,740,mamluk,blue
2081,2261082,740,mamluk,blue
2082,2261971,809,mamluk,blue
2083,2262129,794,mamluk,blue
2084,2262465,662,mamluk,blue
2085,2262614,807,mamluk,blue
2086,2264071,663,mamluk,blue
2087,2264793,790,mamluk,blue
2088,2264849,800,mamluk,blue
2089,2265137,740,mamluk,blue
2090,2265208,750,mamluk,blue
2091,2266961,698,mamluk,blue
2092,2268043,749,mamluk,blue
2093,2268310,601,ayyubid,red
2094,2269006,806,mamluk,blue
2095,2269519,683,mamluk,blue
2096,2270141,796,mamluk,blue
2097,2270994,798,mamluk,blue
2098,2272733,700,mamluk,blue
2099,2272840,709,mamluk,blue
2100,2273798,657,mamluk,blue
2101,2274383,657,mamluk,blue
2102,2276809,598,ayyubid,red
2103,2277904,596,ayyubid,red
2104,2278905,586,ayyubid,red
2105,2278962,524,fatimid,green
2106,2279848,518,fatimid,green
2107,2279895,522,fatimid,green
2108,2280208,818,mamluk,blue
2109,2280749,818,mamluk,blue
2110,2280915,592,ayyubid,red
2111,2281167,655,mamluk,blue
2112,2281961,608,ayyubid,red
2113,2282376,593,ayyubid,red
2114,2282488,609,ayyubid,red
2115,2285305,10,first-century,saddlebrown
2116,2285482,0,,
2117,2291502,828,mamluk,blue
2118,2291877,692,mamluk,blue
2119,2292107,816,mamluk,blue
2120,2292177,818,mamluk,blue
2121,2292309,680,mamluk,blue
2122,2293182,647,ayyubid,red
2123,2293377,648,,
2124,2294952,655,mamluk,blue
2125,2295618,825,mamluk,blue
2126,2296333,540,fatimid,green
2127,2296414,80,first-century,saddlebrown
2128,2296604,760,mamluk,blue
2129,2297129,806,mamluk,blue
2130,2297638,737,mamluk,blue
2131,2297821,742,mamluk,blue
2132,2298401,750,mamluk,blue
2133,2298801,818,mamluk,blue
2134,2299521,760,mamluk,blue
2135,2299681,806,mamluk,blue
2136,2299767,816,mamluk,blue
2137,2300386,827,mamluk,blue
2138,2301110,0,,
2139,2301954,0,,
2140,2302803,699,mamluk,blue
2141,2303324,803,mamluk,blue
2142,2303765,679,mamluk,blue
2143,2305285,577,ayyubid,red
2144,2305922,577,ayyubid,red
2145,2306573,572,ayyubid,red
2146,2306778,643,ayyubid,red
2147,2307508,803,mamluk,blue
2148,2307748,806,mamluk,blue
2149,2308247,740,mamluk,blue
2150,2308567,6,first-century,saddlebrown
2151,2308713,821,mamluk,blue
2152,2309309,793,mamluk,blue
2153,2310711,791,mamluk,blue
2154,2311084,806,mamluk,blue
2155,2311441,721,mamluk,blue
2156,2315086,806,mamluk,blue
2157,2317404,806,mamluk,blue
2158,2317662,810,mamluk,blue
2159,2317789,816,mamluk,blue
2160,2322488,726,mamluk,blue
2161,2322861,833,mamluk,blue
2162,2324090,742,mamluk,blue
2163,2326499,806,mamluk,blue
2164,2328846,648,,
2165,2331529,544,fatimid,green
2166,2332049,0,,
2167,2333801,817,mamluk,blue
2168,2334359,365,fatimid,green
2169,2335718,700,mamluk,blue
2170,2337253,660,mamluk,blue
2171,2337354,700,mamluk,blue
2172,2339954,810,mamluk,blue
2173,2342122,700,mamluk,blue
2174,2342318,780,mamluk,blue
2175,2345137,770,mamluk,blue
2176,2345256,0,,
2177,2345300,806,mamluk,blue
2178,2345490,815,mamluk,blue
2179,2345759,818,mamluk,blue
2180,2347150,707,mamluk,blue
2181,2347204,790,mamluk,blue
2182,2352795,751,mamluk,blue
2183,2353120,806,mamluk,blue
2184,2353369,780,mamluk,blue
2185,2356577,820,mamluk,blue
2186,2357485,813,mamluk,blue
2187,2357586,664,mamluk,blue
2188,2358153,780,mamluk,blue
2189,2358193,806,mamluk,blue
2190,2358558,681,mamluk,blue
2191,2359914,806,mamluk,blue
2192,2360282,776,mamluk,blue
2193,2360509,790,mamluk,blue
2194,2361125,690,mamluk,blue
2195,2361352,728,mamluk,blue
2196,2362303,53,first-century,saddlebrown
2197,2364030,567,,
2198,2365287,659,mamluk,blue
2199,2366068,662,mamluk,blue
2200,2366520,698,mamluk,blue
2201,2366576,382,fatimid,green
2202,2366692,383,fatimid,green
2203,2366861,391,fatimid,green
2204,2367806,391,fatimid,green
2205,2368148,395,fatimid,green
2206,2368260,405,fatimid,green
2207,2371831,700,mamluk,blue
2208,2372072,700,mamluk,blue
2209,2372231,712,mamluk,blue
2210,2374013,500,fatimid,green
2211,2374463,700,mamluk,blue
2212,2375521,500,fatimid,green
2213,2375943,700,mamluk,blue
2214,2376764,500,fatimid,green
2215,2376816,487,fatimid,green
2216,2377060,500,fatimid,green
2217,2377160,700,mamluk,blue
2218,2377286,749,mamluk,blue
2219,2377359,806,mamluk,blue
2220,2377807,666,mamluk,blue
2221,2378653,667,mamluk,blue
2222,2379173,672,mamluk,blue
2223,2386453,720,mamluk,blue
2224,2386918,780,mamluk,blue
2225,2387454,150,pre-fatimid,orange
2226,2388083,69,first-century,saddlebrown
2227,2388912,720,mamluk,blue
2228,2391063,210,pre-fatimid,orange
2229,2393828,549,fatimid,green
2230,2394269,691,mamluk,blue
2231,2394575,688,mamluk,blue
2232,2396098,660,mamluk,blue
2233,2396622,694,mamluk,blue
2234,2397278,651,mamluk,blue
2235,2399682,806,mamluk,blue
2236,2401017,746,mamluk,blue
2237,2402529,0,,
2238,2402718,700,mamluk,blue
2239,2404582,660,mamluk,blue
2240,2405491,761,mamluk,blue
2241,2405662,61,first-century,saddlebrown
2242,2405805,761,mamluk,blue
2243,2407257,643,ayyubid,red
2244,2408192,806,mamluk,blue
2245,2408295,740,mamluk,blue
2246,2408976,749,mamluk,blue
2247,2409712,806,mamluk,blue
2248,2410771,603,ayyubid,red
2249,2411233,806,mamluk,blue
2250,2412104,660,mamluk,blue
2251,2412404,638,ayyubid,red
2252,2412679,614,ayyubid,red
2253,2412772,715,mamluk,blue
2254,2413494,796,mamluk,blue
2255,2414324,616,ayyubid,red
2256,2414402,620,ayyubid,red
2257,2414478,621,ayyubid,red
2258,2414613,572,ayyubid,red
2259,2414718,577,ayyubid,red
2260,2415165,635,ayyubid,red
2261,2415706,643,ayyubid,red
2262,2416142,647,ayyubid,red
2263,2416381,734,mamluk,blue
2264,2416730,741,mamluk,blue
2265,2416954,806,mamluk,blue
2266,2417029,817,mamluk,blue
2267,2417514,669,mamluk,blue
2268,2417939,806,mamluk,blue
2269,2421131,0,,
2270,2421910,0,,
2271,2426569,0,,
2272,2428062,596,ayyubid,red
2273,2428657,770,mamluk,blue
2274,2428848,700,mamluk,blue
2275,2429911,577,ayyubid,red
2276,2431281,650,mamluk,blue
2277,2431543,662,mamluk,blue
2278,2431760,702,mamluk,blue
2279,2432321,777,mamluk,blue
2280,2432441,806,mamluk,blue
2281,2435766,450,fatimid,green
2282,2436583,696,mamluk,blue
2283,2436720,711,mamluk,blue
2284,2436841,725,mamluk,blue
2285,2437653,777,mamluk,blue
2286,2437779,806,mamluk,blue
2287,2438520,658,mamluk,blue
2288,2440414,18,first-century,saddlebrown
2289,2440901,628,ayyubid,red
2290,2441059,0,,
2291,2442835,0,,
2292,2447509,780,mamluk,blue
2293,2447644,795,mamluk,blue
2294,2448061,815,mamluk,blue
2295,2451156,587,ayyubid,red
2296,2452099,65,first-century,saddlebrown
2297,2452298,0,,
2298,2452826,718,mamluk,blue
2299,2453113,803,mamluk,blue
2300,2453260,723,mamluk,blue
2301,2453591,806,mamluk,blue
2302,2454097,806,mamluk,blue
2303,2454863,806,mamluk,blue
2304,2455243,570,ayyubid,red
2305,2455389,0,,
2306,2455479,0,,
2307,2455585,713,mamluk,blue
2308,2456892,711,mamluk,blue
2309,2457362,725,mamluk,blue
2310,2457893,806,mamluk,blue
2311,2460742,806,mamluk,blue
2312,2460993,807,mamluk,blue
2313,2461475,0,,
2314,2465580,647,ayyubid,red
2315,2465691,647,ayyubid,red
2316,2465835,821,mamluk,blue
2317,2465930,591,ayyubid,red
2318,2467274,673,mamluk,blue
2319,2467625,693,mamluk,blue
2320,2467834,723,mamluk,blue
2321,2469433,768,mamluk,blue
2322,2469608,775,mamluk,blue
2323,2470784,704,mamluk,blue
2324,2471607,746,mamluk,blue
2325,2472319,695,mamluk,blue
2326,2473174,724,mamluk,blue
2327,2473300,735,mamluk,blue
2328,2473549,713,mamluk,blue
2329,2474151,132,pre-fatimid,orange
2330,2474584,720,mamluk,blue
2331,2475273,355,pre-fatimid,orange
2332,2476184,713,mamluk,blue
2333,2477328,520,fatimid,green
2334,2478115,360,fatimid,green
2335,2481240,22,first-century,saddlebrown
2336,2482118,86,first-century,saddlebrown
2337,2482949,360,fatimid,green
2338,2483611,361,fatimid,green
2339,2485049,363,fatimid,green
2340,2486311,6,first-century,saddlebrown
2341,2486485,815,mamluk,blue
2342,2487222,487,fatimid,green
2343,2487680,732,mamluk,blue
2344,2489229,777,mamluk,blue
2345,2489347,806,mamluk,blue
2346,2489618,393,fatimid,green
2347,2496258,439,fatimid,green
2348,2497604,0,,
2349,2503741,23,first-century,saddlebrown
2350,2505405,401,fatimid,green
2351,2505690,594,ayyubid,red
2352,2506462,706,mamluk,blue
2353,2507029,700,mamluk,blue
2354,2510173,724,mamluk,blue
2355,2511027,15,first-century,saddlebrown
2356,2513030,725,mamluk,blue
2357,2515078,69,first-century,saddlebrown
2358,2515355,69,first-century,saddlebrown
2359,2515408,310,pre-fatimid,orange
2360,2515478,331,pre-fatimid,orange
2361,2518200,735,mamluk,blue
2362,2519760,740,mamluk,blue
2363,2520052,639,ayyubid,red
2364,2520504,584,ayyubid,red
2365,2521451,362,fatimid,green
2366,2522015,725,mamluk,blue
2367,2522220,760,mamluk,blue
2368,2522273,0,,
2369,2522331,777,mamluk,blue
2370,2522388,0,,
2371,2522718,725,mamluk,blue
2372,2522791,780,mamluk,blue
2373,2523610,790,mamluk,blue
2374,2523843,725,mamluk,blue
2375,2524016,790,mamluk,blue
2376,2524430,725,mamluk,blue
2377,2525368,725,mamluk,blue
2378,2525443,732,mamluk,blue
2379,2526085,723,mamluk,blue
2380,2526191,24,first-century,saddlebrown
2381,2527145,0,,
2382,2530796,29,first-century,saddlebrown
2383,2530918,730,mamluk,blue
2384,2531188,713,mamluk,blue
2385,2531396,724,mamluk,blue
2386,2531494,26,first-century,saddlebrown
2387,2531707,732,mamluk,blue
2388,2531895,806,mamluk,blue
2389,2532198,0,,
2390,2533152,806,mamluk,blue
2391,2533748,781,mamluk,blue
2392,2534260,791,mamluk,blue
2393,2534536,725,mamluk,blue
2394,2535681,726,mamluk,blue
2395,2536194,725,mamluk,blue
2396,2536557,760,mamluk,blue
2397,2537255,665,mamluk,blue
2398,2537841,599,ayyubid,red
2399,2538057,708,mamluk,blue
2400,2539114,93,first-century,saddlebrown
2401,2541713,307,pre-fatimid,orange
2402,2542029,4,first-century,saddlebrown
2403,2542923,640,ayyubid,red
2404,2543335,640,ayyubid,red
2405,2543464,713,mamluk,blue
2406,2544403,40,first-century,saddlebrown
2407,2544840,640,ayyubid,red
2408,2546564,0,,
2409,2549439,651,mamluk,blue
2410,2551046,258,pre-fatimid,orange
2411,2551094,272,pre-fatimid,orange
2412,2551412,280,pre-fatimid,orange
2413,2551961,400,fatimid,green
2414,2554514,331,pre-fatimid,orange
2415,2555599,345,pre-fatimid,orange
2416,2555708,0,,
2417,2558065,381,fatimid,green
2418,2558277,383,fatimid,green
2419,2561760,415,fatimid,green
2420,2562205,418,fatimid,green
2421,2562279,370,fatimid,green
2422,2563269,450,fatimid,green
2423,2563476,452,fatimid,green
2424,2563792,478,fatimid,green
2425,2564343,0,,
2426,2567966,0,,
2427,2568796,311,pre-fatimid,orange
2428,2569142,374,fatimid,green
2429,2570149,0,,
2430,2571604,606,ayyubid,red
2431,2573515,721,mamluk,blue
2432,2574160,346,pre-fatimid,orange
2433,2574244,0,,
2434,2577140,600,ayyubid,red
2435,2577346,700,mamluk,blue
2436,2578139,790,mamluk,blue
2437,2578736,770,mamluk,blue
2438,2578962,806,mamluk,blue
2439,2579661,410,fatimid,green
2440,2580105,700,mamluk,blue
2441,2580190,697,mamluk,blue
2442,2582304,186,pre-fatimid,orange
2443,2582615,384,fatimid,green
2444,2583087,0,,
2445,2583793,577,ayyubid,red
2446,2584068,22,first-century,saddlebrown
2447,2585138,806,mamluk,blue
2448,2587272,806,mamluk,blue
2449,2587782,717,mamluk,blue
2450,2587981,720,mamluk,blue
2451,2588340,721,mamluk,blue
2452,2589154,806,mamluk,blue
2453,2590403,0,,
2454,2591308,725,mamluk,blue
2455,2591739,723,mamluk,blue
2456,2594542,0,,
2457,2594662,717,mamluk,blue
2458,2596460,738,mamluk,blue
2459,2599404,747,mamluk,blue
2460,2599449,48,first-century,saddlebrown
2461,2600263,749,mamluk,blue
2462,2605805,0,,
2463,2605987,0,,
2464,2606083,784,mamluk,blue
2465,2606195,0,,
2466,2607339,737,mamluk,blue
2467,2608005,0,,
2468,2609130,358,fatimid,green
2469,2609438,364,fatimid,green
2470,2610158,648,,
2471,2610514,708,mamluk,blue
2472,2613948,0,,
2473,2614110,668,mamluk,blue
2474,2614163,751,mamluk,blue
2475,2614552,203,pre-fatimid,orange
2476,2614623,5,first-century,saddlebrown
2477,2614923,371,fatimid,green
2478,2615584,407,fatimid,green
2479,2615635,60,first-century,saddlebrown
2480,2615778,12,first-century,saddlebrown
2481,2616166,452,fatimid,green
2482,2616525,73,first-century,saddlebrown
2483,2616833,75,first-century,saddlebrown
2484,2617027,77,first-century,saddlebrown
2485,2617089,79,first-century,saddlebrown
2486,2617198,81,first-century,saddlebrown
2487,2617270,81,first-century,saddlebrown
2488,2617424,98,first-century,saddlebrown
2489,2617522,503,fatimid,green
2490,2617788,531,fatimid,green
2491,2617832,553,fatimid,green
2492,2617921,54,first-century,saddlebrown
2493,2618194,429,fatimid,green
2494,2618283,55,first-century,saddlebrown
2495,2618416,73,first-century,saddlebrown
2496,2618603,75,first-century,saddlebrown
2497,2618651,79,first-century,saddlebrown
2498,2618696,81,first-century,saddlebrown
2499,2618761,84,first-century,saddlebrown
2500,2618845,84,first-century,saddlebrown
2501,2618994,513,fatimid,green
2502,2619129,520,fatimid,green
2503,2619484,533,fatimid,green
2504,2619613,38,first-century,saddlebrown
2505,2619678,0,,
2506,2619765,440,fatimid,green
2507,2619878,61,first-century,saddlebrown
2508,2620085,532,fatimid,green
2509,2620252,534,fatimid,green
2510,2620444,547,fatimid,green
2511,2620788,541,fatimid,green
2512,2621306,554,fatimid,green
2513,2621551,569,ayyubid,red
2514,2621959,76,first-century,saddlebrown
2515,2622176,78,first-century,saddlebrown
2516,2622494,93,first-century,saddlebrown
2517,2622672,99,first-century,saddlebrown
2518,2623088,612,ayyubid,red
2519,2623199,647,ayyubid,red
2520,2623291,620,ayyubid,red
2521,2623392,26,first-century,saddlebrown
2522,2623458,29,first-century,saddlebrown
2523,2623542,48,first-century,saddlebrown
2524,2626271,4,first-century,saddlebrown
2525,2626409,0,,
2526,2626684,10,first-century,saddlebrown
2527,2633842,547,fatimid,green
2528,2634436,715,mamluk,blue
2529,2634509,0,,
2530,2634594,720,mamluk,blue
2531,2634756,720,mamluk,blue
2532,2637084,711,mamluk,blue
2533,2637971,0,,
2534,2639828,54,first-century,saddlebrown
2535,2639889,263,pre-fatimid,orange
2536,2640596,254,pre-fatimid,orange
2537,2648145,264,pre-fatimid,orange
2538,2649851,263,pre-fatimid,orange
2539,2650193,264,pre-fatimid,orange
2540,2651368,323,pre-fatimid,orange
2541,2657315,524,fatimid,green
2542,2664056,20,first-century,saddlebrown
2543,2664282,566,fatimid,green
2544,2664675,263,pre-fatimid,orange
2545,2665501,0,,
2546,2666043,698,mamluk,blue
2547,2666756,247,pre-fatimid,orange
2548,2669680,0,,
2549,2670497,806,mamluk,blue
2550,2670785,700,mamluk,blue
2551,2671505,806,mamluk,blue
2552,2674506,0,,
2553,2674909,0,,
2554,2676472,213,pre-fatimid,orange
2555,2676765,213,pre-fatimid,orange
2556,2676838,381,fatimid,green
2557,2678083,461,fatimid,green
2558,2678425,744,mamluk,blue
2559,2679471,818,mamluk,blue
2560,2679774,615,ayyubid,red
2561,2680497,828,mamluk,blue
2562,2680774,681,mamluk,blue
2563,2680932,729,mamluk,blue
2564,2686833,34,first-century,saddlebrown
2565,2687152,53,first-century,saddlebrown
2566,2687578,101,pre-fatimid,orange
2567,2688830,238,pre-fatimid,orange
2568,2690111,189,pre-fatimid,orange
2569,2690972,192,pre-fatimid,orange
2570,2691250,231,pre-fatimid,orange
2571,2691886,241,pre-fatimid,orange
2572,2692361,246,pre-fatimid,orange
2573,2692718,253,pre-fatimid,orange
2574,2692808,283,pre-fatimid,orange
2575,2693030,282,pre-fatimid,orange
2576,2693329,292,pre-fatimid,orange
2577,2693674,295,pre-fatimid,orange
2578,2693870,305,pre-fatimid,orange
2579,2694350,313,pre-fatimid,orange
2580,2694658,326,pre-fatimid,orange
2581,2695196,335,pre-fatimid,orange
2582,2695796,334,pre-fatimid,orange
2583,2696381,181,pre-fatimid,orange
2584,2696512,194,pre-fatimid,orange
2585,2696604,201,pre-fatimid,orange
2586,2696651,247,pre-fatimid,orange
2587,2696756,258,pre-fatimid,orange
2588,2696832,342,pre-fatimid,orange
2589,2697124,350,pre-fatimid,orange
2590,2701568,0,,
2591,2702520,0,,
2592,2704056,669,mamluk,blue
2593,2704835,670,mamluk,blue
2594,2704897,671,mamluk,blue
2595,2704989,692,mamluk,blue
2596,2706666,0,,
2597,2706868,702,mamluk,blue
2598,2708634,386,fatimid,green
2599,2711941,387,fatimid,green
2600,2712935,398,fatimid,green
2601,2713158,54,first-century,saddlebrown
2602,2713796,323,pre-fatimid,orange
2603,2715501,700,mamluk,blue
2604,2715823,806,mamluk,blue
2605,2716783,360,fatimid,green
2606,2717430,594,ayyubid,red
2607,2718400,643,ayyubid,red
2608,2719225,740,mamluk,blue
2609,2719935,714,mamluk,blue
2610,2720996,806,mamluk,blue
2611,2721290,694,mamluk,blue
2612,2721332,95,first-century,saddlebrown
2613,2722388,717,mamluk,blue
2614,2722586,720,mamluk,blue
2615,2722987,720,mamluk,blue
2616,2723819,801,mamluk,blue
2617,2724094,723,mamluk,blue
2618,2724367,25,first-century,saddlebrown
2619,2724526,0,,
2620,2724650,0,,
2621,2725114,799,mamluk,blue
2622,2725199,0,,
2623,2725279,800,mamluk,blue
2624,2725569,825,mamluk,blue
2625,2728614,714,mamluk,blue
2626,2728811,718,mamluk,blue
2627,2731855,572,ayyubid,red
2628,2733517,195,pre-fatimid,orange
2629,2733641,233,pre-fatimid,orange
2630,2733718,217,pre-fatimid,orange
2631,2739467,540,fatimid,green
2632,2739939,569,ayyubid,red
2633,2740526,572,ayyubid,red
2634,2741039,604,ayyubid,red
2635,2743527,604,ayyubid,red
2636,2743670,671,mamluk,blue
2637,2743715,82,first-century,saddlebrown
2638,2743889,683,mamluk,blue
2639,2746498,828,mamluk,blue
