,pos,date,label,colour
190,391822,0,,
191,393979,0,,
192,394092,0,,
193,394977,806,mamluk,blue
194,395271,572,ayyubid,red
195,400735,0,,
196,403638,167,pre-fatimid,orange
197,403771,250,pre-fatimid,orange
198,409164,564,fatimid,green
199,409418,590,ayyubid,red
200,410009,592,ayyubid,red
201,411363,650,mamluk,blue
202,412178,662,mamluk,blue
203,412623,63,first-century,saddlebrown
204,412827,662,mamluk,blue
205,413004,665,mamluk,blue
206,413512,666,mamluk,blue
207,413944,669,mamluk,blue
208,414070,70,first-century,saddlebrown
209,414167,74,first-century,saddlebrown
210,415101,778,mamluk,blue
211,415817,60,first-century,saddlebrown
212,416383,801,mamluk,blue
213,417420,0,,
214,417688,0,,
215,417748,0,,
216,417818,0,,
217,418601,587,ayyubid,red
218,418955,816,mamluk,blue
219,419511,806,mamluk,blue
220,422726,567,,
221,423089,587,ayyubid,red
222,423270,88,first-century,saddlebrown
223,423375,0,,
224,426061,87,first-century,saddlebrown
225,426294,444,fatimid,green
226,426516,0,,
227,427981,10,first-century,saddlebrown
228,428035,30,first-century,saddlebrown
229,428223,585,ayyubid,red
230,428305,86,first-century,saddlebrown
231,429560,527,fatimid,green
232,429638,531,fatimid,green
233,430461,20,first-century,saddlebrown
234,451637,0,,
235,452328,0,,
236,452377,0,,
237,454483,511,fatimid,green
238,455180,0,,
239,455250,0,,
240,456027,0,,
241,456034,0,,
242,458493,225,pre-fatimid,orange
243,458578,0,,
244,458672,50,first-century,saddlebrown
245,458829,0,,
246,460199,400,fatimid,green
247,460206,0,,
248,468026,611,ayyubid,red
249,468136,579,ayyubid,red
250,473092,593,ayyubid,red
251,474203,0,,
252,475779,755,mamluk,blue
253,478303,711,mamluk,blue
254,478794,780,mamluk,blue
255,488566,500,fatimid,green
256,488839,0,,
257,492005,0,,
258,494943,515,fatimid,green
259,496809,519,fatimid,green
260,510420,0,,
261,513767,0,,
262,513972,0,,
263,514184,0,,
264,518325,0,,
265,520212,100,,
266,520219,90,first-century,saddlebrown
267,520226,0,,
268,526048,600,ayyubid,red
269,526746,750,mamluk,blue
270,529337,0,,
271,531963,0,,
272,536522,0,,
273,537030,0,,
274,540545,0,,
275,540712,0,,
276,540719,0,,
277,541003,0,,
278,541974,60,first-century,saddlebrown
279,541981,0,,
280,548347,0,,
281,551562,0,,
282,552832,0,,
283,555662,0,,
284,557556,0,,
285,558899,0,,
286,560476,20,first-century,saddlebrown
287,560483,0,,
288,561074,0,,
289,561081,0,,
290,561857,300,pre-fatimid,orange
291,561864,0,,
292,562449,0,,
293,572706,0,,
294,579743,0,,
295,579833,0,,
296,591757,0,,
297,592634,0,,
298,592837,26,first-century,saddlebrown
299,592906,0,,
300,593939,4,first-century,saddlebrown
301,594045,304,pre-fatimid,orange
302,594102,0,,
303,594148,0,,
304,594194,0,,
305,594332,0,,
306,594407,3,first-century,saddlebrown
307,594547,0,,
308,594665,0,,
309,594672,100,,
310,594779,700,mamluk,blue
311,594786,90,first-century,saddlebrown
312,594793,100,,
313,594942,0,,
314,603923,0,,
315,605909,358,fatimid,green
316,606591,70,first-century,saddlebrown
317,606598,0,,
318,608742,0,,
319,610055,332,pre-fatimid,orange
320,611103,777,mamluk,blue
321,612320,248,pre-fatimid,orange
322,614865,344,pre-fatimid,orange
323,616316,578,ayyubid,red
324,616867,673,mamluk,blue
325,616952,702,mamluk,blue
326,617014,703,mamluk,blue
327,618770,18,first-century,saddlebrown
328,629765,530,fatimid,green
329,632366,814,mamluk,blue
330,633621,0,,
331,636120,0,,
332,636919,20,first-century,saddlebrown
333,641025,19,first-century,saddlebrown
334,641133,20,first-century,saddlebrown
335,645938,21,first-century,saddlebrown
336,646088,21,first-century,saddlebrown
337,653636,0,,
338,658982,25,first-century,saddlebrown
339,659078,22,first-century,saddlebrown
340,659304,34,first-century,saddlebrown
341,661256,35,first-century,saddlebrown
342,668370,239,pre-fatimid,orange
343,668481,245,pre-fatimid,orange
344,668560,259,pre-fatimid,orange
345,668692,332,pre-fatimid,orange
346,669211,404,fatimid,green
347,669272,662,mamluk,blue
348,669547,664,mamluk,blue
349,670028,0,,
350,670096,710,mamluk,blue
351,670878,0,,
352,672617,0,,
353,672624,770,mamluk,blue
354,673316,826,mamluk,blue
355,673905,199,pre-fatimid,orange
356,674435,182,pre-fatimid,orange
357,675206,99,first-century,saddlebrown
358,677274,201,pre-fatimid,orange
359,677632,203,pre-fatimid,orange
360,677907,204,pre-fatimid,orange
361,677914,0,,
362,677952,5,first-century,saddlebrown
363,678015,205,pre-fatimid,orange
364,678280,212,pre-fatimid,orange
365,678821,345,pre-fatimid,orange
366,679014,216,pre-fatimid,orange
367,679677,261,pre-fatimid,orange
368,679931,302,pre-fatimid,orange
369,680502,303,pre-fatimid,orange
370,680674,304,pre-fatimid,orange
371,680727,307,pre-fatimid,orange
372,681750,307,pre-fatimid,orange
373,681961,358,fatimid,green
374,682098,612,ayyubid,red
375,682460,554,fatimid,green
376,682555,562,fatimid,green
377,684087,671,mamluk,blue
378,684267,27,first-century,saddlebrown
379,692896,0,,
380,693253,0,,
381,693802,101,pre-fatimid,orange
382,694672,360,fatimid,green
383,695297,194,pre-fatimid,orange
384,695930,196,pre-fatimid,orange
385,696369,197,pre-fatimid,orange
386,696677,98,first-century,saddlebrown
387,697067,99,first-century,saddlebrown
388,698206,200,pre-fatimid,orange
389,699121,201,pre-fatimid,orange
390,699499,202,pre-fatimid,orange
391,700274,203,pre-fatimid,orange
392,700467,205,pre-fatimid,orange
393,700850,206,pre-fatimid,orange
394,701195,207,pre-fatimid,orange
395,701809,209,pre-fatimid,orange
396,702363,210,pre-fatimid,orange
397,702792,11,first-century,saddlebrown
398,702962,377,fatimid,green
399,703430,332,pre-fatimid,orange
400,704440,15,first-century,saddlebrown
401,704614,219,pre-fatimid,orange
402,704762,239,pre-fatimid,orange
403,704926,249,pre-fatimid,orange
404,705068,348,pre-fatimid,orange
405,705148,378,fatimid,green
406,705780,379,fatimid,green
407,706152,397,fatimid,green
408,706452,571,ayyubid,red
409,706585,73,first-century,saddlebrown
410,707134,576,ayyubid,red
411,707481,577,ayyubid,red
412,707706,588,ayyubid,red
413,707866,624,ayyubid,red
414,708261,197,pre-fatimid,orange
415,708405,206,pre-fatimid,orange
416,708621,162,pre-fatimid,orange
417,708853,159,pre-fatimid,orange
418,708905,384,fatimid,green
419,709096,402,fatimid,green
420,709153,0,,
421,709613,415,fatimid,green
422,710181,624,ayyubid,red
423,711037,190,pre-fatimid,orange
424,711165,837,mamluk,blue
425,711647,610,ayyubid,red
426,714097,790,mamluk,blue
427,717321,304,pre-fatimid,orange
428,719929,806,mamluk,blue
429,720970,408,fatimid,green
430,721510,644,ayyubid,red
431,725530,9,first-century,saddlebrown
432,725593,415,fatimid,green
433,725861,566,fatimid,green
434,726367,77,first-century,saddlebrown
435,726616,0,,
436,728907,666,mamluk,blue
437,728979,821,mamluk,blue
438,730412,0,,
439,734930,825,mamluk,blue
440,736800,0,,
441,737500,0,,
442,742549,0,,
443,742684,3,first-century,saddlebrown
444,743293,0,,
445,743360,776,mamluk,blue
446,743473,806,mamluk,blue
447,748081,0,,
448,753764,0,,
449,753808,0,,
450,757672,0,,
451,762627,0,,
452,765616,216,pre-fatimid,orange
453,769807,241,pre-fatimid,orange
454,770257,255,pre-fatimid,orange
455,772678,332,pre-fatimid,orange
456,776630,344,pre-fatimid,orange
457,776801,45,first-century,saddlebrown
458,777002,45,first-century,saddlebrown
459,777100,585,ayyubid,red
460,777247,0,,
461,778304,790,mamluk,blue
462,778411,806,mamluk,blue
463,778468,0,,
464,778576,815,mamluk,blue
465,780949,60,first-century,saddlebrown
466,780956,0,,
467,782615,20,first-century,saddlebrown
468,782622,21,first-century,saddlebrown
469,782956,31,first-century,saddlebrown
470,784256,300,pre-fatimid,orange
471,785035,31,first-century,saddlebrown
472,786727,211,pre-fatimid,orange
473,790390,674,mamluk,blue
474,791672,3,first-century,saddlebrown
475,792094,0,,
476,792546,0,,
477,792799,0,,
478,793433,0,,
479,793730,666,mamluk,blue
480,793853,760,mamluk,blue
481,797901,738,mamluk,blue
482,798408,0,,
483,799316,0,,
484,801981,191,pre-fatimid,orange
485,802178,197,pre-fatimid,orange
486,802405,236,pre-fatimid,orange
487,803551,529,fatimid,green
488,803790,531,fatimid,green
489,805252,21,first-century,saddlebrown
490,805295,22,first-century,saddlebrown
491,806605,21,first-century,saddlebrown
492,806648,22,first-century,saddlebrown
493,807317,350,pre-fatimid,orange
494,808127,724,mamluk,blue
495,810182,415,fatimid,green
496,810736,0,,
497,812417,116,pre-fatimid,orange
498,812457,124,pre-fatimid,orange
499,814919,38,first-century,saddlebrown
500,814976,58,first-century,saddlebrown
501,815527,40,first-century,saddlebrown
502,815605,58,first-century,saddlebrown
503,817192,70,first-century,saddlebrown
504,818484,65,first-century,saddlebrown
505,819536,65,first-century,saddlebrown
506,819699,67,first-century,saddlebrown
507,819896,71,first-century,saddlebrown
508,820021,72,first-century,saddlebrown
509,820250,74,first-century,saddlebrown
510,820301,75,first-century,saddlebrown
511,820376,77,first-century,saddlebrown
512,821204,86,first-century,saddlebrown
513,821295,86,first-century,saddlebrown
514,821654,10,first-century,saddlebrown
515,824759,415,fatimid,green
516,824915,577,ayyubid,red
517,826183,239,pre-fatimid,orange
518,826448,343,pre-fatimid,orange
519,826563,349,pre-fatimid,orange
520,827909,509,fatimid,green
521,830247,545,fatimid,green
522,830416,0,,
523,830689,205,pre-fatimid,orange
524,832047,387,fatimid,green
525,832968,0,,
526,833155,652,mamluk,blue
527,836328,90,first-century,saddlebrown
528,836615,121,pre-fatimid,orange
529,836909,238,pre-fatimid,orange
530,837614,39,first-century,saddlebrown
531,837681,7,first-century,saddlebrown
532,837890,357,,
533,837996,408,fatimid,green
534,838392,550,fatimid,green
535,838880,565,fatimid,green
536,840399,577,ayyubid,red
537,840702,588,ayyubid,red
538,840820,615,ayyubid,red
539,840910,614,ayyubid,red
540,842165,615,ayyubid,red
541,849098,16,first-century,saddlebrown
542,852254,18,first-century,saddlebrown
543,854537,18,first-century,saddlebrown
544,856030,10,first-century,saddlebrown
545,856088,646,ayyubid,red
546,856594,47,first-century,saddlebrown
547,868539,648,,
548,870070,0,,
549,870077,648,,
550,874688,648,,
551,875047,659,mamluk,blue
552,877845,500,fatimid,green
553,879631,0,,
554,882306,695,mamluk,blue
555,883184,21,first-century,saddlebrown
556,883647,191,pre-fatimid,orange
557,884372,365,fatimid,green
558,884425,386,fatimid,green
559,884817,0,,
560,884920,728,mamluk,blue
561,885712,166,pre-fatimid,orange
562,887417,490,fatimid,green
563,887504,509,fatimid,green
564,887754,583,ayyubid,red
565,888071,644,ayyubid,red
566,888466,659,mamluk,blue
567,889180,803,mamluk,blue
568,889391,818,mamluk,blue
569,892073,0,,
570,892967,41,first-century,saddlebrown
571,897316,656,mamluk,blue
572,898799,258,pre-fatimid,orange
573,899006,0,,
574,902936,616,ayyubid,red
575,905785,666,mamluk,blue
576,911498,760,mamluk,blue
577,911542,572,ayyubid,red
578,920665,332,pre-fatimid,orange
579,921162,0,,
580,921436,0,,
581,921757,0,,
582,921844,339,pre-fatimid,orange
583,922993,400,fatimid,green
584,923103,662,mamluk,blue
585,923963,800,mamluk,blue
586,924042,806,mamluk,blue
587,924121,776,mamluk,blue
588,924345,0,,
589,924816,700,mamluk,blue
590,929262,734,mamluk,blue
591,929795,810,mamluk,blue
592,931895,0,,
593,933803,0,,
594,935571,578,ayyubid,red
595,935681,780,mamluk,blue
596,938893,0,,
597,952521,0,,
598,954557,0,,
599,956314,0,,
600,960225,100,,
601,960232,0,,
602,965014,0,,
603,965056,0,,
604,965063,0,,
605,965180,0,,
606,965227,100,,
607,965234,0,,
608,965475,0,,
609,967242,422,fatimid,green
610,969563,0,,
611,974453,0,,
612,975376,0,,
613,975421,0,,
614,975959,0,,
615,975966,356,pre-fatimid,orange
616,976130,585,ayyubid,red
617,976613,683,mamluk,blue
618,976657,85,first-century,saddlebrown
619,977286,715,mamluk,blue
620,977441,728,mamluk,blue
621,980995,0,,
622,981552,0,,
623,981559,300,pre-fatimid,orange
624,981836,0,,
625,981843,0,,
626,981966,0,,
627,981973,0,,
628,982243,600,ayyubid,red
629,982250,40,first-century,saddlebrown
630,982352,0,,
631,982446,0,,
632,982586,40,first-century,saddlebrown
633,982593,0,,
634,983207,700,mamluk,blue
635,983214,0,,
636,983221,0,,
637,983403,90,first-century,saddlebrown
638,983410,0,,
639,983483,0,,
640,983490,0,,
641,983589,0,,
642,983596,0,,
643,983924,9,first-century,saddlebrown
644,984156,308,pre-fatimid,orange
645,984213,100,,
646,984220,0,,
647,984227,0,,
648,984598,388,fatimid,green
649,984722,0,,
650,984729,100,,
651,984736,0,,
652,984779,0,,
653,984786,0,,
654,984864,26,first-century,saddlebrown
655,984932,10,first-century,saddlebrown
656,984939,0,,
657,985068,100,,
658,985075,70,first-century,saddlebrown
659,985082,0,,
660,985491,0,,
661,985772,0,,
662,986193,633,ayyubid,red
663,986271,0,,
664,986317,0,,
665,987163,0,,
666,987216,0,,
667,987578,0,,
668,987679,4,first-century,saddlebrown
669,988053,0,,
670,988157,0,,
671,988269,0,,
672,988276,0,,
673,988283,0,,
674,988317,0,,
675,988769,633,ayyubid,red
676,988983,600,ayyubid,red
677,988990,0,,
678,989025,0,,
679,989081,0,,
680,989088,0,,
681,989136,600,ayyubid,red
682,989143,0,,
683,989203,0,,
684,989210,0,,
685,989808,300,pre-fatimid,orange
686,989815,20,first-century,saddlebrown
687,989864,0,,
688,990559,60,first-century,saddlebrown
689,990566,0,,
690,990801,0,,
691,990855,0,,
692,991003,0,,
693,991309,0,,
694,991316,0,,
695,995925,0,,
696,996159,0,,
697,996235,0,,
698,996242,0,,
699,996369,0,,
700,996453,0,,
701,996598,0,,
702,996646,0,,
703,996742,0,,
704,996824,0,,
705,997216,0,,
706,997319,0,,
707,997445,0,,
708,1001417,0,,
709,1003587,0,,
710,1003696,0,,
711,1004037,600,ayyubid,red
712,1004044,0,,
713,1004575,300,pre-fatimid,orange
714,1004680,0,,
715,1004815,0,,
716,1006174,500,fatimid,green
717,1006181,0,,
718,1006298,0,,
719,1006532,0,,
720,1008422,0,,
721,1008717,0,,
722,1008840,0,,
723,1009202,0,,
724,1009919,0,,
725,1012669,0,,
726,1012676,0,,
727,1013859,0,,
728,1013866,0,,
729,1015112,0,,
730,1015119,0,,
731,1015126,0,,
732,1015603,400,fatimid,green
733,1015610,10,first-century,saddlebrown
734,1015617,0,,
735,1015722,1,first-century,saddlebrown
736,1015903,0,,
737,1015962,10,first-century,saddlebrown
738,1016153,0,,
739,1016665,900,,
740,1016672,0,,
741,1017834,100,,
742,1017956,600,ayyubid,red
743,1018221,790,mamluk,blue
744,1018228,0,,
745,1018335,1,first-century,saddlebrown
746,1018767,0,,
747,1018854,0,,
748,1019117,418,fatimid,green
749,1019184,0,,
750,1020424,0,,
751,1020545,17,first-century,saddlebrown
752,1020734,0,,
753,1021136,0,,
754,1021225,0,,
755,1021232,0,,
756,1021239,0,,
757,1021635,0,,
758,1021717,300,pre-fatimid,orange
759,1021829,0,,
760,1021941,0,,
761,1022006,0,,
762,1022053,0,,
763,1022122,300,pre-fatimid,orange
764,1022213,0,,
765,1022492,300,pre-fatimid,orange
766,1022577,0,,
767,1022639,0,,
768,1022728,0,,
769,1022937,0,,
770,1023084,0,,
771,1023300,0,,
772,1023803,0,,
773,1024386,70,first-century,saddlebrown
774,1024554,0,,
775,1026612,595,ayyubid,red
776,1026865,19,first-century,saddlebrown
777,1027301,0,,
778,1028402,300,pre-fatimid,orange
779,1028409,0,,
780,1028459,0,,
781,1028510,0,,
782,1028779,4,first-century,saddlebrown
783,1028857,300,pre-fatimid,orange
784,1028964,0,,
785,1029089,0,,
786,1029096,0,,
787,1030341,0,,
788,1030746,0,,
789,1031354,0,,
790,1032866,0,,
791,1034099,378,fatimid,green
792,1034994,0,,
793,1035784,0,,
794,1036167,0,,
795,1038306,330,pre-fatimid,orange
796,1039004,367,fatimid,green
797,1039172,388,fatimid,green
798,1039468,401,fatimid,green
799,1039605,415,fatimid,green
800,1040178,517,fatimid,green
801,1044943,0,,
802,1045981,0,,
803,1046350,381,fatimid,green
804,1046511,382,fatimid,green
805,1046623,402,fatimid,green
806,1046918,0,,
807,1047436,0,,
808,1047443,0,,
809,1048131,0,,
810,1049241,0,,
811,1049602,0,,
812,1050387,20,first-century,saddlebrown
813,1050394,0,,
814,1050738,0,,
815,1050938,363,fatimid,green
816,1051084,64,first-century,saddlebrown
817,1051450,517,fatimid,green
818,1052734,584,ayyubid,red
819,1053621,592,ayyubid,red
820,1055083,0,,
821,1058339,0,,
822,1062446,0,,
823,1062453,0,,
824,1064860,0,,
825,1066459,3,first-century,saddlebrown
826,1066466,4,first-century,saddlebrown
827,1068086,0,,
828,1068903,0,,
829,1068910,0,,
830,1069042,0,,
831,1069049,0,,
832,1069389,0,,
833,1069450,0,,
834,1069457,0,,
835,1069739,281,pre-fatimid,orange
836,1069883,282,pre-fatimid,orange
837,1070084,282,pre-fatimid,orange
838,1071449,281,pre-fatimid,orange
839,1071756,0,,
840,1071810,0,,
841,1071992,0,,
842,1072819,282,pre-fatimid,orange
843,1072897,0,,
844,1073039,0,,
845,1073110,282,pre-fatimid,orange
846,1073506,0,,
847,1073632,0,,
848,1073881,0,,
849,1074113,281,pre-fatimid,orange
850,1074889,0,,
851,1077367,265,pre-fatimid,orange
852,1077625,243,pre-fatimid,orange
853,1077864,0,,
854,1078410,0,,
855,1078417,0,,
856,1078471,300,pre-fatimid,orange
857,1078613,0,,
858,1078796,0,,
859,1078803,0,,
860,1078842,0,,
861,1078849,0,,
862,1078943,300,pre-fatimid,orange
863,1079002,300,pre-fatimid,orange
864,1079219,241,pre-fatimid,orange
865,1079318,0,,
866,1079325,0,,
867,1079409,10,first-century,saddlebrown
868,1079481,242,pre-fatimid,orange
869,1079576,208,pre-fatimid,orange
870,1079683,0,,
871,1079786,241,pre-fatimid,orange
872,1079793,0,,
873,1079834,242,pre-fatimid,orange
874,1079934,241,pre-fatimid,orange
875,1080004,242,pre-fatimid,orange
876,1080061,0,,
877,1080068,0,,
878,1080117,0,,
879,1080124,274,pre-fatimid,orange
880,1080503,0,,
881,1080693,276,pre-fatimid,orange
882,1080861,276,pre-fatimid,orange
883,1080921,277,pre-fatimid,orange
884,1080969,276,pre-fatimid,orange
885,1082000,78,first-century,saddlebrown
886,1082007,79,first-century,saddlebrown
887,1082116,0,,
888,1082123,0,,
889,1082187,0,,
890,1082230,275,pre-fatimid,orange
891,1082237,0,,
892,1082283,307,pre-fatimid,orange
893,1082348,308,pre-fatimid,orange
894,1082499,241,pre-fatimid,orange
895,1082506,2,first-century,saddlebrown
896,1082853,0,,
897,1082860,0,,
898,1082991,0,,
899,1083230,499,fatimid,green
900,1083280,97,first-century,saddlebrown
901,1083287,7,first-century,saddlebrown
902,1083356,501,fatimid,green
903,1083436,0,,
904,1083443,65,first-century,saddlebrown
905,1083496,567,,
906,1083859,305,pre-fatimid,orange
907,1084339,50,first-century,saddlebrown
908,1085848,0,,
909,1085950,0,,
910,1085957,0,,
911,1086075,0,,
912,1086131,0,,
913,1086138,0,,
914,1086228,0,,
915,1086452,0,,
916,1086504,0,,
917,1086654,0,,
918,1086661,241,pre-fatimid,orange
919,1086757,0,,
920,1086764,0,,
921,1086817,0,,
922,1086824,274,pre-fatimid,orange
923,1086905,274,pre-fatimid,orange
924,1086912,0,,
925,1086956,275,pre-fatimid,orange
926,1087123,277,pre-fatimid,orange
927,1087130,0,,
928,1087171,78,first-century,saddlebrown
929,1087178,79,first-century,saddlebrown
930,1087307,0,,
931,1087347,275,pre-fatimid,orange
932,1087405,307,pre-fatimid,orange
933,1087572,0,,
934,1087579,307,pre-fatimid,orange
935,1087586,0,,
936,1087625,308,pre-fatimid,orange
937,1088514,0,,
938,1091513,0,,
939,1092179,0,,
940,1092412,0,,
941,1092857,0,,
942,1093360,0,,
943,1093726,0,,
944,1093969,0,,
945,1094042,0,,
946,1094244,0,,
947,1094417,0,,
948,1094687,0,,
949,1094871,350,pre-fatimid,orange
950,1094878,1,first-century,saddlebrown
951,1094980,0,,
952,1095343,350,pre-fatimid,orange
953,1095892,501,fatimid,green
954,1095943,0,,
955,1098906,0,,
956,1099017,0,,
957,1099701,0,,
958,1099708,0,,
959,1099763,0,,
960,1099770,0,,
961,1099895,0,,
962,1099992,0,,
963,1100049,0,,
964,1100056,0,,
965,1100169,0,,
966,1100399,0,,
967,1100486,0,,
968,1100781,0,,
969,1100879,0,,
970,1100923,0,,
971,1101195,501,fatimid,green
972,1101202,9,first-century,saddlebrown
973,1101284,501,fatimid,green
974,1101408,0,,
975,1101484,0,,
976,1101526,0,,
977,1101894,0,,
978,1101982,0,,
979,1102044,501,fatimid,green
980,1102101,502,fatimid,green
981,1102180,501,fatimid,green
982,1102535,499,fatimid,green
983,1102542,1,first-century,saddlebrown
984,1102886,534,fatimid,green
985,1103006,499,fatimid,green
986,1103013,1,first-century,saddlebrown
987,1103126,1,first-century,saddlebrown
988,1103192,0,,
989,1103246,499,fatimid,green
990,1103310,501,fatimid,green
991,1103767,501,fatimid,green
992,1103825,567,,
993,1103901,0,,
994,1103908,0,,
995,1104016,7,first-century,saddlebrown
996,1104023,5,first-century,saddlebrown
997,1104131,0,,
998,1104138,8,first-century,saddlebrown
999,1104202,99,first-century,saddlebrown
1000,1104209,0,,
1001,1104254,501,fatimid,green
1002,1104328,0,,
1003,1104396,33,first-century,saddlebrown
1004,1104554,0,,
1005,1105145,0,,
1006,1105264,0,,
1007,1105271,0,,
1008,1105333,0,,
1009,1105413,567,,
1010,1106100,567,,
1011,1106107,5,first-century,saddlebrown
1012,1106226,0,,
1013,1106578,0,,
1014,1107013,0,,
1015,1107202,0,,
1016,1109755,0,,
1017,1112786,0,,
1018,1113327,0,,
1019,1113368,0,,
1020,1113694,0,,
1021,1113701,3,first-century,saddlebrown
1022,1113837,0,,
1023,1113882,9,first-century,saddlebrown
1024,1113933,0,,
1025,1114038,10,first-century,saddlebrown
1026,1115429,0,,
1027,1115608,0,,
1028,1116410,0,,
1029,1116952,0,,
1030,1117258,0,,
1031,1117456,0,,
1032,1117687,0,,
1033,1117902,2,first-century,saddlebrown
1034,1118032,0,,
1035,1118274,0,,
1036,1118281,0,,
1037,1118328,0,,
1038,1118404,0,,
1039,1118497,10,first-century,saddlebrown
1040,1118586,300,pre-fatimid,orange
1041,1118774,0,,
1042,1118975,0,,
