,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,mamluk
0,1,0,148.5,0,0,0,0,0
1,2,297,450.0,0,0,0,0,0
2,3,603,761.0,0,0,0,0,0
3,4,919,1076.0,0,0,0,0,0
4,5,1233,1389.0,0,0,0,0,1
5,6,1545,1703.5,0,0,0,0,0
6,7,1862,2020.5,1,0,2,0,0
7,8,2179,2340.0,3,0,0,0,3
8,9,2501,2660.5,0,0,0,0,0
9,10,2820,2977.0,0,0,0,0,0
10,11,3134,3286.0,0,0,0,0,0
11,12,3438,3592.0,0,0,0,0,0
12,13,3746,3901.0,0,0,0,0,0
13,14,4056,4225.0,0,0,0,0,0
14,15,4394,4550.0,0,0,0,0,0
15,16,4706,4862.5,0,0,0,0,0
16,17,5019,5172.0,0,0,0,0,0
17,18,5325,5480.5,0,0,0,0,0
18,19,5636,5790.5,0,0,0,0,0
19,20,5945,6098.0,0,0,0,0,0
20,21,6251,6404.5,0,0,0,0,0
21,22,6558,6710.5,0,0,0,0,0
22,23,6863,7016.5,0,0,0,0,0
23,24,7170,7323.5,0,0,0,0,0
24,25,7477,7628.5,0,0,0,0,0
25,26,7780,7934.5,0,0,0,0,0
26,27,8089,8243.5,0,0,0,0,0
27,28,8398,8555.0,0,0,0,0,0
28,29,8712,8865.0,0,0,0,0,0
29,30,9018,9169.5,0,0,0,0,0
30,31,9321,9474.0,0,0,0,0,0
31,32,9627,9787.0,0,0,0,0,0
32,33,9947,10099.0,0,0,0,0,0
33,34,10251,10406.5,0,0,0,0,0
34,35,10562,10715.0,0,0,0,0,0
35,36,10868,11023.0,0,0,0,0,0
36,37,11178,11335.0,0,0,0,0,0
37,38,11492,11643.0,0,0,0,0,0
38,39,11794,11947.5,0,0,0,0,0
39,40,12101,12256.0,0,0,0,0,0
40,41,12411,12572.0,1,0,0,0,0
41,42,12733,12886.5,0,0,0,0,0
42,43,13040,13193.0,0,0,0,0,0
43,44,13346,13504.0,0,0,0,0,0
44,45,13662,13824.5,0,0,0,0,0
45,46,13987,14153.5,0,0,0,0,0
46,47,14320,14482.0,0,0,0,0,0
47,48,14644,14807.5,0,0,0,0,0
48,49,14971,15134.0,0,0,0,0,0
49,50,15297,15463.5,0,0,0,0,0
50,51,15630,15791.0,0,0,0,0,0
51,52,15952,16109.0,0,0,0,0,0
52,53,16266,16422.0,0,0,0,0,0
53,54,16578,16732.0,0,0,0,0,0
54,55,16886,17041.0,0,0,0,0,0
55,56,17196,17348.0,0,0,0,0,0
